run_id,K,bin_width,va_pct,va_expansion_rule,construction,placebo_type,timestamp,git_sha
job2_placebo_pm_065,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_066,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_067,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_068,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_069,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_070,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_071,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_072,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_073,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_074,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_075,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_076,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_077,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_078,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_079,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_080,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_081,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_082,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_083,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_084,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_085,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_086,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_087,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_088,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_089,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_090,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_091,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_092,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_093,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_094,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_095,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_096,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_097,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_098,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_099,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
job2_placebo_pm_100,15,1.0,0.7,paired,bar_uniform,proximity_matched,2026-08-07T05:34:13.498953+00:00,4ab34b62
