tag,side,K,outcome,lift,ci_lo,ci_hi,n_cond_exc,n_cond_clusters,powered,null_spanning
2026H1,above,10,poc_before_stop_80,0.09805389221556887,0.05659327375601693,0.14454051404250093,167,122,True,False
2026H1,above,15,touched_poc,0.08203125,0.04061720697369144,0.12520943426149303,176,127,True,False
2026H1,above,15,reached_opposite_edge,0.04936079545454547,0.015550812979168924,0.0862165702725561,176,127,True,False
2026H1,above,15,poc_before_stop_10,0.03657670454545456,0.01737955144780181,0.05698499293283695,176,127,True,False
2026H1,above,15,poc_before_stop_20,0.05255681818181818,0.031302949572054775,0.07642053527603397,176,127,True,False
2026H1,above,15,poc_before_stop_30,0.06427556818181818,0.03849177980218872,0.09235054107872044,176,127,True,False
2026H1,above,15,poc_before_stop_40,0.07634943181818182,0.045802574685534565,0.11123210025572497,176,127,True,False
2026H1,above,15,poc_before_stop_60,0.09446022727272729,0.059822266673813795,0.13285429846028846,176,127,True,False
2026H1,above,15,poc_before_stop_80,0.09090909090909088,0.05316637630662024,0.13245634707116352,176,127,True,False
2026H1,above,20,touched_poc,0.09290081521739135,0.05243910419140468,0.13618128394468132,184,129,True,False
2026H1,above,20,reached_opposite_edge,0.0555366847826087,0.023682449889886225,0.09204836465903406,184,129,True,False
2026H1,above,20,poc_before_stop_10,0.030400815217391297,0.011766329527248782,0.051475196243153845,184,129,True,False
2026H1,above,20,poc_before_stop_20,0.04415760869565216,0.024629955990996585,0.06705794164854302,184,129,True,False
2026H1,above,20,poc_before_stop_30,0.06402853260869568,0.039133435368444595,0.09192040653907513,184,129,True,False
2026H1,above,20,poc_before_stop_40,0.07931385869565216,0.05209347474766192,0.11084094029309885,184,129,True,False
2026H1,above,20,poc_before_stop_60,0.09273097826086957,0.06168631245596671,0.1286771988593336,184,129,True,False
2026H1,above,20,poc_before_stop_80,0.08695652173913043,0.05157291266800859,0.1259915155273666,184,129,True,False
2026H1,above,30,touched_poc,0.08203125,0.046665492061084585,0.11999396319582688,192,132,True,False
2026H1,above,30,reached_opposite_edge,0.05078125,0.022111829418029146,0.08256524564703985,192,132,True,False
2026H1,above,30,poc_before_stop_10,0.024739583333333343,0.007876964922888967,0.041963130625812625,192,132,True,False
