block,outcome,n,k,p,wilson_lo,wilson_hi
FIT|above|per_excursion|failed_15,poc_before_stop_80,366,208.0,0.5683060109289617,0.5171105938948615,0.6180824184650244
FIT|above|per_excursion|failed_15,median_t_touched_poc,247,,16.0,,
FIT|above|per_excursion|failed_20,touched_poc,381,256.0,0.6719160104986877,0.6232585534799937,0.7171412369792498
FIT|above|per_excursion|failed_20,reached_opposite_edge,381,143.0,0.3753280839895013,0.3281787376826759,0.42496645244230014
FIT|above|per_excursion|failed_20,poc_before_stop_10,381,63.0,0.16535433070866143,0.1314277497514308,0.20596197111034714
FIT|above|per_excursion|failed_20,poc_before_stop_20,381,92.0,0.24146981627296588,0.20121320092145772,0.28688787754822953
FIT|above|per_excursion|failed_20,poc_before_stop_30,381,119.0,0.3123359580052493,0.26786785322542794,0.36055069612058865
FIT|above|per_excursion|failed_20,poc_before_stop_40,381,145.0,0.3805774278215223,0.33324502486068963,0.43029405199586646
FIT|above|per_excursion|failed_20,poc_before_stop_60,381,188.0,0.49343832020997375,0.4435523773628838,0.5434552642226412
FIT|above|per_excursion|failed_20,poc_before_stop_80,381,212.0,0.5564304461942258,0.5062274195510809,0.6055068628134038
FIT|above|per_excursion|failed_20,median_t_touched_poc,256,,18.0,,
FIT|above|per_excursion|failed_30,touched_poc,395,263.0,0.6658227848101266,0.6179041722304899,0.7105470224292447
FIT|above|per_excursion|failed_30,reached_opposite_edge,395,148.0,0.37468354430379747,0.3283703823628664,0.42341077587138
FIT|above|per_excursion|failed_30,poc_before_stop_10,395,63.0,0.15949367088607594,0.12669064862625498,0.19885613485871748
FIT|above|per_excursion|failed_30,poc_before_stop_20,395,92.0,0.23291139240506328,0.1939209047392147,0.2770470183660983
FIT|above|per_excursion|failed_30,poc_before_stop_30,395,120.0,0.3037974683544304,0.2605124885437069,0.3508620521260728
FIT|above|per_excursion|failed_30,poc_before_stop_40,395,146.0,0.369620253164557,0.3234859827784227,0.41826613134407614
FIT|above|per_excursion|failed_30,poc_before_stop_60,395,191.0,0.4835443037974684,0.43465802384736063,0.5327475827894597
FIT|above|per_excursion|failed_30,poc_before_stop_80,395,216.0,0.5468354430379747,0.4975268948839411,0.5952417631497244
FIT|above|per_excursion|failed_30,median_t_touched_poc,263,,19.0,,
FIT|above|per_excursion|failed_45,touched_poc,408,273.0,0.6691176470588235,0.6220685126667954,0.7130117706265872
FIT|above|per_excursion|failed_45,reached_opposite_edge,408,153.0,0.375,0.3293944497411029,0.42293751478117947
FIT|above|per_excursion|failed_45,poc_before_stop_10,408,64.0,0.1568627450980392,0.1247942647222336,0.19533269671148262
