tag,side,K,outcome,lift,ci_lo,ci_hi,n_cond_exc,n_cond_clusters,powered,null_spanning
2025H2,below,10,cont_before_stop_20,0.28876657709976594,0.2091424922459405,0.3785277741762528,83,79,True,False
2025H2,below,10,cont_before_stop_30,0.3069255439022276,0.22195673579294267,0.3954687996222344,83,79,True,False
2025H2,below,10,cont_before_stop_40,0.293793880558204,0.21208524430966333,0.37995633833772885,83,79,True,False
2025H2,below,10,cont_before_stop_60,0.2650169021409378,0.18048350057240634,0.3551962419301129,83,79,True,False
2025H2,below,10,cont_before_stop_80,0.2603363092658404,0.1777896151203587,0.3485249047993029,83,79,True,False
2025H2,below,10,returned_to_poc,-0.15870676952413976,-0.24415800865800863,-0.06801009368615447,83,79,True,False
2025H2,below,15,cont_before_reentry_0.25,0.4929085303186023,0.4257192909478994,0.5588902488117807,70,69,True,False
2025H2,below,15,cont_before_reentry_0.5,0.5441932168550874,0.46999242424242427,0.622139256091647,70,69,True,False
2025H2,below,15,cont_before_reentry_0.75,0.48417266187050356,0.397513315681301,0.5758676911544227,70,69,True,False
2025H2,below,15,cont_before_reentry_1.0,0.40596094552929085,0.313128412755074,0.507327059885326,70,69,True,False
2025H2,below,15,cont_before_reentry_1.5,0.27430626927029805,0.19419248508827816,0.3684046784174008,70,69,True,False
2025H2,below,15,cont_before_reentry_2.0,0.21377183967112023,0.13355396787907414,0.3008911835624765,70,69,True,False
2025H2,below,15,cont_before_stop_10,0.2776978417266187,0.1875428230020036,0.37473971508454257,70,69,True,False
2025H2,below,15,cont_before_stop_20,0.3452209660842754,0.24800139372634278,0.44343773118417035,70,69,True,False
2025H2,below,15,cont_before_stop_30,0.37009249743062694,0.2786003023002482,0.4713437519168419,70,69,True,False
2025H2,below,15,cont_before_stop_40,0.35919835560123325,0.2625171876388898,0.454687837038583,70,69,True,False
2025H2,below,15,cont_before_stop_60,0.3304213771839671,0.23379314969801543,0.433526591187198,70,69,True,False
2025H2,below,15,cont_before_stop_80,0.3302158273381295,0.2309330504377149,0.4255233908888165,70,69,True,False
2025H2,below,15,returned_to_poc,-0.18263103802672148,-0.275452241804298,-0.08770067703645619,70,69,True,False
2025H2,below,20,cont_before_reentry_0.25,0.5071942446043165,0.4477611940298507,0.5671815031982942,60,60,True,False
2025H2,below,20,cont_before_reentry_0.5,0.6037170263788969,0.5262461795874877,0.6765907386093175,60,60,True,False
2025H2,below,20,cont_before_reentry_0.75,0.5675059952038369,0.47589596981522686,0.6583916125261906,60,60,True,False
2025H2,below,20,cont_before_reentry_1.0,0.46786570743405276,0.36939893763653486,0.5738327056599095,60,60,True,False
2025H2,below,20,cont_before_reentry_1.5,0.33621103117505996,0.23998896769109535,0.4421219381190163,60,60,True,False
2025H2,below,20,cont_before_reentry_2.0,0.26139088729016785,0.17048148982300904,0.36113662838057997,60,60,True,False
2025H2,below,20,cont_before_stop_10,0.31103117505995204,0.21342139783989364,0.4140166781107895,60,60,True,False
2025H2,below,20,cont_before_stop_20,0.3976019184652278,0.2938150732246476,0.5057218979580463,60,60,True,False
2025H2,below,20,cont_before_stop_30,0.4296163069544365,0.3311740946638403,0.5357056654687442,60,60,True,False
2025H2,below,20,cont_before_stop_40,0.42110311750599516,0.3211211463269608,0.5237611845640318,60,60,True,False
2025H2,below,20,cont_before_stop_60,0.392326139088729,0.2892959876142348,0.49893124689892593,60,60,True,False
2025H2,below,20,cont_before_stop_80,0.38021582733812953,0.2730667778601433,0.4805007092087475,60,60,True,False
2025H2,below,20,returned_to_poc,-0.25167865707434056,-0.35348719676549867,-0.14127427856127864,60,60,True,False
2025H2,below,30,cont_before_reentry_0.25,0.5071942446043165,0.44402949057799806,0.5704483875231298,51,51,True,False
2025H2,below,30,cont_before_reentry_0.5,0.6674425165749753,0.6057899485948568,0.7284747023809524,51,51,True,False
2025H2,below,30,cont_before_reentry_0.75,0.6469177599097193,0.557068868388428,0.7324705044632369,51,51,True,False
2025H2,below,30,cont_before_reentry_1.0,0.5600225701791508,0.453501739616468,0.6727607372279958,51,51,True,False
2025H2,below,30,cont_before_reentry_1.5,0.41268161941035403,0.3043965952046511,0.5281233766233766,51,51,True,False
2025H2,below,30,cont_before_reentry_2.0,0.32021441670193257,0.21013778674129605,0.44514299224190473,51,51,True,False
2025H2,below,30,cont_before_stop_10,0.3678939201579912,0.25523653141994895,0.4863185241793346,51,51,True,False
2025H2,below,30,cont_before_stop_20,0.47799407532797294,0.3625589399865904,0.5907783182029959,51,51,True,False
2025H2,below,30,cont_before_stop_30,0.5188319932289462,0.41482370047255546,0.6303554956750913,51,51,True,False
2025H2,below,30,cont_before_stop_40,0.5132599802510932,0.3998568504567892,0.6232630456508548,51,51,True,False
2025H2,below,30,cont_before_stop_60,0.48448300183382703,0.3757848564736308,0.6016877999944186,51,51,True,False
2025H2,below,30,cont_before_stop_80,0.4753138665538158,0.3626105744789019,0.5779152241067784,51,51,True,False
2025H2,below,30,returned_to_poc,-0.2742276766821837,-0.3873044527563632,-0.15769520897100778,51,51,True,False
2025H2,below,45,cont_before_reentry_0.25,0.5071942446043165,0.44323854337152213,0.5693443644959347,42,42,True,False
2025H2,below,45,cont_before_reentry_0.5,0.6632408359027064,0.5928542626728109,0.7252443609022555,42,42,True,False
2025H2,below,45,cont_before_reentry_0.75,0.6651250428228845,0.5692235499237117,0.7571673196087468,42,42,True,False
2025H2,below,45,cont_before_reentry_1.0,0.6202466598150052,0.5083913757185803,0.73806773664551,42,42,True,False
2025H2,below,45,cont_before_reentry_1.5,0.49811579307982184,0.37190882846992995,0.6324921383647798,42,42,True,False
2025H2,below,45,cont_before_reentry_2.0,0.4042480301473107,0.273976208288049,0.5336598651739497,42,42,True,False
2025H2,below,45,cont_before_stop_10,0.4015073655361425,0.27224799097137736,0.5305934487340522,42,42,True,False
2025H2,below,45,cont_before_stop_20,0.5452209660842755,0.42704695929723935,0.6679015562127391,42,42,True,False
2025H2,below,45,cont_before_stop_30,0.5748544021925317,0.45674179769916456,0.6847272888888268,42,42,True,False
2025H2,below,45,cont_before_stop_40,0.5734840698869476,0.4580733349612908,0.6872188195207117,42,42,True,False
2025H2,below,45,cont_before_stop_60,0.5447070914696814,0.42991419614496557,0.6594635124675758,42,42,True,False
2025H2,below,45,cont_before_stop_80,0.5159301130524152,0.3966912491475229,0.6243251981612473,42,42,True,False
2025H2,below,45,returned_to_poc,-0.33025008564576913,-0.4474517374517375,-0.2118406848374745,42,42,True,False
2025H2,below,60,cont_before_reentry_0.25,0.5071942446043165,0.4448526140883399,0.5664365497983246,39,39,True,False
2025H2,below,60,cont_before_reentry_0.5,0.6870503597122302,0.6353691095523739,0.738113647520864,39,39,True,False
2025H2,below,60,cont_before_reentry_0.75,0.6816085593064011,0.5862184024266937,0.7735095687450392,39,39,True,False
2025H2,below,60,cont_before_reentry_1.0,0.6294041689725143,0.5066450061998778,0.7386658127938369,39,39,True,False
2025H2,below,60,cont_before_reentry_1.5,0.518262313226342,0.3792783437826541,0.657991272569971,39,39,True,False
2025H2,below,60,cont_before_reentry_2.0,0.4408780667773473,0.30087406015037593,0.5813961499493414,39,39,True,False
2025H2,below,60,cont_before_stop_10,0.39051835454713146,0.25116738777068365,0.535986519607843,39,39,True,False
2025H2,below,60,cont_before_stop_20,0.5488839697472792,0.4188456193168584,0.6784862253838088,39,39,True,False
2025H2,below,60,cont_before_stop_30,0.582180409518539,0.458033687398249,0.6965842009606126,39,39,True,False
2025H2,below,60,cont_before_stop_40,0.5826415790444567,0.46411693756342653,0.6931624563023879,39,39,True,False
2025H2,below,60,cont_before_stop_60,0.5538646006271906,0.4283666725211066,0.6676942369574709,39,39,True,False
2025H2,below,60,cont_before_stop_80,0.5250876222099243,0.4044105052735076,0.6397184378210592,39,39,True,False
2025H2,below,60,returned_to_poc,-0.3632171186128021,-0.4828224896646093,-0.2406711111638372,39,39,True,False
2026H1,above,5,cont_before_reentry_0.25,0.38662027310924374,0.32159033070210935,0.45491355605110834,119,110,True,False
2026H1,above,5,cont_before_reentry_0.5,0.30426076680672265,0.24845170853219195,0.3703738775447738,119,110,True,False
2026H1,above,5,cont_before_reentry_0.75,0.24793198529411764,0.19353905722355255,0.30770243103261036,119,110,True,False
2026H1,above,5,cont_before_reentry_1.0,0.19787289915966388,0.1492975945646405,0.25111759058428673,119,110,True,False
2026H1,above,5,cont_before_reentry_1.5,0.13041622899159663,0.08917405352006275,0.1767848767926981,119,110,True,False
2026H1,above,5,cont_before_reentry_2.0,0.06295955882352941,0.03366194261880207,0.09575783050321741,119,110,True,False
2026H1,above,5,cont_before_stop_10,0.14390756302521007,0.10076481582587783,0.1958631657364259,119,110,True,False
2026H1,above,5,cont_before_stop_20,0.17089023109243695,0.12323035099388222,0.22334209452474532,119,110,True,False
2026H1,above,5,cont_before_stop_30,0.18497242647058826,0.1354527506613709,0.23781081760126732,119,110,True,False
2026H1,above,5,cont_before_stop_40,0.18946953781512604,0.1415367789891917,0.24230763825213286,119,110,True,False
2026H1,above,5,cont_before_stop_60,0.1912421218487395,0.13962684295085478,0.250237348217783,119,110,True,False
2026H1,above,5,cont_before_stop_80,0.20082720588235292,0.14823092166544583,0.25788172695004136,119,110,True,False
2026H1,above,5,returned_to_poc,-0.07238051470588236,-0.13809703535015444,-0.006865008145776143,119,110,True,False
2026H1,above,10,cont_before_reentry_0.25,0.4760358146067416,0.4131665891590904,0.5422979919222958,89,88,True,False
2026H1,above,10,cont_before_reentry_0.5,0.4407917837078652,0.36691687774126525,0.5184330738703096,89,88,True,False
2026H1,above,10,cont_before_reentry_0.75,0.3840853230337079,0.31104277504105093,0.4655711192106972,89,88,True,False
2026H1,above,10,cont_before_reentry_1.0,0.31127106741573035,0.23728408562981737,0.3878085733432169,89,88,True,False
2026H1,above,10,cont_before_reentry_1.5,0.2125614466292135,0.1479034559085377,0.2852291082529343,89,88,True,False
2026H1,above,10,cont_before_reentry_2.0,0.10261587078651685,0.056344890100109624,0.15484501569918588,89,88,True,False
2026H1,above,10,cont_before_stop_10,0.22331460674157305,0.1587620066414101,0.29376374822171686,89,88,True,False
2026H1,above,10,cont_before_stop_20,0.2672928370786517,0.1982036359234363,0.3401583942293309,89,88,True,False
2026H1,above,10,cont_before_stop_30,0.2927054073033708,0.2211758991865565,0.36748547050152136,89,88,True,False
2026H1,above,10,cont_before_stop_40,0.2887991573033708,0.2148309943643622,0.3652222447969034,89,88,True,False
2026H1,above,10,cont_before_stop_60,0.28783356741573035,0.21379752589891035,0.37035492787454366,89,88,True,False
2026H1,above,10,cont_before_stop_80,0.2834445224719101,0.21244927202451844,0.35900636416429094,89,88,True,False
2026H1,above,10,returned_to_poc,-0.14971032303370785,-0.2299560048594238,-0.06396676900940343,89,88,True,False
2026H1,above,15,cont_before_reentry_0.25,0.4921875,0.4217075498864515,0.5587191923414551,80,80,True,False
