placebo,draw,side,lift,real
stale_5d,0,above,0.2431408681408681,0.36674641148325354
stale_5d,0,below,0.2704545454545454,0.39286598959623475
proximity_matched,1,above,0.33178005591798687,0.36674641148325354
proximity_matched,1,below,0.4149011299435028,0.39286598959623475
proximity_matched,2,above,0.3574561403508772,0.36674641148325354
proximity_matched,2,below,0.411377245508982,0.39286598959623475
proximity_matched,3,above,0.36257608649384926,0.36674641148325354
proximity_matched,3,below,0.41778888562187594,0.39286598959623475
proximity_matched,4,above,0.40423204184011097,0.36674641148325354
proximity_matched,4,below,0.4522172674346587,0.39286598959623475
proximity_matched,5,above,0.3072637668737947,0.36674641148325354
proximity_matched,5,below,0.3381924198250729,0.39286598959623475
proximity_matched,6,above,0.3856005068331976,0.36674641148325354
proximity_matched,6,below,0.36169290769897444,0.39286598959623475
proximity_matched,7,above,0.4142899584076054,0.36674641148325354
proximity_matched,7,below,0.399261739205082,0.39286598959623475
proximity_matched,8,above,0.35398870056497167,0.36674641148325354
proximity_matched,8,below,0.3639653242391898,0.39286598959623475
proximity_matched,9,above,0.45129054806223623,0.36674641148325354
proximity_matched,9,below,0.3389382041652442,0.39286598959623475
proximity_matched,10,above,0.3753462603878116,0.36674641148325354
proximity_matched,10,below,0.40297688234534423,0.39286598959623475
proximity_matched,11,above,0.341160874917148,0.36674641148325354
proximity_matched,11,below,0.39933748181170864,0.39286598959623475
proximity_matched,12,above,0.33859794957051814,0.36674641148325354
proximity_matched,12,below,0.44205472244146277,0.39286598959623475
proximity_matched,13,above,0.34110740186485555,0.36674641148325354
proximity_matched,13,below,0.4320746660159824,0.39286598959623475
proximity_matched,14,above,0.3238991596638655,0.36674641148325354
proximity_matched,14,below,0.40846696200162225,0.39286598959623475
proximity_matched,15,above,0.4123017896602802,0.36674641148325354
proximity_matched,15,below,0.3772062895807749,0.39286598959623475
proximity_matched,16,above,0.41644204851752026,0.36674641148325354
proximity_matched,16,below,0.4360611455583523,0.39286598959623475
proximity_matched,17,above,0.4054924242424242,0.36674641148325354
proximity_matched,17,below,0.45606417427141593,0.39286598959623475
proximity_matched,18,above,0.37009493670886073,0.36674641148325354
proximity_matched,18,below,0.44964391691394656,0.39286598959623475
proximity_matched,19,above,0.32773207990599296,0.36674641148325354
proximity_matched,19,below,0.3925190979091213,0.39286598959623475
proximity_matched,20,above,0.3760448521916412,0.36674641148325354
proximity_matched,20,below,0.3929132092397399,0.39286598959623475
proximity_matched,21,above,0.382024349486751,0.36674641148325354
proximity_matched,21,below,0.39526515692377984,0.39286598959623475
proximity_matched,22,above,0.43310174809502466,0.36674641148325354
proximity_matched,22,below,0.41302588996763745,0.39286598959623475
proximity_matched,23,above,0.35262683627066793,0.36674641148325354
proximity_matched,23,below,0.3461353528068278,0.39286598959623475
proximity_matched,24,above,0.3529188271053102,0.36674641148325354
proximity_matched,24,below,0.38222222222222224,0.39286598959623475
proximity_matched,25,above,0.3623543417046313,0.36674641148325354
proximity_matched,25,below,0.44411764705882356,0.39286598959623475
proximity_matched,26,above,0.34920634920634924,0.36674641148325354
proximity_matched,26,below,0.418700327255727,0.39286598959623475
proximity_matched,27,above,0.4184210526315789,0.36674641148325354
proximity_matched,27,below,0.3557109557109557,0.39286598959623475
proximity_matched,28,above,0.3995951001998872,0.36674641148325354
proximity_matched,28,below,0.45639943741209565,0.39286598959623475
proximity_matched,29,above,0.42859384808537354,0.36674641148325354
proximity_matched,29,below,0.3888952228936267,0.39286598959623475
proximity_matched,30,above,0.38000105008925755,0.36674641148325354
proximity_matched,30,below,0.43633514486713565,0.39286598959623475
proximity_matched,31,above,0.3630013248223533,0.36674641148325354
proximity_matched,31,below,0.44011475017929713,0.39286598959623475
proximity_matched,32,above,0.37714942769037785,0.36674641148325354
proximity_matched,32,below,0.37697951595232565,0.39286598959623475
proximity_matched,33,above,0.35798672924421426,0.36674641148325354
proximity_matched,33,below,0.3729096989966555,0.39286598959623475
proximity_matched,34,above,0.35529030356616564,0.36674641148325354
proximity_matched,34,below,0.46560846560846564,0.39286598959623475
proximity_matched,35,above,0.36255734556705427,0.36674641148325354
proximity_matched,35,below,0.33177009488493836,0.39286598959623475
proximity_matched,36,above,0.36440962238834573,0.36674641148325354
proximity_matched,36,below,0.45583845478489904,0.39286598959623475
proximity_matched,37,above,0.34108108108108115,0.36674641148325354
proximity_matched,37,below,0.3487436476566911,0.39286598959623475
proximity_matched,38,above,0.36542461388679914,0.36674641148325354
proximity_matched,38,below,0.42967806841046274,0.39286598959623475
proximity_matched,39,above,0.388616758420391,0.36674641148325354
proximity_matched,39,below,0.3271062955352139,0.39286598959623475
proximity_matched,40,above,0.40322901142573275,0.36674641148325354
proximity_matched,40,below,0.3950534759358289,0.39286598959623475
proximity_matched,41,above,0.40313852813852813,0.36674641148325354
proximity_matched,41,below,0.4903790087463557,0.39286598959623475
proximity_matched,42,above,0.38957469138887496,0.36674641148325354
proximity_matched,42,below,0.3645077865857087,0.39286598959623475
proximity_matched,43,above,0.37786994915707783,0.36674641148325354
proximity_matched,43,below,0.3559523809523809,0.39286598959623475
proximity_matched,44,above,0.38721560130010835,0.36674641148325354
proximity_matched,44,below,0.35480698303417757,0.39286598959623475
proximity_matched,45,above,0.38522722730724657,0.36674641148325354
proximity_matched,45,below,0.4690934065934066,0.39286598959623475
proximity_matched,46,above,0.34977507156813736,0.36674641148325354
proximity_matched,46,below,0.4134453781512606,0.39286598959623475
proximity_matched,47,above,0.32983798009704746,0.36674641148325354
proximity_matched,47,below,0.47125902513092255,0.39286598959623475
proximity_matched,48,above,0.31487965869757717,0.36674641148325354
proximity_matched,48,below,0.4147623121104729,0.39286598959623475
proximity_matched,49,above,0.34447376136030494,0.36674641148325354
proximity_matched,49,below,0.39377976620002886,0.39286598959623475
proximity_matched,50,above,0.2894725274725275,0.36674641148325354
proximity_matched,50,below,0.34313145719553345,0.39286598959623475
proximity_matched,51,above,0.3140791290925339,0.36674641148325354
proximity_matched,51,below,0.37243490546995894,0.39286598959623475
proximity_matched,52,above,0.41113569321533916,0.36674641148325354
proximity_matched,52,below,0.3976754197158846,0.39286598959623475
proximity_matched,53,above,0.35647551546391754,0.36674641148325354
proximity_matched,53,below,0.41293062765455407,0.39286598959623475
proximity_matched,54,above,0.2987169206094627,0.36674641148325354
proximity_matched,54,below,0.3466433814823585,0.39286598959623475
proximity_matched,55,above,0.38998468019915733,0.36674641148325354
proximity_matched,55,below,0.39319727891156464,0.39286598959623475
proximity_matched,56,above,0.3277081798084009,0.36674641148325354
proximity_matched,56,below,0.375491759702286,0.39286598959623475
proximity_matched,57,above,0.34617280907186004,0.36674641148325354
proximity_matched,57,below,0.38765219530193085,0.39286598959623475
proximity_matched,58,above,0.4463923534211446,0.36674641148325354
proximity_matched,58,below,0.46089607635206786,0.39286598959623475
proximity_matched,59,above,0.3061277932960894,0.36674641148325354
proximity_matched,59,below,0.41107852720755944,0.39286598959623475
proximity_matched,60,above,0.340471756672874,0.36674641148325354
proximity_matched,60,below,0.3803929060400547,0.39286598959623475
proximity_matched,61,above,0.30782535527299926,0.36674641148325354
proximity_matched,61,below,0.3662064431295201,0.39286598959623475
proximity_matched,62,above,0.3973333333333333,0.36674641148325354
proximity_matched,62,below,0.4321581196581197,0.39286598959623475
proximity_matched,63,above,0.4090275229357798,0.36674641148325354
proximity_matched,63,below,0.38023764853033143,0.39286598959623475
proximity_matched,64,above,0.31191293352601157,0.36674641148325354
proximity_matched,64,below,0.4503464980152055,0.39286598959623475
proximity_matched,65,above,0.36884098544232924,0.36674641148325354
proximity_matched,65,below,0.3555837124920809,0.39286598959623475
proximity_matched,66,above,0.39385424220449605,0.36674641148325354
proximity_matched,66,below,0.3879966187658495,0.39286598959623475
proximity_matched,67,above,0.37369166780931484,0.36674641148325354
proximity_matched,67,below,0.422180607573866,0.39286598959623475
proximity_matched,68,above,0.3436275735600567,0.36674641148325354
proximity_matched,68,below,0.4196428571428572,0.39286598959623475
proximity_matched,69,above,0.34735616893914195,0.36674641148325354
proximity_matched,69,below,0.4372713414634146,0.39286598959623475
proximity_matched,70,above,0.34259259259259256,0.36674641148325354
proximity_matched,70,below,0.38117728679688334,0.39286598959623475
proximity_matched,71,above,0.3950767730928589,0.36674641148325354
proximity_matched,71,below,0.44832510033961104,0.39286598959623475
proximity_matched,72,above,0.30887096774193545,0.36674641148325354
proximity_matched,72,below,0.4334165626300458,0.39286598959623475
proximity_matched,73,above,0.3595488721804511,0.36674641148325354
proximity_matched,73,below,0.4039115646258503,0.39286598959623475
proximity_matched,74,above,0.32780722441450494,0.36674641148325354
proximity_matched,74,below,0.40718843843843844,0.39286598959623475
proximity_matched,75,above,0.32209219224584595,0.36674641148325354
proximity_matched,75,below,0.37692901234567905,0.39286598959623475
proximity_matched,76,above,0.3746411040103732,0.36674641148325354
proximity_matched,76,below,0.3916008989703653,0.39286598959623475
proximity_matched,77,above,0.3269130434782609,0.36674641148325354
proximity_matched,77,below,0.4053649160495223,0.39286598959623475
proximity_matched,78,above,0.3596056789774067,0.36674641148325354
proximity_matched,78,below,0.3951001303471976,0.39286598959623475
proximity_matched,79,above,0.339036166952969,0.36674641148325354
proximity_matched,79,below,0.35522112211221124,0.39286598959623475
proximity_matched,80,above,0.3292188431723315,0.36674641148325354
proximity_matched,80,below,0.38591379801754444,0.39286598959623475
proximity_matched,81,above,0.2914533674612062,0.36674641148325354
proximity_matched,81,below,0.31187810945273636,0.39286598959623475
proximity_matched,82,above,0.3192243920412675,0.36674641148325354
proximity_matched,82,below,0.368796992481203,0.39286598959623475
proximity_matched,83,above,0.3268568278903128,0.36674641148325354
proximity_matched,83,below,0.3769113615595492,0.39286598959623475
proximity_matched,84,above,0.36320789454304436,0.36674641148325354
proximity_matched,84,below,0.43146613832853026,0.39286598959623475
proximity_matched,85,above,0.3716980610184493,0.36674641148325354
proximity_matched,85,below,0.4000632511068944,0.39286598959623475
proximity_matched,86,above,0.3326579480567323,0.36674641148325354
proximity_matched,86,below,0.4053521779425394,0.39286598959623475
proximity_matched,87,above,0.35905057675244006,0.36674641148325354
proximity_matched,87,below,0.40929108021759786,0.39286598959623475
proximity_matched,88,above,0.35205469008106943,0.36674641148325354
proximity_matched,88,below,0.4290765673874609,0.39286598959623475
proximity_matched,89,above,0.378597934008625,0.36674641148325354
proximity_matched,89,below,0.3200224096610539,0.39286598959623475
proximity_matched,90,above,0.3188437775816416,0.36674641148325354
proximity_matched,90,below,0.418903684915099,0.39286598959623475
proximity_matched,91,above,0.37270043152396093,0.36674641148325354
proximity_matched,91,below,0.3822314049586777,0.39286598959623475
proximity_matched,92,above,0.3696839231334663,0.36674641148325354
proximity_matched,92,below,0.4244798392882767,0.39286598959623475
proximity_matched,93,above,0.32335958005249343,0.36674641148325354
proximity_matched,93,below,0.45316282823266496,0.39286598959623475
proximity_matched,94,above,0.4148676028785021,0.36674641148325354
proximity_matched,94,below,0.3654798761609907,0.39286598959623475
proximity_matched,95,above,0.3887509549274255,0.36674641148325354
proximity_matched,95,below,0.3319327731092437,0.39286598959623475
proximity_matched,96,above,0.3913523274478331,0.36674641148325354
proximity_matched,96,below,0.3851216593538094,0.39286598959623475
proximity_matched,97,above,0.4177236971484759,0.36674641148325354
proximity_matched,97,below,0.33886426592797786,0.39286598959623475
proximity_matched,98,above,0.3797695996663887,0.36674641148325354
proximity_matched,98,below,0.4126456433637285,0.39286598959623475
