day,t,dir,net,R,risk,train,ctrR,ctr_net
2024-04-25,04:30:00,-1,-310.0,-1.0333333333333334,15.0,True,-1.0112359550561798,-900.0
2024-04-29,06:45:00,1,375.0,0.5859375,32.0,True,,
2024-05-09,06:45:00,-1,-245.0,-1.0425531914893618,11.75,True,2.144230769230769,1115.0
2024-05-16,04:30:00,1,-180.0,-1.0588235294117647,8.5,True,-1.0338983050847457,-305.0
2024-05-16,04:45:00,1,-300.0,-1.0344827586206897,14.5,True,-1.0689655172413792,-155.0
2024-05-16,05:45:00,1,-240.0,-1.0434782608695652,11.5,True,,
2024-05-16,06:00:00,1,-150.0,-1.0714285714285714,7.0,True,-1.0689655172413792,-155.0
2024-05-17,05:30:00,1,90.0,0.12162162162162163,37.0,True,,
2024-05-22,04:15:00,1,-365.0,-1.028169014084507,17.75,True,,
2024-05-28,03:45:00,1,740.0,2.96,12.5,True,-1.025974025974026,-395.0
2024-05-28,04:00:00,1,905.0,2.9672131147540983,15.25,True,-1.0303030303030303,-340.0
2024-05-28,06:45:00,1,-260.0,-1.04,12.5,True,0.1306532663316583,130.0
2024-05-28,07:15:00,1,-450.0,-1.0227272727272727,22.0,True,0.2597402597402597,200.0
2024-05-31,05:00:00,-1,-750.0,-1.0135135135135136,37.0,True,-1.0240963855421688,-425.0
2024-05-31,06:15:00,-1,-400.0,-1.0256410256410255,19.5,True,-1.0952380952380953,-115.0
2024-06-06,03:45:00,1,-340.0,-1.0303030303030303,16.5,True,-1.0350877192982457,-295.0
2024-06-06,05:00:00,1,-150.0,-1.0714285714285714,7.0,True,-1.0285714285714285,-360.0
2024-06-12,04:45:00,1,815.0,2.963636363636364,13.75,True,-1.08,-135.0
2024-06-17,06:15:00,1,-200.0,-1.0526315789473684,9.5,True,-1.0344827586206897,-300.0
2024-06-17,06:45:00,1,-300.0,-1.0344827586206897,14.5,True,-1.0294117647058822,-350.0
2024-06-17,07:00:00,1,-400.0,-1.0256410256410255,19.5,True,-1.0416666666666667,-250.0
2024-06-26,06:30:00,1,-185.0,-1.0571428571428572,8.75,True,2.1257861635220126,1690.0
2024-07-01,07:30:00,-1,-195.0,-1.054054054054054,9.25,True,-0.02631578947368421,-20.0
2024-07-11,05:45:00,1,-230.0,-1.0454545454545454,11.0,True,-1.0571428571428572,-185.0
2024-07-11,06:30:00,1,-205.0,-1.0512820512820513,9.75,True,,
2024-07-11,06:45:00,1,-155.0,-1.0689655172413792,7.25,True,-1.0869565217391304,-125.0
2024-07-12,06:45:00,-1,1205.0,2.9753086419753085,20.25,True,-1.0769230769230769,-140.0
2024-08-06,04:00:00,1,-810.0,-1.0125,40.0,True,2.9908256880733943,3260.0
2024-08-09,06:30:00,1,-780.0,-1.0129870129870129,38.5,True,2.99163179916318,3575.0
2024-08-15,06:00:00,1,-605.0,-1.0168067226890756,29.75,True,,
2024-08-16,05:00:00,1,-400.0,-1.0256410256410255,19.5,True,2.9836065573770494,1820.0
2024-08-16,05:30:00,1,-490.0,-1.0208333333333333,24.0,True,-1.04,-260.0
2024-08-16,05:45:00,1,-485.0,-1.0210526315789474,23.75,True,2.9661016949152543,875.0
2024-08-20,05:15:00,1,-860.0,-1.011764705882353,42.5,True,2.9761904761904763,1250.0
2024-08-20,06:45:00,1,-360.0,-1.0285714285714285,17.5,True,2.962962962962963,800.0
2024-08-21,03:45:00,1,-675.0,-1.0150375939849625,33.25,True,,
2024-08-22,06:15:00,1,1025.0,2.971014492753623,17.25,True,-1.0714285714285714,-150.0
2024-09-04,04:45:00,-1,-580.0,-1.0175438596491229,28.5,True,-1.0118343195266273,-855.0
2024-09-04,05:00:00,-1,-610.0,-1.0166666666666666,30.0,True,-1.0192307692307692,-530.0
2024-09-04,05:15:00,-1,-610.0,-1.0166666666666666,30.0,True,-1.0192307692307692,-530.0
2024-09-04,05:30:00,-1,-490.0,-1.0208333333333333,24.0,True,-1.015625,-650.0
2024-09-05,06:15:00,-1,-595.0,-1.017094017094017,29.25,True,-1.0127388535031847,-795.0
2024-09-05,07:00:00,-1,-145.0,-1.0740740740740742,6.75,True,-1.0194174757281553,-525.0
2024-09-12,04:30:00,1,-430.0,-1.0238095238095237,21.0,True,0.7310924369747899,870.0
2024-09-12,06:45:00,1,-525.0,-1.0194174757281553,25.75,True,-1.0285714285714285,-360.0
2024-09-12,07:00:00,1,-200.0,-1.0526315789473684,9.5,True,-1.0256410256410255,-400.0
2024-09-13,04:30:00,1,-470.0,-1.0217391304347827,23.0,True,-1.0172413793103448,-590.0
2024-09-13,04:45:00,1,-580.0,-1.0175438596491229,28.5,True,-1.025,-410.0
2024-09-30,05:45:00,-1,-400.0,-1.0256410256410255,19.5,True,-1.021978021978022,-465.0
2024-09-30,06:15:00,-1,-130.0,-1.0833333333333333,6.0,True,-1.0136054421768708,-745.0
2024-09-30,06:30:00,-1,845.0,2.9649122807017543,14.25,True,-1.0142857142857142,-710.0
2024-10-01,04:30:00,1,-140.0,-0.15217391304347827,46.0,True,-1.0163934426229508,-620.0
2024-10-02,04:00:00,-1,-620.0,-1.0163934426229508,30.5,True,-1.0104712041884816,-965.0
2024-10-02,05:00:00,-1,-595.0,-1.017094017094017,29.25,True,-1.0465116279069768,-225.0
2024-10-04,05:30:00,1,1190.0,2.975,20.0,True,-1.025,-410.0
2024-10-08,04:30:00,-1,-760.0,-1.0133333333333334,37.5,True,1.9479166666666667,1870.0
2024-11-04,05:30:00,1,-1180.0,-1.0085470085470085,58.5,True,,
2024-11-08,03:45:00,1,-490.0,-1.0208333333333333,24.0,True,2.96875,950.0
2024-11-08,04:00:00,1,-435.0,-1.0235294117647058,21.25,True,2.973333333333333,1115.0
2024-11-11,06:30:00,1,-260.0,-0.65,20.0,True,-1.0526315789473684,-200.0
2024-11-11,07:00:00,1,-270.0,-0.6585365853658537,20.5,True,,
2024-11-12,03:30:00,-1,-410.0,-1.025,20.0,True,-1.017391304347826,-585.0
2024-11-12,04:30:00,-1,110.0,0.176,31.25,True,-1.027027027027027,-380.0
2024-11-12,04:45:00,-1,-130.0,-0.15028901734104047,43.25,True,-1.0769230769230769,-140.0
2024-11-21,04:00:00,-1,-965.0,-1.0104712041884816,47.75,True,-1.0246913580246915,-415.0
2024-11-29,05:15:00,1,-245.0,-1.0425531914893618,11.75,True,2.9166666666666665,350.0
2024-12-02,06:45:00,1,995.0,2.970149253731343,16.75,True,,
2024-12-23,04:45:00,1,-615.0,-1.0165289256198347,30.25,True,2.9722222222222223,1070.0
2024-12-23,05:00:00,1,-335.0,-1.0307692307692307,16.25,True,2.984375,1910.0
2025-01-09,06:30:00,-1,25.0,0.03937007874015748,31.75,False,-1.024390243902439,-420.0
2025-01-09,07:30:00,-1,-445.0,-1.0229885057471264,21.75,False,-1.024390243902439,-420.0
2025-01-15,04:30:00,1,1925.0,2.9844961240310077,32.25,False,-1.0909090909090908,-120.0
2025-01-30,05:15:00,1,-255.0,-1.0408163265306123,12.25,False,0.09045226130653267,90.0
2025-02-14,05:00:00,1,-460.0,-1.0222222222222221,22.5,False,2.9775280898876404,1325.0
2025-02-17,05:00:00,1,-375.0,-0.872093023255814,21.5,False,,
2025-02-17,05:15:00,1,-410.0,-0.8817204301075269,23.25,False,-1.1,-110.0
2025-02-17,05:45:00,1,-565.0,-0.9112903225806451,31.0,False,,
2025-02-24,06:45:00,-1,-325.0,-1.0317460317460319,15.75,False,-1.0194174757281553,-525.0
2025-02-25,07:30:00,-1,-380.0,-1.027027027027027,18.5,False,,
2025-03-07,04:00:00,-1,-450.0,-1.0227272727272727,22.0,False,-1.0210526315789474,-485.0
2025-03-07,06:00:00,-1,-1180.0,-1.0085470085470085,58.5,False,,
2025-03-07,06:15:00,-1,-505.0,-1.02020202020202,24.75,False,-1.0192307692307692,-530.0
2025-04-08,05:30:00,1,-1270.0,-1.007936507936508,63.0,False,-1.00836820083682,-1205.0
2025-04-08,05:45:00,1,-750.0,-1.0135135135135136,37.0,False,-1.0103092783505154,-980.0
2025-04-14,06:00:00,1,3320.0,3.4583333333333335,48.0,False,,
2025-04-14,06:15:00,1,2510.0,2.988095238095238,42.0,False,,
2025-04-14,06:30:00,1,3170.0,2.855855855855856,55.5,False,-1.0132450331125828,-765.0
2025-04-25,04:45:00,1,-680.0,-1.0149253731343284,33.5,False,2.989010989010989,2720.0
2025-05-02,05:15:00,1,2480.0,2.9879518072289155,41.5,False,-1.011173184357542,-905.0
2025-05-02,05:45:00,1,3260.0,2.9908256880733943,54.5,False,-1.015748031496063,-645.0
2025-05-09,05:00:00,1,1115.0,2.973333333333333,18.75,False,-1.0101522842639594,-995.0
2025-05-14,07:00:00,1,615.0,0.6212121212121212,49.5,False,,
2025-05-23,06:15:00,-1,1535.0,2.9805825242718447,25.75,False,-1.010204081632653,-990.0
2025-05-23,06:30:00,-1,1385.0,2.978494623655914,23.25,False,-1.0097087378640777,-1040.0
2025-06-05,07:00:00,1,-525.0,-1.0194174757281553,25.75,False,-1.0192307692307692,-530.0
2025-06-05,07:30:00,1,-370.0,-1.0277777777777777,18.0,False,-1.0119760479041917,-845.0
2025-06-12,05:30:00,-1,-185.0,-1.0571428571428572,8.75,False,,
2025-06-12,06:00:00,-1,-850.0,-1.0119047619047619,42.0,False,-1.0127388535031847,-795.0
2025-06-12,06:15:00,-1,-690.0,-1.0147058823529411,34.0,False,-1.0168067226890756,-605.0
2025-06-12,06:45:00,-1,1865.0,2.984,31.25,False,-1.0093457943925233,-1080.0
2025-06-12,07:00:00,-1,-730.0,-1.0138888888888888,36.0,False,-1.0129032258064516,-785.0
2025-06-13,06:30:00,-1,-475.0,-1.021505376344086,23.25,False,2.977272727272727,1310.0
2025-06-25,04:45:00,1,1025.0,2.971014492753623,17.25,False,-1.05,-210.0
2025-06-25,06:15:00,1,395.0,2.925925925925926,6.75,False,-1.014388489208633,-705.0
2025-07-09,03:30:00,-1,-405.0,-1.0253164556962024,19.75,False,4.067226890756302,2420.0
2025-07-14,04:30:00,-1,-300.0,-1.0344827586206897,14.5,False,1.2121212121212122,1600.0
2025-07-16,05:00:00,-1,-250.0,-1.0416666666666667,12.0,False,1.832116788321168,1255.0
2025-07-18,04:15:00,1,-345.0,-1.0298507462686568,16.75,False,0.03125,10.0
2025-07-18,04:45:00,1,-430.0,-1.0238095238095237,21.0,False,-1.0869565217391304,-125.0
2025-07-28,05:15:00,1,-135.0,-1.08,6.25,False,2.945945945945946,545.0
2025-08-05,06:00:00,1,-885.0,-1.84375,24.0,False,,
2025-08-08,03:15:00,1,465.0,0.8611111111111112,27.0,False,-1.0307692307692307,-335.0
2025-08-08,04:00:00,1,-340.0,-1.0303030303030303,16.5,False,-1.0465116279069768,-225.0
2025-08-15,07:30:00,-1,-235.0,-1.0444444444444445,11.25,False,-1.6984126984126984,-1070.0
2025-08-19,04:45:00,-1,-210.0,-1.05,10.0,False,-1.0169491525423728,-600.0
2025-08-19,06:30:00,-1,370.0,0.592,31.25,False,,
2025-08-20,03:45:00,-1,-610.0,-1.0166666666666666,30.0,False,-0.5289256198347108,-320.0
2025-08-20,04:00:00,-1,-530.0,-1.0192307692307692,26.0,False,-1.0172413793103448,-590.0
2025-08-26,04:30:00,-1,-385.0,-1.0266666666666666,18.75,False,0.43333333333333335,260.0
2025-09-01,04:00:00,-1,-265.0,-1.0392156862745099,12.75,False,-0.2268041237113402,-110.0
2025-09-01,04:15:00,-1,-255.0,-1.0408163265306123,12.25,False,-0.36607142857142855,-205.0
2025-09-10,06:15:00,1,1760.0,2.983050847457627,29.5,False,,
2025-09-10,06:30:00,1,2315.0,2.9870967741935486,38.75,False,,
2025-09-12,06:15:00,1,670.0,1.9420289855072463,17.25,False,-1.0833333333333333,-130.0
2025-09-12,06:30:00,1,555.0,1.2065217391304348,23.0,False,,
2025-09-15,06:30:00,1,1285.0,1.4277777777777778,45.0,False,,
2025-09-23,05:15:00,1,-270.0,-1.0384615384615385,13.0,False,0.7323943661971831,260.0
2025-09-25,04:45:00,-1,1145.0,2.9740259740259742,19.25,False,-1.0285714285714285,-360.0
2025-10-10,03:45:00,1,-520.0,-1.0196078431372548,25.5,False,0.17,85.0
2025-10-10,05:00:00,1,-475.0,-1.021505376344086,23.25,False,2.970149253731343,995.0
2025-10-20,05:15:00,1,-525.0,-1.0194174757281553,25.75,False,-1.010752688172043,-940.0
2025-10-20,06:00:00,1,-595.0,-1.017094017094017,29.25,False,-1.054054054054054,-195.0
2025-10-20,06:15:00,1,-410.0,-1.025,20.0,False,-1.0277777777777777,-370.0
2025-10-20,06:30:00,1,-245.0,-1.0425531914893618,11.75,False,-1.0194174757281553,-525.0
2025-10-20,07:15:00,1,1915.0,2.4394904458598727,39.25,False,-1.019047619047619,-535.0
2025-10-20,07:30:00,1,1940.0,2.5526315789473686,38.0,False,-1.018181818181818,-560.0
2025-10-22,06:30:00,1,-1170.0,-1.0086206896551724,58.0,False,,
2025-10-29,06:00:00,1,545.0,2.945945945945946,9.25,False,-1.0105820105820107,-955.0
2025-11-18,04:00:00,-1,-1265.0,-1.0079681274900398,62.75,False,,
2025-11-18,04:30:00,-1,1120.0,0.8296296296296296,67.5,False,-1.007843137254902,-1285.0
2025-11-18,04:45:00,-1,1240.0,1.008130081300813,61.5,False,-1.015748031496063,-645.0
2025-11-18,05:15:00,-1,1260.0,1.0413223140495869,60.5,False,-1.015267175572519,-665.0
2025-11-18,05:45:00,-1,2585.0,2.9884393063583814,43.25,False,-1.0126582278481013,-800.0
2025-11-18,06:15:00,-1,955.0,0.764,62.5,False,,
2025-11-18,06:30:00,-1,2450.0,2.9878048780487805,41.0,False,-1.0317460317460319,-325.0
2025-11-26,04:45:00,1,-530.0,-1.0192307692307692,26.0,False,-1.010989010989011,-920.0
