mo,lvltype,level,dir,risk,maxfav,stopped,cvd,hit30,hit50,hit80,hit100,hit150
2026-05,BB,BBbasis^POC,long,5.38,0.0,True,False,False,False,False,False,False
2026-05,BB,BBupper^POC,short,18.62,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,long,29.88,17.1,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,21.62,0.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,short,17.88,102.4,True,False,True,True,True,True,False
2026-05,BB,BBbasis^POC,long,11.75,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,11.62,0.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,17.88,21.4,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,24.5,6.8,True,True,False,False,False,False,False
2026-05,VWAP,VWAPmid^POC,long,20.25,216.8,True,True,True,True,True,True,True
2026-05,VWAP,VWAPmid^POC,long,32.12,31.4,True,True,True,False,False,False,False
2026-05,BB,BBupper^VAH,short,16.5,1.8,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,15.75,20.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,short,22.0,18.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^VAH,long,11.75,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^VAH,long,6.25,74.0,True,False,True,True,False,False,False
2026-05,BB,BBbasis^VAH,long,9.12,0.0,True,False,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,16.75,0.0,True,True,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,27.0,36.0,True,True,True,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,30.88,31.4,True,True,True,False,False,False,False
2026-05,VWAP,VWAPmid^POC,short,21.75,0.0,True,True,False,False,False,False,False
2026-05,VWAP,VWAPmid^POC,long,28.38,17.9,True,False,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,long,22.5,50.5,True,False,True,True,False,False,False
2026-05,VWAP,VWAP+1^VAH,long,27.12,17.1,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,13.25,24.5,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,16.62,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,13.25,31.5,True,True,True,False,False,False,False
2026-05,BB,BBbasis^POC,short,19.5,29.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,long,13.12,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,44.5,461.8,False,True,True,True,True,True,True
2026-05,BB,BBlower^VAL,long,23.0,0.0,True,False,False,False,False,False,False
2026-05,BB,BBlower^VAL,long,25.75,114.5,True,True,True,True,True,True,False
2026-05,BB,BBbasis^POC,short,21.25,169.0,True,False,True,True,True,True,True
2026-05,BB,BBlower^VAL,short,18.88,48.4,True,True,True,False,False,False,False
2026-05,BB,BBlower^VAL,long,35.0,455.8,False,False,True,True,True,True,True
2026-05,BB,BBlower^VAL,long,44.25,415.8,False,True,True,True,True,True,True
2026-05,BB,BBbasis^POC,short,20.12,37.9,True,False,True,False,False,False,False
2026-05,BB,BBbasis^POC,short,18.5,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,long,26.88,399.1,False,True,True,True,True,True,True
2026-05,VWAP,VWAPmid^POC,long,30.0,0.0,True,True,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,long,32.75,44.2,True,True,True,False,False,False,False
2026-05,BB,BBupper^VAH,long,28.0,2.0,True,True,False,False,False,False,False
2026-05,BB,BBlower^POC,long,30.25,219.0,False,False,True,True,True,True,True
2026-05,BB,BBbasis^VAL,long,42.12,207.1,False,False,True,True,True,True,True
2026-05,BB,BBbasis^POC,short,27.25,50.2,True,True,True,True,False,False,False
2026-05,BB,BBlower^VAL,short,24.12,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,35.25,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,38.0,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,42.62,52.4,True,True,True,True,False,False,False
2026-05,BB,BBbasis^POC,long,40.88,314.1,False,True,True,True,True,True,True
2026-05,BB,BBbasis^POC,long,29.25,264.5,False,False,True,True,True,True,True
2026-05,VWAP,VWAP+1^VAH,short,31.12,135.9,True,True,True,True,True,True,False
2026-05,BB,BBlower^POC,short,33.75,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^VAH,short,37.0,0.0,True,False,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,40.62,453.6,False,True,True,True,True,True,True
2026-05,BB,BBbasis^POC,short,23.62,0.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,19.5,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,21.12,72.4,True,True,True,True,False,False,False
2026-05,BB,BBbasis^POC,long,29.5,8.2,True,False,False,False,False,False,False
2026-05,BB,BBlower^VAL,short,26.25,118.2,True,True,True,True,True,True,False
2026-05,VWAP,VWAP+1^POC,short,40.5,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,long,16.75,0.0,True,False,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,35.12,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,long,20.75,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,35.5,91.8,True,True,True,True,True,False,False
2026-05,BB,BBbasis^POC,short,44.38,82.9,True,True,True,True,True,False,False
2026-05,BB,BBbasis^POC,short,18.75,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,30.12,81.4,True,False,True,True,True,False,False
2026-05,BB,BBbasis^POC,short,19.12,0.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,39.12,46.6,True,True,True,False,False,False,False
2026-05,BB,BBbasis^POC,short,41.0,35.8,True,True,True,False,False,False,False
2026-05,BB,BBbasis^POC,short,30.12,34.1,True,True,True,False,False,False,False
2026-05,BB,BBupper^VAH,long,13.38,0.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,short,36.12,0.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^VAH,long,28.62,0.0,True,False,False,False,False,False,False
2026-05,BB,BBupper^VAH,short,36.5,79.8,True,True,True,True,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,17.88,143.1,True,True,True,True,True,True,False
2026-05,VWAP,VWAP+1^VAH,short,23.5,137.5,True,True,True,True,True,True,False
2026-05,VWAP,VWAPmid^POC,long,32.38,0.0,True,False,False,False,False,False,False
2026-05,VWAP,VWAPmid^POC,short,26.5,43.5,True,True,True,False,False,False,False
2026-05,VWAP,VWAP-1^VAL,long,22.5,15.5,True,False,False,False,False,False,False
2026-05,VWAP,VWAP-1^VAL,long,25.88,12.1,True,True,False,False,False,False,False
2026-05,BB,BBupper^POC,long,6.25,7.0,True,True,False,False,False,False,False
2026-05,BB,BBupper^POC,short,3.5,0.0,True,False,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,3.38,3.1,True,False,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,6.75,0.0,True,False,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,long,8.5,0.0,True,True,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,long,4.88,4.6,True,True,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,5.0,76.0,False,True,True,True,False,False,False
2026-05,VWAP,VWAP+1^VAH,short,14.75,0.0,True,True,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,9.12,28.6,True,True,False,False,False,False,False
2026-05,VWAP,VWAP+1^POC,long,13.12,204.9,True,True,True,True,True,True,True
2026-05,VWAP,VWAP+1^POC,long,26.38,19.9,True,False,False,False,False,False,False
2026-05,BB,BBlower^VAL,short,37.75,85.0,True,True,True,True,True,False,False
2026-05,VWAP,VWAP-2^VAL,short,38.62,48.9,True,True,True,False,False,False,False
2026-05,VWAP,VWAP-2^VAL,long,25.75,25.0,True,False,False,False,False,False,False
2026-05,BB,BBbasis^POC,short,32.88,170.4,False,True,True,True,True,True,True
2026-05,VWAP,VWAPmid^POC,short,16.25,39.0,True,True,True,False,False,False,False
2026-05,VWAP,VWAPmid^POC,long,24.62,370.9,False,False,True,True,True,True,True
2026-05,BB,BBupper^VAH,long,34.62,38.9,True,True,True,False,False,False,False
2026-05,BB,BBlower^VAH,short,10.5,0.0,True,True,False,False,False,False,False
2026-05,VWAP,VWAP+1^VAH,long,25.38,10.6,True,False,False,False,False,False,False
2026-06,VWAP,VWAPmid^POC,short,16.5,157.2,True,False,True,True,True,True,True
2026-06,VWAP,VWAPmid^POC,short,21.0,33.2,True,True,True,False,False,False,False
2026-06,BB,BBlower^VAL,short,15.0,41.2,True,True,True,False,False,False,False
2026-06,VWAP,VWAP+1^POC,short,8.0,0.0,True,False,False,False,False,False,False
2026-06,VWAP,VWAP+1^POC,long,18.12,166.6,False,True,True,True,True,True,True
2026-06,VWAP,VWAP+1^POC,short,20.88,9.4,True,True,False,False,False,False,False
2026-06,VWAP,VWAPmid^POC,long,36.0,17.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP-1^VAL,short,35.62,44.1,True,True,True,False,False,False,False
2026-06,BB,BBbasis^VAL,short,25.38,0.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^POC,short,39.5,159.0,True,True,True,True,True,True,True
2026-06,VWAP,VWAP-1^POC,short,32.88,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP-1^POC,long,31.62,52.1,True,False,True,True,False,False,False
2026-06,VWAP,VWAP-1^POC,short,20.0,0.0,True,True,False,False,False,False,False
2026-06,BB,BBbasis^POC,short,27.38,47.1,True,True,True,False,False,False,False
2026-06,BB,BBbasis^POC,short,14.62,0.0,True,True,False,False,False,False,False
2026-06,BB,BBlower^VAL,long,11.88,0.0,True,False,False,False,False,False,False
2026-06,BB,BBlower^VAL,short,20.62,0.0,True,True,False,False,False,False,False
2026-06,BB,BBbasis^POC,long,21.0,341.5,False,True,True,True,True,True,True
2026-06,BB,BBbasis^VAH,short,39.25,11.2,True,False,False,False,False,False,False
2026-06,BB,BBbasis^VAH,long,23.5,0.0,True,True,False,False,False,False,False
2026-06,BB,BBbasis^POC,short,41.88,7.9,True,True,False,False,False,False,False
2026-06,BB,BBupper^VAH,long,18.75,0.0,True,True,False,False,False,False,False
2026-06,BB,BBupper^VAH,long,17.75,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP-1^VAL,long,37.38,399.1,False,True,True,True,True,True,True
2026-06,BB,BBupper^VAH,short,19.75,46.0,True,False,True,False,False,False,False
2026-06,BB,BBupper^VAH,short,43.25,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,long,38.25,222.2,False,True,True,True,True,True,True
2026-06,VWAP,VWAP+1^VAH,short,43.75,68.8,True,True,True,True,False,False,False
2026-06,VWAP,VWAP+1^VAH,long,36.25,28.5,True,False,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,long,27.5,0.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^POC,long,38.0,21.5,True,False,False,False,False,False,False
2026-06,VWAP,VWAPmid^POC,short,30.12,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAPmid^POC,short,40.5,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAPmid^POC,long,35.5,40.8,True,True,True,False,False,False,False
2026-06,VWAP,VWAPmid^POC,long,27.0,0.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^POC,short,16.0,0.0,True,False,False,False,False,False,False
2026-06,VWAP,VWAPmid^POC,long,21.12,32.9,True,True,True,False,False,False,False
2026-06,VWAP,VWAPmid^POC,short,12.12,507.9,False,False,True,True,True,True,True
2026-06,BB,BBlower^VAL,short,38.25,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,short,19.88,30.1,True,False,True,False,False,False,False
2026-06,BB,BBlower^VAL,long,36.5,19.2,True,False,False,False,False,False,False
2026-06,BB,BBlower^VAL,long,29.38,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP-1^VAL,short,37.62,8.9,True,False,False,False,False,False,False
2026-06,VWAP,VWAP-1^VAL,short,20.25,0.0,True,False,False,False,False,False,False
2026-06,VWAP,VWAP-1^VAL,long,37.38,152.9,True,True,True,True,True,True,True
2026-06,BB,BBbasis^VAL,long,27.88,125.6,True,True,True,True,True,True,False
2026-06,BB,BBlower^POC,long,43.62,348.9,False,False,True,True,True,True,True
2026-06,BB,BBbasis^VAH,short,39.38,0.0,True,False,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,short,42.38,21.4,True,True,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,short,25.0,0.0,True,True,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,long,29.12,23.9,True,True,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,long,31.62,21.4,True,True,False,False,False,False,False
2026-06,VWAP,VWAP+1^VAH,long,20.25,0.0,True,True,False,False,False,False,False
2026-06,BB,BBbasis^POC,long,13.5,49.5,True,False,True,False,False,False,False
2026-06,BB,BBbasis^POC,long,7.0,30.0,True,True,True,False,False,False,False
2026-06,BB,BBupper^VAH,long,10.5,1.2,True,True,False,False,False,False,False
2026-06,BB,BBbasis^POC,long,16.0,8.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^POC,short,10.0,17.8,True,True,False,False,False,False,False
2026-06,BB,BBupper^VAH,short,22.75,25.8,True,False,False,False,False,False,False
2026-06,BB,BBupper^VAH,short,16.75,0.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^POC,long,35.25,282.0,True,False,True,True,True,True,True
2026-06,BB,BBupper^POC,long,25.0,87.2,True,True,True,True,True,False,False
2026-06,BB,BBbasis^VAL,long,36.88,0.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^VAL,short,22.0,0.0,True,True,False,False,False,False,False
2026-06,BB,BBbasis^VAL,short,21.75,35.8,True,True,True,False,False,False,False
2026-06,BB,BBbasis^VAL,short,22.5,36.8,True,False,True,False,False,False,False
2026-06,BB,BBbasis^VAL,long,28.12,26.6,True,False,False,False,False,False,False
2026-06,BB,BBbasis^VAL,short,21.38,0.0,True,True,False,False,False,False,False
2026-06,BB,BBbasis^VAL,long,32.62,0.0,True,False,False,False,False,False,False
2026-06,BB,BBbasis^VAL,short,31.12,140.9,True,False,True,True,True,True,False
2026-06,BB,BBupper^VAL,short,42.12,0.0,True,False,False,False,False,False,False
2026-06,BB,BBupper^VAH,long,42.25,150.2,True,True,True,True,True,True,True
2026-06,BB,BBbasis^VAH,long,33.25,0.0,True,False,False,False,False,False,False
2026-06,VWAP,VWAP-1^VAL,short,30.0,52.5,True,True,True,True,False,False,False
2026-07,BB,BBbasis^VAL,short,27.25,0.0,True,False,False,False,False,False,False
2026-07,BB,BBbasis^VAL,long,20.75,11.8,True,True,False,False,False,False,False
2026-07,BB,BBbasis^POC,long,34.12,76.1,True,True,True,True,False,False,False
2026-07,BB,BBbasis^POC,long,31.88,38.9,True,False,True,False,False,False,False
2026-07,BB,BBbasis^POC,long,34.12,117.9,True,True,True,True,True,True,False
2026-07,BB,BBupper^VAH,long,42.5,92.5,True,True,True,True,True,False,False
2026-07,BB,BBupper^VAH,long,29.62,24.4,True,True,False,False,False,False,False
2026-07,BB,BBbasis^POC,long,39.88,166.6,False,True,True,True,True,True,True
2026-07,BB,BBbasis^POC,long,35.88,162.4,True,True,True,True,True,True,True
2026-07,BB,BBupper^VAH,short,44.25,61.8,True,True,True,True,False,False,False
2026-07,BB,BBupper^VAH,short,36.88,37.6,True,True,True,False,False,False,False
2026-07,BB,BBupper^VAH,short,37.5,26.5,True,True,False,False,False,False,False
2026-07,BB,BBlower^VAL,long,40.38,47.1,True,False,True,False,False,False,False
2026-07,BB,BBlower^VAL,long,40.12,0.0,True,False,False,False,False,False,False
2026-07,BB,BBbasis^VAL,short,17.88,246.4,True,False,True,True,True,True,True
2026-07,BB,BBbasis^VAL,short,15.38,49.9,True,True,True,False,False,False,False
2026-07,BB,BBupper^POC,short,22.38,0.0,True,True,False,False,False,False,False
2026-07,BB,BBupper^POC,short,29.62,335.6,True,False,True,True,True,True,True
2026-07,BB,BBbasis^POC,short,15.62,97.4,True,False,True,True,True,False,False
2026-07,BB,BBbasis^POC,short,17.88,89.6,True,True,True,True,True,False,False
2026-07,BB,BBbasis^POC,short,26.38,55.6,True,True,True,True,False,False,False
2026-07,BB,BBlower^VAH,short,16.5,0.0,True,True,False,False,False,False,False
2026-07,BB,BBbasis^VAH,long,34.88,0.0,True,False,False,False,False,False,False
2026-07,VWAP,VWAP+1^VAH,short,40.25,33.2,True,True,True,False,False,False,False
2026-07,VWAP,VWAP-1^VAL,long,38.5,0.0,True,True,False,False,False,False,False
2026-07,VWAP,VWAP+1^VAH,long,27.75,43.8,True,True,True,False,False,False,False
2026-07,BB,BBupper^VAH,long,27.75,0.0,True,True,False,False,False,False,False
2026-07,VWAP,VWAP+1^VAH,long,26.0,36.8,True,True,True,False,False,False,False
2026-07,VWAP,VWAP+1^VAH,long,24.5,23.8,True,True,False,False,False,False,False
2026-07,VWAP,VWAP+1^VAH,long,29.12,30.6,True,True,True,False,False,False,False
2026-07,BB,BBlower^VAL,short,30.75,74.8,True,True,True,True,False,False,False
2026-07,BB,BBlower^VAL,short,33.75,51.2,True,True,True,True,False,False,False
2026-07,BB,BBlower^VAL,short,19.0,29.2,True,True,False,False,False,False,False
2026-07,BB,BBbasis^POC,short,35.12,139.1,True,True,True,True,True,True,False
2026-07,BB,BBbasis^POC,long,29.25,0.0,True,True,False,False,False,False,False
2026-07,BB,BBlower^VAH,long,40.25,63.8,True,False,True,True,False,False,False
2026-07,BB,BBbasis^VAH,long,16.62,0.0,True,False,False,False,False,False,False
2026-07,VWAP,VWAP+1^POC,short,24.12,52.6,True,True,True,True,False,False,False
2026-07,VWAP,VWAP+1^POC,short,43.0,12.8,True,False,False,False,False,False,False
2026-07,VWAP,VWAP+1^POC,short,28.88,199.6,True,False,True,True,True,True,True
2026-07,VWAP,VWAP-1^VAL,short,22.12,17.9,True,True,False,False,False,False,False
2026-07,VWAP,VWAP-1^VAL,long,20.5,0.0,True,True,False,False,False,False,False
2026-07,VWAP,VWAP-1^VAL,long,22.62,47.9,True,True,True,False,False,False,False
2026-07,BB,BBbasis^VAL,long,18.62,0.0,True,False,False,False,False,False,False
2026-07,BB,BBbasis^VAL,short,20.62,429.4,False,True,True,True,True,True,True
