day,weekday,fill,window,branch,bias,conviction,counter,dir,pattern,entry,stop_dist,padded,derisk,target_kind,tgt_dist,reason,exit,exit_t,pts,R,dollars
2023-05-31,Wednesday,09:57,intime,E4war,BEARISH,MEDIUM,False,short,B2,14382.25,20.0,True,False,4R cap,80.0,4R cap,14302.25,10:19,80.0,4.0,1595.0
2023-06-07,Wednesday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,A,14613.5,6.5,False,False,draw:PDH,10.25,stop,14606.75,08:01,-6.75,-1.038,-140.0
2023-06-07,Wednesday,08:18,premarket,E4war,BULLISH,MEDIUM,False,long,B,14607.0,6.0,False,False,draw:PDH,16.75,stop,14600.75,08:28,-6.25,-1.042,-130.0
2023-06-07,Wednesday,09:56,intime,E4war,BULLISH,MEDIUM,False,long,B2,14637.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,14617.25,09:56,-20.25,-1.012,-410.0
2023-06-07,Wednesday,09:58,intime,E4war,BULLISH,MEDIUM,False,long,A,14625.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,14605.0,10:03,-20.25,-1.012,-410.0
2023-06-08,Thursday,08:02,premarket,E4war,BULLISH,MEDIUM,False,long,B,14329.25,11.25,False,False,4R cap,45.0,stop,14317.75,08:05,-11.5,-1.022,-235.0
2023-06-08,Thursday,08:34,premarket,E4war,BULLISH,MEDIUM,False,long,B2,14338.25,10.25,False,False,4R cap,41.0,stop,14327.75,09:35,-10.5,-1.024,-215.0
2023-06-08,Thursday,09:46,intime,E4war,BULLISH,MEDIUM,False,long,B2,14366.75,20.0,True,False,4R cap,80.0,stop,14346.5,09:54,-20.25,-1.012,-410.0
2023-06-08,Thursday,09:54,intime,E4war,BULLISH,MEDIUM,False,long,B2,14365.5,20.0,True,False,4R cap,80.0,stop,14345.25,09:54,-20.25,-1.012,-410.0
2023-06-09,Friday,10:09,intime,E3bal,BULLISH,MEDIUM,True,short,B,14652.25,23.5,False,False,4R cap (no draw in dir),94.0,stop,14676.0,10:15,-23.75,-1.011,-480.0
2023-06-12,Monday,08:46,premarket,E3bal,BULLISH,MEDIUM,False,long,B,14811.25,6.25,False,False,draw:LondonH,20.5,stop,14804.75,09:17,-6.5,-1.04,-135.0
2023-06-12,Monday,09:44,intime,E3bal,BULLISH,MEDIUM,True,short,A,14799.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,14819.25,10:46,-20.25,-1.012,-410.0
2023-06-13,Tuesday,09:17,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15122.5,7.25,False,False,4R cap,29.0,4R cap,15093.5,09:29,29.0,4.0,575.0
2023-06-13,Tuesday,09:41,intime,E4war,BULLISH,MEDIUM,False,long,A,15088.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,15068.0,09:45,-20.25,-1.012,-410.0
2023-06-13,Tuesday,09:45,intime,E4war,BULLISH,MEDIUM,False,long,A,15087.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,15067.25,09:45,-20.25,-1.012,-410.0
2023-06-14,Wednesday,08:02,premarket,E4war,BULLISH,MEDIUM,False,long,B,15124.25,5.75,False,False,4R cap,23.0,stop,15118.25,08:03,-6.0,-1.043,-125.0
2023-06-14,Wednesday,08:03,premarket,E4war,BULLISH,MEDIUM,True,short,B,15119.0,6.75,False,False,4R cap (no draw in dir),27.0,stop,15126.0,08:19,-7.0,-1.037,-145.0
2023-06-14,Wednesday,09:47,intime,E4war,BULLISH,MEDIUM,False,long,B2,15109.75,20.0,True,False,draw:AsiaH,1.25,draw:AsiaH,15111.0,09:47,1.25,0.062,20.0
2023-06-14,Wednesday,09:48,intime,E4war,BULLISH,MEDIUM,False,long,B2,15109.25,20.0,True,False,draw:AsiaH,1.75,draw:AsiaH,15111.0,09:48,1.75,0.087,30.0
2023-06-15,Thursday,09:18,premarket,E4war,BULLISH,LOW,False,long,A,15139.5,5.75,False,False,draw:equal-highs,12.12,stop,15133.5,09:25,-6.0,-1.043,-125.0
2023-06-15,Thursday,09:26,premarket,E4war,BULLISH,LOW,False,long,A,15139.25,6.0,False,False,draw:equal-highs,12.37,stop,15133.0,09:30,-6.25,-1.042,-130.0
2023-06-16,Friday,08:09,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15413.75,10.5,False,False,draw:LondonH,10.25,draw:LondonH,15424.0,08:11,10.25,0.976,200.0
2023-06-16,Friday,08:55,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15430.75,12.25,False,False,draw:PDH,10.25,stop,15418.25,09:09,-12.5,-1.02,-255.0
2023-06-16,Friday,09:53,intime,E4war,BULLISH,MEDIUM,False,long,B2,15368.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,15348.0,09:53,-20.25,-1.012,-410.0
2023-06-16,Friday,10:02,intime,E4war,BULLISH,MEDIUM,False,long,B2,15364.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,15344.25,10:06,-20.25,-1.012,-410.0
2023-06-23,Friday,08:02,premarket,E4war,BEARISH,MEDIUM,False,short,A,15118.5,10.5,False,False,draw:LondonL,27.75,draw:LondonL,15090.75,08:31,27.75,2.643,550.0
2023-06-26,Monday,08:50,premarket,E4war,BULLISH,MEDIUM,False,long,B,15057.5,6.5,False,False,4R cap,26.0,stop,15050.75,09:06,-6.75,-1.038,-140.0
2023-06-26,Monday,09:22,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15058.75,7.5,False,False,4R cap,30.0,stop,15051.0,09:25,-7.75,-1.033,-160.0
2023-06-26,Monday,10:10,intime,E4war,BULLISH,LOW,False,long,B2,15139.25,20.0,True,False,draw:equal-highs,8.5,stop,15119.0,10:10,-20.25,-1.012,-410.0
2023-06-27,Tuesday,08:01,premarket,E3bal,BEARISH,LOW,False,short,B,14897.75,9.5,False,False,draw:LondonL,1.5,draw:LondonL,14896.25,08:01,1.5,0.158,25.0
2023-06-27,Tuesday,08:17,premarket,E3bal,BEARISH,LOW,True,long,B,14906.25,5.25,False,False,4R cap (no draw in dir),21.0,stop,14900.75,08:20,-5.5,-1.048,-115.0
2023-06-27,Tuesday,10:08,intime,E3bal,BEARISH,LOW,False,short,B,14926.5,30.5,False,False,draw:LondonL,30.25,draw:LondonL,14896.25,10:12,30.25,0.992,600.0
2023-06-27,Tuesday,10:12,intime,E3bal,BEARISH,LOW,False,short,B,14906.0,25.5,False,False,draw:LondonL,9.75,draw:LondonL,14896.25,10:12,9.75,0.382,190.0
2023-06-29,Thursday,09:01,premarket,E4war,BEARISH,MEDIUM,False,short,A,15130.0,14.5,False,False,draw:LondonL,15.25,stop,15144.75,09:06,-14.75,-1.017,-300.0
2023-06-29,Thursday,09:07,premarket,E4war,BEARISH,MEDIUM,False,short,A,15139.25,6.5,False,False,draw:LondonL,24.5,draw:LondonL,15114.75,09:13,24.5,3.769,485.0
2023-06-29,Thursday,09:41,intime,E4war,BEARISH,MEDIUM,True,long,B2,15128.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,15108.5,09:44,-20.25,-1.012,-410.0
2023-06-29,Thursday,09:49,intime,E4war,BEARISH,MEDIUM,False,short,A,15109.75,20.0,True,False,4R cap,80.0,stop,15130.0,10:06,-20.25,-1.012,-410.0
2023-06-30,Friday,09:40,intime,E4war,BULLISH,LOW,False,long,B2,15269.75,20.0,True,False,draw:PWH,41.0,draw:PWH,15310.75,09:45,41.0,2.05,815.0
2023-06-30,Friday,09:59,intime,E4war,BULLISH,LOW,False,long,B2,15319.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,15299.5,11:40,-20.25,-1.012,-410.0
2023-07-04,Tuesday,08:05,premarket,E4war,BEARISH,MEDIUM,True,long,A,15352.25,5.25,False,False,4R cap (no draw in dir),21.0,stop,15346.75,10:36,-5.5,-1.048,-115.0
2023-07-05,Wednesday,08:24,premarket,E4war,BULLISH,MEDIUM,False,long,B,15272.75,7.75,False,False,4R cap,31.0,4R cap,15303.75,09:30,31.0,4.0,615.0
2023-07-05,Wednesday,10:05,intime,E4war,BULLISH,MEDIUM,True,short,B,15375.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,15395.5,10:15,-20.25,-1.012,-410.0
2023-07-07,Friday,10:12,intime,E4war,BULLISH,MEDIUM,False,long,B,15264.5,20.0,True,False,draw:equal-highs,41.12,stop,15244.25,10:15,-20.25,-1.012,-410.0
2023-07-10,Monday,10:13,intime,E4war,BEARISH,MEDIUM,False,short,A,15162.25,20.0,True,False,4R cap,80.0,stop,15182.5,10:20,-20.25,-1.012,-410.0
2023-07-17,Monday,08:07,premarket,E4war,BEARISH,MEDIUM,False,short,B,15690.75,6.25,False,False,draw:equal-lows,11.37,stop,15697.25,08:27,-6.5,-1.04,-135.0
2023-07-17,Monday,08:28,premarket,E4war,BEARISH,MEDIUM,True,long,B,15697.25,6.75,False,False,4R cap (no draw in dir),27.0,stop,15690.25,08:30,-7.0,-1.037,-145.0
2023-07-17,Monday,09:47,intime,E4war,BULLISH,LOW,False,long,A,15726.25,20.0,True,False,4R cap,80.0,4R cap,15806.25,11:59,80.0,4.0,1595.0
2023-07-19,Wednesday,08:05,premarket,E4war,BULLISH,MEDIUM,False,long,B,15997.75,7.25,False,False,draw:LondonH,12.0,draw:LondonH,16009.75,08:42,12.0,1.655,235.0
2023-07-19,Wednesday,08:51,premarket,E4war,BULLISH,MEDIUM,False,long,A,16008.25,8.25,False,False,draw:PDH,21.5,draw:PDH,16029.75,09:31,21.5,2.606,425.0
2023-07-19,Wednesday,09:46,intime,E4war,BULLISH,MEDIUM,False,long,A,16016.5,20.0,True,False,draw:PDH,13.25,stop,15996.25,09:47,-20.25,-1.012,-410.0
2023-07-19,Wednesday,09:59,intime,E4war,BULLISH,MEDIUM,False,long,A,16002.75,20.0,True,False,draw:PDH,27.0,stop,15982.5,10:15,-20.25,-1.012,-410.0
2023-07-20,Thursday,08:18,premarket,E4war,BULLISH,MEDIUM,True,short,B,15859.25,5.5,False,False,4R cap (no draw in dir),22.0,4R cap (no draw in dir),15837.25,08:40,22.0,4.0,435.0
2023-07-20,Thursday,08:40,premarket,E4war,BULLISH,MEDIUM,True,short,A,15839.75,14.25,False,False,4R cap (no draw in dir),57.0,stop,15854.25,09:31,-14.5,-1.018,-295.0
2023-07-21,Friday,09:42,intime,E4war,BULLISH,MEDIUM,False,long,B2,15665.25,20.0,True,False,4R cap,80.0,stop,15645.0,09:48,-20.25,-1.012,-410.0
2023-07-21,Friday,09:48,intime,E4war,BULLISH,MEDIUM,False,long,B2,15666.0,20.0,True,False,4R cap,80.0,stop,15645.75,09:48,-20.25,-1.012,-410.0
2023-07-24,Monday,08:01,premarket,E4war,BULLISH,MEDIUM,False,long,B,15585.0,5.25,False,False,draw:LondonH,9.25,stop,15579.5,08:02,-5.5,-1.048,-115.0
2023-07-24,Monday,08:26,premarket,E4war,BULLISH,MEDIUM,False,long,A,15572.0,5.5,False,False,4R cap,22.0,stop,15566.25,08:42,-5.75,-1.045,-120.0
2023-07-24,Monday,09:44,intime,E4war,BULLISH,MEDIUM,False,long,A,15601.75,15.25,False,False,4R cap,61.0,stop,15586.25,09:46,-15.5,-1.016,-315.0
2023-07-24,Monday,09:46,intime,E4war,BULLISH,MEDIUM,False,long,A,15603.0,20.0,True,False,4R cap,80.0,stop,15582.75,09:46,-20.25,-1.012,-410.0
2023-07-25,Tuesday,08:18,premarket,E4war,BEARISH,MEDIUM,False,short,B,15612.25,5.0,False,False,4R cap,20.0,4R cap,15592.25,09:15,20.0,4.0,395.0
2023-07-25,Tuesday,09:22,premarket,E4war,BEARISH,MEDIUM,False,short,A,15584.75,10.0,False,False,draw:AsiaH,12.5,stop,15595.0,09:27,-10.25,-1.025,-210.0
2023-07-25,Tuesday,09:40,intime,E4war,BEARISH,MEDIUM,False,short,A,15608.5,20.0,True,False,draw:AsiaH,36.25,stop,15628.75,09:45,-20.25,-1.012,-410.0
2023-07-26,Wednesday,08:01,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15623.25,6.5,False,False,4R cap,26.0,stop,15630.0,08:28,-6.75,-1.038,-140.0
2023-07-26,Wednesday,08:46,premarket,E4war,BEARISH,MEDIUM,False,short,B,15627.75,6.0,False,False,4R cap,24.0,stop,15634.0,09:09,-6.25,-1.042,-130.0
2023-07-26,Wednesday,10:06,intime,E4war,BEARISH,LOW,True,long,B,15627.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,15607.5,10:10,-20.25,-1.012,-410.0
2023-07-31,Monday,08:30,premarket,E4war,BULLISH,MEDIUM,False,long,B,15874.5,9.75,False,False,draw:AsiaH,14.0,draw:AsiaH,15888.5,08:45,14.0,1.436,275.0
2023-08-02,Wednesday,08:05,premarket,E4war,BULLISH,MEDIUM,False,long,B,15708.0,8.25,False,False,draw:AsiaL,8.0,stop,15699.5,08:08,-8.5,-1.03,-175.0
2023-08-02,Wednesday,08:10,premarket,E4war,BULLISH,MEDIUM,False,long,B,15707.75,8.0,False,False,draw:AsiaL,8.25,stop,15699.5,08:14,-8.25,-1.031,-170.0
2023-08-04,Friday,09:44,intime,E4war,BULLISH,MEDIUM,False,long,A,15519.75,20.0,True,False,draw:AsiaH,16.0,stop,15499.5,09:44,-20.25,-1.012,-410.0
2023-08-07,Monday,08:00,premarket,E4war,BEARISH,MEDIUM,False,short,B,15414.25,6.0,False,False,draw:equal-lows,9.5,stop,15420.5,08:01,-6.25,-1.042,-130.0
2023-08-07,Monday,08:01,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15414.75,5.25,False,False,draw:equal-lows,10.0,stop,15420.25,08:01,-5.5,-1.048,-115.0
2023-08-08,Tuesday,09:40,intime,E4war,BEARISH,MEDIUM,False,short,A,15365.25,20.0,True,False,draw:LondonL,16.75,draw:LondonL,15348.5,09:42,16.75,0.838,330.0
2023-08-08,Tuesday,09:43,intime,E4war,BEARISH,MEDIUM,False,short,B2,15349.25,20.0,True,False,draw:LondonL,0.75,draw:LondonL,15348.5,09:43,0.75,0.037,10.0
2023-08-09,Wednesday,08:14,premarket,E4war,BEARISH,MEDIUM,False,short,B,15388.25,8.5,False,False,draw:LondonL,25.0,stop,15397.0,08:36,-8.75,-1.029,-180.0
2023-08-09,Wednesday,08:36,premarket,E4war,BEARISH,MEDIUM,True,long,B,15394.25,13.5,False,False,4R cap (no draw in dir),54.0,stop,15380.5,08:42,-13.75,-1.019,-280.0
2023-08-11,Friday,08:02,premarket,E4war,BEARISH,MEDIUM,True,long,B,15182.5,13.5,False,False,4R cap (no draw in dir),54.0,stop,15168.75,08:07,-13.75,-1.019,-280.0
2023-08-14,Monday,08:18,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15107.75,11.75,False,False,draw:LondonL,45.5,draw:LondonL,15062.25,08:49,45.5,3.872,905.0
2023-08-14,Monday,09:16,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15066.25,9.5,False,False,draw:LondonL,4.0,draw:LondonL,15062.25,09:16,4.0,0.421,75.0
2023-08-14,Monday,09:49,intime,E4war,BEARISH,MEDIUM,True,long,A,15085.25,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),15165.25,10:15,80.0,4.0,1595.0
2023-08-15,Tuesday,09:50,intime,E4war,BEARISH,MEDIUM,False,short,B2,15196.5,20.0,True,False,draw:equal-lows,8.62,stop,15216.75,09:52,-20.25,-1.012,-410.0
2023-08-15,Tuesday,09:52,intime,E4war,BEARISH,MEDIUM,False,short,B2,15198.25,20.0,True,False,draw:equal-lows,10.37,draw:equal-lows,15187.88,09:54,10.37,0.519,202.4
2023-08-16,Wednesday,08:06,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15113.75,5.0,False,False,draw:equal-lows,14.25,draw:equal-lows,15099.5,08:21,14.25,2.85,280.0
2023-08-16,Wednesday,08:21,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15100.25,7.0,False,False,draw:equal-lows,0.75,draw:equal-lows,15099.5,08:21,0.75,0.107,10.0
2023-08-16,Wednesday,09:51,intime,E4war,BEARISH,MEDIUM,False,short,A,15115.25,20.0,True,False,draw:equal-lows,79.13,stop,15135.5,10:18,-20.25,-1.012,-410.0
2023-08-18,Friday,09:27,premarket,E4war,BEARISH,MEDIUM,False,short,B2,14637.0,12.25,False,False,4R cap (no draw in dir),49.0,stop,14649.5,09:30,-12.5,-1.02,-255.0
2023-08-18,Friday,09:54,intime,E4war,BEARISH,MEDIUM,True,long,A,14664.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,14643.75,09:55,-20.25,-1.012,-410.0
2023-08-18,Friday,09:55,intime,E4war,BEARISH,MEDIUM,True,long,A,14665.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,14644.75,09:55,-20.25,-1.012,-410.0
2023-08-23,Wednesday,08:05,premarket,E4war,BEARISH,MEDIUM,False,short,B,14979.25,9.75,False,False,draw:equal-lows,24.37,stop,14989.25,08:06,-10.0,-1.026,-205.0
2023-08-23,Wednesday,08:20,premarket,E4war,BEARISH,MEDIUM,False,short,B,14985.75,9.0,False,False,draw:equal-lows,30.87,stop,14995.0,08:37,-9.25,-1.028,-190.0
2023-08-24,Thursday,08:01,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15357.75,12.25,False,False,draw:LondonL,19.25,draw:LondonL,15338.5,08:16,19.25,1.571,380.0
2023-08-24,Thursday,08:18,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15334.75,9.5,False,False,4R cap,38.0,stop,15344.5,08:27,-9.75,-1.026,-200.0
2023-08-25,Friday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,B,14877.0,12.75,False,False,draw:equal-highs,11.88,draw:equal-highs,14888.88,08:08,11.88,0.932,232.6
2023-08-25,Friday,08:26,premarket,E4war,BULLISH,MEDIUM,False,long,B2,14902.0,5.75,False,False,4R cap,23.0,stop,14896.0,08:26,-6.0,-1.043,-125.0
2023-08-25,Friday,09:51,intime,E4war,BULLISH,MEDIUM,False,long,B2,14942.75,20.0,True,False,draw:equal-highs,39.37,stop,14922.5,10:02,-20.25,-1.012,-410.0
2023-08-25,Friday,10:06,intime,E4war,BULLISH,MEDIUM,False,long,B2,14940.75,20.0,True,False,draw:equal-highs,41.37,stop,14920.5,10:06,-20.25,-1.012,-410.0
2023-08-28,Monday,08:07,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15040.0,6.75,False,False,4R cap,27.0,4R cap,15067.0,08:33,27.0,4.0,535.0
2023-08-28,Monday,08:54,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15068.0,12.0,False,False,4R cap,48.0,4R cap,15116.0,09:35,48.0,4.0,955.0
2023-08-28,Monday,09:41,intime,E4war,BULLISH,MEDIUM,False,long,B2,15074.25,20.0,True,False,4R cap,80.0,stop,15054.0,09:42,-20.25,-1.012,-410.0
2023-08-28,Monday,09:53,intime,E4war,BULLISH,MEDIUM,False,long,A,15015.0,20.0,True,False,4R cap,80.0,4R cap,15095.0,10:34,80.0,4.0,1595.0
2023-08-30,Wednesday,08:01,premarket,E4war,BULLISH,MEDIUM,True,short,B,15388.75,5.25,False,False,4R cap (no draw in dir),21.0,stop,15394.25,08:02,-5.5,-1.048,-115.0
2023-08-30,Wednesday,08:04,premarket,E4war,BULLISH,MEDIUM,False,long,B,15400.25,9.5,False,False,draw:PWH,17.75,draw:PWH,15418.0,08:15,17.75,1.868,350.0
2023-08-30,Wednesday,09:46,intime,E4war,BULLISH,MEDIUM,True,short,A,15414.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,15434.25,09:51,-20.25,-1.012,-410.0
2023-08-31,Thursday,08:46,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15506.5,8.5,False,False,draw:equal-highs,11.25,stop,15497.75,08:47,-8.75,-1.029,-180.0
2023-08-31,Thursday,08:50,premarket,E4war,BULLISH,MEDIUM,True,short,A,15501.0,7.25,False,False,4R cap (no draw in dir),29.0,stop,15508.5,08:53,-7.5,-1.034,-155.0
2023-08-31,Thursday,09:43,intime,E4war,BULLISH,MEDIUM,False,long,B2,15527.25,20.0,True,False,draw:LondonH,2.5,draw:LondonH,15529.75,09:43,2.5,0.125,45.0
2023-08-31,Thursday,09:44,intime,E4war,BULLISH,MEDIUM,False,long,B2,15528.5,20.0,True,False,draw:LondonH,1.25,draw:LondonH,15529.75,09:44,1.25,0.062,20.0
2023-09-05,Tuesday,10:07,intime,E4war,BULLISH,MEDIUM,True,short,A,15466.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,15486.25,10:11,-20.25,-1.012,-410.0
2023-09-05,Tuesday,10:11,intime,E4war,BULLISH,MEDIUM,False,long,B2,15478.5,20.0,True,False,draw:PDL,9.5,draw:PDL,15488.0,10:11,9.5,0.475,185.0
2023-09-07,Thursday,08:00,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15277.25,10.0,False,False,4R cap,40.0,4R cap,15237.25,08:30,40.0,4.0,795.0
2023-09-07,Thursday,09:22,premarket,E4war,BEARISH,MEDIUM,False,short,B2,15199.25,5.75,False,False,4R cap,23.0,stop,15205.25,09:24,-6.0,-1.043,-125.0
2023-09-07,Thursday,09:41,intime,E4war,BEARISH,MEDIUM,True,long,A,15212.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,15192.25,09:53,-20.25,-1.012,-410.0
2023-09-07,Thursday,09:53,intime,E4war,BEARISH,MEDIUM,False,short,B2,15204.25,20.0,True,False,4R cap,80.0,stop,15224.5,10:11,-20.25,-1.012,-410.0
2023-09-08,Friday,08:00,premarket,E4war,BEARISH,LOW,True,long,B,15247.0,8.5,False,False,4R cap (no draw in dir),34.0,4R cap (no draw in dir),15281.0,08:35,34.0,4.0,675.0
2023-09-08,Friday,09:07,premarket,E4war,BEARISH,LOW,False,short,B2,15269.5,5.5,False,False,4R cap,22.0,stop,15275.25,09:10,-5.75,-1.045,-120.0
2023-09-08,Friday,10:02,intime,E4war,BEARISH,LOW,False,short,B2,15333.25,20.0,True,False,draw:AsiaH,45.0,stop,15353.5,10:03,-20.25,-1.012,-410.0
2023-09-12,Tuesday,08:52,premarket,E4war,BEARISH,MEDIUM,False,short,B,15623.0,8.0,False,False,4R cap,32.0,4R cap,15591.0,09:30,32.0,4.0,635.0
2023-09-12,Tuesday,09:46,intime,E4war,BEARISH,MEDIUM,False,short,B2,15621.5,20.0,True,False,draw:equal-lows,59.5,stop,15641.75,09:47,-20.25,-1.012,-410.0
2023-09-12,Tuesday,09:50,intime,E4war,BEARISH,MEDIUM,True,long,A,15627.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,15607.25,10:25,-20.25,-1.012,-410.0
2023-09-13,Wednesday,10:14,intime,E4war,BULLISH,LOW,False,long,A,15483.0,20.0,True,False,4R cap,80.0,stop,15462.75,10:15,-20.25,-1.012,-410.0
2023-09-14,Thursday,08:51,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15592.75,10.75,False,False,draw:equal-highs,21.0,draw:equal-highs,15613.75,08:52,21.0,1.953,415.0
2023-09-14,Thursday,08:54,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15617.25,9.25,False,False,draw:AsiaH,6.0,draw:AsiaH,15623.25,08:54,6.0,0.649,115.0
2023-09-18,Monday,09:47,intime,E4war,BULLISH,LOW,False,long,A,15378.75,20.0,True,False,draw:PDH,41.0,draw:PDH,15419.75,09:50,41.0,2.05,815.0
2023-09-18,Monday,09:52,intime,E4war,BULLISH,LOW,False,long,A,15419.5,20.0,True,False,draw:PDH,0.25,draw:PDH,15419.75,09:52,0.25,0.013,0.0
2023-09-19,Tuesday,08:03,premarket,E3bal,BULLISH,MEDIUM,True,short,B,15421.25,6.75,False,False,4R cap (no draw in dir),27.0,4R cap (no draw in dir),15394.25,08:41,27.0,4.0,535.0
2023-09-19,Tuesday,09:47,intime,E3bal,BEARISH,LOW,False,short,A,15342.75,20.0,True,False,draw:PDL,12.25,draw:PDL,15330.5,09:50,12.25,0.613,240.0
2023-09-19,Tuesday,09:50,intime,E3bal,BEARISH,LOW,False,short,A,15345.5,26.25,False,False,draw:PDL,15.0,draw:PDL,15330.5,09:50,15.0,0.571,295.0
2023-09-21,Thursday,09:42,intime,E3bal,BEARISH,MEDIUM,True,long,A,15010.0,20.0,False,False,4R cap (no draw in dir),80.0,stop,14989.75,09:42,-20.25,-1.012,-410.0
2023-09-25,Monday,09:21,premarket,E4war,BEARISH,MEDIUM,False,short,B2,14818.25,6.0,False,False,4R cap (no draw in dir),24.0,stop,14824.5,09:29,-6.25,-1.042,-130.0
2023-09-25,Monday,09:29,premarket,E4war,BEARISH,MEDIUM,False,short,B2,14814.5,5.0,False,False,4R cap (no draw in dir),20.0,stop,14819.75,09:29,-5.25,-1.05,-110.0
2023-09-25,Monday,09:54,intime,E4war,BEARISH,MEDIUM,True,long,A,14861.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,14841.25,10:08,-20.25,-1.012,-410.0
2023-09-25,Monday,10:11,intime,E4war,BEARISH,MEDIUM,True,long,B,14858.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,14838.25,10:21,-20.25,-1.012,-410.0
2023-09-26,Tuesday,09:00,premarket,E3bal,BEARISH,MEDIUM,False,short,A,14844.75,5.75,False,False,4R cap,23.0,4R cap,14821.75,09:28,23.0,4.0,455.0
2023-09-26,Tuesday,09:44,intime,E3bal,BEARISH,MEDIUM,False,short,A,14823.25,17.5,False,False,draw:equal-lows,27.25,draw:equal-lows,14796.0,09:50,27.25,1.557,540.0
2023-09-26,Tuesday,09:51,intime,E3bal,BEARISH,MEDIUM,False,short,A,14781.25,41.25,False,True,4R cap (no draw in dir),165.0,eod,14705.5,15:55,75.75,1.836,755.0
2023-09-28,Thursday,08:28,premarket,E3bal,BEARISH,MEDIUM,False,short,A,14731.25,7.5,False,False,4R cap,30.0,stop,14739.0,08:30,-7.75,-1.033,-160.0
2023-09-28,Thursday,08:41,premarket,E3bal,BEARISH,MEDIUM,False,short,B,14726.5,14.25,False,False,draw:LondonL,48.75,draw:LondonL,14677.75,09:30,48.75,3.421,970.0
2023-09-28,Thursday,09:50,intime,E3bal,BEARISH,MEDIUM,False,short,A,14680.75,23.5,False,False,4R cap,94.0,stop,14704.5,09:51,-23.75,-1.011,-480.0
2023-10-03,Tuesday,08:04,premarket,E3bal,BEARISH,MEDIUM,False,short,B,14887.5,17.5,False,False,draw:LondonL,2.75,draw:LondonL,14884.75,08:07,2.75,0.157,50.0
2023-10-03,Tuesday,08:31,premarket,E3bal,BEARISH,MEDIUM,False,short,B,14889.75,6.25,False,False,draw:LondonL,5.0,draw:LondonL,14884.75,08:32,5.0,0.8,95.0
2023-10-06,Friday,09:51,intime,E3bal,BEARISH,MEDIUM,True,long,A,14754.0,15.25,False,False,4R cap (no draw in dir),61.0,stop,14738.5,09:52,-15.5,-1.016,-315.0
2023-10-06,Friday,09:54,intime,E3bal,BEARISH,MEDIUM,True,long,A,14755.0,19.25,False,False,4R cap (no draw in dir),77.0,stop,14735.5,09:56,-19.5,-1.013,-395.0
2023-10-09,Monday,08:04,premarket,E3bal,BULLISH,MEDIUM,False,long,B,14993.0,6.0,False,False,4R cap,24.0,stop,14986.75,08:05,-6.25,-1.042,-130.0
2023-10-09,Monday,08:07,premarket,E3bal,BULLISH,MEDIUM,False,long,B,14994.25,5.75,False,False,4R cap,23.0,4R cap,15017.25,08:27,23.0,4.0,455.0
2023-10-09,Monday,09:47,intime,E3bal,BULLISH,MEDIUM,False,long,A,15030.25,20.0,True,False,4R cap,80.0,stop,15010.0,10:03,-20.25,-1.012,-410.0
2023-10-09,Monday,10:09,intime,E3bal,BULLISH,MEDIUM,False,long,B,15012.5,15.75,False,False,4R cap,63.0,stop,14996.5,10:40,-16.0,-1.016,-325.0
