day,weekday,fill,window,branch,bias,conviction,counter,dir,pattern,entry,stop_dist,padded,derisk,target_kind,tgt_dist,reason,exit,exit_t,pts,R,dollars
2023-10-11,Wednesday,08:08,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15334.5,7.25,False,False,draw:LondonH,11.25,stop,15327.0,08:12,-7.5,-1.034,-155.0
2023-10-11,Wednesday,09:51,intime,E3bal,BULLISH,MEDIUM,False,long,A,15333.25,20.0,True,False,draw:PDH,50.25,stop,15313.0,10:00,-20.25,-1.012,-410.0
2023-10-11,Wednesday,10:01,intime,E3bal,BULLISH,MEDIUM,True,short,B,15312.25,19.25,False,False,4R cap (no draw in dir),77.0,stop,15331.75,10:22,-19.5,-1.013,-395.0
2023-10-13,Friday,09:40,intime,E3bal,BULLISH,MEDIUM,False,long,A,15337.75,35.25,False,False,draw:equal-highs,45.5,stop,15302.25,10:00,-35.5,-1.007,-715.0
2023-10-13,Friday,10:01,intime,E3bal,BULLISH,MEDIUM,True,short,B,15304.75,39.5,False,False,4R cap (no draw in dir),158.0,4R cap (no draw in dir),15146.75,11:30,158.0,4.0,3155.0
2023-10-16,Monday,10:00,intime,E3bal,BULLISH,MEDIUM,False,long,B,15227.5,38.5,False,False,draw:equal-highs,113.25,eod,15316.5,15:55,89.0,2.312,1775.0
2023-10-18,Wednesday,08:32,premarket,E3bal,BEARISH,MEDIUM,True,long,B,15171.5,9.75,False,False,4R cap (no draw in dir),39.0,stop,15161.5,08:33,-10.0,-1.026,-205.0
2023-10-18,Wednesday,10:01,intime,E3bal,BEARISH,MEDIUM,False,short,B,15147.75,20.5,False,False,draw:equal-lows,65.37,stop,15168.5,10:06,-20.75,-1.012,-420.0
2023-10-19,Thursday,08:02,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15035.5,6.5,False,False,4R cap,26.0,stop,15028.75,08:02,-6.75,-1.038,-140.0
2023-10-20,Friday,08:33,premarket,E3bal,BULLISH,MEDIUM,False,long,B,14824.5,14.0,False,False,draw:equal-highs,31.12,draw:equal-highs,14855.62,09:27,31.12,2.223,617.4
2023-10-20,Friday,10:00,intime,E3bal,BEARISH,MEDIUM,False,short,B,14837.0,31.75,False,False,draw:equal-lows,14.5,draw:equal-lows,14822.5,10:08,14.5,0.457,285.0
2023-10-20,Friday,10:08,intime,E3bal,BEARISH,MEDIUM,False,short,B,14829.5,26.25,False,False,draw:equal-lows,7.0,draw:equal-lows,14822.5,10:08,7.0,0.267,135.0
2023-11-06,Monday,08:29,premarket,E4war,BULLISH,MEDIUM,False,long,B,15196.5,6.5,False,False,4R cap,26.0,4R cap,15222.5,09:30,26.0,4.0,515.0
2023-11-06,Monday,09:43,intime,E4war,BULLISH,MEDIUM,False,long,A,15232.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,15212.25,09:43,-20.25,-1.012,-410.0
2023-11-06,Monday,09:50,intime,E4war,BULLISH,LOW,False,long,A,15209.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,15189.5,10:13,-20.25,-1.012,-410.0
2023-11-07,Tuesday,08:00,premarket,E4war,BULLISH,LOW,False,long,B,15223.5,9.75,False,False,draw:PDH,34.0,draw:PDH,15257.5,09:15,34.0,3.487,675.0
2023-11-08,Wednesday,08:05,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15384.25,8.25,False,False,draw:PDH,28.0,stop,15375.75,08:11,-8.5,-1.03,-175.0
2023-11-08,Wednesday,08:19,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15372.75,6.0,False,False,4R cap,24.0,stop,15366.5,08:38,-6.25,-1.042,-130.0
2023-11-08,Wednesday,09:41,intime,E4war,BULLISH,MEDIUM,False,long,B2,15397.25,20.0,True,False,draw:PDH,15.0,draw:PDH,15412.25,09:53,15.0,0.75,295.0
2023-11-08,Wednesday,09:53,intime,E4war,BULLISH,MEDIUM,False,long,B2,15406.5,20.0,True,False,draw:PDH,5.75,draw:PDH,15412.25,09:53,5.75,0.287,110.0
2023-11-10,Friday,08:09,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15279.25,10.0,False,False,4R cap,40.0,4R cap,15319.25,08:54,40.0,4.0,795.0
2023-11-10,Friday,09:12,premarket,E3bal,BULLISH,MEDIUM,False,long,A,15318.5,8.25,False,False,4R cap,33.0,stop,15310.0,09:30,-8.5,-1.03,-175.0
2023-11-10,Friday,10:01,intime,E3bal,BULLISH,MEDIUM,False,long,A,15369.0,16.0,False,False,draw:equal-highs,24.5,stop,15352.75,10:01,-16.25,-1.016,-330.0
2023-11-10,Friday,10:02,intime,E3bal,BULLISH,MEDIUM,False,long,A,15358.25,20.0,True,False,draw:equal-highs,35.25,stop,15338.0,10:04,-20.25,-1.012,-410.0
2023-11-13,Monday,08:09,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15564.0,7.25,False,False,4R cap,29.0,stop,15556.5,08:15,-7.5,-1.034,-155.0
2023-11-13,Monday,08:19,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15563.5,5.5,False,False,4R cap,22.0,stop,15557.75,08:35,-5.75,-1.045,-120.0
2023-11-15,Wednesday,09:40,intime,E3bal,BULLISH,MEDIUM,True,short,A,15954.0,19.5,False,False,4R cap (no draw in dir),78.0,stop,15973.75,10:51,-19.75,-1.013,-400.0
2023-11-16,Thursday,09:00,premarket,E3bal,BULLISH,MEDIUM,False,long,A,15881.75,9.25,False,False,4R cap,37.0,stop,15872.25,09:01,-9.5,-1.027,-195.0
2023-11-16,Thursday,09:10,premarket,E3bal,BULLISH,MEDIUM,False,long,A,15862.75,5.25,False,False,4R cap,21.0,stop,15857.25,09:17,-5.5,-1.048,-115.0
2023-11-16,Thursday,09:40,intime,E3bal,BULLISH,MEDIUM,False,long,A,15847.5,17.0,False,False,draw:equal-highs,25.75,draw:equal-highs,15873.25,09:48,25.75,1.515,510.0
2023-11-17,Friday,08:05,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15912.75,11.75,False,False,draw:LondonH,6.0,draw:LondonH,15918.75,08:14,6.0,0.511,115.0
2023-11-17,Friday,08:24,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15919.0,9.5,False,False,draw:equal-highs,11.88,stop,15909.25,08:32,-9.75,-1.026,-200.0
2023-11-20,Monday,10:14,intime,E3bal,BEARISH,MEDIUM,False,short,B,15974.25,18.5,False,False,draw:LondonH,42.25,stop,15993.0,10:57,-18.75,-1.014,-380.0
2023-11-21,Tuesday,09:41,intime,E3bal,BEARISH,MEDIUM,True,long,A,16013.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,15992.75,09:45,-20.25,-1.012,-410.0
2023-11-24,Friday,08:10,premarket,E3bal,BULLISH,MEDIUM,False,long,B,16037.5,10.5,False,False,draw:AsiaL,19.75,stop,16026.75,09:28,-10.75,-1.024,-220.0
2023-11-24,Friday,09:43,intime,E3bal,BULLISH,MEDIUM,True,short,A,16026.0,20.0,True,False,4R cap (no draw in dir),80.0,eod,16011.25,13:14,14.75,0.738,290.0
2023-11-27,Monday,08:56,premarket,E3bal,BULLISH,MEDIUM,True,short,B,16002.5,5.5,False,False,4R cap (no draw in dir),22.0,4R cap (no draw in dir),15980.5,09:09,22.0,4.0,435.0
2023-11-27,Monday,09:56,intime,E3bal,BULLISH,MEDIUM,True,short,A,15995.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,16015.25,10:00,-20.25,-1.012,-410.0
2023-11-28,Tuesday,08:24,premarket,E3bal,BULLISH,MEDIUM,False,long,B,15968.5,5.75,False,False,draw:AsiaL,22.5,draw:AsiaL,15991.0,09:31,22.5,3.913,445.0
2023-11-28,Tuesday,09:40,intime,E3bal,BULLISH,MEDIUM,False,long,A,15988.75,20.0,True,False,draw:AsiaL,2.25,draw:AsiaL,15991.0,09:40,2.25,0.113,40.0
2023-11-28,Tuesday,09:41,intime,E3bal,BULLISH,MEDIUM,False,long,A,15990.0,20.0,True,False,draw:AsiaL,1.0,draw:AsiaL,15991.0,09:41,1.0,0.05,15.0
2023-11-29,Wednesday,08:30,premarket,E4war,BULLISH,LOW,False,long,B2,16159.75,6.5,False,False,draw:PWH,13.75,stop,16153.0,08:30,-6.75,-1.038,-140.0
2023-11-29,Wednesday,08:41,premarket,E4war,BULLISH,LOW,False,long,B2,16146.0,5.5,False,False,4R cap,22.0,stop,16140.25,09:01,-5.75,-1.045,-120.0
2023-11-29,Wednesday,09:54,intime,E4war,BULLISH,LOW,False,long,B2,16199.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,16179.25,10:03,-20.25,-1.012,-410.0
2023-11-30,Thursday,09:17,premarket,E3bal,BULLISH,MEDIUM,True,short,A,16044.0,5.25,False,False,4R cap (no draw in dir),21.0,stop,16049.5,09:22,-5.5,-1.048,-115.0
2023-11-30,Thursday,09:27,premarket,E3bal,BULLISH,MEDIUM,True,short,A,16042.5,8.0,False,False,4R cap (no draw in dir),32.0,stop,16050.75,09:32,-8.25,-1.031,-170.0
2023-11-30,Thursday,09:54,intime,E3bal,BEARISH,MEDIUM,False,short,A,15979.5,20.0,True,False,draw:equal-lows,9.0,draw:equal-lows,15970.5,09:56,9.0,0.45,175.0
2023-11-30,Thursday,10:01,intime,E3bal,BEARISH,MEDIUM,False,short,B,15955.5,24.25,False,False,draw:equal-lows,8.0,draw:equal-lows,15947.5,10:02,8.0,0.33,155.0
2023-12-04,Monday,08:03,premarket,E3bal,BULLISH,MEDIUM,False,long,A,15959.25,5.0,False,False,4R cap,20.0,stop,15954.0,08:05,-5.25,-1.05,-110.0
2023-12-04,Monday,08:18,premarket,E3bal,BULLISH,MEDIUM,False,long,A,15962.0,6.75,False,False,4R cap,27.0,stop,15955.0,08:24,-7.0,-1.037,-145.0
2023-12-04,Monday,10:04,intime,E3bal,BEARISH,LOW,True,long,A,15851.25,23.75,False,False,4R cap (no draw in dir),95.0,stop,15827.25,10:15,-24.0,-1.011,-485.0
2023-12-06,Wednesday,09:53,intime,E3bal,BULLISH,MEDIUM,False,long,A,15968.5,20.0,True,False,draw:equal-highs,17.88,stop,15948.25,09:54,-20.25,-1.012,-410.0
2023-12-06,Wednesday,09:59,intime,E3bal,BULLISH,MEDIUM,False,long,A,15952.0,20.0,True,False,draw:equal-highs,10.38,stop,15931.75,10:00,-20.25,-1.012,-410.0
2023-12-07,Thursday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15859.5,10.25,False,False,4R cap,41.0,stop,15849.0,08:30,-10.5,-1.024,-215.0
2023-12-07,Thursday,08:34,premarket,E4war,BULLISH,MEDIUM,False,long,B2,15861.25,6.75,False,False,4R cap,27.0,4R cap,15888.25,08:43,27.0,4.0,535.0
2023-12-07,Thursday,09:44,intime,E4war,BULLISH,HIGH,False,long,B2,15955.0,20.0,True,False,draw:equal-highs,31.38,stop,15934.75,09:46,-20.25,-1.012,-410.0
2023-12-07,Thursday,09:59,intime,E4war,BULLISH,HIGH,False,long,B2,15922.75,20.0,True,False,draw:equal-highs,63.63,draw:equal-highs,15986.38,10:21,63.63,3.181,1267.6
2023-12-08,Friday,09:58,intime,E3bal,BEARISH,LOW,True,long,A,15979.75,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),16059.75,10:07,80.0,4.0,1595.0
2023-12-13,Wednesday,08:12,premarket,E4war,BULLISH,MEDIUM,True,short,B,16605.5,5.5,False,False,4R cap (no draw in dir),22.0,stop,16611.25,08:30,-5.75,-1.045,-120.0
2023-12-13,Wednesday,08:33,premarket,E4war,BULLISH,MEDIUM,False,long,B,16621.25,14.0,False,False,4R cap (no draw in dir),56.0,stop,16607.0,09:28,-14.25,-1.018,-290.0
2023-12-13,Wednesday,09:45,intime,E4war,BULLISH,MEDIUM,False,long,B2,16627.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,16607.0,09:50,-20.25,-1.012,-410.0
2023-12-13,Wednesday,09:51,intime,E4war,BULLISH,MEDIUM,False,long,A,16610.5,20.0,True,False,4R cap (no draw in dir),80.0,stop,16590.25,12:06,-20.25,-1.012,-410.0
2023-12-14,Thursday,09:40,intime,E4war,BULLISH,MEDIUM,False,long,A,16835.5,20.0,True,False,draw:AsiaL,14.75,draw:AsiaL,16850.25,09:41,14.75,0.738,290.0
2023-12-14,Thursday,09:56,intime,E4war,BULLISH,MEDIUM,False,long,A,16863.25,20.0,True,False,draw:LondonH,14.75,stop,16843.0,09:58,-20.25,-1.012,-410.0
2023-12-15,Friday,08:28,premarket,E4war,BULLISH,MEDIUM,False,long,B,16802.75,8.75,False,False,draw:LondonH,10.75,stop,16793.75,08:32,-9.0,-1.029,-185.0
2023-12-15,Friday,08:32,premarket,E4war,BULLISH,MEDIUM,False,long,B,16811.0,7.5,False,False,draw:LondonH,2.5,stop,16803.25,08:32,-7.75,-1.033,-160.0
2023-12-15,Friday,09:41,intime,E4war,BULLISH,MEDIUM,False,long,A,16813.0,20.0,True,False,draw:LondonH,0.5,draw:LondonH,16813.5,09:41,0.5,0.025,5.0
2023-12-15,Friday,09:51,intime,E4war,BULLISH,MEDIUM,False,long,A,16813.25,20.0,True,False,draw:PDH,70.5,draw:PDH,16883.75,11:31,70.5,3.525,1405.0
2023-12-18,Monday,08:00,premarket,E4war,BULLISH,MEDIUM,False,long,B,16841.25,11.75,False,False,draw:PDH,12.0,draw:PDH,16853.25,08:49,12.0,1.021,235.0
2023-12-18,Monday,08:51,premarket,E4war,BULLISH,MEDIUM,False,long,B2,16852.0,9.75,False,False,draw:PDH,1.25,draw:PDH,16853.25,08:51,1.25,0.128,20.0
2023-12-18,Monday,09:41,intime,E4war,BULLISH,MEDIUM,False,long,B2,16863.0,20.0,True,False,draw:equal-highs,21.38,draw:equal-highs,16884.38,10:01,21.38,1.069,422.6
2023-12-18,Monday,10:14,intime,E4war,BULLISH,MEDIUM,False,long,B2,16877.75,20.0,True,False,draw:equal-highs,6.63,draw:equal-highs,16884.38,10:15,6.63,0.332,127.6
2023-12-21,Thursday,09:41,intime,E3bal,BULLISH,MEDIUM,True,short,A,16915.0,19.0,False,False,4R cap (no draw in dir),76.0,4R cap (no draw in dir),16839.0,12:08,76.0,4.0,1515.0
2023-12-22,Friday,10:04,intime,E3bal,BULLISH,MEDIUM,False,long,B,17028.5,21.5,False,False,draw:equal-highs,17.38,stop,17006.75,10:24,-21.75,-1.012,-440.0
2023-12-26,Tuesday,08:21,premarket,E3bal,BEARISH,MEDIUM,True,long,B,17011.5,5.75,False,False,4R cap (no draw in dir),23.0,stop,17005.5,08:31,-6.0,-1.043,-125.0
2023-12-26,Tuesday,09:56,intime,E3bal,BEARISH,MEDIUM,False,short,A,17032.0,20.0,True,False,draw:PDH,3.25,stop,17052.25,10:21,-20.25,-1.012,-410.0
2023-12-27,Wednesday,08:40,premarket,E3bal,BEARISH,MEDIUM,False,short,B,17098.75,5.75,False,False,4R cap,23.0,stop,17104.75,08:46,-6.0,-1.043,-125.0
2023-12-27,Wednesday,09:40,intime,E3bal,BULLISH,LOW,False,long,A,17105.5,20.0,True,False,draw:PDH,5.75,draw:PDH,17111.25,09:54,5.75,0.287,110.0
2023-12-27,Wednesday,10:08,intime,E3bal,BULLISH,LOW,True,short,B,17098.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,17118.5,13:11,-20.25,-1.012,-410.0
2023-12-28,Thursday,08:50,premarket,E3bal,BULLISH,LOW,True,short,B,17155.75,5.25,False,False,4R cap (no draw in dir),21.0,4R cap (no draw in dir),17134.75,09:33,21.0,4.0,415.0
2023-12-28,Thursday,10:06,intime,E3bal,BEARISH,MEDIUM,False,short,B,17110.25,15.5,False,False,draw:equal-lows,35.75,stop,17126.0,10:25,-15.75,-1.016,-320.0
2023-12-29,Friday,08:15,premarket,E3bal,BEARISH,MEDIUM,False,short,B,17079.25,11.75,False,False,draw:equal-lows,4.75,draw:equal-lows,17074.5,08:16,4.75,0.404,90.0
2023-12-29,Friday,09:45,intime,E3bal,BEARISH,MEDIUM,True,long,A,17097.0,15.25,False,False,4R cap (no draw in dir),61.0,stop,17081.5,10:33,-15.5,-1.016,-315.0
2024-01-08,Monday,08:13,premarket,E3bal,BULLISH,MEDIUM,False,long,B,16475.5,5.0,False,False,4R cap,20.0,4R cap,16495.5,08:25,20.0,4.0,395.0
2024-01-09,Tuesday,08:14,premarket,E3bal,BULLISH,MEDIUM,False,long,B,16716.5,6.25,False,False,4R cap,25.0,stop,16710.0,08:16,-6.5,-1.04,-135.0
2024-01-09,Tuesday,09:43,intime,E3bal,BEARISH,MEDIUM,True,long,A,16695.75,20.0,True,False,4R cap (no draw in dir),80.0,stop,16675.5,09:44,-20.25,-1.012,-410.0
2024-01-09,Tuesday,09:56,intime,E3bal,BEARISH,MEDIUM,True,long,A,16687.25,16.25,False,False,4R cap (no draw in dir),65.0,4R cap (no draw in dir),16752.25,11:02,65.0,4.0,1295.0
2024-01-15,Monday,08:15,premarket,E3bal,BEARISH,MEDIUM,False,short,B,16952.25,9.5,False,False,draw:PDL,13.5,stop,16962.0,08:18,-9.75,-1.026,-200.0
2024-01-15,Monday,08:42,premarket,E3bal,BEARISH,MEDIUM,False,short,B,16958.25,7.75,False,False,draw:PDL,19.5,stop,16966.25,09:31,-8.0,-1.032,-165.0
2024-01-16,Tuesday,08:00,premarket,E3bal,BULLISH,MEDIUM,False,long,A,16912.0,5.0,False,False,4R cap,20.0,stop,16906.75,08:02,-5.25,-1.05,-110.0
2024-01-16,Tuesday,08:13,premarket,E3bal,BULLISH,MEDIUM,False,long,A,16899.25,5.25,False,False,4R cap,21.0,stop,16893.75,08:14,-5.5,-1.048,-115.0
2024-01-18,Thursday,10:02,intime,E3bal,BULLISH,LOW,True,short,A,17016.75,25.25,False,False,4R cap (no draw in dir),101.0,stop,17042.25,10:30,-25.5,-1.01,-515.0
2024-01-22,Monday,09:54,intime,E4war,BEARISH,MEDIUM,True,long,B2,17541.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,17520.75,10:03,-20.25,-1.012,-410.0
2024-01-22,Monday,10:07,intime,E4war,BEARISH,MEDIUM,False,short,A,17524.0,20.0,True,False,draw:PDL,58.0,draw:PDL,17466.0,10:32,58.0,2.9,1155.0
2024-01-25,Thursday,08:48,premarket,E4war,BULLISH,MEDIUM,False,long,B2,17697.75,7.0,False,False,4R cap,28.0,4R cap,17725.75,09:29,28.0,4.0,555.0
2024-01-26,Friday,09:22,premarket,E4war,BULLISH,MEDIUM,False,long,B2,17545.5,12.5,False,False,draw:PWH,23.5,draw:PWH,17569.0,09:30,23.5,1.88,465.0
2024-01-26,Friday,09:42,intime,E4war,BULLISH,MEDIUM,False,long,B2,17551.5,20.0,True,False,draw:PWH,17.5,stop,17531.25,09:51,-20.25,-1.012,-410.0
2024-01-26,Friday,10:04,intime,E4war,BULLISH,MEDIUM,True,short,A,17535.25,20.0,True,False,4R cap (no draw in dir),80.0,stop,17555.5,10:21,-20.25,-1.012,-410.0
2024-01-31,Wednesday,08:35,premarket,E4war,BULLISH,MEDIUM,False,long,B2,17431.75,13.5,False,False,4R cap,54.0,stop,17418.0,08:36,-13.75,-1.019,-280.0
2024-01-31,Wednesday,08:41,premarket,E4war,BULLISH,MEDIUM,False,long,B,17415.25,12.0,False,False,4R cap,48.0,stop,17403.0,08:56,-12.25,-1.021,-250.0
2024-02-02,Friday,09:47,intime,E4war,BEARISH,MEDIUM,False,short,A,17607.25,20.0,True,False,4R cap,80.0,stop,17627.5,10:40,-20.25,-1.012,-410.0
2024-02-06,Tuesday,08:21,premarket,E4war,BEARISH,MEDIUM,True,long,A,17737.0,8.5,False,False,4R cap (no draw in dir),34.0,stop,17728.25,08:34,-8.75,-1.029,-180.0
2024-02-06,Tuesday,08:34,premarket,E4war,BEARISH,MEDIUM,False,short,B,17728.5,8.0,False,False,4R cap,32.0,stop,17736.75,08:36,-8.25,-1.031,-170.0
2024-02-06,Tuesday,09:40,intime,E4war,BULLISH,MEDIUM,True,short,B2,17715.0,15.75,False,False,4R cap (no draw in dir),63.0,stop,17731.0,09:43,-16.0,-1.016,-325.0
2024-02-06,Tuesday,09:43,intime,E4war,BULLISH,MEDIUM,True,short,B2,17723.75,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),17643.75,10:00,80.0,4.0,1595.0
2024-02-07,Wednesday,08:28,premarket,E4war,BULLISH,MEDIUM,False,long,B,17736.25,11.0,False,False,draw:equal-highs,6.87,draw:equal-highs,17743.12,08:31,6.87,0.625,132.4
2024-02-08,Thursday,10:09,intime,E4war,BULLISH,MEDIUM,True,short,B,17841.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,17861.25,10:18,-20.25,-1.012,-410.0
2024-02-09,Friday,08:00,premarket,E4war,BULLISH,MEDIUM,True,short,B,17915.5,9.5,False,False,4R cap (no draw in dir),38.0,stop,17925.25,08:31,-9.75,-1.026,-200.0
2024-02-09,Friday,09:47,intime,E4war,BULLISH,MEDIUM,False,long,B2,17903.0,20.0,True,False,draw:LondonH,36.5,draw:LondonH,17939.5,09:59,36.5,1.825,725.0
2024-02-09,Friday,10:08,intime,E4war,BULLISH,MEDIUM,False,long,B,17935.5,20.0,True,False,4R cap (no draw in dir),80.0,4R cap (no draw in dir),18015.5,12:52,80.0,4.0,1595.0
2024-02-12,Monday,08:32,premarket,E4war,BULLISH,LOW,True,short,B,18037.0,6.25,False,False,4R cap (no draw in dir),25.0,4R cap (no draw in dir),18012.0,09:31,25.0,4.0,495.0
2024-02-14,Wednesday,08:02,premarket,E4war,BULLISH,MEDIUM,False,long,B,17796.25,8.25,False,False,4R cap,33.0,stop,17787.75,08:20,-8.5,-1.03,-175.0
2024-02-14,Wednesday,08:20,premarket,E4war,BULLISH,MEDIUM,True,short,B,17790.75,13.0,False,False,4R cap (no draw in dir),52.0,stop,17804.0,09:30,-13.25,-1.019,-270.0
2024-02-15,Thursday,08:46,premarket,E4war,BEARISH,MEDIUM,False,short,B,17911.25,6.75,False,False,4R cap,27.0,4R cap,17884.25,08:49,27.0,4.0,535.0
2024-02-15,Thursday,09:04,premarket,E4war,BEARISH,MEDIUM,False,short,A,17894.25,5.25,False,False,draw:LondonL,12.75,draw:LondonL,17881.5,09:05,12.75,2.429,250.0
2024-02-15,Thursday,09:48,intime,E4war,BEARISH,LOW,False,short,A,17862.5,20.0,True,False,4R cap,80.0,4R cap,17782.5,11:09,80.0,4.0,1595.0
2024-02-16,Friday,08:05,premarket,E4war,BEARISH,MEDIUM,False,short,A,18000.0,9.75,False,False,draw:PDH,31.75,draw:PDH,17968.25,08:30,31.75,3.256,630.0
2024-02-16,Friday,08:57,premarket,E4war,BEARISH,MEDIUM,True,long,B,17934.5,11.0,False,False,4R cap (no draw in dir),44.0,stop,17923.25,09:24,-11.25,-1.023,-230.0
2024-02-19,Monday,08:04,premarket,E4war,BEARISH,MEDIUM,False,short,B2,17759.5,6.0,False,False,draw:AsiaL,12.75,stop,17765.75,08:09,-6.25,-1.042,-130.0
2024-02-19,Monday,08:09,premarket,E4war,BEARISH,MEDIUM,True,long,B,17763.5,8.25,False,False,4R cap (no draw in dir),33.0,4R cap (no draw in dir),17796.5,09:30,33.0,4.0,655.0
2024-02-19,Monday,09:53,intime,E4war,BEARISH,MEDIUM,False,short,A,17797.0,20.0,True,False,draw:AsiaL,50.25,eod,17789.0,12:59,8.0,0.4,155.0
2024-02-20,Tuesday,08:05,premarket,E4war,BULLISH,MEDIUM,True,short,B2,17668.75,12.0,False,False,4R cap (no draw in dir),48.0,stop,17681.0,08:12,-12.25,-1.021,-250.0
2024-02-20,Tuesday,08:41,premarket,E4war,BULLISH,MEDIUM,False,long,B,17688.5,13.0,False,False,4R cap,52.0,stop,17675.25,08:50,-13.25,-1.019,-270.0
2024-02-21,Wednesday,08:14,premarket,E4war,BEARISH,MEDIUM,False,short,B,17494.75,7.25,False,False,4R cap,29.0,stop,17502.25,08:16,-7.5,-1.034,-155.0
2024-02-21,Wednesday,08:27,premarket,E4war,BEARISH,MEDIUM,False,short,B2,17485.0,12.5,False,False,draw:PDL,32.5,stop,17497.75,08:28,-12.75,-1.02,-260.0
2024-02-21,Wednesday,09:41,intime,E4war,BEARISH,MEDIUM,False,short,B2,17494.25,20.0,True,False,draw:LondonL,10.25,draw:LondonL,17484.0,09:41,10.25,0.512,200.0
2024-02-21,Wednesday,09:43,intime,E4war,BEARISH,MEDIUM,False,short,B2,17475.75,20.0,True,False,draw:PDL,23.25,draw:PDL,17452.5,09:47,23.25,1.163,460.0
2024-02-22,Thursday,08:14,premarket,E4war,BULLISH,LOW,False,long,B,17901.75,10.25,False,False,draw:LondonH,24.0,stop,17891.25,08:25,-10.5,-1.024,-215.0
2024-02-22,Thursday,08:27,premarket,E4war,BULLISH,LOW,False,long,B2,17895.0,6.25,False,False,4R cap,25.0,stop,17888.5,08:29,-6.5,-1.04,-135.0
2024-02-26,Monday,08:01,premarket,E4war,BULLISH,MEDIUM,False,long,B,17983.75,5.75,False,False,draw:PDH,4.5,stop,17977.75,08:03,-6.0,-1.043,-125.0
2024-02-26,Monday,08:07,premarket,E4war,BULLISH,MEDIUM,False,long,B,17984.25,8.5,False,False,draw:PDH,4.0,draw:PDH,17988.25,08:07,4.0,0.471,75.0
2024-02-26,Monday,10:08,intime,E4war,BULLISH,MEDIUM,False,long,B,18007.0,20.0,True,False,draw:equal-highs,42.38,draw:equal-highs,18049.38,11:51,42.38,2.119,842.6
2024-02-27,Tuesday,08:36,premarket,E4war,BULLISH,MEDIUM,False,long,B,18011.25,10.0,False,False,draw:LondonH,29.0,stop,18001.0,09:30,-10.25,-1.025,-210.0
2024-02-27,Tuesday,10:00,intime,E4war,BULLISH,MEDIUM,False,long,A,17989.25,20.0,True,False,draw:LondonH,51.0,stop,17969.0,11:30,-20.25,-1.012,-410.0
2024-02-28,Wednesday,08:20,premarket,E4war,BULLISH,MEDIUM,False,long,B,17937.25,14.75,False,False,draw:equal-highs,22.25,draw:equal-highs,17959.5,08:32,22.25,1.508,440.0
2024-02-28,Wednesday,08:58,premarket,E4war,BULLISH,MEDIUM,False,long,B,17940.0,8.5,False,False,draw:equal-highs,19.5,stop,17931.25,09:05,-8.75,-1.029,-180.0
2024-02-28,Wednesday,09:40,intime,E4war,BULLISH,MEDIUM,False,long,B2,17936.5,20.0,True,False,draw:equal-highs,23.0,stop,17916.25,09:43,-20.25,-1.012,-410.0
2024-02-28,Wednesday,10:08,intime,E4war,BEARISH,MEDIUM,False,short,A,17890.0,20.0,True,False,4R cap,80.0,stop,17910.25,10:08,-20.25,-1.012,-410.0
2024-03-04,Monday,08:12,premarket,E4war,BEARISH,MEDIUM,True,long,B,18343.5,9.0,False,False,4R cap (no draw in dir),36.0,stop,18334.25,08:27,-9.25,-1.028,-190.0
2024-03-04,Monday,08:28,premarket,E4war,BEARISH,MEDIUM,False,short,B2,18335.25,7.0,False,False,draw:equal-lows,22.37,stop,18342.5,08:35,-7.25,-1.036,-150.0
2024-03-04,Monday,09:40,intime,E4war,BEARISH,MEDIUM,False,short,A,18320.75,20.0,True,False,draw:equal-lows,7.87,draw:equal-lows,18312.88,09:43,7.87,0.393,152.4
2024-03-04,Monday,10:13,intime,E4war,BEARISH,MEDIUM,True,long,B,18306.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,18285.75,10:21,-20.25,-1.012,-410.0
2024-03-08,Friday,09:42,intime,E4war,BULLISH,MEDIUM,True,short,B2,18319.0,20.0,True,False,4R cap (no draw in dir),80.0,stop,18339.25,09:46,-20.25,-1.012,-410.0
2024-03-18,Monday,08:58,premarket,E4war,BULLISH,MEDIUM,False,long,B,18275.25,7.0,False,False,4R cap,28.0,4R cap,18303.25,09:31,28.0,4.0,555.0
