tape,tf,sess,trend,W,U,buf,tgt,n,R,netR,win,be,excess,medRR,medRisk,t,H1,H2,drop3,flat
2023-26,3,NY,HHHL,2.0,0.5,2,DOL,161,-0.02918910864293915,-4.6994464915132035,0.391304347826087,0.4451219512195122,-0.05381760339342523,1.2465753424657535,22.75,-0.28369708050276304,0.1457216437373594,-0.20194046901854268,-0.10079070629522383,0.0
2023-26,3,NY,NONE,1.0,0.5,2,R1,980,-0.0020408163265306124,-2.0,0.4989795918367347,0.5,-0.0010204081632653184,1.0,25.25,-0.06385518541376396,0.004081632653061225,-0.00816326530612245,-0.00511770726714432,0.0
2023-26,3,NY,NONE,1.0,0.5,2,R2,980,0.04062843453451205,39.81586584382181,0.3377551020408163,0.3333333333333333,0.004421768707483009,2.0,25.25,0.8960067266414893,0.03849447410279234,0.04276239496623176,0.034611940474740865,0.0163265306122449
2023-26,3,NY,NONE,1.0,0.5,2,R3,980,0.04447674521449343,43.58721031020356,0.22959183673469388,0.25,-0.020408163265306117,3.0,25.25,0.8173852719642904,0.056619741668199754,0.03233374876078707,0.035401443510955526,0.058163265306122446
2023-26,3,NY,NONE,1.0,0.5,2,DOL,980,0.010668295868647355,10.454929951274408,0.4377551020408163,0.5,-0.0622448979591837,1.0,25.25,0.27493290129121584,0.01741704466060718,0.0039195470766875285,-0.004245963456300018,0.0010204081632653062
2023-26,3,NY,NONE,2.0,0.5,2,R1,535,0.016822429906542057,9.0,0.508411214953271,0.5,0.008411214953271018,1.0,24.5,0.3887951296943898,0.033707865168539325,0.0,0.011278195488721804,0.0
2023-26,3,NY,NONE,2.0,0.5,2,R2,535,0.06123826532292028,32.76247194776235,0.34579439252336447,0.3333333333333333,0.012461059190031154,2.0,24.5,0.9902344913764739,0.04616910458106711,0.07625119785305012,0.050305398398049476,0.011214953271028037
2023-26,3,NY,NONE,2.0,0.5,2,R3,535,0.08847673257608803,47.33505192820709,0.24485981308411214,0.25,-0.005140186915887857,3.0,24.5,1.177919695601375,0.10040262188275136,0.07659534285638984,0.07205836828610361,0.048598130841121495
2023-26,3,NY,NONE,2.0,0.5,2,DOL,535,0.0240098616165594,12.84527596485928,0.4411214953271028,0.49526813880126186,-0.05414664347415904,1.019108280254777,24.5,0.4527274304114076,0.05440214346849748,-0.0062690161986177035,-0.0015507363664821832,0.0
2020-22,1,NY,SLOPE,1.0,0.5,2,R1,1161,0.03875968992248062,45.0,0.5193798449612403,0.5,0.019379844961240345,1.0,11.75,1.3211001965851903,0.04878048780487805,0.028960817717206135,0.03626943005181347,0.0
2020-22,1,NY,SLOPE,1.0,0.5,2,R2,1161,0.0477724511537241,55.463815789473685,0.3488372093023256,0.3333333333333333,0.015503875968992276,2.0,11.75,1.138186750274468,0.08188153310104529,0.014418766251232853,0.04271486683028822,0.0008613264427217916
2020-22,1,NY,SLOPE,1.0,0.5,2,R3,1161,0.03745854223060516,43.48936752973259,0.2575366063738157,0.25,0.007536606373815702,3.0,11.75,0.7291506117481339,0.055212924053877295,0.020097357960488955,0.029783564360736262,0.004306632213608958
2020-22,1,NY,SLOPE,1.0,0.5,2,DOL,1161,0.030184297272829032,35.04396913375451,0.4306632213608958,0.4666666666666667,-0.036003445305770876,1.1428571428571428,11.75,0.8153040292152905,0.040139575146105506,0.020449494037291235,0.017911843677684936,0.0
2020-22,1,NY,SLOPE,2.0,0.5,2,R1,619,0.024232633279483037,15.0,0.5121163166397416,0.5,0.012116316639741553,1.0,11.5,0.6025906633463348,0.08090614886731391,-0.03225806451612903,0.01948051948051948,0.0
2020-22,1,NY,SLOPE,2.0,0.5,2,R2,619,0.051696284329563816,32.0,0.3505654281098546,0.3333333333333333,0.017232094776521267,2.0,11.5,0.8978009646103298,0.1262135922330097,-0.02258064516129032,0.04220779220779221,0.0
2020-22,1,NY,SLOPE,2.0,0.5,2,R3,619,0.06459694223970405,39.98550724637681,0.2649434571890145,0.25,0.01494345718901452,3.0,11.5,0.9101561445456208,0.1703953848318559,-0.04086021505376344,0.05030114812723509,0.0032310177705977385
2020-22,1,NY,SLOPE,2.0,0.5,2,DOL,619,0.04256088077321543,26.345185198620353,0.42164781906300486,0.4396551724137931,-0.018007353350788236,1.2745098039215685,11.5,0.8126909332989034,0.11467397902440404,-0.0293195945803887,0.021822857819900378,0.0
2020-22,1,NY,SIDE,1.0,0.5,2,R1,727,0.02888583218707015,21.0,0.5144429160935351,0.5,0.014442916093535096,1.0,11.0,0.7786359575186231,0.06336088154269973,-0.005494505494505495,0.024861878453038673,0.0
2020-22,1,NY,SIDE,1.0,0.5,2,R2,727,-0.0034885615000361967,-2.536184210526315,0.3314993122420908,0.3333333333333333,-0.0018340210912425325,2.0,11.0,-0.06657586166886205,0.05785123966942149,-0.06465984673221516,-0.011790309683047376,0.001375515818431912
2020-22,1,NY,SIDE,1.0,0.5,2,R3,727,-0.03835489724550597,-27.88401029748284,0.2393397524071527,0.25,-0.01066024759284731,3.0,11.0,-0.6056753821596621,0.007306264223260267,-0.08389061596298439,-0.05094476560425809,0.002751031636863824
2020-22,1,NY,SIDE,1.0,0.5,2,DOL,727,0.02250431249239966,16.360635181974555,0.4154057771664374,0.44859813084112143,-0.03319235367468404,1.2291666666666667,11.0,0.4668847357411229,0.06602679339176042,-0.020898601151743065,0.0028433439599160975,0.0
2020-22,1,NY,SIDE,2.0,0.5,2,R1,406,-0.0049261083743842365,-2.0,0.4975369458128079,0.5,-0.0024630541871921152,1.0,10.625,-0.09913722157304522,0.08374384236453201,-0.09359605911330049,-0.01240694789081886,0.0
2020-22,1,NY,SIDE,2.0,0.5,2,R2,406,-0.017241379310344827,-7.0,0.3275862068965517,0.3333333333333333,-0.005747126436781602,2.0,10.625,-0.2464320290450721,0.12315270935960591,-0.15763546798029557,-0.03225806451612903,0.0
2020-22,1,NY,SIDE,2.0,0.5,2,R3,406,-0.030413364746198334,-12.347826086956523,0.2413793103448276,0.25,-0.008620689655172403,3.0,10.625,-0.35764732262575394,0.13129149710858856,-0.1921182266009852,-0.05297227316862656,0.0024630541871921183
2020-22,1,NY,SIDE,2.0,0.5,2,DOL,406,0.024584350554646334,9.981246325186412,0.4014778325123153,0.4121495327102804,-0.010671700197965095,1.4263038548752833,10.625,0.36977733818386627,0.14417920359204495,-0.09501050248275224,-0.007248284010856979,0.0
2020-22,1,NY,HHHL,1.0,0.5,2,R1,621,-0.008051529790660225,-5.0,0.49597423510466987,0.5,-0.004025764895330131,1.0,12.0,-0.20048797364335666,0.03896103896103896,-0.054313099041533544,-0.012944983818770227,0.0
2020-22,1,NY,HHHL,1.0,0.5,2,R2,621,-0.01932367149758454,-12.0,0.32689210950080516,0.3333333333333333,-0.0064412238325281534,2.0,12.0,-0.34191619847507226,0.022727272727272728,-0.06070287539936102,-0.02912621359223301,0.0
2020-22,1,NY,HHHL,1.0,0.5,2,R3,621,-0.06456055597932027,-40.09210526315789,0.23349436392914655,0.25,-0.016505636070853452,3.0,12.0,-0.9501974514519744,-0.1038961038961039,-0.0258533714477888,-0.079437063532618,0.001610305958132045
2020-22,1,NY,HHHL,1.0,0.5,2,DOL,621,0.02482475351389465,15.416171932128577,0.394524959742351,0.4271844660194175,-0.032659506277066486,1.3409090909090908,12.0,0.44726915765649716,0.055857437767132215,-0.005712200958939762,-0.0014238819097935047,0.0
2020-22,1,NY,HHHL,2.0,0.5,2,R1,324,0.024691358024691357,8.0,0.5123456790123457,0.5,0.012345679012345734,1.0,11.5,0.4438933766981299,0.08074534161490683,-0.03067484662576687,0.01557632398753894,0.0
2020-22,1,NY,HHHL,2.0,0.5,2,R2,324,0.05555555555555555,18.0,0.35185185185185186,0.3333333333333333,0.018518518518518545,2.0,11.5,0.6969320524371696,0.13664596273291926,-0.024539877300613498,0.037383177570093455,0.0
2020-22,1,NY,HHHL,2.0,0.5,2,R3,324,0.03983918128654971,12.907894736842106,0.25925925925925924,0.25,0.009259259259259245,3.0,11.5,0.40867967032700403,0.09316770186335403,-0.012835001614465606,0.012174126906050187,0.0030864197530864196
2020-22,1,NY,HHHL,2.0,0.5,2,DOL,324,0.1078671321210982,34.94895080723582,0.4012345679012346,0.38485412787088763,0.016380440030346943,1.5983870967741935,11.5,1.3107072676123372,0.18991430344928556,0.026826674551538914,0.0596957746553853,0.0
2020-22,1,NY,NONE,1.0,0.5,2,R1,2185,-0.020594965675057208,-45.0,0.4897025171624714,0.5,-0.010297482837528626,1.0,11.5,-0.9626745986926336,-0.03314917127071823,-0.00818926296633303,-0.021998166819431713,0.0
2020-22,1,NY,NONE,1.0,0.5,2,R2,2185,0.001601137395050993,3.4984852081864197,0.3327231121281464,0.3333333333333333,-0.0006102212051868894,2.0,11.5,0.052933593181685785,-0.0027624309392265192,0.005913089361407115,-0.001146432076908173,0.0018306636155606408
2020-22,1,NY,NONE,1.0,0.5,2,R3,2185,-0.022507413899296405,-49.178699369962644,0.24210526315789474,0.25,-0.00789473684210526,3.0,11.5,-0.613639743274496,-0.04646931522091762,0.0011710436396304795,-0.026663015293291802,0.005034324942791762
2020-22,1,NY,NONE,1.0,0.5,2,DOL,2185,-0.0021583037303785513,-4.715893650877135,0.41693363844393594,0.48837209302325585,-0.07143845457931991,1.0476190476190477,11.5,-0.07586240955198716,0.0018549997049176871,-0.0061241340586148515,-0.019245656722441783,0.0
2020-22,1,NY,NONE,2.0,0.5,2,R1,1133,-0.03089143865842895,-35.0,0.48455428067078554,0.5,-0.015445719329214458,1.0,11.0,-1.0398451399192088,-0.03716814159292035,-0.02464788732394366,-0.033628318584070796,0.0
2020-22,1,NY,NONE,2.0,0.5,2,R2,1133,-0.009708737864077669,-11.0,0.3300970873786408,0.3333333333333333,-0.003236245954692518,2.0,11.0,-0.23154635824777742,0.019469026548672566,-0.03873239436619718,-0.01504424778761062,0.0
2020-22,1,NY,NONE,2.0,0.5,2,R3,1133,-0.03628119860263114,-41.106598016781085,0.24007060900264784,0.25,-0.009929390997352155,3.0,11.0,-0.7147111306240707,-0.00592535590611774,-0.06647671114405733,-0.04434212213874439,0.00264783759929391
2020-22,1,NY,NONE,2.0,0.5,2,DOL,1133,0.01579713650020123,17.898155654727994,0.40511915269196824,0.45882352941176463,-0.05370437671979639,1.1794871794871795,11.0,0.3680878067415694,0.02212479382975234,0.009502899895982254,-0.01715041917058668,0.0
2020-22,3,NY,SLOPE,1.0,0.5,2,R1,429,-0.030303030303030304,-13.0,0.48484848484848486,0.5,-0.015151515151515138,1.0,21.0,-0.6272020032981214,-0.051643192488262914,-0.009259259259259259,-0.03755868544600939,0.0
2020-22,3,NY,SLOPE,1.0,0.5,2,R2,429,-0.009258598002353959,-3.9719385430098484,0.3146853146853147,0.3333333333333333,-0.018648018648018627,2.0,21.0,-0.1374415990041245,-0.0643654047674823,0.04508283644659205,-0.02340830643899027,0.02564102564102564
2020-22,3,NY,SLOPE,1.0,0.5,2,R3,429,0.009820628442576723,4.213049601865414,0.22144522144522144,0.25,-0.02855477855477856,3.0,21.0,0.12105005925794127,0.005930892558250717,0.013656340217398201,-0.011236972765574295,0.05827505827505827
2020-22,3,NY,SLOPE,1.0,0.5,2,DOL,429,0.0015573360974954504,0.6680971858255482,0.41025641025641024,0.4962406015037594,-0.08598419124734918,1.0151515151515151,21.0,0.02410464491625095,-0.06562518813107072,0.06780676971177596,-0.03932079540182027,0.0
2020-22,3,NY,SLOPE,2.0,0.5,2,R1,237,0.012658227848101266,3.0,0.5063291139240507,0.5,0.006329113924050667,1.0,19.25,0.1944749670793463,0.0,0.025210084033613446,0.0,0.0
2020-22,3,NY,SLOPE,2.0,0.5,2,R2,237,0.047026588866064895,11.14530156125738,0.3333333333333333,0.3333333333333333,0.0,2.0,19.25,0.5111335853114346,-0.04829347573717204,0.14154564452305612,0.021988468210501638,0.02531645569620253
2020-22,3,NY,SLOPE,2.0,0.5,2,R3,237,0.08503216459270249,20.152623008470492,0.24472573839662448,0.25,-0.0052742616033755185,3.0,19.25,0.755656499317723,0.03445005192160986,0.1351892174934498,0.047660782087480764,0.05063291139240506
2020-22,3,NY,SLOPE,2.0,0.5,2,DOL,237,0.09856760504609734,23.36052239592507,0.42616033755274263,0.4657534246575343,-0.03959308710479165,1.1470588235294117,19.25,1.0356072548694397,-0.04266829726027103,0.23861665103056345,0.0253921639697612,0.0
2020-22,3,NY,SIDE,1.0,0.5,2,R1,253,0.011857707509881422,3.0,0.5059288537549407,0.5,0.005928853754940677,1.0,20.5,0.18824850597016698,-0.015873015873015872,0.03937007874015748,0.0,0.0
2020-22,3,NY,SIDE,1.0,0.5,2,R2,253,0.043105629756620086,10.905724328424881,0.3359683794466403,0.3333333333333333,0.0026350461133070047,2.0,20.5,0.48354065765543996,0.0010289896134644983,0.0848509577726642,0.019622897313699525,0.019762845849802372
2020-22,3,NY,SIDE,1.0,0.5,2,R3,253,0.10272678220566994,25.989875898034494,0.24110671936758893,0.25,-0.008893280632411071,3.0,20.5,0.9442381869098362,0.10804287555198411,0.09745254786208266,0.06795950359213794,0.06324110671936758
2020-22,3,NY,SIDE,1.0,0.5,2,DOL,253,0.06095919858647344,15.42267724237778,0.43478260869565216,0.5,-0.06521739130434784,1.0,20.5,0.7077721744292919,-0.06093221452057882,0.181890836787171,-0.00565335318365203,0.0
2020-22,3,NY,SIDE,2.0,0.5,2,R1,137,0.051094890510948905,7.0,0.5255474452554745,0.5,0.025547445255474477,1.0,18.25,0.5966430306162186,0.08823529411764706,0.014492753623188406,0.029850746268656716,0.0
2020-22,3,NY,SIDE,2.0,0.5,2,R2,137,0.11092033261269096,15.196085567938661,0.35766423357664234,0.3333333333333333,0.024330900243309028,2.0,18.25,0.9016223168962962,0.07796132151490734,0.14340167688297048,0.06862750423834826,0.021897810218978103
2020-22,3,NY,SIDE,2.0,0.5,2,R3,137,0.1414935406484894,19.384615068843047,0.25547445255474455,0.25,0.005474452554744547,3.0,18.25,0.9417474707037995,0.1480162665698524,0.1350653469868563,0.07749712737942573,0.058394160583941604
