sym,day,dir,risk,res,r
ES,2023-02-17,1,13.5,STOP,-1.0555555555555556
ES,2023-03-13,1,57.0,FLAT,0.9824561403508771
ES,2023-03-14,-1,12.25,STOP,-1.0612244897959184
ES,2023-03-15,1,12.25,STOP,-1.0612244897959184
ES,2023-03-16,1,13.0,TARGET,1.9423076923076923
ES,2023-03-21,-1,11.25,FLAT,1.0444444444444445
ES,2023-03-24,-1,15.0,STOP,-1.05
ES,2023-03-28,-1,6.75,FLAT,0.4444444444444444
ES,2023-04-06,1,5.0,STOP,-1.15
ES,2023-04-06,1,6.0,TARGET,1.875
ES,2023-04-10,1,7.0,STOP,-1.1071428571428572
ES,2023-04-11,-1,6.5,FLAT,-0.34615384615384615
ES,2023-04-11,1,6.0,FLAT,1.125
ES,2023-04-13,-1,5.5,STOP,-1.1363636363636365
ES,2023-04-19,1,4.75,TARGET,1.8421052631578947
ES,2023-04-27,-1,4.0,STOP,-1.1875
ES,2023-04-28,-1,14.5,STOP,-1.0517241379310345
ES,2023-05-03,-1,5.5,TARGET,1.8636363636363635
ES,2023-05-09,-1,7.5,FLAT,0.0
ES,2023-05-15,1,8.5,FLAT,0.8235294117647058
ES,2023-05-16,1,11.75,FLAT,-0.02127659574468085
ES,2023-05-22,-1,10.0,TARGET,1.925
ES,2023-05-23,1,8.25,FLAT,-0.6363636363636364
ES,2023-05-24,1,5.0,STOP,-1.15
ES,2023-05-24,1,8.0,STOP,-1.09375
ES,2023-06-01,1,8.25,TARGET,1.9090909090909092
ES,2023-06-08,1,12.25,FLAT,0.8979591836734694
ES,2023-06-13,-1,13.5,STOP,-1.0555555555555556
ES,2023-06-16,-1,9.75,FLAT,1.3076923076923077
ES,2023-06-19,1,2.5,FLAT,0.4
ES,2023-06-28,1,8.5,FLAT,1.6176470588235294
ES,2023-07-04,-1,1.5,FLAT,-1.0
ES,2023-08-02,1,6.75,STOP,-1.1111111111111112
ES,2023-08-04,1,13.75,FLAT,1.3272727272727274
ES,2023-08-07,-1,13.5,STOP,-1.0555555555555556
ES,2023-08-07,-1,6.75,STOP,-1.1111111111111112
ES,2023-08-07,-1,6.0,FLAT,0.16666666666666666
ES,2023-08-10,-1,9.25,TARGET,1.9189189189189189
ES,2023-08-25,-1,25.5,FLAT,0.35294117647058826
ES,2023-08-28,-1,9.5,FLAT,0.6842105263157895
ES,2023-09-11,-1,8.0,TARGET,1.90625
ES,2023-09-22,-1,9.75,STOP,-1.0769230769230769
ES,2023-10-09,-1,13.5,FLAT,-0.8518518518518519
ES,2023-10-16,-1,10.25,STOP,-1.0731707317073171
ES,2023-10-24,-1,6.5,TARGET,1.8846153846153846
ES,2023-10-26,1,8.5,TARGET,1.911764705882353
ES,2023-11-06,1,5.25,FLAT,0.0
ES,2023-11-15,-1,8.5,STOP,-1.088235294117647
ES,2023-11-15,-1,5.75,STOP,-1.1304347826086956
ES,2023-11-21,1,4.25,TARGET,1.8235294117647058
ES,2023-11-22,-1,6.25,TARGET,1.88
ES,2023-11-30,1,10.5,STOP,-1.0714285714285714
ES,2023-11-30,1,9.25,STOP,-1.0810810810810811
ES,2023-12-04,1,6.75,STOP,-1.1111111111111112
ES,2023-12-08,-1,6.5,STOP,-1.1153846153846154
ES,2023-12-11,-1,4.0,TARGET,1.8125
ES,2023-12-22,-1,3.75,TARGET,1.8
ES,2023-12-22,-1,6.5,FLAT,0.6538461538461539
ES,2024-01-02,1,9.5,STOP,-1.0789473684210527
ES,2024-01-09,1,8.5,TARGET,1.911764705882353
ES,2024-01-09,1,4.75,STOP,-1.1578947368421053
ES,2024-01-12,-1,7.25,TARGET,1.896551724137931
ES,2024-01-19,1,5.75,TARGET,1.8695652173913044
ES,2024-01-29,-1,6.5,FLAT,-0.9230769230769231
ES,2024-02-01,-1,5.5,TARGET,1.8636363636363635
ES,2024-02-06,1,5.5,STOP,-1.1363636363636365
ES,2024-02-14,-1,13.0,STOP,-1.0576923076923077
ES,2024-02-14,-1,7.25,TARGET,1.896551724137931
ES,2024-02-29,1,7.0,STOP,-1.1071428571428572
ES,2024-03-06,1,12.25,FLAT,1.7755102040816326
ES,2024-04-05,-1,10.5,STOP,-1.0714285714285714
ES,2024-04-09,-1,5.0,TARGET,1.85
ES,2024-04-10,-1,15.5,FLAT,0.5
ES,2024-04-15,-1,9.25,TARGET,1.9189189189189189
ES,2024-04-22,1,9.75,STOP,-1.0769230769230769
ES,2024-04-24,-1,13.5,FLAT,1.6666666666666667
ES,2024-04-24,-1,10.25,TARGET,1.9268292682926829
ES,2024-04-25,1,12.25,FLAT,1.2653061224489797
ES,2024-04-29,-1,11.0,FLAT,0.3409090909090909
ES,2024-04-30,-1,7.0,TARGET,1.8928571428571428
ES,2024-05-03,-1,8.25,STOP,-1.0909090909090908
ES,2024-05-07,-1,4.25,STOP,-1.1764705882352942
ES,2024-05-07,-1,5.0,STOP,-1.15
ES,2024-05-09,-1,7.25,STOP,-1.103448275862069
ES,2024-05-10,-1,10.5,FLAT,-0.2857142857142857
ES,2024-05-13,-1,5.5,TARGET,1.8636363636363635
ES,2024-05-14,-1,8.5,STOP,-1.088235294117647
ES,2024-05-14,-1,14.25,FLAT,0.08771929824561403
ES,2024-05-15,-1,14.0,STOP,-1.0535714285714286
ES,2024-05-23,1,7.75,STOP,-1.096774193548387
ES,2024-05-27,-1,3.5,STOP,-1.2142857142857142
ES,2024-05-28,1,6.5,FLAT,0.4230769230769231
ES,2024-06-07,1,12.75,TARGET,1.9411764705882353
ES,2024-06-13,1,8.75,STOP,-1.0857142857142856
ES,2024-06-27,-1,9.25,STOP,-1.0810810810810811
ES,2024-06-28,1,9.75,TARGET,1.9230769230769231
ES,2024-06-28,-1,3.0,STOP,-1.25
ES,2024-07-15,-1,10.0,STOP,-1.075
ES,2024-07-17,1,12.5,STOP,-1.06
ES,2024-07-23,-1,10.25,STOP,-1.0731707317073171
ES,2024-07-24,1,6.25,STOP,-1.12
ES,2024-07-29,1,9.75,STOP,-1.0769230769230769
ES,2024-08-01,-1,10.25,TARGET,1.9268292682926829
ES,2024-08-02,1,17.25,STOP,-1.0434782608695652
ES,2024-08-07,-1,16.0,TARGET,1.953125
ES,2024-08-09,1,11.0,TARGET,1.9318181818181819
ES,2024-09-02,1,2.75,TARGET,1.7272727272727273
ES,2024-10-02,1,23.25,FLAT,0.967741935483871
ES,2024-10-16,-1,7.0,STOP,-1.1071428571428572
ES,2024-10-30,1,20.5,FLAT,0.9390243902439024
ES,2024-11-01,-1,9.25,TARGET,1.9189189189189189
ES,2024-11-04,1,18.0,STOP,-1.0416666666666667
ES,2024-11-06,1,18.5,FLAT,0.7837837837837838
ES,2024-11-20,1,18.25,FLAT,0.589041095890411
ES,2024-11-21,1,26.0,FLAT,1.4903846153846154
ES,2024-11-22,-1,12.25,FLAT,-0.46938775510204084
ES,2024-12-10,1,6.25,FLAT,-0.8
ES,2024-12-11,-1,4.5,STOP,-1.1666666666666667
ES,2024-12-12,1,7.25,FLAT,1.1724137931034482
ES,2024-12-19,-1,18.5,STOP,-1.0405405405405406
ES,2024-12-20,-1,10.5,STOP,-1.0714285714285714
ES,2024-12-30,1,15.25,TARGET,1.9508196721311475
ES,2024-12-31,1,17.0,STOP,-1.0441176470588236
ES,2025-01-02,1,29.75,STOP,-1.0252100840336134
ES,2025-01-03,1,24.0,STOP,-1.03125
ES,2025-01-03,1,23.5,FLAT,0.6702127659574468
ES,2025-01-07,-1,10.25,TARGET,1.9268292682926829
ES,2025-01-07,1,16.75,STOP,-1.044776119402985
ES,2025-01-08,1,15.25,STOP,-1.0491803278688525
ES,2025-01-16,-1,8.25,TARGET,1.9090909090909092
ES,2025-01-20,-1,10.75,TARGET,1.930232558139535
ES,2025-01-21,-1,14.0,FLAT,-0.8571428571428571
ES,2025-01-30,1,13.5,STOP,-1.0555555555555556
ES,2025-02-05,-1,5.0,TARGET,1.85
ES,2025-02-06,-1,7.75,FLAT,-0.0967741935483871
ES,2025-02-06,-1,9.5,FLAT,-0.5263157894736842
ES,2025-02-07,-1,26.0,FLAT,1.5865384615384615
ES,2025-02-28,-1,12.5,STOP,-1.06
ES,2025-03-04,1,23.25,FLAT,1.3978494623655915
ES,2025-03-20,-1,9.25,TARGET,1.9189189189189189
ES,2025-03-27,1,21.5,FLAT,0.5465116279069767
ES,2025-03-27,-1,8.5,STOP,-1.088235294117647
ES,2025-04-02,1,13.0,TARGET,1.9423076923076923
ES,2025-04-09,-1,26.5,TARGET,1.971698113207547
ES,2025-04-11,1,40.5,FLAT,1.5493827160493827
ES,2025-04-14,1,24.25,STOP,-1.0309278350515463
ES,2025-04-16,1,8.25,TARGET,1.9090909090909092
ES,2025-04-23,1,23.0,STOP,-1.0326086956521738
ES,2025-04-24,1,15.75,TARGET,1.9523809523809523
ES,2025-04-25,1,18.5,STOP,-1.0405405405405406
ES,2025-04-25,1,26.75,FLAT,0.9252336448598131
ES,2025-04-28,-1,12.75,TARGET,1.9411764705882353
ES,2025-05-08,1,20.5,STOP,-1.0365853658536586
ES,2025-05-09,-1,10.25,TARGET,1.9268292682926829
ES,2025-05-09,1,16.75,FLAT,-0.5373134328358209
ES,2025-05-16,1,12.25,FLAT,1.1428571428571428
ES,2025-05-19,-1,13.25,STOP,-1.0566037735849056
ES,2025-05-21,1,17.0,FLAT,1.2647058823529411
ES,2025-05-22,-1,13.5,FLAT,-0.9074074074074074
ES,2025-05-26,-1,4.5,TARGET,1.8333333333333333
ES,2025-05-27,1,12.0,TARGET,1.9375
ES,2025-05-27,-1,4.75,STOP,-1.1578947368421053
ES,2025-05-28,-1,10.75,TARGET,1.930232558139535
ES,2025-05-29,1,14.25,STOP,-1.0526315789473684
ES,2025-06-06,-1,9.75,TARGET,1.9230769230769231
ES,2025-06-10,-1,6.5,STOP,-1.1153846153846154
ES,2025-06-12,-1,5.25,STOP,-1.1428571428571428
ES,2025-06-23,-1,9.0,STOP,-1.0833333333333333
ES,2025-07-04,1,6.75,FLAT,0.4444444444444444
ES,2025-07-11,-1,6.5,STOP,-1.1153846153846154
ES,2025-07-14,-1,14.5,STOP,-1.0517241379310345
ES,2025-07-18,1,4.5,STOP,-1.1666666666666667
ES,2025-07-31,1,12.25,STOP,-1.0612244897959184
ES,2025-08-04,-1,7.75,STOP,-1.096774193548387
ES,2025-08-08,-1,9.0,STOP,-1.0833333333333333
ES,2025-08-22,-1,13.75,STOP,-1.0545454545454545
ES,2025-08-27,1,7.0,TARGET,1.8928571428571428
ES,2025-09-01,1,7.0,FLAT,1.0357142857142858
ES,2025-09-09,-1,8.0,TARGET,1.90625
ES,2025-09-24,-1,5.5,TARGET,1.8636363636363635
ES,2025-10-08,-1,8.0,STOP,-1.09375
ES,2025-10-08,-1,4.75,STOP,-1.1578947368421053
ES,2025-10-10,-1,12.25,TARGET,1.9387755102040816
ES,2025-10-10,-1,6.5,TARGET,1.8846153846153846
ES,2025-10-14,1,34.75,FLAT,1.7410071942446044
ES,2025-10-16,-1,11.25,TARGET,1.9333333333333333
ES,2025-10-23,-1,9.5,STOP,-1.0789473684210527
ES,2025-11-03,-1,8.5,TARGET,1.911764705882353
ES,2025-11-03,1,18.5,FLAT,1.0135135135135136
ES,2025-11-04,1,19.5,FLAT,0.8461538461538461
ES,2025-11-04,-1,5.25,TARGET,1.8571428571428572
ES,2025-11-05,-1,8.75,STOP,-1.0857142857142856
ES,2025-11-10,-1,9.5,STOP,-1.0789473684210527
ES,2025-11-24,-1,27.25,STOP,-1.0275229357798166
ES,2025-11-25,-1,26.5,STOP,-1.028301886792453
ES,2025-11-25,-1,16.0,STOP,-1.046875
ES,2025-11-26,-1,10.75,STOP,-1.069767441860465
ES,2025-12-30,1,6.0,STOP,-1.125
ES,2026-01-02,1,18.75,STOP,-1.04
ES,2026-01-06,-1,4.25,STOP,-1.1764705882352942
ES,2026-01-08,1,12.75,FLAT,0.3137254901960784
ES,2026-01-09,-1,13.25,STOP,-1.0566037735849056
ES,2026-01-13,1,14.25,FLAT,0.543859649122807
ES,2026-01-14,1,7.75,TARGET,1.903225806451613
ES,2026-01-16,1,12.5,STOP,-1.06
ES,2026-01-30,-1,21.25,STOP,-1.035294117647059
ES,2026-02-02,-1,10.5,STOP,-1.0714285714285714
ES,2026-02-06,-1,20.25,STOP,-1.037037037037037
ES,2026-02-09,-1,11.25,STOP,-1.0666666666666667
ES,2026-02-11,-1,12.25,TARGET,1.9387755102040816
ES,2026-02-13,-1,15.5,STOP,-1.0483870967741935
ES,2026-02-17,-1,21.0,TARGET,1.9642857142857142
ES,2026-02-24,-1,22.5,STOP,-1.0333333333333334
ES,2026-02-24,-1,8.0,STOP,-1.09375
ES,2026-03-02,-1,13.0,STOP,-1.0576923076923077
ES,2026-03-02,-1,11.25,STOP,-1.0666666666666667
ES,2026-03-09,-1,25.25,STOP,-1.0297029702970297
ES,2026-03-20,1,12.5,STOP,-1.06
ES,2026-03-24,1,14.5,TARGET,1.9482758620689655
ES,2026-04-02,-1,31.25,FLAT,-0.184
ES,2026-04-07,1,26.75,STOP,-1.02803738317757
ES,2026-04-28,-1,12.75,FLAT,1.411764705882353
ES,2026-04-29,-1,5.0,TARGET,1.85
ES,2026-05-19,1,16.75,FLAT,1.7164179104477613
ES,2026-06-04,-1,13.5,STOP,-1.0555555555555556
RTY,2021-05-07,-1,11.0,STOP,-1.0272727272727273
RTY,2021-05-18,-1,5.199999999999818,STOP,-1.0576923076923097
RTY,2021-05-21,-1,5.400000000000091,STOP,-1.0555555555555547
RTY,2021-05-21,-1,10.200000000000273,FLAT,0.8921568627450385
RTY,2021-05-24,-1,5.900000000000091,FLAT,0.7288135593220073
RTY,2021-05-25,-1,16.09999999999991,FLAT,0.9254658385093106
RTY,2021-05-31,1,2.799999999999727,STOP,-1.1071428571428674
RTY,2021-06-10,1,8.400000000000091,STOP,-1.0357142857142854
RTY,2021-06-16,1,3.799999999999727,TARGET,1.9210526315789418
RTY,2021-06-17,1,5.400000000000091,STOP,-1.0555555555555547
RTY,2021-06-18,1,19.5,STOP,-1.0153846153846153
RTY,2021-06-18,1,5.399999999999636,STOP,-1.0555555555555594
RTY,2021-06-21,-1,6.900000000000091,STOP,-1.0434782608695645
RTY,2021-06-22,1,3.099999999999909,TARGET,1.90322580645161
RTY,2021-06-30,-1,5.400000000000091,STOP,-1.0555555555555547
RTY,2021-07-06,1,11.099999999999909,STOP,-1.0270270270270274
RTY,2021-07-09,-1,2.900000000000091,TARGET,1.8965517241379344
RTY,2021-07-22,1,7.699999999999818,STOP,-1.0389610389610398
RTY,2021-07-26,-1,17.09999999999991,FLAT,0.11111111111112766
RTY,2021-08-18,1,9.900000000000091,STOP,-1.03030303030303
RTY,2021-08-18,1,11.300000000000182,FLAT,0.9734513274335884
RTY,2021-08-19,-1,8.199999999999818,STOP,-1.0365853658536595
RTY,2021-08-30,1,8.199999999999818,FLAT,-0.08536585365854958
RTY,2021-08-31,1,7.0,FLAT,1.2999999999999479
RTY,2021-09-01,1,10.099999999999909,FLAT,0.950495049504968
RTY,2021-09-07,-1,5.099999999999909,TARGET,1.9411764705882342
RTY,2021-09-08,1,6.400000000000091,STOP,-1.0468749999999993
RTY,2021-09-13,1,10.799999999999727,STOP,-1.0277777777777786
RTY,2021-09-14,1,7.399999999999636,STOP,-1.0405405405405426
RTY,2021-09-17,-1,10.999999999999545,FLAT,0.22727272727275322
RTY,2021-10-04,1,7.099999999999909,STOP,-1.0422535211267612
RTY,2021-10-06,-1,11.400000000000091,FLAT,0.7280701754385827
RTY,2021-10-12,-1,7.399999999999636,STOP,-1.0405405405405426
RTY,2021-10-12,-1,6.999999999999545,STOP,-1.0428571428571456
RTY,2021-10-29,-1,6.099999999999909,FLAT,0.39344262295079574
RTY,2021-11-02,1,7.399999999999636,TARGET,1.9594594594594574
RTY,2021-11-16,1,10.400000000000091,FLAT,0.1826923076922886
RTY,2021-11-16,1,5.400000000000091,TARGET,1.9444444444444453
RTY,2021-11-17,1,3.9999999999995453,STOP,-1.0750000000000084
RTY,2021-11-22,-1,7.800000000000182,TARGET,1.9615384615384623
RTY,2021-11-26,-1,16.300000000000182,TARGET,1.9815950920245402
RTY,2021-11-30,-1,12.699999999999818,TARGET,1.976377952755905
RTY,2021-11-30,-1,15.899999999999636,TARGET,1.9811320754716977
RTY,2021-12-02,-1,15.5,STOP,-1.0193548387096774
RTY,2021-12-03,-1,9.399999999999636,TARGET,1.9680851063829774
RTY,2021-12-08,1,11.599999999999909,FLAT,1.6379310344827478
RTY,2021-12-08,-1,10.199999999999818,STOP,-1.029411764705883
RTY,2021-12-08,-1,7.900000000000091,STOP,-1.0379746835443036
RTY,2021-12-09,1,5.299999999999727,STOP,-1.0566037735849085
RTY,2021-12-14,-1,7.900000000000091,TARGET,1.9620253164556964
RTY,2021-12-17,1,15.299999999999727,TARGET,1.9803921568627447
RTY,2021-12-17,1,16.09999999999991,TARGET,1.981366459627329
RTY,2021-12-21,-1,12.699999999999818,STOP,-1.023622047244095
RTY,2021-12-21,-1,5.200000000000273,STOP,-1.0576923076923046
RTY,2021-12-28,-1,7.599999999999909,TARGET,1.9605263157894732
RTY,2021-12-29,1,10.799999999999727,FLAT,0.12962962962961605
RTY,2022-01-06,-1,13.599999999999909,TARGET,1.977941176470588
RTY,2022-01-06,-1,9.899999999999636,STOP,-1.0303030303030314
RTY,2022-01-07,-1,10.300000000000182,TARGET,1.9708737864077674
RTY,2022-01-21,1,10.299999999999955,STOP,-1.0291262135922332
RTY,2022-01-21,1,21.499999999999773,FLAT,0.06046511627907675
RTY,2022-01-25,1,19.59999999999991,FLAT,0.08673469387755142
RTY,2022-01-25,1,11.199999999999818,STOP,-1.0267857142857149
RTY,2022-01-26,-1,12.299999999999727,FLAT,-0.008130081300809494
RTY,2022-01-27,-1,10.299999999999955,STOP,-1.0291262135922332
RTY,2022-01-27,-1,14.099999999999909,TARGET,1.978723404255319
RTY,2022-02-04,1,4.999999999999773,STOP,-1.0600000000000027
RTY,2022-02-09,-1,4.599999999999909,STOP,-1.065217391304349
RTY,2022-02-14,-1,11.699999999999818,FLAT,0.21367521367521314
RTY,2022-02-25,1,6.999999999999773,TARGET,1.9571428571428557
RTY,2022-03-01,-1,11.700000000000045,TARGET,1.9743589743589745
RTY,2022-03-07,-1,14.5,FLAT,1.441379310344815
RTY,2022-03-14,1,13.099999999999909,STOP,-1.0229007633587788
RTY,2022-03-15,-1,4.699999999999818,STOP,-1.063829787234045
RTY,2022-03-18,-1,5.400000000000091,TARGET,1.9444444444444453
RTY,2022-03-23,1,5.900000000000091,TARGET,1.949152542372882
RTY,2022-04-01,-1,7.5,FLAT,1.6266666666666665
RTY,2022-04-05,-1,16.0,FLAT,1.7124999999999886
RTY,2022-04-06,1,7.7999999999999545,FLAT,0.15384615384615474
RTY,2022-04-14,-1,14.799999999999955,FLAT,0.7297297297297258
RTY,2022-04-18,-1,4.599999999999909,STOP,-1.065217391304349
RTY,2022-04-21,-1,11.900000000000091,FLAT,1.9159663865545995
RTY,2022-05-12,-1,13.900000000000091,STOP,-1.0215827338129495
RTY,2022-05-19,-1,12.199999999999818,STOP,-1.0245901639344266
RTY,2022-05-30,-1,3.7000000000000455,STOP,-1.08108108108108
RTY,2022-05-31,1,14.699999999999818,FLAT,-0.006802721088432368
RTY,2022-06-08,-1,4.599999999999909,STOP,-1.065217391304349
RTY,2022-06-08,-1,4.199999999999818,STOP,-1.0714285714285745
RTY,2022-06-09,1,9.5,FLAT,-0.43157894736844016
RTY,2022-06-17,-1,10.099999999999909,TARGET,1.97029702970297
RTY,2022-06-27,1,8.099999999999909,TARGET,1.9629629629629624
RTY,2022-07-06,1,6.399999999999864,STOP,-1.0468750000000009
RTY,2022-07-11,1,6.399999999999864,STOP,-1.0468750000000009
RTY,2022-07-12,1,8.099999999999909,FLAT,1.1111111111111178
RTY,2022-07-13,1,11.599999999999909,TARGET,1.9741379310344824
RTY,2022-07-18,-1,4.7000000000000455,STOP,-1.0638297872340419
RTY,2022-07-19,-1,3.3999999999998636,STOP,-1.0882352941176505
RTY,2022-07-21,1,11.799999999999727,FLAT,1.0338983050847697
RTY,2022-07-29,-1,8.599999999999909,FLAT,0.267441860465135
RTY,2022-08-03,-1,9.199999999999818,STOP,-1.0326086956521747
RTY,2022-08-11,-1,6.7000000000000455,TARGET,1.955223880597015
RTY,2022-08-15,-1,4.999999999999773,STOP,-1.0600000000000027
RTY,2022-08-22,1,7.399999999999864,FLAT,-0.09459459459460863
RTY,2022-08-23,-1,8.200000000000045,TARGET,1.9634146341463417
RTY,2022-08-30,1,4.7999999999999545,FLAT,-0.3541666666666416
RTY,2022-08-31,1,4.899999999999864,STOP,-1.06122448979592
RTY,2022-09-07,-1,3.8999999999998636,STOP,-1.0769230769230795
RTY,2022-09-08,1,15.799999999999955,FLAT,1.2025316455696209
RTY,2022-09-09,-1,9.200000000000045,STOP,-1.0326086956521738
RTY,2022-09-09,-1,8.899999999999864,FLAT,-0.8089887640449664
RTY,2022-09-12,-1,3.2999999999999545,TARGET,1.9090909090909078
RTY,2022-09-14,1,12.599999999999909,FLAT,0.9682539682539751
RTY,2022-09-28,-1,5.699999999999818,STOP,-1.0526315789473701
RTY,2022-10-05,1,8.700000000000045,STOP,-1.0344827586206895
RTY,2022-10-05,1,5.7000000000000455,STOP,-1.052631578947368
RTY,2022-10-06,-1,7.599999999999909,TARGET,1.9605263157894732
RTY,2022-10-18,-1,14.700000000000045,TARGET,1.9795918367346939
RTY,2022-10-18,-1,5.899999999999864,TARGET,1.9491525423728802
RTY,2022-10-20,-1,5.7000000000000455,TARGET,1.9473684210526319
RTY,2022-10-21,-1,8.099999999999909,TARGET,1.9629629629629624
RTY,2022-10-24,1,11.099999999999909,STOP,-1.0270270270270274
RTY,2022-10-24,1,6.199999999999818,TARGET,1.951612903225805
RTY,2022-10-27,-1,16.399999999999864,FLAT,-0.2926829268292707
RTY,2022-10-27,-1,10.899999999999864,STOP,-1.027522935779817
RTY,2022-10-31,1,9.5,FLAT,1.5263157894736794
RTY,2022-11-14,-1,6.2999999999999545,TARGET,1.9523809523809519
RTY,2022-11-15,-1,5.699999999999818,STOP,-1.0526315789473701
RTY,2022-11-22,-1,9.199999999999818,FLAT,-0.032608695652174564
RTY,2022-11-25,-1,5.399999999999864,FLAT,-0.5000000000000294
RTY,2022-12-06,1,7.699999999999818,STOP,-1.0389610389610398
RTY,2022-12-06,1,7.5,STOP,-1.04
RTY,2022-12-08,1,11.099999999999909,FLAT,0.7027027027027207
RTY,2022-12-12,1,9.399999999999864,STOP,-1.0319148936170217
RTY,2022-12-13,-1,11.5,TARGET,1.9739130434782608
RTY,2022-12-14,-1,4.0,STOP,-1.075
RTY,2022-12-23,-1,3.3999999999998636,TARGET,1.9117647058823495
RTY,2022-12-30,1,6.799999999999727,FLAT,1.0147058823529886
RTY,2023-01-03,-1,14.599999999999909,TARGET,1.9794520547945205
RTY,2023-01-06,1,7.2999999999999545,TARGET,1.9589041095890407
RTY,2023-01-09,-1,2.8999999999998636,STOP,-1.1034482758620738
RTY,2023-01-12,-1,9.599999999999909,STOP,-1.0312500000000004
RTY,2023-01-12,-1,8.899999999999864,STOP,-1.0337078651685399
RTY,2023-01-12,-1,4.899999999999864,STOP,-1.06122448979592
RTY,2023-01-17,-1,3.7999999999999545,TARGET,1.9210526315789465
RTY,2023-01-26,-1,13.499999999999773,FLAT,1.2370370370370578
RTY,2023-01-27,-1,7.099999999999909,FLAT,-0.197183098591539
RTY,2023-01-30,-1,7.7999999999999545,FLAT,0.7564102564102667
RTY,2023-01-31,-1,6.699999999999818,STOP,-1.0447761194029863
RTY,2023-02-01,-1,6.499999999999773,FLAT,0.8769230769231077
RTY,2023-02-03,-1,4.599999999999909,TARGET,1.9347826086956508
RTY,2023-02-07,1,5.099999999999909,STOP,-1.0588235294117658
RTY,2023-02-14,-1,8.299999999999955,TARGET,1.9638554216867468
RTY,2023-02-16,1,10.599999999999909,FLAT,1.4622641509434045
RTY,2023-02-16,-1,5.400000000000091,STOP,-1.0555555555555547
RTY,2023-02-21,1,5.999999999999773,STOP,-1.0500000000000018
RTY,2023-02-22,-1,7.199999999999818,TARGET,1.9583333333333321
RTY,2023-02-22,1,6.499999999999773,FLAT,1.8615384615385406
RTY,2023-02-23,-1,8.199999999999818,STOP,-1.0365853658536595
RTY,2023-02-23,-1,8.5,TARGET,1.964705882352941
RTY,2023-02-27,-1,3.5,TARGET,1.9142857142857144
RTY,2023-03-02,1,9.700000000000045,FLAT,0.34020618556699933
RTY,2023-03-08,1,7.5,FLAT,0.56
RTY,2023-03-13,1,15.299999999999955,FLAT,0.222222222222211
RTY,2023-03-16,1,7.099999999999909,STOP,-1.0422535211267612
RTY,2023-03-20,-1,7.199999999999818,STOP,-1.0416666666666676
RTY,2023-03-23,-1,5.599999999999909,STOP,-1.0535714285714295
RTY,2023-03-24,1,13.399999999999864,STOP,-1.0223880597014927
RTY,2023-03-27,-1,6.399999999999864,STOP,-1.0468750000000009
RTY,2023-03-28,-1,3.8999999999998636,TARGET,1.9230769230769205
RTY,2023-04-06,1,5.699999999999818,TARGET,1.9473684210526299
RTY,2023-04-13,-1,4.199999999999818,STOP,-1.0714285714285745
RTY,2023-04-14,-1,10.399999999999864,TARGET,1.9711538461538458
RTY,2023-04-19,1,3.099999999999909,TARGET,1.90322580645161
RTY,2023-04-26,1,6.0,FLAT,1.0333333333333334
RTY,2023-05-01,-1,4.599999999999909,TARGET,1.9347826086956508
RTY,2023-05-03,-1,3.199999999999818,STOP,-1.0937500000000053
RTY,2023-05-05,-1,8.0,FLAT,-0.4499999999999943
RTY,2023-05-09,1,5.0,STOP,-1.06
RTY,2023-05-09,1,5.999999999999773,FLAT,0.8833333333333896
RTY,2023-05-10,-1,7.099999999999909,FLAT,0.6760563380281649
RTY,2023-05-11,1,5.499999999999773,STOP,-1.0545454545454567
RTY,2023-05-11,1,6.599999999999909,FLAT,0.2878787878787987
RTY,2023-05-18,1,8.700000000000045,FLAT,0.8850574712643632
RTY,2023-05-18,1,6.699999999999818,TARGET,1.9552238805970137
RTY,2023-05-22,-1,11.700000000000045,STOP,-1.0256410256410255
RTY,2023-05-23,-1,6.299999999999727,STOP,-1.0476190476190497
RTY,2023-05-30,-1,7.599999999999909,TARGET,1.9605263157894732
RTY,2023-06-08,1,6.499999999999773,STOP,-1.0461538461538478
RTY,2023-06-13,-1,6.599999999999909,STOP,-1.045454545454546
RTY,2023-06-13,-1,6.399999999999864,FLAT,0.187500000000004
RTY,2023-06-14,-1,6.899999999999864,FLAT,0.927536231884083
RTY,2023-06-23,1,7.7000000000000455,FLAT,-0.14285714285716564
RTY,2023-06-23,1,4.7999999999999545,STOP,-1.0625000000000007
RTY,2023-07-11,-1,6.699999999999818,FLAT,0.014925373134342331
RTY,2023-07-18,-1,4.099999999999909,TARGET,1.9268292682926813
RTY,2023-07-21,1,6.7999999999999545,FLAT,-0.20588235294116447
RTY,2023-07-21,1,8.799999999999955,FLAT,-0.7840909090909286
RTY,2023-07-24,-1,5.899999999999864,TARGET,1.9491525423728802
RTY,2023-07-25,1,7.0,FLAT,0.21428571428570778
RTY,2023-07-25,-1,3.599999999999909,FLAT,0.30555555555558855
RTY,2023-07-26,1,10.200000000000045,FLAT,0.1960784313725437
RTY,2023-07-26,-1,7.7999999999999545,FLAT,-0.1282051282051348
RTY,2023-07-26,-1,5.599999999999909,FLAT,-0.714285714285734
RTY,2023-07-27,-1,3.599999999999909,TARGET,1.9166666666666645
RTY,2023-07-28,-1,2.400000000000091,TARGET,1.8750000000000049
RTY,2023-08-03,1,4.899999999999864,TARGET,1.9387755102040798
RTY,2023-08-07,1,7.7999999999999545,FLAT,0.6153846153846365
