sym,day,dir,risk,res,r
RTY,2023-08-08,1,5.899999999999864,FLAT,0.8644067796610524
RTY,2023-08-16,-1,4.299999999999727,TARGET,1.9302325581395303
RTY,2023-08-17,-1,3.799999999999727,TARGET,1.9210526315789418
RTY,2023-08-17,1,3.2999999999999545,STOP,-1.0909090909090922
RTY,2023-08-18,1,8.5,TARGET,1.964705882352941
RTY,2023-08-18,-1,5.900000000000091,STOP,-1.0508474576271178
RTY,2023-08-21,1,5.7999999999999545,STOP,-1.051724137931035
RTY,2023-08-28,-1,4.5,FLAT,1.2888888888888688
RTY,2023-08-29,1,12.200000000000045,FLAT,1.6557377049180266
RTY,2023-08-30,-1,2.599999999999909,TARGET,1.8846153846153806
RTY,2023-09-01,-1,3.8999999999998636,TARGET,1.9230769230769205
RTY,2023-09-06,-1,7.2000000000000455,TARGET,1.9583333333333335
RTY,2023-09-11,-1,5.0,FLAT,1.64
RTY,2023-09-21,1,3.799999999999727,TARGET,1.9210526315789418
RTY,2023-09-22,1,7.2999999999999545,STOP,-1.041095890410959
RTY,2023-09-22,1,4.7999999999999545,STOP,-1.0625000000000007
RTY,2023-09-25,-1,4.5,STOP,-1.0666666666666667
RTY,2023-09-26,-1,8.099999999999909,FLAT,0.7654320987654407
RTY,2023-10-09,-1,8.699999999999818,STOP,-1.0344827586206904
RTY,2023-10-16,-1,3.5,STOP,-1.0857142857142856
RTY,2023-10-17,-1,4.5,STOP,-1.0666666666666667
RTY,2023-10-19,1,3.8999999999998636,STOP,-1.0769230769230795
RTY,2023-10-20,1,5.2999999999999545,STOP,-1.056603773584906
RTY,2023-10-30,-1,7.999999999999773,TARGET,1.9624999999999988
RTY,2023-11-03,-1,7.399999999999864,FLAT,0.040540540540559715
RTY,2023-11-06,1,2.3999999999998636,STOP,-1.125000000000007
RTY,2023-11-07,1,4.2999999999999545,TARGET,1.9302325581395339
RTY,2023-11-07,1,4.199999999999818,FLAT,-0.8333333333333802
RTY,2023-11-08,1,9.799999999999955,STOP,-1.0306122448979593
RTY,2023-11-15,-1,3.7000000000000455,STOP,-1.08108108108108
RTY,2023-11-16,1,6.599999999999909,STOP,-1.045454545454546
RTY,2023-11-17,1,8.200000000000045,FLAT,-0.18292682926829723
RTY,2023-11-17,1,6.099999999999909,FLAT,0.8688524590163915
RTY,2023-12-04,-1,11.099999999999909,FLAT,-0.6126126126126176
RTY,2023-12-04,-1,5.2999999999999545,STOP,-1.056603773584906
RTY,2023-12-06,-1,5.0,TARGET,1.94
RTY,2023-12-13,1,3.8999999999998636,FLAT,-0.5641025641025488
RTY,2023-12-19,-1,7.699999999999818,FLAT,0.3896103896103929
RTY,2023-12-20,-1,5.699999999999818,STOP,-1.0526315789473701
RTY,2023-12-21,-1,12.099999999999909,FLAT,-0.14049586776858483
RTY,2023-12-21,-1,7.399999999999864,FLAT,-0.04054054054054129
RTY,2023-12-22,-1,6.299999999999727,FLAT,-0.42857142857138936
RTY,2024-01-10,1,9.899999999999864,FLAT,0.6060606060606099
RTY,2024-01-12,-1,10.699999999999818,STOP,-1.0280373831775707
RTY,2024-01-18,1,7.199999999999818,STOP,-1.0416666666666676
RTY,2024-01-22,-1,7.5,FLAT,0.7200000000000061
RTY,2024-01-24,1,4.099999999999909,TARGET,1.9268292682926813
RTY,2024-01-26,-1,10.599999999999909,FLAT,0.6509433962264249
RTY,2024-01-26,1,5.899999999999864,STOP,-1.0508474576271198
RTY,2024-01-26,1,5.7000000000000455,FLAT,-0.24561403508774127
RTY,2024-02-02,1,11.299999999999727,FLAT,0.23008849557523486
RTY,2024-02-06,-1,4.2000000000000455,FLAT,0.9999999999999892
RTY,2024-02-08,-1,6.399999999999864,STOP,-1.0468750000000009
RTY,2024-02-08,-1,7.099999999999909,FLAT,-0.40845070422537655
RTY,2024-02-13,1,10.899999999999864,FLAT,0.6146788990825766
RTY,2024-02-14,-1,8.499999999999773,FLAT,-0.6470588235294344
RTY,2024-02-14,-1,6.2999999999999545,STOP,-1.047619047619048
RTY,2024-02-14,-1,5.900000000000091,FLAT,-0.4237288135593232
RTY,2024-02-27,-1,5.300000000000182,STOP,-1.0566037735849036
RTY,2024-02-28,-1,4.599999999999909,FLAT,1.043478260869566
RTY,2024-03-08,-1,7.5,TARGET,1.96
RTY,2024-03-11,-1,10.099999999999909,TARGET,1.97029702970297
RTY,2024-03-13,-1,4.800000000000182,FLAT,-0.541666666666684
RTY,2024-03-14,1,9.400000000000091,STOP,-1.031914893617021
RTY,2024-03-14,1,7.400000000000091,STOP,-1.0405405405405401
RTY,2024-03-26,-1,9.599999999999909,FLAT,1.3124999999999745
RTY,2024-04-01,1,5.5,STOP,-1.0545454545454545
RTY,2024-04-03,1,10.199999999999818,TARGET,1.970588235294117
RTY,2024-04-10,-1,7.499999999999545,TARGET,1.9599999999999975
RTY,2024-04-12,1,5.2999999999999545,STOP,-1.056603773584906
RTY,2024-04-12,1,4.599999999999909,STOP,-1.065217391304349
RTY,2024-04-18,1,5.199999999999818,TARGET,1.94230769230769
RTY,2024-04-25,1,5.399999999999864,STOP,-1.055555555555557
RTY,2024-04-25,1,11.499999999999773,FLAT,0.38260869565218547
RTY,2024-05-01,-1,9.0,FLAT,0.4333333333333384
RTY,2024-05-02,-1,9.699999999999818,FLAT,-0.05154639175255954
RTY,2024-05-06,-1,2.199999999999818,TARGET,1.8636363636363524
RTY,2024-05-08,-1,2.700000000000273,TARGET,1.8888888888889002
RTY,2024-05-09,-1,3.299999999999727,STOP,-1.0909090909090984
RTY,2024-05-14,-1,10.900000000000091,FLAT,-0.04587155963305218
RTY,2024-05-14,-1,5.5,FLAT,0.3090909090909091
RTY,2024-05-16,1,3.099999999999909,STOP,-1.09677419354839
RTY,2024-05-23,1,3.899999999999636,STOP,-1.076923076923084
RTY,2024-05-24,-1,3.899999999999636,STOP,-1.076923076923084
RTY,2024-05-28,-1,2.199999999999818,TARGET,1.8636363636363524
RTY,2024-05-31,1,5.5,STOP,-1.0545454545454545
RTY,2024-06-03,1,5.5,STOP,-1.0545454545454545
RTY,2024-06-04,1,4.699999999999818,STOP,-1.063829787234045
RTY,2024-06-05,1,4.0,TARGET,1.925
RTY,2024-06-12,-1,5.599999999999909,FLAT,1.6607142857142962
RTY,2024-06-27,-1,6.299999999999727,FLAT,-0.3650793650793809
RTY,2024-06-28,-1,7.800000000000182,FLAT,1.141025641025591
RTY,2024-07-04,-1,2.400000000000091,FLAT,-0.29166666666669355
RTY,2024-07-08,-1,9.099999999999909,FLAT,0.8241758241758524
RTY,2024-07-08,-1,4.0,TARGET,1.925
RTY,2024-07-15,-1,4.900000000000091,STOP,-1.061224489795917
RTY,2024-07-17,-1,19.90000000000009,FLAT,0.8793969849246054
RTY,2024-07-17,1,7.199999999999818,STOP,-1.0416666666666676
RTY,2024-07-24,1,13.599999999999909,FLAT,0.4926470588235327
RTY,2024-07-24,1,10.900000000000091,FLAT,0.5321100917431065
RTY,2024-07-29,-1,7.099999999999909,TARGET,1.9577464788732388
RTY,2024-08-02,1,10.699999999999818,STOP,-1.0280373831775707
RTY,2024-08-07,-1,12.999999999999545,FLAT,0.3000000000000315
RTY,2024-08-09,1,7.0,STOP,-1.042857142857143
RTY,2024-08-21,-1,12.5,FLAT,-0.4560000000000073
RTY,2024-08-23,-1,14.899999999999636,STOP,-1.02013422818792
RTY,2024-08-26,-1,6.099999999999909,TARGET,1.9508196721311466
RTY,2024-08-27,1,6.200000000000273,FLAT,-0.6612903225806454
RTY,2024-08-28,1,6.199999999999818,STOP,-1.0483870967741948
RTY,2024-08-29,1,10.400000000000091,FLAT,1.740384615384565
RTY,2024-08-29,-1,5.800000000000182,STOP,-1.051724137931033
RTY,2024-08-30,-1,4.900000000000091,TARGET,1.9387755102040827
RTY,2024-08-30,-1,6.900000000000091,TARGET,1.9565217391304353
RTY,2024-09-17,-1,6.099999999999909,STOP,-1.0491803278688532
RTY,2024-10-11,-1,5.599999999999909,STOP,-1.0535714285714295
RTY,2024-10-14,1,7.399999999999636,FLAT,1.2027027027027986
RTY,2024-10-21,-1,5.799999999999727,TARGET,1.9482758620689629
RTY,2024-10-23,1,6.499999999999545,STOP,-1.0461538461538493
RTY,2024-10-24,1,8.199999999999818,STOP,-1.0365853658536595
RTY,2024-10-24,1,3.399999999999636,STOP,-1.0882352941176565
RTY,2024-10-29,1,10.399999999999636,FLAT,0.5576923076923185
RTY,2024-10-29,1,7.5,FLAT,-0.7866666666666545
RTY,2024-10-30,-1,4.900000000000091,TARGET,1.9387755102040827
RTY,2024-10-31,1,9.099999999999909,STOP,-1.0329670329670333
RTY,2024-11-04,-1,4.499999999999545,STOP,-1.0666666666666733
RTY,2024-11-14,1,4.800000000000182,STOP,-1.0624999999999976
RTY,2024-11-20,1,9.899999999999636,FLAT,0.393939393939436
RTY,2024-11-21,1,7.0,TARGET,1.957142857142857
RTY,2024-11-26,1,8.799999999999727,FLAT,1.3181818181818694
RTY,2024-11-27,-1,8.400000000000091,TARGET,1.9642857142857146
RTY,2024-12-02,1,8.599999999999909,FLAT,0.8372093023255903
RTY,2024-12-09,-1,4.099999999999909,TARGET,1.9268292682926813
RTY,2024-12-10,1,10.799999999999727,FLAT,0.6944444444444788
RTY,2024-12-10,1,5.199999999999818,STOP,-1.0576923076923097
RTY,2024-12-19,-1,13.399999999999636,TARGET,1.9776119402985068
RTY,2024-12-20,-1,5.499999999999545,STOP,-1.0545454545454591
RTY,2024-12-23,1,4.900000000000091,STOP,-1.061224489795917
RTY,2024-12-23,1,5.899999999999636,TARGET,1.9491525423728782
RTY,2024-12-27,1,8.5,STOP,-1.035294117647059
RTY,2024-12-31,-1,6.199999999999818,TARGET,1.951612903225805
RTY,2025-01-02,-1,7.599999999999909,TARGET,1.9605263157894732
RTY,2025-01-03,-1,4.199999999999818,STOP,-1.0714285714285745
RTY,2025-01-08,1,9.299999999999727,STOP,-1.0322580645161301
RTY,2025-01-08,1,8.199999999999818,TARGET,1.9634146341463405
RTY,2025-01-15,-1,6.499999999999545,TARGET,1.9538461538461505
RTY,2025-01-20,-1,7.499999999999545,TARGET,1.9599999999999975
RTY,2025-01-22,-1,7.900000000000091,FLAT,0.8101265822784487
RTY,2025-01-24,-1,8.300000000000182,STOP,-1.0361445783132524
RTY,2025-01-24,-1,4.099999999999909,STOP,-1.0731707317073187
RTY,2025-01-28,-1,5.299999999999727,TARGET,1.9433962264150912
RTY,2025-01-29,-1,5.799999999999727,TARGET,1.9482758620689629
RTY,2025-01-30,-1,5.399999999999636,TARGET,1.9444444444444406
RTY,2025-01-30,-1,8.899999999999636,FLAT,-0.4606741573033589
RTY,2025-01-31,-1,7.199999999999818,STOP,-1.0416666666666676
RTY,2025-02-04,-1,7.399999999999636,STOP,-1.0405405405405426
RTY,2025-02-06,-1,6.799999999999727,FLAT,0.39705882352942773
RTY,2025-02-06,-1,6.800000000000182,FLAT,0.2352941176470659
RTY,2025-02-07,-1,6.599999999999909,STOP,-1.045454545454546
RTY,2025-02-07,-1,17.199999999999818,FLAT,0.9302325581395553
RTY,2025-02-07,-1,6.099999999999909,TARGET,1.9508196721311466
RTY,2025-02-10,-1,9.799999999999727,FLAT,0.24489795918370816
RTY,2025-02-10,-1,4.800000000000182,STOP,-1.0624999999999976
RTY,2025-02-12,1,6.099999999999909,STOP,-1.0491803278688532
RTY,2025-02-17,-1,1.3999999999996362,STOP,-1.21428571428577
RTY,2025-02-21,-1,10.299999999999727,TARGET,1.9708737864077661
RTY,2025-02-26,-1,5.399999999999636,FLAT,0.037037037037039526
RTY,2025-03-03,1,14.0,FLAT,0.21428571428569482
RTY,2025-03-04,1,9.5,STOP,-1.0315789473684212
RTY,2025-03-20,-1,6.699999999999818,STOP,-1.0447761194029863
RTY,2025-03-20,-1,4.799999999999727,STOP,-1.0625000000000036
RTY,2025-03-27,1,14.400000000000091,FLAT,-0.39583333333333715
RTY,2025-03-31,1,16.699999999999818,FLAT,0.8443113772455236
RTY,2025-04-02,1,11.599999999999909,TARGET,1.9741379310344824
RTY,2025-04-04,1,22.499999999999773,TARGET,1.9866666666666666
RTY,2025-04-10,1,10.700000000000045,STOP,-1.02803738317757
RTY,2025-04-17,1,10.199999999999818,STOP,-1.029411764705883
RTY,2025-04-22,1,4.5,STOP,-1.0666666666666667
RTY,2025-04-29,1,10.700000000000045,FLAT,1.448598130841111
RTY,2025-04-30,1,7.7000000000000455,STOP,-1.0389610389610389
RTY,2025-05-01,-1,18.5,STOP,-1.0162162162162163
RTY,2025-05-01,-1,8.099999999999909,STOP,-1.0370370370370376
RTY,2025-05-05,-1,5.599999999999909,STOP,-1.0535714285714295
RTY,2025-05-06,-1,12.099999999999909,STOP,-1.0247933884297522
RTY,2025-05-08,-1,8.299999999999955,STOP,-1.0361445783132532
RTY,2025-05-15,1,6.800000000000182,STOP,-1.0441176470588223
RTY,2025-05-15,1,5.199999999999818,TARGET,1.94230769230769
RTY,2025-05-21,1,5.5,FLAT,0.3454545454545124
RTY,2025-05-26,-1,3.599999999999909,TARGET,1.9166666666666645
RTY,2025-06-02,1,12.200000000000045,FLAT,0.9508196721311141
RTY,2025-06-05,1,10.700000000000273,FLAT,1.560747663551362
RTY,2025-06-05,1,6.999999999999545,TARGET,1.9571428571428542
RTY,2025-06-06,-1,10.799999999999727,FLAT,-0.36111111111111177
RTY,2025-06-09,-1,2.0,STOP,-1.15
RTY,2025-06-13,-1,6.199999999999818,STOP,-1.0483870967741948
RTY,2025-06-19,1,3.199999999999818,STOP,-1.0937500000000053
RTY,2025-06-25,1,2.699999999999818,STOP,-1.1111111111111185
RTY,2025-06-26,-1,5.0,STOP,-1.06
RTY,2025-06-26,-1,2.399999999999636,STOP,-1.1250000000000189
RTY,2025-06-27,-1,7.199999999999818,STOP,-1.0416666666666676
RTY,2025-06-27,-1,5.200000000000273,STOP,-1.0576923076923046
RTY,2025-07-02,-1,5.599999999999909,STOP,-1.0535714285714295
RTY,2025-07-03,-1,6.900000000000091,STOP,-1.0434782608695645
RTY,2025-07-03,-1,4.099999999999909,STOP,-1.0731707317073187
RTY,2025-07-10,-1,6.699999999999818,STOP,-1.0447761194029863
RTY,2025-07-14,-1,8.199999999999818,STOP,-1.0365853658536595
RTY,2025-07-14,-1,7.0,FLAT,-0.5285714285714416
RTY,2025-07-14,-1,7.699999999999818,STOP,-1.0389610389610398
RTY,2025-07-15,-1,6.300000000000182,TARGET,1.9523809523809537
RTY,2025-07-16,-1,7.599999999999909,TARGET,1.9605263157894732
RTY,2025-07-17,-1,3.9999999999995453,STOP,-1.0750000000000084
RTY,2025-07-21,-1,4.599999999999909,STOP,-1.065217391304349
RTY,2025-07-22,1,13.099999999999909,FLAT,0.6106870229007815
RTY,2025-07-25,1,5.299999999999727,STOP,-1.0566037735849085
RTY,2025-07-25,1,5.300000000000182,FLAT,0.735849056603714
RTY,2025-07-28,-1,2.599999999999909,TARGET,1.8846153846153806
RTY,2025-07-29,-1,3.099999999999909,TARGET,1.90322580645161
RTY,2025-08-05,1,7.799999999999727,TARGET,1.9615384615384601
RTY,2025-08-08,1,4.099999999999909,TARGET,1.9268292682926813
RTY,2025-08-12,-1,7.199999999999818,STOP,-1.0416666666666676
RTY,2025-08-13,-1,6.900000000000091,STOP,-1.0434782608695645
RTY,2025-08-13,-1,5.799999999999727,STOP,-1.051724137931037
RTY,2025-08-14,-1,5.0,TARGET,1.94
RTY,2025-08-18,-1,5.099999999999909,STOP,-1.0588235294117658
RTY,2025-08-18,-1,7.399999999999636,FLAT,-0.4054054054054007
RTY,2025-08-19,-1,2.799999999999727,STOP,-1.1071428571428674
RTY,2025-08-19,-1,6.0,TARGET,1.95
RTY,2025-08-21,-1,4.800000000000182,STOP,-1.0624999999999976
RTY,2025-08-22,-1,20.199999999999818,STOP,-1.014851485148515
RTY,2025-08-28,1,7.0,STOP,-1.042857142857143
RTY,2025-09-12,1,3.099999999999909,STOP,-1.09677419354839
RTY,2025-09-19,1,4.899999999999636,STOP,-1.0612244897959229
RTY,2025-10-06,-1,6.699999999999818,TARGET,1.9552238805970137
RTY,2025-10-10,-1,6.900000000000091,TARGET,1.9565217391304353
RTY,2025-10-20,-1,9.5,STOP,-1.0315789473684212
RTY,2025-10-20,-1,4.300000000000182,STOP,-1.0697674418604621
RTY,2025-10-24,-1,6.699999999999818,FLAT,0.05970149253735577
RTY,2025-10-24,-1,5.0,STOP,-1.06
RTY,2025-10-28,-1,3.5,TARGET,1.9142857142857144
RTY,2025-10-29,1,12.399999999999636,FLAT,1.3709677419355386
RTY,2025-10-29,1,4.499999999999545,TARGET,1.9333333333333265
RTY,2025-11-03,1,13.099999999999909,STOP,-1.0229007633587788
RTY,2025-11-03,1,10.5,FLAT,1.3809523809523983
RTY,2025-11-04,-1,5.899999999999636,STOP,-1.0508474576271218
RTY,2025-11-10,-1,6.599999999999909,STOP,-1.045454545454546
RTY,2025-11-13,1,7.999999999999545,STOP,-1.0375000000000023
RTY,2025-11-13,1,5.5,STOP,-1.0545454545454545
RTY,2025-11-17,1,9.5,STOP,-1.0315789473684212
RTY,2025-11-17,1,5.099999999999909,STOP,-1.0588235294117658
RTY,2025-11-18,1,14.5,STOP,-1.0206896551724138
RTY,2025-11-19,-1,10.300000000000182,TARGET,1.9708737864077674
RTY,2025-11-20,-1,9.899999999999636,STOP,-1.0303030303030314
RTY,2025-11-25,-1,7.599999999999909,STOP,-1.0394736842105268
RTY,2025-12-03,-1,4.300000000000182,STOP,-1.0697674418604621
RTY,2025-12-23,1,7.099999999999909,FLAT,-0.04225352112676111
RTY,2025-12-31,1,4.599999999999909,FLAT,0.021739130434703942
RTY,2026-01-02,1,13.199999999999818,STOP,-1.0227272727272732
RTY,2026-01-02,1,8.900000000000091,FLAT,1.4269662921348167
RTY,2026-01-05,-1,4.999999999999545,STOP,-1.0600000000000054
RTY,2026-01-06,-1,4.699999999999818,STOP,-1.063829787234045
RTY,2026-01-16,1,11.199999999999818,STOP,-1.0267857142857149
RTY,2026-01-16,1,9.599999999999909,STOP,-1.0312500000000004
RTY,2026-01-16,1,10.5,FLAT,0.7619047619047359
RTY,2026-01-20,-1,5.400000000000091,STOP,-1.0555555555555547
RTY,2026-01-28,-1,14.400000000000091,FLAT,1.3541666666666392
RTY,2026-02-03,-1,17.699999999999818,FLAT,0.6101694915254505
RTY,2026-02-05,1,12.199999999999818,STOP,-1.0245901639344266
RTY,2026-02-13,-1,10.599999999999909,STOP,-1.0283018867924532
RTY,2026-02-17,1,13.200000000000273,TARGET,1.9772727272727277
RTY,2026-02-19,-1,8.599999999999909,STOP,-1.034883720930233
RTY,2026-02-24,-1,10.799999999999727,FLAT,-0.08333333333332703
RTY,2026-02-25,-1,11.599999999999909,STOP,-1.0258620689655176
RTY,2026-02-26,-1,14.399999999999636,FLAT,1.0138888888889208
RTY,2026-03-04,-1,10.5,STOP,-1.0285714285714287
RTY,2026-03-11,1,10.800000000000182,TARGET,1.9722222222222225
RTY,2026-03-27,1,14.399999999999636,STOP,-1.020833333333334
RTY,2026-03-27,1,13.5,FLAT,-0.4074074074074276
RTY,2026-03-30,1,8.799999999999727,STOP,-1.0340909090909103
RTY,2026-04-14,-1,3.699999999999818,STOP,-1.081081081081085
RTY,2026-04-15,-1,13.099999999999909,FLAT,-0.36641221374046057
RTY,2026-04-15,-1,5.799999999999727,FLAT,0.25862068965521595
RTY,2026-04-15,-1,4.5,TARGET,1.9333333333333331
RTY,2026-04-22,-1,5.099999999999909,TARGET,1.9411764705882342
RTY,2026-04-28,-1,8.900000000000091,TARGET,1.966292134831461
RTY,2026-05-06,1,7.900000000000091,TARGET,1.9620253164556964
RTY,2026-05-08,-1,3.699999999999818,STOP,-1.081081081081085
RTY,2026-05-11,-1,5.799999999999727,FLAT,0.48275862068966224
RTY,2026-05-21,-1,7.300000000000182,FLAT,0.04109589041094541
YM,2021-05-17,1,106.0,FLAT,0.16037735849056603
YM,2021-05-19,1,106.0,TARGET,1.971698113207547
YM,2021-05-21,-1,48.0,FLAT,1.1666666666666667
YM,2021-05-26,-1,61.0,FLAT,0.03278688524590164
YM,2021-05-28,1,50.0,STOP,-1.06
YM,2021-06-01,-1,83.0,TARGET,1.963855421686747
YM,2021-06-01,1,54.0,STOP,-1.0555555555555556
YM,2021-06-02,1,84.0,FLAT,0.4166666666666667
YM,2021-06-08,1,40.0,STOP,-1.075
YM,2021-06-08,1,35.0,STOP,-1.0857142857142856
YM,2021-06-10,-1,65.0,TARGET,1.9538461538461538
YM,2021-06-10,-1,47.0,TARGET,1.9361702127659575
YM,2021-06-11,1,111.0,STOP,-1.027027027027027
YM,2021-06-17,-1,81.0,TARGET,1.962962962962963
YM,2021-07-12,-1,45.0,STOP,-1.0666666666666667
YM,2021-08-16,1,66.0,FLAT,1.106060606060606
YM,2021-08-17,1,97.0,FLAT,-0.5670103092783505
YM,2021-08-17,1,73.0,STOP,-1.0410958904109588
YM,2021-08-20,-1,59.0,STOP,-1.0508474576271187
YM,2021-08-30,1,40.0,TARGET,1.925
YM,2021-08-31,1,68.0,FLAT,1.3823529411764706
YM,2021-09-01,1,69.0,STOP,-1.0434782608695652
YM,2021-09-06,-1,12.0,TARGET,1.75
YM,2021-09-08,1,77.0,STOP,-1.0389610389610389
YM,2021-09-08,1,69.0,FLAT,0.11594202898550725
YM,2021-09-15,1,84.0,FLAT,0.9761904761904762
YM,2021-09-15,1,62.0,STOP,-1.0483870967741935
YM,2021-09-15,1,78.0,FLAT,1.5256410256410255
YM,2021-10-01,1,99.0,TARGET,1.9696969696969697
YM,2021-10-14,-1,107.0,STOP,-1.02803738317757
YM,2021-10-18,1,108.0,FLAT,0.9351851851851852
YM,2021-11-04,1,37.0,STOP,-1.0810810810810811
YM,2021-11-11,1,54.0,STOP,-1.0555555555555556
YM,2021-11-11,1,44.0,STOP,-1.0681818181818181
YM,2021-11-11,1,43.0,STOP,-1.069767441860465
YM,2021-11-12,1,46.0,TARGET,1.934782608695652
YM,2021-11-15,1,49.0,STOP,-1.0612244897959184
YM,2021-11-25,-1,21.0,STOP,-1.1428571428571428
YM,2021-11-30,-1,98.0,STOP,-1.030612244897959
YM,2021-11-30,-1,201.0,FLAT,1.318407960199005
YM,2021-12-14,1,75.0,TARGET,1.96
YM,2021-12-20,1,82.0,STOP,-1.0365853658536586
YM,2021-12-21,-1,50.0,TARGET,1.94
YM,2021-12-31,-1,89.0,FLAT,0.02247191011235955
YM,2021-12-31,-1,51.0,FLAT,0.5686274509803921
YM,2022-01-07,1,45.0,STOP,-1.0666666666666667
YM,2022-01-10,1,79.0,FLAT,0.8481012658227848
YM,2022-01-17,-1,27.0,STOP,-1.1111111111111112
YM,2022-01-17,-1,20.0,STOP,-1.15
YM,2022-01-17,-1,19.0,FLAT,0.7368421052631579
YM,2022-01-21,1,166.0,FLAT,0.07228915662650602
YM,2022-02-04,-1,108.0,TARGET,1.9722222222222223
YM,2022-02-04,1,69.0,STOP,-1.0434782608695652
YM,2022-02-15,-1,126.0,FLAT,-0.3253968253968254
YM,2022-02-16,-1,141.0,FLAT,0.3049645390070922
YM,2022-02-17,1,87.0,STOP,-1.0344827586206897
YM,2022-02-22,1,183.0,FLAT,-0.5792349726775956
YM,2022-03-03,-1,95.0,TARGET,1.9684210526315788
YM,2022-03-08,1,193.0,TARGET,1.9844559585492227
YM,2022-03-11,-1,126.0,STOP,-1.0238095238095237
YM,2022-03-16,-1,73.0,STOP,-1.0410958904109588
YM,2022-03-24,1,72.0,TARGET,1.9583333333333333
YM,2022-03-29,-1,125.0,FLAT,0.256
YM,2022-03-29,1,85.0,STOP,-1.035294117647059
YM,2022-04-05,-1,200.0,FLAT,0.285
YM,2022-04-08,1,86.0,TARGET,1.9651162790697674
YM,2022-04-13,1,103.0,FLAT,1.6504854368932038
YM,2022-04-18,-1,69.0,TARGET,1.9565217391304348
YM,2022-05-04,-1,136.0,FLAT,0.2647058823529412
YM,2022-05-04,-1,76.0,STOP,-1.0394736842105263
YM,2022-05-11,-1,173.0,FLAT,1.5953757225433527
YM,2022-05-13,-1,89.0,STOP,-1.0337078651685394
YM,2022-05-25,-1,58.0,TARGET,1.9482758620689655
YM,2022-05-30,-1,34.0,STOP,-1.088235294117647
YM,2022-05-30,-1,22.0,STOP,-1.1363636363636365
YM,2022-06-08,1,105.0,FLAT,0.7238095238095238
YM,2022-06-08,1,83.0,FLAT,0.9759036144578314
YM,2022-06-09,1,141.0,STOP,-1.0212765957446808
YM,2022-06-22,-1,83.0,FLAT,0.3614457831325301
YM,2022-07-06,-1,168.0,FLAT,0.3273809523809524
YM,2022-07-14,1,76.0,STOP,-1.0394736842105263
YM,2022-07-15,-1,133.0,STOP,-1.0225563909774436
YM,2022-07-15,-1,69.0,STOP,-1.0434782608695652
YM,2022-07-20,-1,68.0,STOP,-1.0441176470588236
YM,2022-07-22,-1,104.0,FLAT,1.3653846153846154
YM,2022-07-29,-1,80.0,STOP,-1.0375
YM,2022-07-29,-1,42.0,TARGET,1.9285714285714286
YM,2022-08-04,1,66.0,STOP,-1.0454545454545454
YM,2022-08-10,-1,57.0,STOP,-1.0526315789473684
YM,2022-08-10,-1,99.0,STOP,-1.0303030303030303
YM,2022-08-11,-1,49.0,TARGET,1.9387755102040816
YM,2022-08-15,-1,48.0,STOP,-1.0625
YM,2022-08-16,-1,41.0,STOP,-1.0731707317073171
YM,2022-08-23,1,101.0,STOP,-1.0297029702970297
YM,2022-08-25,1,103.0,FLAT,0.06796116504854369
YM,2022-09-08,1,124.0,TARGET,1.9758064516129032
YM,2022-09-08,1,93.0,TARGET,1.967741935483871
YM,2022-09-09,-1,159.0,STOP,-1.0188679245283019
YM,2022-09-12,-1,74.0,TARGET,1.9594594594594594
YM,2022-09-12,-1,49.0,TARGET,1.9387755102040816
YM,2022-09-16,1,60.0,STOP,-1.05
YM,2022-09-20,1,43.0,STOP,-1.069767441860465
YM,2022-09-23,-1,59.0,TARGET,1.9491525423728813
YM,2022-10-05,1,115.0,STOP,-1.0260869565217392
YM,2022-10-07,1,60.0,TARGET,1.95
YM,2022-10-11,1,82.0,TARGET,1.9634146341463414
YM,2022-10-12,-1,87.0,STOP,-1.0344827586206897
YM,2022-10-12,-1,106.0,STOP,-1.028301886792453
YM,2022-10-18,-1,95.0,TARGET,1.9684210526315788
YM,2022-10-18,-1,111.0,TARGET,1.972972972972973
YM,2022-10-19,-1,83.0,TARGET,1.963855421686747
YM,2022-10-20,-1,80.0,TARGET,1.9625
YM,2022-10-24,-1,211.0,FLAT,-0.6350710900473934
YM,2022-10-25,-1,68.0,STOP,-1.0441176470588236
YM,2022-10-25,-1,44.0,STOP,-1.0681818181818181
YM,2022-10-26,-1,63.0,STOP,-1.0476190476190477
YM,2022-10-27,-1,158.0,STOP,-1.018987341772152
YM,2022-11-08,-1,46.0,STOP,-1.065217391304348
YM,2022-12-02,1,72.0,TARGET,1.9583333333333333
YM,2022-12-05,1,87.0,STOP,-1.0344827586206897
YM,2022-12-19,1,57.0,TARGET,1.9473684210526316
YM,2022-12-21,-1,45.0,STOP,-1.0666666666666667
YM,2022-12-23,-1,41.0,TARGET,1.9268292682926829
YM,2022-12-29,-1,53.0,STOP,-1.0566037735849056
YM,2022-12-29,-1,35.0,STOP,-1.0857142857142856
YM,2022-12-30,1,65.0,STOP,-1.0461538461538462
YM,2023-01-03,1,85.0,STOP,-1.035294117647059
YM,2023-01-03,1,65.0,STOP,-1.0461538461538462
YM,2023-01-05,1,75.0,STOP,-1.04
YM,2023-01-09,-1,39.0,STOP,-1.0769230769230769
YM,2023-01-10,-1,92.0,FLAT,0.7717391304347826
YM,2023-01-12,1,125.0,TARGET,1.976
YM,2023-01-16,-1,25.0,STOP,-1.12
YM,2023-01-20,1,101.0,FLAT,0.7821782178217822
