tape,tf,sess,trend,W,U,buf,tgt,dolk,minrisk,n,R,netR,win,be,excess,medRR,medRisk,t,H1,H2,drop3,flat
2017-19,1,NY,SLOPE,2.0,0.5,2,R2,10,8.0,57,0.2474669635058941,14.105616919835963,0.43859649122807015,0.3333333333333333,0.10526315789473684,2.0,10.5,1.2465488153618554,0.0057307865099688006,0.48086741026058066,0.1524098656998076,0.0
2017-19,1,NY,SLOPE,2.0,0.5,2,R3,10,8.0,57,0.3102555138290704,17.684564288257015,0.3333333333333333,0.25,0.08333333333333331,3.0,10.5,1.2352395743800373,0.16926462109643495,0.446384651639891,0.16347718192318256,0.017543859649122806
2017-19,1,NY,SLOPE,2.0,0.5,2,DOL,10,8.0,57,0.14545256195039824,8.2907960311727,0.543859649122807,0.5,0.04385964912280704,1.0,10.5,0.9396133279675009,-0.05729466575985403,0.341208505946504,0.022830092901480494,0.0
2017-19,3,NY,SIDE,1.0,0.5,2,R2,10,8.0,94,0.10840104579998613,10.189698305198696,0.3617021276595745,0.3333333333333333,0.028368794326241176,2.0,11.0,0.7285024398651525,0.5018247570018127,-0.2850226654018404,0.04720934507385736,0.05319148936170213
2017-19,3,NY,SIDE,1.0,0.5,2,R3,10,8.0,94,0.10120808374107253,9.513559871660817,0.22340425531914893,0.25,-0.026595744680851074,3.0,11.0,0.5709582355253827,0.5068652898682592,-0.30444912238611427,0.00681221943058396,0.1276595744680851
2017-19,3,NY,SIDE,1.0,0.5,2,DOL,10,8.0,94,-0.08737173835090925,-8.21294340498547,0.4574468085106383,0.5,-0.04255319148936171,1.0,11.0,-0.7734580374310699,0.18965163277745656,-0.364395109479275,-0.16143788401526932,0.0
2017-19,3,NY,SIDE,2.0,0.5,2,R2,10,8.0,45,0.03647511768980595,1.6413802960412678,0.3333333333333333,0.3333333333333333,0.0,2.0,10.0,0.17149366049207135,0.532191180351625,-0.4376880726823689,-0.09994278676607811,0.06666666666666667
2017-19,3,NY,SIDE,2.0,0.5,2,R3,10,8.0,45,0.04310390556859382,1.939675750586722,0.2,0.25,-0.04999999999999999,3.0,10.0,0.17004298547301963,0.5912046101036913,-0.4811663335519341,-0.1642690854673768,0.13333333333333333
2017-19,3,NY,SIDE,2.0,0.5,2,DOL,10,8.0,45,-0.15051127130430994,-6.773007208693947,0.4222222222222222,0.5,-0.07777777777777778,1.0,10.0,-0.9114162799807163,0.24974021197576085,-0.5333605161808994,-0.28614934190974045,0.0
2017-19,3,NY,HHHL,1.0,0.5,2,R2,10,8.0,87,-0.15277538637416646,-13.291458614552482,0.27586206896551724,0.3333333333333333,-0.05747126436781608,2.0,11.5,-1.0568969670822688,0.09776807590459705,-0.38661595116767905,-0.22838254971957955,0.05747126436781609
2017-19,3,NY,HHHL,1.0,0.5,2,R3,10,8.0,87,-0.2990218654073771,-26.014902290441803,0.13793103448275862,0.25,-0.11206896551724138,3.0,11.5,-1.8908833558755147,-0.10993296399752986,-0.47550484005656796,-0.4153636295869173,0.10344827586206896
2017-19,3,NY,HHHL,1.0,0.5,2,DOL,10,8.0,87,-0.23316365208434398,-20.285237731337926,0.3448275862068966,0.5,-0.15517241379310343,1.0,11.5,-1.774108363669755,-0.014988510193277814,-0.43679378451600587,-0.3615037953859406,0.011494252873563218
2017-19,3,NY,HHHL,2.0,0.5,2,R2,10,8.0,39,0.14230702998565997,5.5499741694407385,0.38461538461538464,0.3333333333333333,0.05128205128205132,2.0,9.0,0.6084079153668072,0.5023026438732834,-0.1996888032075821,-0.009030984709837462,0.05128205128205128
2017-19,3,NY,HHHL,2.0,0.5,2,R3,10,8.0,39,-0.15773667630804625,-6.151730376013804,0.15384615384615385,0.25,-0.09615384615384615,3.0,9.0,-0.6196598223668186,0.09694977305988617,-0.3996888032075821,-0.4156443906589082,0.1282051282051282
2017-19,3,NY,HHHL,2.0,0.5,2,DOL,10,8.0,39,-0.01520801625774551,-0.5931126340520749,0.4358974358974359,0.5,-0.0641025641025641,1.0,9.0,-0.0683904398919453,0.34490084473386795,-0.3573114341997783,-0.26425580185134184,0.0
