tape,tf,sess,trend,W,U,buf,tgt,dolk,n,R,netR,win,be,excess,medRR,medRisk,t,H1,H2,drop3,flat
2023-26,3,NY,SIDE,1.0,0.5,2,R2,10,330,0.11007168375492996,36.32365563912688,0.3696969696969697,0.3333333333333333,0.036363636363636376,2.0,24.375,1.3833603053956596,0.17723954438479883,0.04290382312506106,0.09278945095040522,0.01818181818181818
2023-26,3,NY,SIDE,1.0,0.5,2,R3,10,330,0.13813473093001225,45.584461206904045,0.24848484848484848,0.25,-0.001515151515151525,3.0,24.375,1.4313269407280702,0.2620528007594356,0.014216661100588958,0.11193825303283772,0.07575757575757576
2023-26,3,NY,SIDE,1.0,0.5,2,DOL,10,330,0.051052434236640416,16.847303298091337,0.4121212121212121,0.40322426482301593,0.008896947298196178,1.4800094816687737,24.375,0.6456348746752448,0.15414966477581202,-0.052044796302531185,0.002012295324483855,0.0
2023-26,3,NY,SIDE,2.0,0.5,2,R2,10,201,0.1205018713458422,24.22087614051428,0.3781094527363184,0.3333333333333333,0.04477611940298509,2.0,22.5,1.1732437654086185,0.14929573902497187,0.09199309146551582,0.09212548097142702,0.009950248756218905
2023-26,3,NY,SIDE,2.0,0.5,2,R3,10,201,0.1199991972691132,24.119838651091754,0.2537313432835821,0.25,0.0037313432835821003,3.0,22.5,0.964685509096148,0.27817448370371656,-0.03660999722059307,0.0764750419472763,0.05970149253731343
2023-26,3,NY,SIDE,2.0,0.5,2,DOL,10,201,0.0396688591567177,7.973440690500258,0.4129353233830846,0.3846153846153846,0.028319938767700004,1.6,22.5,0.40382797699850476,0.216722075616713,-0.1356313551601093,-0.02454896144136997,0.0
2023-26,3,NY,HHHL,1.0,0.5,2,R2,10,289,0.0012740051696598425,0.3681874940316945,0.32525951557093424,0.3333333333333333,-0.008073817762399071,2.0,24.25,0.015336646874002652,0.13103454544222737,-0.12759163482516586,-0.01961875186416064,0.02422145328719723
2023-26,3,NY,HHHL,1.0,0.5,2,R3,10,289,0.021602397708855182,6.2430929378591475,0.23183391003460208,0.25,-0.018166089965397925,3.0,24.25,0.21457674045448802,0.14264128019097663,-0.09860173385959647,-0.009565541997125714,0.05190311418685121
2023-26,3,NY,HHHL,1.0,0.5,2,DOL,10,289,-0.029862621450925657,-8.630297599317515,0.35986159169550175,0.39108910891089105,-0.0312275172153893,1.5569620253164558,24.25,-0.3490804462414414,0.029799686107894283,-0.08911346481968477,-0.08336058095463184,0.010380622837370242
2023-26,3,NY,HHHL,2.0,0.5,2,R2,10,161,0.05833722202400493,9.392292745864793,0.34782608695652173,0.3333333333333333,0.014492753623188415,2.0,22.75,0.5144620573826236,0.2065722608075718,-0.08806775455235741,0.02162417619162137,0.018633540372670808
2023-26,3,NY,HHHL,2.0,0.5,2,R3,10,161,0.06707764061395059,10.799500138846046,0.2484472049689441,0.25,-0.0015527950310559036,3.0,22.75,0.48629999657772166,0.25027669430510874,-0.11385969636497102,0.011555894878695645,0.043478260869565216
2023-26,3,NY,HHHL,2.0,0.5,2,DOL,10,161,-0.027558748433491247,-4.436958497792091,0.35403726708074534,0.364406779661017,-0.010369512580271634,1.744186046511628,22.75,-0.2423143069909019,0.14311637667920518,-0.19612677323615438,-0.10430191688776937,0.012422360248447204
2020-22,3,NY,SIDE,1.0,0.5,2,R2,10,253,0.008129766313627844,2.0568308773478448,0.3359683794466403,0.3333333333333333,0.0026350461133070047,2.0,20.5,0.09114450257310412,-0.03948227734811998,0.05536691199378712,-0.01566885554475459,0.019762845849802372
2020-22,3,NY,SIDE,1.0,0.5,2,R3,10,253,0.06775091876267768,17.14098244695745,0.24110671936758893,0.25,-0.008893280632411071,3.0,20.5,0.6226448823792563,0.06753160859039967,0.06796850208320554,0.03266775073368387,0.06324110671936758
2020-22,3,NY,SIDE,1.0,0.5,2,DOL,10,253,-0.004888299403272972,-1.2367397490280618,0.4268774703557312,0.4823232323232324,-0.05544576196750117,1.0732984293193717,20.5,-0.05714128485815648,-0.06873096184178162,0.058451664905798624,-0.07384104214256729,0.0
2020-22,3,NY,SIDE,2.0,0.5,2,R2,10,137,0.07481641941975234,10.24984946050607,0.35766423357664234,0.3333333333333333,0.024330900243309028,2.0,18.25,0.6064537498613339,0.036175931667350954,0.11289690010327834,0.03193246694555,0.021897810218978103
2020-22,3,NY,SIDE,2.0,0.5,2,R3,10,137,0.10538962745555076,14.438378961410455,0.25547445255474455,0.25,0.005474452554744547,3.0,18.25,0.699693912299519,0.10623087672229602,0.10456057020716412,0.040808924048685205,0.058394160583941604
