tape,tf,sess,trend,W,U,buf,tgt,dolk,n,R,netR,win,be,excess,medRR,medRisk,t,H1,H2,drop3,flat
2023-26,3,NY,SIDE,1.0,0.5,2,R2,10,330,0.09781127082243486,32.277719371403506,0.3696969696969697,0.3333333333333333,0.036363636363636376,2.0,24.375,1.2286578506369918,0.16118308192790098,0.03443945971696874,0.08044483670913433,0.01818181818181818
2023-26,3,NY,SIDE,1.0,0.5,2,R3,10,330,0.12587431799751717,41.53852493918067,0.24848484848484848,0.25,-0.001515151515151525,3.0,24.375,1.3038480168464381,0.24599633830253775,0.0057522976924966164,0.09959494263434727,0.07575757575757576
2023-26,3,NY,SIDE,1.0,0.5,2,DOL,10,330,0.03879202130414536,12.801367030367969,0.4121212121212121,0.40322426482301593,0.008896947298196178,1.4800094816687737,24.375,0.49027168233344265,0.13809320231891417,-0.06050915971062344,-0.010254571019828778,0.0
2023-26,3,NY,SIDE,2.0,0.5,2,R2,10,201,0.10751784991452076,21.611087832818672,0.3781094527363184,0.3333333333333333,0.04477611940298509,2.0,22.5,1.0459554632314647,0.13205384475793033,0.08322478571312511,0.07899515894222774,0.009950248756218905
2023-26,3,NY,SIDE,2.0,0.5,2,R3,10,201,0.10701517583779177,21.510050343396145,0.2537313432835821,0.25,0.0037313432835821003,3.0,22.5,0.8598153164403076,0.26093258943667497,-0.04537830297298371,0.06335040315706858,0.05970149253731343
2023-26,3,NY,SIDE,2.0,0.5,2,DOL,10,201,0.026684837725396243,5.363652382804645,0.4129353233830846,0.3846153846153846,0.028319938767700004,1.6,22.5,0.2714342067746239,0.19948018134967144,-0.14439966091249995,-0.037457217351298436,0.0
2023-26,3,NY,HHHL,1.0,0.5,2,R2,10,289,-0.010485023355207934,-3.030171749655093,0.32525951557093424,0.3333333333333333,-0.008073817762399071,2.0,24.25,-0.12620265486827398,0.11659933278322404,-0.13669293565820245,-0.03146467671478154,0.02422145328719723
2023-26,3,NY,HHHL,1.0,0.5,2,R3,10,289,0.00984336918398743,2.8447336941723673,0.23183391003460208,0.25,-0.018166089965397925,3.0,24.25,0.09775927934114974,0.1282060675319733,-0.10770303469263304,-0.021410920382458974,0.05190311418685121
2023-26,3,NY,HHHL,1.0,0.5,2,DOL,10,289,-0.0416216499757934,-12.028656843004292,0.35986159169550175,0.39108910891089105,-0.0312275172153893,1.5569620253164558,24.25,-0.48631174005617134,0.01536447344889097,-0.09821476565272132,-0.09507865869562171,0.010380622837370242
2023-26,3,NY,HHHL,2.0,0.5,2,R2,10,161,0.045781233580673736,7.3707786064884715,0.34782608695652173,0.3333333333333333,0.014492753623188415,2.0,22.75,0.4035041444714835,0.19110839121135761,-0.09775176161012515,0.00890676737408578,0.018633540372670808
