tape,tf,W,B,L,T,htf,n,per_wk,R,win,be,excess,PF,t,H1,H2,drop3,maxDD,medRisk
2023-26,1,6,0.6,0,2.0,none,3993,20.866429765886288,-0.05464168020296854,0.30553468569997494,0.3333333333333333,-0.027798647633358375,0.919570424663916,-2.499997679945683,-0.08907107796055459,-0.02033278533753402,-0.0561794451443421,261.3575301654666,28.75
