entry,stop,risk,rr,res,pnl,r,bars_held,i_entry,n,day,level,target
4273.25,4268.25,5.0,2.0,TARGET,10.0,1.9,9,4,130,2023-06-06,PDL,10.0
4574.75,4567.0,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,5,104,130,2023-07-27,PDL,10.0
4603.5,4597.0,6.5,1.5384615384615385,STOP,-6.5,-1.0769230769230769,12,2,130,2023-08-01,PDL,10.0
4482.75,4478.0,4.75,2.1052631578947367,TARGET,10.0,2.0,12,49,130,2023-08-09,PDL,10.0
4449.5,4446.0,3.5,2.857142857142857,STOP,-3.5,-1.1428571428571428,2,51,130,2023-08-16,PDL,10.0
4419.0,4415.0,4.0,2.5,STOP,-4.0,-1.125,13,24,130,2023-08-17,PDL,10.0
4412.0,4406.75,5.25,1.9047619047619047,TARGET,10.0,1.8095238095238095,12,51,130,2023-08-24,PDL,10.0
4499.25,4491.25,8.0,1.25,STOP,-8.0,-1.0625,2,2,130,2023-09-18,PDL,10.0
4491.25,4487.25,4.0,2.5,STOP,-4.0,-1.125,6,2,130,2023-09-19,PDL,10.0
4373.0,4369.25,3.75,2.6666666666666665,STOP,-3.75,-1.1333333333333333,7,86,130,2023-09-22,PDL,10.0
4309.25,4304.5,4.75,2.1052631578947367,STOP,-4.75,-1.105263157894737,14,31,130,2023-09-27,PDL,10.0
4317.5,4309.75,7.75,1.2903225806451613,TARGET,10.0,1.2258064516129032,9,26,130,2023-10-02,PDL,10.0
4357.25,4352.5,4.75,2.1052631578947367,TARGET,10.0,2.0,6,50,130,2023-10-13,PDL,10.0
4366.0,4362.0,4.0,2.5,TARGET,10.0,2.375,9,29,130,2023-10-18,PDL,10.0
4296.5,4290.5,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,5,2,130,2023-10-20,PDL,10.0
4513.5,4508.5,5.0,2.0,STOP,-5.0,-1.1,2,26,130,2023-11-16,PDL,10.0
4568.0,4562.75,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,18,9,75,2023-11-24,PDL,10.0
4556.25,4552.25,4.0,2.5,TARGET,10.0,2.375,10,5,130,2023-11-30,PDL,10.0
4832.75,4826.75,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,19,2,130,2023-12-29,PDL,10.0
4973.75,4967.5,6.25,1.6,TARGET,10.0,1.52,19,72,130,2024-02-21,PDL,10.0
5094.25,5090.5,3.75,2.6666666666666665,STOP,-3.75,-1.1333333333333333,4,34,130,2024-02-26,PDL,10.0
5079.75,5074.5,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,34,8,130,2024-02-27,PDL,10.0
5302.5,5297.25,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,2,2,130,2024-03-22,PDL,10.0
5304.25,5301.25,3.0,3.3333333333333335,STOP,-3.0,-1.1666666666666667,3,18,130,2024-04-01,PDL,10.0
5189.5,5181.5,8.0,1.25,TARGET,10.0,1.1875,8,17,130,2024-04-11,PDL,10.0
5182.75,5179.5,3.25,3.076923076923077,TARGET,10.0,2.923076923076923,7,29,130,2024-04-12,PDL,10.0
5096.5,5092.25,4.25,2.3529411764705883,STOP,-4.25,-1.1176470588235294,1,4,130,2024-04-16,PDL,10.0
5047.25,5041.5,5.75,1.7391304347826086,STOP,-5.75,-1.0869565217391304,15,78,130,2024-04-18,PDL,10.0
5319.5,5315.5,4.0,2.5,STOP,-4.0,-1.125,35,8,130,2024-05-17,PDL,10.0
5326.5,5322.25,4.25,2.3529411764705883,TARGET,10.0,2.235294117647059,20,2,130,2024-05-21,PDL,10.0
5320.25,5315.75,4.5,2.2222222222222223,STOP,-4.5,-1.1111111111111112,76,10,130,2024-05-28,PDL,10.0
5345.5,5340.75,4.75,2.1052631578947367,TARGET,10.0,2.0,4,2,130,2024-06-07,PDL,10.0
5341.25,5334.25,7.0,1.4285714285714286,TARGET,10.0,1.3571428571428572,8,10,130,2024-06-11,PDL,10.0
5516.5,5512.0,4.5,2.2222222222222223,STOP,-4.5,-1.1111111111111112,2,69,130,2024-06-25,PDL,10.0
5643.25,5635.75,7.5,1.3333333333333333,STOP,-7.5,-1.0666666666666667,5,45,130,2024-07-11,PDL,10.0
5573.5,5569.75,3.75,2.6666666666666665,TARGET,10.0,2.533333333333333,4,26,130,2024-07-19,PDL,10.0
5600.5,5594.0,6.5,1.5384615384615385,TARGET,10.0,1.4615384615384615,4,63,130,2024-08-30,PDL,10.0
5787.5,5779.75,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,16,2,130,2024-09-30,PDL,10.0
5754.25,5746.5,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,3,102,130,2024-10-07,PDL,10.0
5873.75,5872.25,1.5,6.666666666666667,STOP,-1.5,-1.3333333333333333,2,92,130,2024-10-15,PDL,10.0
5867.75,5862.0,5.75,1.7391304347826086,TARGET,10.0,1.6521739130434783,10,2,130,2024-10-22,PDL,10.0
5865.25,5859.25,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,2,14,130,2024-10-23,PDL,10.0
6016.0,6010.25,5.75,1.7391304347826086,STOP,-5.75,-1.0869565217391304,13,32,130,2024-11-27,PDL,10.0
6053.75,6048.5,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,4,21,130,2024-12-03,PDL,10.0
6060.25,6059.25,1.0,10.0,STOP,-1.0,-1.5,11,76,130,2024-12-10,PDL,10.0
5923.75,5917.0,6.75,1.4814814814814814,TARGET,10.0,1.4074074074074074,3,106,130,2024-12-31,PDL,10.0
6140.5,6133.5,7.0,1.4285714285714286,STOP,-7.0,-1.0714285714285714,2,8,130,2025-02-18,PDL,10.0
5998.25,5993.0,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,2,2,130,2025-02-25,PDL,10.0
5574.5,5570.75,3.75,2.6666666666666665,STOP,-3.75,-1.1333333333333333,1,21,130,2025-03-11,PDL,10.0
5811.25,5805.25,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,5,11,130,2025-03-26,PDL,10.0
5892.75,5888.25,4.5,2.2222222222222223,STOP,-4.5,-1.1111111111111112,3,2,130,2025-05-15,PDL,10.0
6283.25,6280.75,2.5,4.0,STOP,-2.5,-1.2,1,11,130,2025-07-16,PDL,10.0
6468.75,6460.75,8.0,1.25,STOP,-8.0,-1.0625,14,11,130,2025-08-18,PDL,10.0
6494.0,6489.0,5.0,2.0,TARGET,10.0,1.9,14,24,130,2025-09-09,PDL,10.0
6661.75,6658.75,3.0,3.3333333333333335,STOP,-3.0,-1.1666666666666667,3,29,130,2025-09-17,PDL,10.0
6700.75,6693.75,7.0,1.4285714285714286,TARGET,10.0,1.3571428571428572,4,24,130,2025-09-30,PDL,10.0
6769.25,6763.0,6.25,1.6,STOP,-6.25,-1.08,3,73,130,2025-10-09,PDL,10.0
6867.75,6865.75,2.0,5.0,STOP,-2.0,-1.25,1,17,130,2025-12-08,PDL,10.0
6979.0,6974.25,4.75,2.1052631578947367,STOP,-4.75,-1.105263157894737,2,18,130,2026-01-16,PDL,10.0
6929.5,6924.75,4.75,2.1052631578947367,TARGET,10.0,2.0,3,5,130,2026-01-23,PDL,10.0
7523.5,7516.25,7.25,1.3793103448275863,TARGET,10.0,1.3103448275862069,14,48,130,2026-05-27,PDL,10.0
4179.25,4174.75,4.5,2.2222222222222223,STOP,-4.5,-1.1111111111111112,38,52,130,2021-04-28,ONL,10.0
4176.75,4171.5,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,3,37,130,2021-04-30,ONL,10.0
4160.0,4153.0,7.0,1.4285714285714286,STOP,-7.0,-1.0714285714285714,6,3,130,2021-05-06,ONL,10.0
4222.5,4220.5,2.0,5.0,STOP,-2.0,-1.25,3,5,130,2021-05-10,ONL,10.0
4149.75,4144.25,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,1,12,130,2021-05-17,ONL,10.0
4159.5,4152.25,7.25,1.3793103448275863,STOP,-7.25,-1.0689655172413792,4,3,130,2021-05-18,ONL,10.0
4067.75,4060.75,7.0,1.4285714285714286,STOP,-7.0,-1.0714285714285714,6,5,130,2021-05-19,ONL,10.0
4157.25,4153.75,3.5,2.857142857142857,STOP,-3.5,-1.1428571428571428,11,55,130,2021-05-21,ONL,10.0
4211.5,4206.0,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,7,9,130,2021-05-28,ONL,10.0
4203.5,4197.25,6.25,1.6,STOP,-6.25,-1.08,38,33,130,2021-06-01,ONL,10.0
4271.25,4265.5,5.75,1.7391304347826086,STOP,-5.75,-1.0869565217391304,65,8,130,2021-06-28,ONL,10.0
4337.5,4334.0,3.5,2.857142857142857,STOP,-3.5,-1.1428571428571428,4,6,130,2021-07-06,ONL,10.0
4346.5,4344.75,1.75,5.714285714285714,STOP,-1.75,-1.2857142857142858,1,16,130,2021-07-16,ONL,10.0
4264.25,4257.0,7.25,1.3793103448275863,STOP,-7.25,-1.0689655172413792,1,5,130,2021-07-19,ONL,10.0
4258.25,4252.5,5.75,1.7391304347826086,TARGET,10.0,1.6521739130434783,2,2,130,2021-07-20,ONL,10.0
4408.75,4401.25,7.5,1.3333333333333333,STOP,-7.5,-1.0666666666666667,33,14,130,2021-08-02,ONL,10.0
4399.75,4393.75,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,21,22,130,2021-08-04,ONL,10.0
4436.0,4433.5,2.5,4.0,STOP,-2.5,-1.2,1,6,130,2021-08-12,ONL,10.0
4447.5,4439.5,8.0,1.25,STOP,-8.0,-1.0625,5,3,130,2021-08-17,ONL,10.0
4435.0,4430.0,5.0,2.0,TARGET,10.0,1.9,8,2,130,2021-08-18,ONL,10.0
4519.75,4512.25,7.5,1.3333333333333333,FLAT,0.5,0.0,117,12,130,2021-08-31,ONL,10.0
4530.0,4523.75,6.25,1.6,STOP,-6.25,-1.08,3,6,130,2021-09-01,ONL,10.0
4524.75,4521.0,3.75,2.6666666666666665,STOP,-3.75,-1.1333333333333333,3,4,130,2021-09-03,ONL,10.0
4500.5,4493.75,6.75,1.4814814814814814,STOP,-6.75,-1.0740740740740742,2,26,130,2021-09-08,ONL,10.0
4449.0,4442.0,7.0,1.4285714285714286,STOP,-7.0,-1.0714285714285714,49,37,130,2021-09-13,ONL,10.0
4567.5,4560.5,7.0,1.4285714285714286,TARGET,10.0,1.3571428571428572,40,70,130,2021-10-26,ONL,10.0
4617.75,4612.75,5.0,2.0,TARGET,10.0,1.9,86,4,130,2021-11-03,ONL,10.0
4693.25,4689.5,3.75,2.6666666666666665,STOP,-3.75,-1.1333333333333333,4,3,130,2021-11-18,ONL,10.0
4704.25,4697.25,7.0,1.4285714285714286,TARGET,10.0,1.3571428571428572,13,50,130,2021-11-22,ONL,10.0
4656.75,4648.75,8.0,1.25,TARGET,10.0,1.1875,3,32,130,2021-11-23,ONL,10.0
4711.25,4704.75,6.5,1.5384615384615385,STOP,-6.5,-1.0769230769230769,3,6,130,2021-12-16,ONL,10.0
4777.75,4770.25,7.5,1.3333333333333333,FLAT,2.25,0.23333333333333334,61,68,130,2021-12-28,ONL,10.0
4794.5,4791.0,3.5,2.857142857142857,STOP,-3.5,-1.1428571428571428,1,26,130,2022-01-04,ONL,10.0
4768.0,4761.0,7.0,1.4285714285714286,STOP,-7.0,-1.0714285714285714,11,80,130,2022-01-05,ONL,10.0
4707.0,4699.0,8.0,1.25,TARGET,10.0,1.1875,10,29,130,2022-01-13,ONL,10.0
4611.75,4605.75,6.0,1.6666666666666667,TARGET,10.0,1.5833333333333333,7,80,130,2022-01-14,ONL,10.0
4363.25,4357.25,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,1,25,130,2022-02-18,ONL,10.0
4239.75,4235.5,4.25,2.3529411764705883,STOP,-4.25,-1.1176470588235294,4,52,130,2022-03-07,ONL,10.0
4514.25,4511.75,2.5,4.0,STOP,-2.5,-1.2,6,48,130,2022-03-28,ONL,10.0
4460.5,4453.0,7.5,1.3333333333333333,STOP,-7.5,-1.0666666666666667,11,28,130,2022-04-07,ONL,10.0
4429.25,4424.75,4.5,2.2222222222222223,STOP,-4.5,-1.1111111111111112,3,9,130,2022-04-14,ONL,10.0
4172.5,4167.25,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,6,3,130,2022-05-04,ONL,10.0
4035.75,4032.75,3.0,3.3333333333333335,STOP,-3.0,-1.1666666666666667,1,2,130,2022-05-18,ONL,10.0
4169.75,4166.0,3.75,2.6666666666666665,TARGET,10.0,2.533333333333333,35,4,70,2022-05-30,ONL,10.0
3956.0,3950.75,5.25,1.9047619047619047,TARGET,10.0,1.8095238095238095,3,21,130,2022-07-25,ONL,10.0
3950.0,3943.25,6.75,1.4814814814814814,STOP,-6.75,-1.0740740740740742,2,3,130,2022-07-26,ONL,10.0
4104.25,4096.75,7.5,1.3333333333333333,TARGET,10.0,1.2666666666666666,1,2,130,2022-08-01,ONL,10.0
4125.75,4118.0,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,14,16,130,2022-08-09,ONL,10.0
4266.75,4262.75,4.0,2.5,STOP,-4.0,-1.125,4,31,130,2022-08-17,ONL,10.0
3956.0,3949.75,6.25,1.6,STOP,-6.25,-1.08,2,75,130,2022-09-02,ONL,10.0
3865.5,3860.25,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,1,6,130,2022-09-16,ONL,10.0
3778.5,3773.25,5.25,1.9047619047619047,STOP,-5.25,-1.0952380952380953,1,9,130,2022-09-22,ONL,10.0
3984.5,3979.0,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,4,2,130,2022-11-16,ONL,10.0
3950.25,3942.25,8.0,1.25,TARGET,10.0,1.1875,20,60,130,2022-11-18,ONL,10.0
3951.0,3947.0,4.0,2.5,STOP,-4.0,-1.125,5,19,130,2022-11-21,ONL,10.0
3996.75,3991.0,5.75,1.7391304347826086,STOP,-5.75,-1.0869565217391304,16,35,130,2022-11-28,ONL,10.0
3969.5,3964.5,5.0,2.0,STOP,-5.0,-1.1,2,2,130,2022-11-29,ONL,10.0
3962.0,3956.5,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,5,5,130,2022-11-30,ONL,10.0
3970.75,3964.0,6.75,1.4814814814814814,STOP,-6.75,-1.0740740740740742,1,3,130,2022-12-15,ONL,10.0
3876.25,3871.75,4.5,2.2222222222222223,STOP,-4.5,-1.1111111111111112,2,3,130,2022-12-19,ONL,10.0
3910.5,3904.25,6.25,1.6,STOP,-6.25,-1.08,14,30,130,2023-01-19,ONL,10.0
4040.75,4038.75,2.0,5.0,STOP,-2.0,-1.25,1,104,130,2023-01-30,ONL,10.0
4071.25,4064.5,6.75,1.4814814814814814,STOP,-6.75,-1.0740740740740742,21,34,130,2023-02-01,ONL,10.0
4112.75,4107.25,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,10,3,130,2023-02-07,ONL,10.0
4134.25,4131.25,3.0,3.3333333333333335,STOP,-3.0,-1.1666666666666667,6,40,130,2023-02-09,ONL,10.0
4122.5,4115.25,7.25,1.3793103448275863,STOP,-7.25,-1.0689655172413792,4,10,130,2023-02-15,ONL,10.0
4076.25,4074.5,1.75,5.714285714285714,STOP,-1.75,-1.2857142857142858,14,27,70,2023-02-20,ONL,10.0
3997.5,3992.5,5.0,2.0,STOP,-5.0,-1.1,4,16,130,2023-02-22,ONL,10.0
4053.0,4048.0,5.0,2.0,STOP,-5.0,-1.1,3,2,130,2023-03-07,ONL,10.0
4026.25,4021.5,4.75,2.1052631578947367,TARGET,10.0,2.0,15,74,130,2023-03-22,ONL,10.0
3998.5,3993.75,4.75,2.1052631578947367,TARGET,10.0,2.0,11,2,130,2023-03-28,ONL,10.0
4119.0,4113.0,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,1,18,130,2023-04-05,ONL,10.0
4134.0,4128.5,5.5,1.8181818181818181,TARGET,10.0,1.7272727272727273,27,27,130,2023-04-11,ONL,10.0
4163.5,4155.5,8.0,1.25,STOP,-8.0,-1.0625,2,26,130,2023-04-14,ONL,10.0
4161.75,4156.25,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,14,26,130,2023-04-17,ONL,10.0
4172.25,4165.75,6.5,1.5384615384615385,STOP,-6.5,-1.0769230769230769,18,25,130,2023-04-18,ONL,10.0
4143.25,4137.5,5.75,1.7391304347826086,TARGET,10.0,1.6521739130434783,3,12,130,2023-04-21,ONL,10.0
4147.0,4143.5,3.5,2.857142857142857,STOP,-3.5,-1.1428571428571428,6,8,130,2023-05-08,ONL,10.0
4135.75,4130.75,5.0,2.0,FLAT,-1.25,-0.35,125,4,130,2023-05-09,ONL,10.0
4152.75,4146.5,6.25,1.6,STOP,-6.25,-1.08,2,8,130,2023-05-12,ONL,10.0
4135.5,4133.0,2.5,4.0,STOP,-2.5,-1.2,5,8,130,2023-05-16,ONL,10.0
4213.25,4206.5,6.75,1.4814814814814814,STOP,-6.75,-1.0740740740740742,3,36,130,2023-05-19,ONL,10.0
4187.0,4185.0,2.0,5.0,TARGET,10.0,4.75,5,2,130,2023-05-23,ONL,10.0
4222.75,4216.25,6.5,1.5384615384615385,TARGET,10.0,1.4615384615384615,3,14,130,2023-05-30,ONL,10.0
4275.25,4268.25,7.0,1.4285714285714286,TARGET,10.0,1.3571428571428572,14,6,130,2023-06-06,ONL,10.0
4286.0,4278.25,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,17,30,130,2023-06-07,ONL,10.0
4446.5,4444.0,2.5,4.0,STOP,-2.5,-1.2,7,7,70,2023-06-19,ONL,10.0
4388.25,4383.75,4.5,2.2222222222222223,TARGET,10.0,2.111111111111111,21,2,130,2023-06-23,ONL,10.0
4381.5,4374.0,7.5,1.3333333333333333,STOP,-7.5,-1.0666666666666667,9,55,130,2023-06-26,ONL,10.0
4405.75,4401.5,4.25,2.3529411764705883,STOP,-4.25,-1.1176470588235294,3,2,130,2023-06-28,ONL,10.0
4485.75,4479.25,6.5,1.5384615384615385,FLAT,6.25,0.8846153846153846,72,2,75,2023-07-03,ONL,10.0
4570.25,4567.5,2.75,3.6363636363636362,STOP,-2.75,-1.1818181818181819,1,9,130,2023-07-21,ONL,10.0
4585.25,4583.25,2.0,5.0,STOP,-2.0,-1.25,2,26,130,2023-07-26,ONL,10.0
4593.5,4591.25,2.25,4.444444444444445,STOP,-2.25,-1.2222222222222223,42,18,130,2023-08-01,ONL,10.0
4556.0,4550.5,5.5,1.8181818181818181,STOP,-5.5,-1.0909090909090908,7,17,130,2023-08-02,ONL,10.0
4512.0,4508.25,3.75,2.6666666666666665,TARGET,10.0,2.533333333333333,5,3,130,2023-08-03,ONL,10.0
4496.0,4490.0,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,1,12,130,2023-08-08,ONL,10.0
4446.75,4440.25,6.5,1.5384615384615385,STOP,-6.5,-1.0769230769230769,9,63,130,2023-08-16,ONL,10.0
4416.25,4411.25,5.0,2.0,STOP,-5.0,-1.1,3,43,130,2023-08-17,ONL,10.0
4378.0,4372.0,6.0,1.6666666666666667,TARGET,10.0,1.5833333333333333,7,51,130,2023-08-21,ONL,10.0
4409.0,4404.75,4.25,2.3529411764705883,STOP,-4.25,-1.1176470588235294,24,23,130,2023-08-22,ONL,10.0
4524.75,4522.0,2.75,3.6363636363636362,STOP,-2.75,-1.1818181818181819,3,59,130,2023-08-31,ONL,10.0
4490.5,4482.75,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,6,4,130,2023-09-06,ONL,10.0
4491.25,4487.25,4.0,2.5,STOP,-4.0,-1.125,6,2,130,2023-09-19,ONL,10.0
4485.75,4477.75,8.0,1.25,TARGET,10.0,1.1875,4,96,130,2023-09-20,ONL,10.0
4406.0,4398.5,7.5,1.3333333333333333,STOP,-7.5,-1.0666666666666667,21,13,130,2023-09-21,ONL,10.0
4326.75,4321.0,5.75,1.7391304347826086,STOP,-5.75,-1.0869565217391304,5,5,130,2023-09-27,ONL,10.0
4307.75,4300.75,7.0,1.4285714285714286,TARGET,10.0,1.3571428571428572,2,6,130,2023-09-28,ONL,10.0
4279.0,4272.75,6.25,1.6,STOP,-6.25,-1.08,6,15,130,2023-10-05,ONL,10.0
4392.25,4387.5,4.75,2.1052631578947367,STOP,-4.75,-1.105263157894737,5,46,130,2023-10-11,ONL,10.0
4408.5,4405.5,3.0,3.3333333333333335,STOP,-3.0,-1.1666666666666667,1,2,130,2023-10-12,ONL,10.0
4367.75,4360.0,7.75,1.2903225806451613,STOP,-7.75,-1.064516129032258,5,34,130,2023-10-13,ONL,10.0
4369.75,4365.5,4.25,2.3529411764705883,TARGET,10.0,2.235294117647059,2,11,130,2023-10-17,ONL,10.0
4380.5,4375.5,5.0,2.0,STOP,-5.0,-1.1,1,9,130,2023-10-18,ONL,10.0
4177.5,4170.0,7.5,1.3333333333333333,STOP,-7.5,-1.0666666666666667,5,46,130,2023-10-26,ONL,10.0
4380.75,4374.75,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,49,16,130,2023-11-06,ONL,10.0
4410.75,4407.0,3.75,2.6666666666666665,TARGET,10.0,2.533333333333333,15,10,130,2023-11-13,ONL,10.0
4521.75,4516.5,5.25,1.9047619047619047,TARGET,10.0,1.8095238095238095,8,9,130,2023-11-15,ONL,10.0
4521.25,4514.0,7.25,1.3793103448275863,STOP,-7.25,-1.0689655172413792,19,12,130,2023-11-17,ONL,10.0
4547.75,4546.25,1.5,6.666666666666667,STOP,-1.5,-1.3333333333333333,1,4,130,2023-11-21,ONL,10.0
4566.25,4562.75,3.5,2.857142857142857,STOP,-3.5,-1.1428571428571428,20,7,75,2023-11-24,ONL,10.0
4568.75,4562.5,6.25,1.6,STOP,-6.25,-1.08,71,44,130,2023-11-29,ONL,10.0
4567.5,4562.25,5.25,1.9047619047619047,TARGET,10.0,1.8095238095238095,8,2,130,2023-12-01,ONL,10.0
4582.5,4576.25,6.25,1.6,STOP,-6.25,-1.08,17,20,130,2023-12-06,ONL,10.0
4767.75,4761.25,6.5,1.5384615384615385,STOP,-6.5,-1.0769230769230769,5,63,130,2023-12-21,ONL,10.0
4826.5,4820.0,6.5,1.5384615384615385,STOP,-6.5,-1.0769230769230769,12,2,130,2023-12-27,ONL,10.0
4833.25,4828.25,5.0,2.0,STOP,-5.0,-1.1,54,74,130,2023-12-28,ONL,10.0
4832.75,4826.75,6.0,1.6666666666666667,STOP,-6.0,-1.0833333333333333,19,2,130,2023-12-29,ONL,10.0
4772.25,4767.25,5.0,2.0,TARGET,10.0,1.9,7,8,130,2024-01-09,ONL,10.0
4880.75,4875.0,5.75,1.7391304347826086,STOP,-5.75,-1.0869565217391304,47,32,130,2024-01-22,ONL,10.0
