tape,tf,sess,trend,W,U,buf,tgt,dolk,minrisk,n,R,netR,win,be,excess,medRR,medRisk,t,H1,H2,drop3,flat
2023-26,1,NY,SIDE,1.0,0.5,2,R2,10,12.0,536,-0.016320672920735607,-8.747880685514286,0.3414179104477612,0.3333333333333333,0.008084577114427893,2.0,17.875,-0.2653628478213011,0.0625298017370762,-0.09517114757854739,-0.02760478357321979,0.0
2023-26,1,NY,SIDE,1.0,0.5,2,R3,10,12.0,536,0.04150406628578994,22.246179529183408,0.2667910447761194,0.25,0.016791044776119424,3.0,17.875,0.5414324537927033,0.12953950032584444,-0.04653136775426456,0.024917339925563463,0.005597014925373134
2023-26,1,NY,SIDE,1.0,0.5,2,DOL,10,12.0,536,-0.08474548747198161,-45.42358128498215,0.3880597014925373,0.45420556843578336,-0.06614586694324603,1.201646279775591,17.875,-1.4847017260333661,-0.06651346024196,-0.10297751470200327,-0.11772465932949128,0.0
2023-26,1,NY,SIDE,2.0,0.5,2,R2,10,12.0,282,0.000860701357606302,0.24271778284497714,0.3475177304964539,0.3333333333333333,0.014184397163120588,2.0,17.5,0.010099839857867443,0.14548040656263933,-0.14375900384742674,-0.020510822817251324,0.0
2023-26,1,NY,SIDE,2.0,0.5,2,R3,10,12.0,282,0.07887488575476942,22.242717782844977,0.2801418439716312,0.25,0.03014184397163122,3.0,17.5,0.7359306198573745,0.17384920088888048,-0.016099429379341626,0.04758953560568805,0.0
2023-26,1,NY,SIDE,2.0,0.5,2,DOL,10,12.0,282,-0.05124053022516022,-14.449829523495183,0.3829787234042553,0.41507844582499737,-0.03209972242074205,1.4091831557584982,17.5,-0.6055405497664572,0.0018641653746353172,-0.10434522582495574,-0.11388348265638673,0.0
2023-26,1,NY,HHHL,1.0,0.5,2,R2,10,12.0,499,-0.05311620482451386,-26.504986207432417,0.3286573146292585,0.3333333333333333,-0.0046760187040748025,2.0,19.25,-0.8409005238767759,-0.13367476333707778,0.02584396959057854,-0.06547096382127952,0.0
2023-26,1,NY,HHHL,1.0,0.5,2,R3,10,12.0,499,-0.026407539489218902,-13.177362205120232,0.250501002004008,0.25,0.0005010020040079888,3.0,19.25,-0.3396118486692122,-0.024363022446389566,-0.028411490717706402,-0.0446441001609927,0.006012024048096192
2023-26,1,NY,HHHL,1.0,0.5,2,DOL,10,12.0,499,-0.12682110517424125,-63.28373148194639,0.35470941883767537,0.42424242424242425,-0.06953300540474888,1.3571428571428572,19.25,-2.0438992471060713,-0.16061113497481574,-0.09370151247288452,-0.16433308444646283,0.0
2023-26,1,NY,HHHL,2.0,0.5,2,R2,10,12.0,249,-0.06462398750329988,-16.091372888321672,0.3253012048192771,0.3333333333333333,-0.008032128514056214,2.0,18.25,-0.7237504218052017,-0.028359204055745206,-0.10059865268327411,-0.0896689816456447,0.0
2023-26,1,NY,HHHL,2.0,0.5,2,R3,10,12.0,249,0.0819308840204125,20.400790121082714,0.27710843373493976,0.25,0.027108433734939763,3.0,18.25,0.7183738480921863,0.14906015078296447,0.015338651391960974,0.04649899285632986,0.004016064257028112
2023-26,1,NY,HHHL,2.0,0.5,2,DOL,10,12.0,249,-0.11266875853224931,-28.054520874530077,0.3373493975903614,0.39644970414201186,-0.05910030655165044,1.5223880597014925,18.25,-1.1949264073647983,-0.025568322481578157,-0.19907239109451508,-0.18802101629974213,0.0
2023-26,1,NY,SLOPE,1.0,0.5,2,R2,10,12.0,873,0.007057297677318207,6.161020872298795,0.34822451317296677,0.3333333333333333,0.01489117983963345,2.0,18.0,0.1458445604924146,0.026737800387143327,-0.012133418765972785,0.00021996988651293336,0.001145475372279496
2023-26,1,NY,SLOPE,1.0,0.5,2,R3,10,12.0,873,0.06551185085094939,57.19184579287882,0.27262313860252,0.25,0.02262313860252002,3.0,18.0,1.0843562440219323,0.11248861064651663,0.019704195937172354,0.0554278146228118,0.0057273768613974796
2023-26,1,NY,SLOPE,1.0,0.5,2,DOL,10,12.0,873,-0.05771376548485924,-50.38411726828212,0.4009163802978236,0.4444444444444444,-0.043528064146620804,1.25,18.0,-1.3000358010243056,-0.02877714019362781,-0.0859302485177116,-0.07802292771646309,0.0
2023-26,1,NY,SLOPE,2.0,0.5,2,R2,10,12.0,461,0.013213784117789123,6.091554478300786,0.351409978308026,0.3333333333333333,0.01807664497469269,2.0,17.75,0.1979064899925826,0.07646196406281106,-0.04976059418244915,0.00027020460437642083,0.0
2023-26,1,NY,SLOPE,2.0,0.5,2,R3,10,12.0,461,0.10223062729757731,47.12831918418314,0.2841648590021692,0.25,0.0341648590021692,3.0,17.75,1.2143501428588765,0.1721141379758545,0.03264964263955238,0.08331990920237288,0.0021691973969631237
2023-26,1,NY,SLOPE,2.0,0.5,2,DOL,10,12.0,461,-0.04650011372040742,-21.43655242510782,0.3882863340563991,0.40789473684210525,-0.019608402785706136,1.4516129032258065,17.75,-0.7159410617398986,-0.014835542121681408,-0.07802760925160647,-0.08500520146320666,0.0
2023-26,3,NY,SIDE,1.0,0.5,2,R2,10,12.0,300,0.10776488046782613,32.32946414034784,0.37,0.3333333333333333,0.03666666666666668,2.0,26.0,1.2929786275493576,0.19426888370438505,0.021260877231267277,0.08874480260212525,0.02
2023-26,3,NY,SIDE,1.0,0.5,2,R3,10,12.0,300,0.1262383990270834,37.871519708125014,0.24333333333333335,0.25,-0.006666666666666654,3.0,26.0,1.2532324554041678,0.24630220445522422,0.006174593598942491,0.09730821889015431,0.08
2023-26,3,NY,SIDE,1.0,0.5,2,DOL,10,12.0,300,0.04347273723305191,13.041821169915572,0.42,0.4165526675786594,0.0034473324213405987,1.4006568144499179,26.0,0.5416437741834681,0.15795545955756896,-0.07100998509146511,-0.005476919566996747,0.0
2023-26,3,NY,SIDE,2.0,0.5,2,R2,10,12.0,184,0.13857781657286525,25.498318249407205,0.3858695652173913,0.3333333333333333,0.05253623188405798,2.0,24.125,1.2880138464593627,0.24751303494410526,0.029642598201625205,0.10789100490137908,0.010869565217391304
2023-26,3,NY,SIDE,2.0,0.5,2,R3,10,12.0,184,0.1286876671738298,23.67853075998468,0.2554347826086957,0.25,0.005434782608695676,3.0,24.125,0.9871082304069896,0.2571638443775234,0.00021148997013614482,0.08128099581043158,0.059782608695652176
2023-26,3,NY,SIDE,2.0,0.5,2,DOL,10,12.0,184,0.038801834862080144,7.139537614622746,0.41847826086956524,0.3899747068291561,0.028503554040409163,1.5642688679245285,24.125,0.3813013830521233,0.22365863947954895,-0.1460549697553887,-0.030095912826792526,0.0
2023-26,3,NY,HHHL,1.0,0.5,2,R2,10,12.0,266,0.0039535494897663115,1.051644164277839,0.32706766917293234,0.3333333333333333,-0.006265664160400974,2.0,26.375,0.04561960736241082,0.10702512914602955,-0.09911803016649696,-0.018696127857393725,0.02631578947368421
2023-26,3,NY,HHHL,1.0,0.5,2,R3,10,12.0,266,0.02979905867708757,7.926549608105294,0.23308270676691728,0.25,-0.01691729323308272,3.0,26.375,0.28340859682282943,0.11207302240783328,-0.05247490505365815,-0.003960864317301667,0.05639097744360902
2023-26,3,NY,HHHL,1.0,0.5,2,DOL,10,12.0,266,-0.005017319122248796,-1.3346068865181797,0.37593984962406013,0.4054054054054054,-0.029465555781345243,1.4666666666666668,26.375,-0.05714498414048921,0.017058319359632795,-0.02709295760413036,-0.05525219939949465,0.011278195488721804
2023-26,3,NY,HHHL,2.0,0.5,2,R2,10,12.0,149,0.09781062098773285,14.573782527172195,0.3624161073825503,0.3333333333333333,0.029082774049216997,2.0,24.0,0.8238324390640793,0.2581386042395406,-0.06037965582071743,0.05897447373828284,0.020134228187919462
2023-26,3,NY,HHHL,2.0,0.5,2,R3,10,12.0,149,0.0938321471151238,13.980989920153446,0.2550335570469799,0.25,0.005033557046979886,3.0,24.0,0.6495483485538273,0.23781907288552648,-0.04823495297834017,0.03438689587763881,0.04697986577181208
2023-26,3,NY,HHHL,2.0,0.5,2,DOL,10,12.0,149,0.010533767003458483,1.569531283515314,0.3691275167785235,0.3757485029940119,-0.0066209862154884,1.6613545816733069,24.0,0.08795461357001778,0.16014575653319835,-0.13708339599921818,-0.0713713018326752,0.013422818791946308
2023-26,3,NY,SLOPE,1.0,0.5,2,R2,10,12.0,497,0.006550433036331257,3.255565219056635,0.33400402414486924,0.3333333333333333,0.0006706908115359234,2.0,26.75,0.10320968847973326,0.08794795388916153,-0.07452019014239127,-0.005513367711369555,0.02012072434607646
2023-26,3,NY,SLOPE,1.0,0.5,2,R3,10,12.0,497,0.04204634483152201,20.89703338126644,0.22535211267605634,0.25,-0.024647887323943657,3.0,26.75,0.550517097831176,0.14695424020411058,-0.06244023369218066,0.0241310824514408,0.0744466800804829
2023-26,3,NY,SLOPE,1.0,0.5,2,DOL,10,12.0,497,-0.019899842334984843,-9.890221640487466,0.3983903420523139,0.4361702127659574,-0.037779870713643526,1.2926829268292683,26.75,-0.32816970887548086,0.015612429406738786,-0.05526949451148066,-0.05124888634758216,0.004024144869215292
2023-26,3,NY,SLOPE,2.0,0.5,2,R2,10,12.0,283,0.025343612632389552,7.172242374966244,0.34275618374558303,0.3333333333333333,0.009422850412249717,2.0,26.0,0.29864238810759713,0.05781015413585195,-0.0068942912548513036,0.004264790626789809,0.014134275618374558
2023-26,3,NY,SLOPE,2.0,0.5,2,R3,10,12.0,283,0.07438537781852898,21.0510619226437,0.24028268551236748,0.25,-0.009717314487632522,3.0,26.0,0.7203352928497524,0.15336325121250982,-0.004036313368452026,0.043138379439488665,0.06007067137809187
