stream,stack,n,sess,base_exp,subset_exp,improvement,null_pct
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND value_area_location>p50,30,30,-0.03096644308945471,0.16643226328778163,0.19739870637723633,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND vpoc_distance_at_entry>p50,30,30,-0.03096644308945471,-0.03700667626563744,-0.006040233176182727,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND vpoc_distance_at_entry>p25,46,46,-0.03096644308945471,0.14056249984556088,0.17152894293501558,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND volume_pace_at_entry<=p75,43,43,-0.03096644308945471,0.016187862735171095,0.047154305824625806,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND volume_pace_at_entry<=p50,29,29,-0.03096644308945471,-0.09834124627407428,-0.06737480318461958,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND absorption_pre_5<=p75,48,48,-0.03096644308945471,0.15691528342808797,0.18788172651754267,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND absorption_pre_5<=p50,32,32,-0.03096644308945471,0.09483791451052526,0.12580435759997996,0.0
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND entry_min_into_window<=p25,60,60,-0.03096644308945471,0.2681672458710992,0.2991336889605539,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND value_area_location>p25,44,44,-0.03096644308945471,0.20063720803219418,0.23160365112164888,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND risk_pts<=p75,41,41,-0.03096644308945471,-0.21021028991218624,-0.17924384682273153,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND risk_pts<=p50,30,30,-0.03096644308945471,-0.3790589982123423,-0.34809255512288756,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND risk_pts>p25,34,34,-0.03096644308945471,-0.2889516249109898,-0.25798518182153507,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND news_day<=p75,50,50,-0.03096644308945471,-0.2754493689303689,-0.24448292584091422,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND news_day<=p50,35,35,-0.03096644308945471,-0.6081021891703374,-0.5771357460808827,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND news_day<=p25,35,35,-0.03096644308945471,-0.6081021891703374,-0.5771357460808827,0.0
sw-open-drive-pcr,absorption_pre_5<=p75 AND volume_pace_at_entry<=p75,63,63,-0.03096644308945471,-0.25007258735635746,-0.21910614426690275,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND dist_to_level_R>p50,27,27,-0.03096644308945471,-0.11726982919407691,-0.08630338610462221,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND dist_to_level_R>p25,38,38,-0.03096644308945471,-0.09094801321853864,-0.05998157012908393,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND htf_aligned<=p75,50,50,-0.03096644308945471,-0.2754493689303689,-0.24448292584091422,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND htf_aligned<=p50,28,28,-0.03096644308945471,-0.17644123233492245,-0.14547478924546775,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND htf_aligned<=p25,28,28,-0.03096644308945471,-0.17644123233492245,-0.14547478924546775,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND atr_pct<=p75,35,35,-0.03096644308945471,-0.09415846761094226,-0.06319202452148756,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND atr_pct>p25,35,35,-0.03096644308945471,-0.3458686602266559,-0.3149022171372012,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND entry_min_into_window<=p75,50,50,-0.03096644308945471,-0.2754493689303689,-0.24448292584091422,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND dist_to_level_R<=p75,33,33,-0.03096644308945471,-0.24374587263070688,-0.21277942954125217,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p75 AND entry_min_into_window<=p50,25,25,-0.03096644308945471,-0.23628515814670017,-0.20531871505724547,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p75 AND entry_min_into_window<=p25,25,25,-0.03096644308945471,-0.23628515814670017,-0.20531871505724547,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND risk_pts<=p75,35,35,-0.03096644308945471,0.2260487021144513,0.257015145203906,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND risk_pts>p50,30,30,-0.03096644308945471,0.08084331097938086,0.11180975406883556,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND risk_pts>p25,41,41,-0.03096644308945471,0.17327645527699587,0.20424289836645057,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND news_day<=p75,51,51,-0.03096644308945471,0.20872269989183367,0.23968914298128838,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND dist_to_level_R<=p50,28,28,-0.03096644308945471,0.2973159482870039,0.32828239137645865,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND dist_to_level_R>p25,37,37,-0.03096644308945471,0.1893930112518452,0.22035945434129992,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND value_area_location>p50,25,25,-0.03096644308945471,0.21436423365130447,0.24533067674075917,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND atr_pct<=p75,38,38,-0.03096644308945471,0.28736747608449137,0.3183339191739461,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND atr_pct<=p50,25,25,-0.03096644308945471,0.12798131603488713,0.15894775912434184,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND atr_pct>p25,38,38,-0.03096644308945471,0.2648365813767592,0.2958030244662139,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND entry_min_into_window<=p75,51,51,-0.03096644308945471,0.20872269989183367,0.23968914298128838,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND entry_min_into_window<=p50,51,51,-0.03096644308945471,0.20872269989183367,0.23968914298128838,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND entry_min_into_window<=p25,51,51,-0.03096644308945471,0.20872269989183367,0.23968914298128838,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND value_area_location<=p75,43,43,-0.03096644308945471,0.2063412892628123,0.23730773235226701,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND value_area_location<=p50,26,26,-0.03096644308945471,0.20329814820003494,0.23426459128948965,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND htf_aligned<=p75,51,51,-0.03096644308945471,0.20872269989183367,0.23968914298128838,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND dist_to_level_R<=p50,37,37,-0.03096644308945471,-0.10599526617479108,-0.07502882308533637,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND dist_to_level_R>p50,38,38,-0.03096644308945471,-0.03925984153251821,-0.008293398443063496,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND dist_to_level_R>p25,56,56,-0.03096644308945471,0.019321030946472105,0.050287474035926816,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND htf_aligned<=p75,75,75,-0.03096644308945471,-0.07218265102270618,-0.041216207933251474,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND htf_aligned<=p50,37,37,-0.03096644308945471,-0.05892511670166052,-0.02795867361220581,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND htf_aligned>p50,38,38,-0.03096644308945471,-0.08509130286161898,-0.05412485977216427,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND htf_aligned<=p25,37,37,-0.03096644308945471,-0.05892511670166052,-0.02795867361220581,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND entry_min_into_window<=p50,50,50,-0.03096644308945471,-0.2754493689303689,-0.24448292584091422,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND atr_pct<=p75,53,53,-0.03096644308945471,0.09817394300113502,0.12914038609058973,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND atr_pct<=p50,34,34,-0.03096644308945471,-0.009130989881021755,0.021835453208432956,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND atr_pct>p50,38,38,-0.03096644308945471,-0.15866353595391233,-0.12769709286445763,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND atr_pct>p25,56,56,-0.03096644308945471,-0.11784784014516039,-0.08688139705570569,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND entry_min_into_window<=p75,75,75,-0.03096644308945471,-0.07218265102270618,-0.041216207933251474,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND entry_min_into_window<=p50,75,75,-0.03096644308945471,-0.07218265102270618,-0.041216207933251474,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND entry_min_into_window<=p25,75,75,-0.03096644308945471,-0.07218265102270618,-0.041216207933251474,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND value_area_location<=p75,54,54,-0.03096644308945471,-0.04672184009011522,-0.01575539700066051,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND htf_aligned>p25,38,38,-0.03096644308945471,-0.08509130286161898,-0.05412485977216427,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND entry_min_into_window<=p25,50,50,-0.03096644308945471,-0.2754493689303689,-0.24448292584091422,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND value_area_location<=p75,33,33,-0.03096644308945471,-0.3334333274571765,-0.3024668843677218,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND value_area_location<=p50,25,25,-0.03096644308945471,-0.4295719186915346,-0.3986054756020799,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND value_area_location>p50,25,25,-0.03096644308945471,-0.12132681916920326,-0.09036037607974856,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p50 AND value_area_location>p25,31,31,-0.03096644308945471,-0.19830024410253244,-0.16733380101307774,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p25 AND news_day<=p75,26,26,-0.03096644308945471,0.08792646441030907,0.11889290749976378,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p25 AND htf_aligned<=p75,26,26,-0.03096644308945471,0.08792646441030907,0.11889290749976378,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p25 AND entry_min_into_window<=p75,26,26,-0.03096644308945471,0.08792646441030907,0.11889290749976378,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND dist_to_level_R<=p75,52,52,-0.03096644308945471,0.06676659947959049,0.09773304256904519,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p25 AND entry_min_into_window<=p25,26,26,-0.03096644308945471,0.08792646441030907,0.11889290749976378,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND risk_pts<=p75,60,60,-0.03096644308945471,-0.019376870618429916,0.011589572471024795,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND risk_pts<=p50,38,38,-0.03096644308945471,-0.09677923359373958,-0.06581279050428487,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND risk_pts>p50,37,37,-0.03096644308945471,-0.046921295949752896,-0.015954852860298185,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND risk_pts>p25,55,55,-0.03096644308945471,-0.07767191512491439,-0.04670547203545968,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND news_day<=p75,75,75,-0.03096644308945471,-0.07218265102270618,-0.041216207933251474,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND news_day<=p50,55,55,-0.03096644308945471,-0.2149726507771212,-0.18400620768766648,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p25 AND news_day<=p25,55,55,-0.03096644308945471,-0.2149726507771212,-0.18400620768766648,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p25 AND entry_min_into_window<=p50,26,26,-0.03096644308945471,0.08792646441030907,0.11889290749976378,0.0
sw-open-drive-pcr,value_area_location>p25 AND risk_pts<=p50,37,37,-0.03096644308945471,0.03805889077907223,0.06902533386852694,0.0
sw-open-drive-pcr,value_area_location>p25 AND risk_pts>p50,38,38,-0.03096644308945471,0.03348817440558851,0.06445461749504322,0.0
sw-open-drive-pcr,value_area_location>p25 AND risk_pts>p25,56,56,-0.03096644308945471,0.031051316613242265,0.062017759702696976,0.0
sw-open-drive-pcr,value_area_location>p25 AND news_day<=p75,75,75,-0.03096644308945471,0.03574306114984049,0.0667095042392952,0.0
sw-open-drive-pcr,value_area_location>p25 AND news_day<=p50,56,56,-0.03096644308945471,-0.014414167131167409,0.016552275958287302,0.0
sw-open-drive-pcr,value_area_location>p25 AND news_day<=p25,56,56,-0.03096644308945471,-0.014414167131167409,0.016552275958287302,0.0
sw-open-drive-pcr,value_area_location>p25 AND dist_to_level_R<=p75,58,58,-0.03096644308945471,0.14417251177440227,0.17513895486385697,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p75 AND entry_min_into_window<=p75,25,25,-0.03096644308945471,-0.23628515814670017,-0.20531871505724547,0.0
sw-open-drive-pcr,value_area_location>p25 AND dist_to_level_R>p50,35,35,-0.03096644308945471,0.04854409173158044,0.07951053482103515,0.0
sw-open-drive-pcr,value_area_location>p25 AND dist_to_level_R>p25,53,53,-0.03096644308945471,0.1747426477459982,0.2057090908354529,0.0
sw-open-drive-pcr,value_area_location>p25 AND htf_aligned<=p75,75,75,-0.03096644308945471,0.03574306114984049,0.0667095042392952,0.0
sw-open-drive-pcr,value_area_location>p25 AND htf_aligned<=p50,34,34,-0.03096644308945471,-0.03199323909140109,-0.001026796001946377,0.0
sw-open-drive-pcr,value_area_location>p25 AND htf_aligned>p50,41,41,-0.03096644308945471,0.091914627203553,0.12288107029300771,0.0
sw-open-drive-pcr,value_area_location>p25 AND htf_aligned<=p25,34,34,-0.03096644308945471,-0.03199323909140109,-0.001026796001946377,0.0
sw-open-drive-pcr,value_area_location>p25 AND htf_aligned>p25,41,41,-0.03096644308945471,0.091914627203553,0.12288107029300771,0.0
sw-open-drive-pcr,value_area_location>p25 AND atr_pct<=p75,54,54,-0.03096644308945471,0.17134163897295338,0.20230808206240808,0.0
sw-open-drive-pcr,value_area_location>p25 AND dist_to_level_R<=p50,40,40,-0.03096644308945471,0.02454215939081799,0.0555086024802727,0.0
sw-open-drive-pcr,value_area_location>p50 AND dist_to_level_R<=p75,34,34,-0.03096644308945471,0.2053874410938636,0.2363538841833183,0.0
sw-open-drive-pcr,value_area_location>p50 AND dist_to_level_R>p50,29,29,-0.03096644308945471,-0.03848206960797582,-0.007515626518521112,0.0
sw-open-drive-pcr,value_area_location>p50 AND dist_to_level_R>p25,39,39,-0.03096644308945471,0.2214830239810188,0.2524494670704735,0.0
sw-open-drive-pcr,value_area_location>p50 AND htf_aligned<=p75,50,50,-0.03096644308945471,0.04651870724105058,0.07748515033050529,0.0
sw-open-drive-pcr,value_area_location>p50 AND htf_aligned>p50,34,34,-0.03096644308945471,0.05630242577089461,0.08726886886034932,0.0
sw-open-drive-pcr,value_area_location>p50 AND htf_aligned>p25,34,34,-0.03096644308945471,0.05630242577089461,0.08726886886034932,0.0
sw-open-drive-pcr,value_area_location>p50 AND atr_pct<=p75,35,35,-0.03096644308945471,0.1648590354642465,0.1958254785537012,0.0
sw-open-drive-pcr,value_area_location>p50 AND atr_pct<=p50,25,25,-0.03096644308945471,0.04142960124872163,0.07239604433817634,0.0
sw-open-drive-pcr,value_area_location>p25 AND risk_pts<=p75,54,54,-0.03096644308945471,0.0746595087382616,0.10562595182771631,0.0
sw-open-drive-pcr,value_area_location>p50 AND entry_min_into_window<=p75,50,50,-0.03096644308945471,0.04651870724105058,0.07748515033050529,0.0
sw-open-drive-pcr,value_area_location>p50 AND entry_min_into_window<=p50,50,50,-0.03096644308945471,0.04651870724105058,0.07748515033050529,0.0
sw-open-drive-pcr,value_area_location>p50 AND entry_min_into_window<=p25,50,50,-0.03096644308945471,0.04651870724105058,0.07748515033050529,0.0
sw-open-drive-pcr,value_area_location<=p25 AND news_day<=p75,26,26,-0.03096644308945471,-0.22339770531819086,-0.19243126222873616,0.0
sw-open-drive-pcr,value_area_location<=p25 AND htf_aligned<=p75,26,26,-0.03096644308945471,-0.22339770531819086,-0.19243126222873616,0.0
sw-open-drive-pcr,value_area_location<=p25 AND entry_min_into_window<=p75,26,26,-0.03096644308945471,-0.22339770531819086,-0.19243126222873616,0.0
sw-open-drive-pcr,value_area_location<=p25 AND entry_min_into_window<=p50,26,26,-0.03096644308945471,-0.22339770531819086,-0.19243126222873616,0.0
sw-open-drive-pcr,value_area_location<=p25 AND entry_min_into_window<=p25,26,26,-0.03096644308945471,-0.22339770531819086,-0.19243126222873616,0.0
sw-open-drive-pcr,value_area_location>p50 AND atr_pct>p25,33,33,-0.03096644308945471,-0.028205589319283804,0.002760853770170907,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND htf_aligned>p50,41,41,-0.03096644308945471,-0.028649953207621464,0.0023164898818332468,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND htf_aligned<=p25,35,35,-0.03096644308945471,0.11297617951843025,0.14394262260788496,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND htf_aligned>p25,41,41,-0.03096644308945471,-0.028649953207621464,0.0023164898818332468,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND atr_pct<=p75,55,55,-0.03096644308945471,0.13208853327311026,0.16305497636256497,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND atr_pct<=p50,39,39,-0.03096644308945471,-0.009951755653535274,0.021014687435919437,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND atr_pct>p50,34,34,-0.03096644308945471,0.06593139637117668,0.09689783946063138,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND atr_pct>p25,55,55,-0.03096644308945471,0.04651372743624573,0.07748017052570044,0.0
sw-open-drive-pcr,value_area_location>p25 AND atr_pct<=p50,39,39,-0.03096644308945471,-0.060946569260439086,-0.029980126170984375,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND entry_min_into_window<=p50,76,76,-0.03096644308945471,0.036572607916218115,0.06753905100567283,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND entry_min_into_window<=p25,76,76,-0.03096644308945471,0.036572607916218115,0.06753905100567283,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND value_area_location<=p75,63,63,-0.03096644308945471,0.05107802158936089,0.0820444646788156,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND value_area_location<=p50,39,39,-0.03096644308945471,0.04804633777308235,0.07901278086253706,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND value_area_location>p50,37,37,-0.03096644308945471,0.02447867644546934,0.05544511953492405,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND value_area_location>p25,60,60,-0.03096644308945471,0.05496185055452097,0.08592829364397568,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p75 AND news_day<=p75,25,25,-0.03096644308945471,-0.23628515814670017,-0.20531871505724547,0.0
sw-open-drive-pcr,vpoc_distance_at_entry>p75 AND htf_aligned<=p75,25,25,-0.03096644308945471,-0.23628515814670017,-0.20531871505724547,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND entry_min_into_window<=p75,76,76,-0.03096644308945471,0.036572607916218115,0.06753905100567283,0.0
sw-open-drive-pcr,value_area_location>p25 AND atr_pct>p50,33,33,-0.03096644308945471,0.1252023209665065,0.1561687640559612,0.0
sw-open-drive-pcr,value_area_location>p25 AND atr_pct>p25,50,50,-0.03096644308945471,0.03329262285948938,0.0642590659489441,0.0
sw-open-drive-pcr,value_area_location>p25 AND entry_min_into_window<=p75,75,75,-0.03096644308945471,0.03574306114984049,0.0667095042392952,0.0
sw-open-drive-pcr,value_area_location>p25 AND entry_min_into_window<=p50,75,75,-0.03096644308945471,0.03574306114984049,0.0667095042392952,0.0
sw-open-drive-pcr,value_area_location>p25 AND entry_min_into_window<=p25,75,75,-0.03096644308945471,0.03574306114984049,0.0667095042392952,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND risk_pts<=p75,53,53,-0.03096644308945471,0.0597722904395409,0.09073873352899561,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND risk_pts<=p50,36,36,-0.03096644308945471,0.09838889171814377,0.12935533480759848,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND risk_pts>p50,40,40,-0.03096644308945471,-0.01906204750551495,0.01190439558393976,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND htf_aligned<=p50,35,35,-0.03096644308945471,0.11297617951843025,0.14394262260788496,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND news_day<=p75,76,76,-0.03096644308945471,0.036572607916218115,0.06753905100567283,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND news_day<=p50,59,59,-0.03096644308945471,0.020412897157391537,0.05137934024684625,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND news_day<=p25,59,59,-0.03096644308945471,0.020412897157391537,0.05137934024684625,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND dist_to_level_R<=p75,60,60,-0.03096644308945471,0.20404565884223044,0.23501210193168515,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND dist_to_level_R<=p50,40,40,-0.03096644308945471,0.0250275937850859,0.05599403687454061,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND dist_to_level_R>p50,36,36,-0.03096644308945471,0.049400401395253875,0.08036684448470859,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND dist_to_level_R>p25,54,54,-0.03096644308945471,0.1179174950473563,0.148883938136811,0.0
sw-open-drive-pcr,vpoc_distance_at_entry<=p75 AND htf_aligned<=p75,76,76,-0.03096644308945471,0.036572607916218115,0.06753905100567283,0.0
