ts,side,price,size
2026-04-01 08:00:00-04:00,bid,24191.0,1
2026-04-01 08:00:00-04:00,bid,24190.75,1
2026-04-01 08:00:00-04:00,bid,24190.5,2
2026-04-01 08:00:00-04:00,bid,24190.25,4
2026-04-01 08:00:00-04:00,bid,24190.0,6
2026-04-01 08:00:00-04:00,bid,24189.75,5
2026-04-01 08:00:00-04:00,bid,24189.5,3
2026-04-01 08:00:00-04:00,bid,24189.25,2
2026-04-01 08:00:00-04:00,bid,24188.75,1
2026-04-01 08:00:00-04:00,bid,24188.5,1
2026-04-01 08:00:00-04:00,ask,24192.0,1
2026-04-01 08:00:00-04:00,ask,24192.25,2
2026-04-01 08:00:00-04:00,ask,24192.5,3
2026-04-01 08:00:00-04:00,ask,24192.75,6
2026-04-01 08:00:00-04:00,ask,24193.0,4
2026-04-01 08:00:00-04:00,ask,24193.25,2
2026-04-01 08:00:00-04:00,ask,24193.5,4
2026-04-01 08:00:00-04:00,ask,24193.75,2
2026-04-01 08:00:00-04:00,ask,24194.0,3
2026-04-01 08:00:00-04:00,ask,24194.25,2
2026-04-01 08:01:00-04:00,bid,24192.25,1
2026-04-01 08:01:00-04:00,bid,24192.0,3
2026-04-01 08:01:00-04:00,bid,24191.75,1
2026-04-01 08:01:00-04:00,bid,24191.25,1
2026-04-01 08:01:00-04:00,bid,24191.0,2
2026-04-01 08:01:00-04:00,bid,24190.75,2
2026-04-01 08:01:00-04:00,bid,24190.5,3
2026-04-01 08:01:00-04:00,bid,24190.25,3
2026-04-01 08:01:00-04:00,bid,24190.0,2
2026-04-01 08:01:00-04:00,bid,24189.75,1
2026-04-01 08:01:00-04:00,ask,24193.25,2
2026-04-01 08:01:00-04:00,ask,24193.5,2
2026-04-01 08:01:00-04:00,ask,24193.75,2
2026-04-01 08:01:00-04:00,ask,24194.0,4
2026-04-01 08:01:00-04:00,ask,24194.25,2
2026-04-01 08:01:00-04:00,ask,24194.5,4
2026-04-01 08:01:00-04:00,ask,24194.75,5
2026-04-01 08:01:00-04:00,ask,24195.0,4
2026-04-01 08:01:00-04:00,ask,24195.25,16
2026-04-01 08:01:00-04:00,ask,24195.5,2
2026-04-01 08:02:00-04:00,bid,24185.25,2
2026-04-01 08:02:00-04:00,bid,24185.0,1
2026-04-01 08:02:00-04:00,bid,24184.75,2
2026-04-01 08:02:00-04:00,bid,24184.5,2
2026-04-01 08:02:00-04:00,bid,24184.25,2
2026-04-01 08:02:00-04:00,bid,24184.0,3
2026-04-01 08:02:00-04:00,bid,24183.75,4
2026-04-01 08:02:00-04:00,bid,24183.5,4
2026-04-01 08:02:00-04:00,bid,24183.25,5
2026-04-01 08:02:00-04:00,bid,24183.0,8
2026-04-01 08:02:00-04:00,ask,24186.0,1
2026-04-01 08:02:00-04:00,ask,24186.25,1
2026-04-01 08:02:00-04:00,ask,24186.5,1
2026-04-01 08:02:00-04:00,ask,24186.75,3
2026-04-01 08:02:00-04:00,ask,24187.0,3
2026-04-01 08:02:00-04:00,ask,24187.25,5
2026-04-01 08:02:00-04:00,ask,24187.5,3
2026-04-01 08:02:00-04:00,ask,24187.75,3
2026-04-01 08:02:00-04:00,ask,24188.0,4
2026-04-01 08:02:00-04:00,ask,24188.25,3
2026-04-01 08:03:00-04:00,bid,24174.5,1
2026-04-01 08:03:00-04:00,bid,24174.25,3
2026-04-01 08:03:00-04:00,bid,24174.0,2
2026-04-01 08:03:00-04:00,bid,24173.75,3
2026-04-01 08:03:00-04:00,bid,24173.5,4
2026-04-01 08:03:00-04:00,bid,24173.25,3
2026-04-01 08:03:00-04:00,bid,24173.0,6
2026-04-01 08:03:00-04:00,bid,24172.75,2
2026-04-01 08:03:00-04:00,bid,24172.5,4
2026-04-01 08:03:00-04:00,bid,24172.25,1
2026-04-01 08:03:00-04:00,ask,24175.0,1
2026-04-01 08:03:00-04:00,ask,24175.5,3
2026-04-01 08:03:00-04:00,ask,24175.75,1
2026-04-01 08:03:00-04:00,ask,24176.0,4
2026-04-01 08:03:00-04:00,ask,24176.25,2
2026-04-01 08:03:00-04:00,ask,24176.5,2
2026-04-01 08:03:00-04:00,ask,24176.75,3
2026-04-01 08:03:00-04:00,ask,24177.0,4
2026-04-01 08:03:00-04:00,ask,24177.25,2
2026-04-01 08:03:00-04:00,ask,24177.5,4
2026-04-01 08:04:00-04:00,bid,24176.5,2
2026-04-01 08:04:00-04:00,bid,24176.25,3
