status,0
vetoed_window,376
vetoed_confluence,321
vetoed_vault_max,304
skipped_position_open,189
vetoed_news_preopen,86
taken,36
vetoed_halt,31
cancelled_gap_through_stop,6
vetoed_rr_floor,5
vetoed_min_stop,1
