status,0
vetoed_window,291
vetoed_vault_max,175
skipped_position_open,94
vetoed_bb_vwap,74
vetoed_news_preopen,73
cancelled_tcancel,55
vetoed_min_stop,35
taken,33
skipped_order_working,12
vetoed_rr_floor,2
