status,0
vetoed_window,298
vetoed_vault_max,258
skipped_position_open,93
vetoed_bb_vwap,84
vetoed_news_preopen,65
vetoed_min_stop,55
cancelled_tcancel,55
taken,39
vetoed_halt,16
skipped_order_working,9
vetoed_bad_geometry,1
vetoed_rr_floor,1
