status,0
vetoed_window,331
vetoed_vault_max,151
vetoed_halt,133
vetoed_bb_vwap,74
skipped_position_open,65
cancelled_tcancel,58
vetoed_min_stop,52
vetoed_news_preopen,46
taken,36
skipped_order_working,8
vetoed_bad_geometry,5
vetoed_rr_floor,2
cancelled_window_end,1
