status,0
vetoed_window,298
vetoed_vault_max,191
skipped_position_open,113
vetoed_bb_vwap,86
vetoed_news_preopen,65
vetoed_min_stop,58
cancelled_tcancel,58
vetoed_halt,57
taken,37
skipped_order_working,9
vetoed_bad_geometry,1
vetoed_rr_floor,1
