status,0
vetoed_window,335
vetoed_vault_max,166
vetoed_halt,118
vetoed_bb_vwap,76
cancelled_tcancel,62
skipped_position_open,56
vetoed_min_stop,52
vetoed_news_preopen,46
taken,36
skipped_order_working,7
vetoed_bad_geometry,5
vetoed_rr_floor,2
cancelled_window_end,1
