status,0
vetoed_confluence,557
vetoed_window,488
vetoed_vault_max,102
vetoed_news_preopen,92
cancelled_tcancel,63
skipped_position_open,40
vetoed_halt,37
vetoed_min_stop,34
taken,25
skipped_order_working,8
vetoed_bad_geometry,2
