status,0
vetoed_window,488
vetoed_confluence,353
vetoed_vault_max,216
skipped_position_open,157
vetoed_halt,96
vetoed_news_preopen,92
taken,39
cancelled_gap_through_stop,6
vetoed_min_stop,1
