status,0
vetoed_window,391
vetoed_confluence,312
vetoed_vault_max,228
skipped_position_open,123
vetoed_news_preopen,101
vetoed_halt,85
taken,35
vetoed_rr_floor,4
vetoed_min_stop,2
cancelled_gap_through_stop,1
