status,0
vetoed_confluence,432
vetoed_window,400
skipped_position_open,126
vetoed_vault_max,123
vetoed_news_preopen,101
cancelled_tcancel,30
vetoed_min_stop,27
taken,22
vetoed_halt,10
skipped_order_working,9
cancelled_window_end,1
vetoed_rr_floor,1
