status,0
vetoed_window,287
vetoed_vault_max,122
skipped_position_open,108
vetoed_bb_vwap,74
vetoed_news_preopen,73
cancelled_tcancel,54
vetoed_halt,45
vetoed_min_stop,34
taken,33
skipped_order_working,12
vetoed_rr_floor,2
