day,ft,direction,entry,stop,risk_pts,exit_price,k0,life_min,life_end_ts,stopped,micros,pl_mech,pl,R,mfe_R,mae_R,fillhm,rk,oos,px_0800,prev_close,gap_pts,gap_abs,expiry_week,big_R2,reach4,et,buck,seg,has_depth,wall_ahead_d,wall_ahead_sz,wall_behind_d,thick,imb,leak_wall_ahead_d,t_mfe,t_mae,eff30,crosses,mfe30,adverse_first,stalled_1_2R,gave_back,sl_no_1R,mfe15,mfeU15,_shift_mfe15,mfeU30,_shift_mfe30,mfe45,mfeU45,_shift_mfe45,mfe60,mfeU60,_shift_mfe60,mfe_life,gap15,gap30,gap45,gap60,gap_life,won
2025-09-19,2025-09-19 12:06:00+00:00,long,24743.25,24731.5,11.75,24813.5,962426,184,2025-09-19 15:10:00+00:00,True,9,700.0,1260.0,5.957446808510638,6.319148936170213,-1.0212765957446808,486,11.75,False,24734.75,24698.25,36.5,36.5,True,True,True,2025-09-19 08:06:00-04:00,1,early 08:00-08:29,True,,,246.0,48.0,0.0833333333333333,,107,184,0.0204081632653061,16.0,0.9787234042553191,False,False,False,False,0.19148936170212766,0.19148936170212766,0.19148936170212766,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,6.319148936170213,-5.76595744680851,-4.978723404255319,-4.978723404255319,-4.978723404255319,0.36170212765957466,True
2025-09-19,2025-09-19 12:32:00+00:00,long,24751.25,24741.75,9.5,24741.5,962452,3,2025-09-19 12:35:00+00:00,True,5,-42.5,-100.0,-1.0526315789473684,0.2105263157894736,-1.4473684210526316,512,9.5,False,24734.75,24698.25,36.5,36.5,True,False,False,2025-09-19 08:32:00-04:00,6,mid 08:30-08:59,True,,,246.0,44.0,0.0,,1,3,0.1318327974276527,1.0,0.21052631578947367,False,False,False,True,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,1.5263157894736843,0.21052631578947367,0.21052631578947367,3.526315789473684,0.21052631578947367,0.2105263157894736,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,False
2025-09-23,2025-09-23 12:12:00+00:00,long,25004.25,24994.25,10.0,24994.0,965191,17,2025-09-23 12:29:00+00:00,True,8,-78.75,-168.0,-1.05,0.675,-1.125,492,10.0,False,24998.5,24998.75,-0.25,0.25,False,False,False,2025-09-23 08:12:00-04:00,2,early 08:00-08:29,True,1.75,9.0,1.75,111.0,-0.081081081081081,5.75,4,17,0.0632911392405063,1.0,0.675,False,False,False,True,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,1.725,1.725,1.725,1.725,1.725,False
2025-09-24,2025-09-24 12:19:00+00:00,short,24881.5,24892.75,11.25,24893.0,966578,71,2025-09-24 13:30:00+00:00,True,4,-58.75,-94.0,-1.0444444444444445,1.6444444444444444,-1.5777777777777775,499,11.25,False,24889.5,24831.5,58.0,58.0,False,False,False,2025-09-24 08:19:00-04:00,3,early 08:00-08:29,True,1.5,10.0,2.0,99.0,0.1717171717171717,0.75,71,71,0.1336405529953917,21.0,0.9777777777777777,False,True,True,False,0.4888888888888889,0.4888888888888889,0.4888888888888889,0.9777777777777777,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.6444444444444444,1.5333333333333334,2.022222222222222,2.111111111111111,2.111111111111111,2.688888888888889,False
2025-09-29,2025-09-29 12:11:00+00:00,long,24881.5,24864.25,17.25,24864.0,970710,77,2025-09-29 13:28:00+00:00,True,3,-88.75,-106.5,-1.0289855072463767,1.6231884057971016,-1.4492753623188406,491,17.25,False,24876.75,24725.5,151.25,151.25,False,False,False,2025-09-29 08:11:00-04:00,2,early 08:00-08:29,True,2.0,10.0,3.0,110.0,-0.0727272727272727,4.0,45,77,0.067193675889328,16.0,0.8405797101449275,False,True,True,False,0.5362318840579711,0.5362318840579711,0.5362318840579711,0.8405797101449275,0.8405797101449275,1.6231884057971016,1.6231884057971016,1.6231884057971016,1.6231884057971016,1.6231884057971016,1.6231884057971016,1.6231884057971016,1.5652173913043477,1.8695652173913042,2.6521739130434785,2.6521739130434785,2.6521739130434785,False
2025-09-30,2025-09-30 12:19:00+00:00,short,24801.0,24808.75,7.75,24809.0,972098,2,2025-09-30 12:21:00+00:00,True,6,-41.25,-99.0,-1.064516129032258,0.4516129032258064,-1.0,499,7.75,False,24804.0,24837.25,-33.25,33.25,False,False,False,2025-09-30 08:19:00-04:00,3,early 08:00-08:29,True,1.0,16.0,,93.0,-0.1827956989247312,3.25,0,2,0.5673758865248226,1.0,0.45161290322580644,False,False,False,True,0.45161290322580644,0.45161290322580644,0.0967741935483871,0.45161290322580644,0.0967741935483871,0.45161290322580644,0.45161290322580644,0.0967741935483871,0.45161290322580644,0.45161290322580644,0.0967741935483871,0.4516129032258064,1.5161290322580645,1.5161290322580645,1.5161290322580645,1.5161290322580645,1.5161290322580645,False
2025-10-03,2025-10-03 12:42:00+00:00,short,25119.5,25133.75,14.25,25134.0,976261,43,2025-10-03 13:25:00+00:00,True,2,-36.875,-59.0,-1.0350877192982455,1.1578947368421053,-1.1929824561403508,522,14.25,False,25139.75,25109.5,30.25,30.25,False,False,False,2025-10-03 08:42:00-04:00,8,mid 08:30-08:59,True,1.5,14.0,3.25,103.0,0.0679611650485436,,4,43,0.0,6.0,1.1578947368421053,False,True,True,False,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1578947368421053,2.192982456140351,2.192982456140351,2.192982456140351,2.192982456140351,2.192982456140351,False
2025-10-06,2025-10-06 13:07:00+00:00,long,25190.75,25179.25,11.5,25189.25,977666,25,2025-10-06 13:32:00+00:00,True,13,28.125,48.75,0.1630434782608695,2.6956521739130435,-2.065217391304348,547,11.5,False,25181.0,24996.75,184.25,184.25,False,False,False,2025-10-06 09:07:00-04:00,13,late 09:00-09:29,True,4.25,8.0,0.5,92.0,0.0652173913043478,7.0,23,25,0.0786885245901639,7.0,2.6956521739130435,False,False,False,False,0.9130434782608695,0.9130434782608695,0.9130434782608695,2.6956521739130435,2.6956521739130435,2.6956521739130435,2.6956521739130435,2.6956521739130435,2.6956521739130435,2.6956521739130435,2.6956521739130435,2.6956521739130435,0.75,2.532608695652174,2.532608695652174,2.532608695652174,2.532608695652174,True
2025-10-06,2025-10-06 13:07:00+00:00,long,25193.5,25179.25,14.25,25179.0,977666,25,2025-10-06 13:32:00+00:00,True,7,-147.5,-206.5,-1.0350877192982455,1.9824561403508767,-1.8596491228070176,547,14.25,False,25181.0,24996.75,184.25,184.25,False,False,False,2025-10-06 09:07:00-04:00,13,late 09:00-09:29,True,1.5,8.0,2.25,92.0,0.0652173913043478,4.25,23,25,0.0786885245901639,7.0,1.9824561403508771,False,True,True,False,0.543859649122807,0.543859649122807,0.543859649122807,1.9824561403508771,1.9824561403508771,1.9824561403508771,1.9824561403508771,1.9824561403508771,1.9824561403508771,1.9824561403508771,1.9824561403508771,1.9824561403508767,1.5789473684210527,3.0175438596491224,3.0175438596491224,3.0175438596491224,3.0175438596491224,False
2025-10-07,2025-10-07 12:23:00+00:00,long,25212.25,25204.75,7.5,25250.25,979002,132,2025-10-07 14:35:00+00:00,True,7,188.75,528.5,5.033333333333333,8.366666666666667,-1.7333333333333334,503,7.5,False,25212.25,25184.25,28.0,28.0,False,True,True,2025-10-07 08:23:00-04:00,4,early 08:00-08:29,True,2.75,13.0,0.75,114.0,-0.0175438596491228,,44,132,0.5478927203065136,20.0,4.866666666666666,False,False,False,False,1.4666666666666666,1.4666666666666666,1.4666666666666666,4.866666666666666,4.866666666666666,8.366666666666667,8.366666666666667,8.366666666666667,8.366666666666667,8.366666666666667,8.366666666666667,8.366666666666667,-3.5666666666666664,-0.16666666666666696,3.333333333333334,3.333333333333334,3.333333333333334,True
2025-10-08,2025-10-08 12:04:00+00:00,short,25081.25,25089.25,8.0,25060.5,980363,76,2025-10-08 13:20:00+00:00,True,6,102.5,246.0,2.5625,4.84375,-1.28125,484,8.0,False,25086.75,25045.25,41.5,41.5,False,True,True,2025-10-08 08:04:00-04:00,0,early 08:00-08:29,True,1.0,8.0,2.0,93.0,-0.1612903225806451,3.25,11,76,0.2831325301204819,14.0,4.84375,False,False,False,False,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,4.84375,2.28125,2.28125,2.28125,2.28125,2.28125,True
2025-10-08,2025-10-08 12:30:00+00:00,long,25060.0,25053.0,7.0,25052.75,980389,2,2025-10-08 12:32:00+00:00,True,7,-37.5,-105.0,-1.0714285714285714,0.9285714285714286,-1.6071428571428572,510,7.0,False,25086.75,25045.25,41.5,41.5,False,False,False,2025-10-08 08:30:00-04:00,6,mid 08:30-08:59,True,5.0,9.0,,96.0,-0.0833333333333333,1.5,0,2,0.0181818181818181,1.0,0.9285714285714286,False,False,False,True,0.9285714285714286,1.0357142857142858,0.17857142857142858,2.0,0.17857142857142858,0.9285714285714286,2.7142857142857144,0.17857142857142858,0.9285714285714286,5.714285714285714,0.17857142857142858,0.9285714285714286,2.0,2.0,2.0,2.0,2.0,False
2025-10-09,2025-10-09 12:11:00+00:00,short,25316.25,25324.5,8.25,25324.75,981750,16,2025-10-09 12:27:00+00:00,True,3,-21.875,-52.5,-1.0606060606060606,0.696969696969697,-1.0303030303030305,491,8.25,False,25325.25,25330.0,-4.75,4.75,False,False,False,2025-10-09 08:11:00-04:00,2,early 08:00-08:29,True,1.75,14.0,2.75,99.0,0.1313131313131313,4.0,3,16,0.1255411255411255,3.0,0.696969696969697,False,False,False,True,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,1.7575757575757576,1.7575757575757576,1.7575757575757576,1.7575757575757576,1.7575757575757576,False
2025-10-10,2025-10-10 12:39:00+00:00,short,25315.25,25327.5,12.25,25289.0,983158,52,2025-10-10 13:31:00+00:00,True,2,65.0,104.0,2.122448979591837,2.163265306122449,-2.4693877551020407,519,12.25,False,25318.75,25294.5,24.25,24.25,False,True,False,2025-10-10 08:39:00-04:00,7,mid 08:30-08:59,True,2.5,9.0,1.75,90.0,0.0666666666666666,2.25,18,52,0.0639730639730639,4.0,2.163265306122449,False,False,False,False,1.8775510204081634,1.8775510204081634,1.8775510204081634,2.163265306122449,2.163265306122449,2.163265306122449,2.163265306122449,2.163265306122449,2.163265306122449,2.163265306122449,2.163265306122449,2.163265306122449,-0.24489795918367352,0.04081632653061229,0.04081632653061229,0.04081632653061229,0.04081632653061229,True
2025-10-13,2025-10-13 12:06:00+00:00,short,24782.75,24795.0,12.25,24795.25,984505,4,2025-10-13 12:10:00+00:00,True,12,-108.75,-306.0,-1.0408163265306123,1.183673469387755,-1.6938775510204085,486,12.25,False,24783.5,24402.25,381.25,381.25,False,False,False,2025-10-13 08:06:00-04:00,1,early 08:00-08:29,True,0.75,6.0,3.0,57.0,0.2631578947368421,6.0,0,4,0.3140243902439024,1.0,1.183673469387755,False,True,True,False,1.183673469387755,1.183673469387755,0.7959183673469388,1.183673469387755,0.7959183673469388,1.183673469387755,1.183673469387755,0.7959183673469388,1.183673469387755,1.183673469387755,0.7959183673469388,1.183673469387755,2.2244897959183674,2.2244897959183674,2.2244897959183674,2.2244897959183674,2.2244897959183674,False
2025-10-16,2025-10-16 12:27:00+00:00,short,25031.75,25045.5,13.75,25045.75,988666,2,2025-10-16 12:29:00+00:00,True,2,-35.625,-57.0,-1.0363636363636364,0.1272727272727272,-1.2727272727272727,507,13.75,False,25061.75,24924.5,137.25,137.25,False,False,False,2025-10-16 08:27:00-04:00,5,early 08:00-08:29,True,1.75,14.0,2.25,89.0,0.0112359550561797,,0,2,0.3649635036496351,1.0,0.12727272727272726,False,False,False,True,0.12727272727272726,0.8545454545454545,0.8545454545454545,0.8545454545454545,0.8545454545454545,0.12727272727272726,0.8545454545454545,0.8545454545454545,0.12727272727272726,0.8545454545454545,0.8545454545454545,0.1272727272727272,1.1636363636363636,1.1636363636363636,1.1636363636363636,1.1636363636363636,1.1636363636363636,False
2025-10-16,2025-10-16 12:31:00+00:00,long,25044.25,25030.0,14.25,25082.75,988670,79,2025-10-16 13:50:00+00:00,True,7,341.875,478.625,2.399122807017544,5.701754385964913,-1.2280701754385963,511,14.25,False,25061.75,24924.5,137.25,137.25,False,True,True,2025-10-16 08:31:00-04:00,6,mid 08:30-08:59,True,6.0,7.0,,65.0,-0.0461538461538461,10.75,75,79,0.1827956989247311,10.0,3.8771929824561404,False,False,False,False,3.8771929824561404,3.8771929824561404,3.8771929824561404,3.8771929824561404,3.8771929824561404,3.8771929824561404,3.8771929824561404,3.8771929824561404,4.315789473684211,4.315789473684211,4.368421052631579,5.701754385964913,1.4780701754385963,1.4780701754385963,1.4780701754385963,1.9166666666666665,3.3026315789473686,True
2025-10-17,2025-10-17 12:34:00+00:00,long,24753.0,24745.25,7.75,24745.0,990053,18,2025-10-17 12:52:00+00:00,True,13,-165.0,-214.5,-1.064516129032258,5.612903225806452,-1.5161290322580645,514,7.75,False,24724.5,24830.75,-106.25,106.25,False,False,True,2025-10-17 08:34:00-04:00,6,mid 08:30-08:59,True,6.0,4.0,,43.0,-0.1627906976744186,6.75,4,18,0.0586854460093896,4.0,5.612903225806452,False,False,True,False,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,5.612903225806452,6.67741935483871,6.67741935483871,6.67741935483871,6.67741935483871,6.67741935483871,False
2025-10-20,2025-10-20 12:11:00+00:00,long,25089.5,25076.0,13.5,25115.5,991410,465,2025-10-20 19:56:00+00:00,False,7,257.5,360.5,1.907407407407408,19.62962962962963,-0.925925925925926,491,13.5,False,25085.75,24989.0,96.75,96.75,False,False,True,2025-10-20 08:11:00-04:00,2,early 08:00-08:29,True,0.5,8.0,2.0,83.0,-0.1566265060240964,2.75,331,8,0.1287128712871287,3.0,1.2407407407407407,True,False,False,False,0.46296296296296297,0.46296296296296297,0.46296296296296297,1.2407407407407407,1.2407407407407407,2.685185185185185,2.685185185185185,2.925925925925926,4.111111111111111,4.111111111111111,4.111111111111111,19.62962962962963,-1.444444444444445,-0.6666666666666674,0.777777777777777,2.2037037037037024,17.72222222222222,True
2025-10-21,2025-10-21 12:01:00+00:00,long,25311.75,25297.75,14.0,25297.5,992780,31,2025-10-21 12:32:00+00:00,True,7,-180.0,-203.0,-1.0357142857142858,0.25,-1.25,481,14.0,False,25311.25,25300.25,11.0,11.0,False,False,False,2025-10-21 08:01:00-04:00,0,early 08:00-08:29,True,1.25,8.0,2.5,83.0,-0.180722891566265,2.25,22,31,0.1695501730103806,5.0,0.25,False,False,False,True,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.2142857142857144,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,False
2025-10-22,2025-10-22 12:04:00+00:00,long,25235.0,25228.0,7.0,25227.75,994163,86,2025-10-22 13:30:00+00:00,True,7,-75.0,-105.0,-1.0714285714285714,6.214285714285714,-3.071428571428572,484,7.0,False,25225.25,25291.25,-66.0,66.0,False,False,True,2025-10-22 08:04:00-04:00,0,early 08:00-08:29,True,1.75,5.0,2.0,55.0,-0.1636363636363636,4.0,74,86,0.1756097560975609,10.0,4.25,False,False,True,False,4.035714285714286,4.035714285714286,4.035714285714286,4.25,4.25,4.357142857142857,4.357142857142857,4.357142857142857,4.75,4.75,4.75,6.214285714285714,5.107142857142857,5.321428571428571,5.428571428571428,5.821428571428571,7.285714285714286,False
2025-10-23,2025-10-23 12:01:00+00:00,short,24966.5,24983.0,16.5,24953.75,995540,50,2025-10-23 12:51:00+00:00,True,2,62.5,50.0,0.7575757575757576,1.7878787878787878,-1.0454545454545454,481,16.5,False,24966.0,25040.5,-74.5,74.5,False,False,False,2025-10-23 08:01:00-04:00,0,early 08:00-08:29,True,2.75,3.0,0.5,49.0,-0.0612244897959183,2.0,31,50,0.1364365971107544,12.0,1.606060606060606,False,True,False,False,0.696969696969697,0.696969696969697,0.696969696969697,1.606060606060606,1.7878787878787878,1.7878787878787878,1.7878787878787878,1.7878787878787878,1.7878787878787878,1.7878787878787878,1.7878787878787878,1.7878787878787878,-0.06060606060606055,0.8484848484848484,1.0303030303030303,1.0303030303030303,1.0303030303030303,True
2025-10-23,2025-10-23 12:20:00+00:00,short,24945.5,24968.0,22.5,24968.25,995559,3,2025-10-23 12:23:00+00:00,True,7,-465.0,-322.0,-1.022222222222222,0.2444444444444444,-1.0,500,22.5,False,24966.0,25040.5,-74.5,74.5,False,False,False,2025-10-23 08:20:00-04:00,4,early 08:00-08:29,True,1.5,7.0,0.5,81.0,0.0864197530864197,5.5,0,3,0.232744783306581,1.0,0.24444444444444444,False,False,False,True,0.24444444444444444,0.37777777777777777,0.2222222222222222,0.37777777777777777,0.2222222222222222,0.24444444444444444,0.37777777777777777,0.2222222222222222,0.24444444444444444,0.37777777777777777,0.2222222222222222,0.2444444444444444,1.2666666666666664,1.2666666666666664,1.2666666666666664,1.2666666666666664,1.2666666666666664,False
2025-10-27,2025-10-27 12:03:00+00:00,long,25827.25,25817.25,10.0,25817.0,998302,78,2025-10-27 13:21:00+00:00,True,15,-315.0,-315.0,-1.05,1.85,-1.0,483,10.0,False,25818.75,25509.5,309.25,309.25,False,False,False,2025-10-27 08:03:00-04:00,0,early 08:00-08:29,True,0.75,8.0,2.25,100.0,-0.14,0.75,21,78,0.04,16.0,1.85,False,True,True,False,1.75,1.75,1.75,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,2.8,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,False
2025-10-28,2025-10-28 12:12:00+00:00,long,26006.5,25997.75,8.75,26016.25,999691,464,2025-10-28 19:56:00+00:00,False,6,95.0,114.0,1.0857142857142856,25.714285714285715,-0.6285714285714286,492,8.75,False,25998.25,25961.0,37.25,37.25,False,False,True,2025-10-28 08:12:00-04:00,2,early 08:00-08:29,True,1.5,12.0,2.25,109.0,-0.1192660550458715,2.25,442,38,0.1182795698924731,5.0,2.1142857142857143,True,False,False,False,2.1142857142857143,2.1142857142857143,2.1142857142857143,2.1142857142857143,2.1142857142857143,2.1142857142857143,2.1142857142857143,2.1142857142857143,6.514285714285714,6.514285714285714,6.514285714285714,25.714285714285715,1.0285714285714287,1.0285714285714287,1.0285714285714287,5.428571428571429,24.62857142857143,True
2025-10-29,2025-10-29 12:11:00+00:00,long,26280.75,26271.75,9.0,26271.5,1001070,10,2025-10-29 12:21:00+00:00,True,6,-95.0,-114.0,-1.0555555555555556,0.8055555555555556,-1.0833333333333333,491,9.0,False,26275.75,26160.0,115.75,115.75,False,False,False,2025-10-29 08:11:00-04:00,2,early 08:00-08:29,True,3.25,9.0,0.25,112.0,-0.1607142857142857,2.75,5,10,0.4652014652014652,3.0,0.8055555555555556,False,False,False,True,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,1.8611111111111112,1.8611111111111112,1.8611111111111112,1.8611111111111112,1.8611111111111112,False
2025-10-30,2025-10-30 12:06:00+00:00,long,26268.75,26250.0,18.75,26249.75,1002445,3,2025-10-30 12:09:00+00:00,True,3,-115.0,-115.5,-1.0266666666666666,0.2,-1.44,486,18.75,False,26259.5,26281.25,-21.75,21.75,False,False,False,2025-10-30 08:06:00-04:00,1,early 08:00-08:29,True,1.25,4.0,2.5,58.0,-0.0344827586206896,0.25,0,3,0.452513966480447,1.0,0.2,False,False,False,True,0.2,0.2,-0.04,0.2,-0.04,0.2,0.2,-0.04,0.2,0.2,-0.04,0.2,1.2266666666666666,1.2266666666666666,1.2266666666666666,1.2266666666666666,1.2266666666666666,False
2025-10-30,2025-10-30 12:11:00+00:00,short,26243.0,26272.5,29.5,26156.25,1002450,465,2025-10-30 19:56:00+00:00,False,2,432.5,346.0,2.9322033898305087,12.245762711864408,-0.2033898305084746,491,29.5,False,26259.5,26281.25,-21.75,21.75,False,True,True,2025-10-30 08:11:00-04:00,2,early 08:00-08:29,True,2.5,8.0,1.25,76.0,0.0789473684210526,6.25,431,0,0.478168264110756,25.0,3.9661016949152543,True,False,False,False,2.169491525423729,2.169491525423729,2.194915254237288,3.9661016949152543,4.423728813559322,4.966101694915254,4.966101694915254,5.033898305084746,5.5423728813559325,5.5423728813559325,5.5423728813559325,12.245762711864408,-0.7627118644067798,1.0338983050847457,2.0338983050847457,2.610169491525424,9.3135593220339,True
2025-10-30,2025-10-30 13:02:00+00:00,short,26108.75,26120.0,11.25,26110.25,1002501,10,2025-10-30 13:12:00+00:00,True,7,153.75,143.5,0.9111111111111112,2.6,-1.6666666666666667,542,11.25,False,26259.5,26281.25,-21.75,21.75,False,False,False,2025-10-30 09:02:00-04:00,12,late 09:00-09:29,True,14.25,8.0,,76.0,-0.2105263157894736,6.0,2,10,0.1214611872146118,5.0,2.6,False,False,False,False,2.6,2.6,2.6,3.7555555555555555,2.6,2.6,14.8,2.6,2.6,14.8,2.6,2.6,1.6888888888888889,1.6888888888888889,1.6888888888888889,1.6888888888888889,1.6888888888888889,True
2025-10-31,2025-10-31 12:01:00+00:00,long,26227.75,26213.5,14.25,26213.25,1003820,40,2025-10-31 12:41:00+00:00,True,4,-147.5,-118.0,-1.0350877192982455,3.245614035087719,-1.1929824561403508,481,14.25,False,26227.25,25872.0,355.25,355.25,False,False,False,2025-10-31 08:01:00-04:00,0,early 08:00-08:29,True,0.75,5.0,2.75,73.0,0.0684931506849315,4.25,23,40,0.4222222222222223,2.0,3.245614035087719,False,False,True,False,2.1052631578947367,2.1052631578947367,2.192982456140351,3.245614035087719,3.245614035087719,3.245614035087719,3.245614035087719,3.245614035087719,3.245614035087719,3.245614035087719,3.245614035087719,3.245614035087719,3.140350877192982,4.280701754385965,4.280701754385965,4.280701754385965,4.280701754385965,False
2025-11-03,2025-11-03 13:01:00+00:00,short,26157.0,26167.0,10.0,26167.25,1005200,32,2025-11-03 13:33:00+00:00,True,5,-105.0,-105.0,-1.05,2.4,-1.05,481,10.0,False,26154.25,25992.75,161.5,161.5,False,False,False,2025-11-03 08:01:00-05:00,0,early 08:00-08:29,True,4.75,5.0,,47.0,-0.0212765957446808,4.75,5,32,0.1074766355140186,6.0,2.4,False,False,True,False,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,3.45,3.45,3.45,3.45,3.45,False
2025-11-03,2025-11-03 13:55:00+00:00,long,26177.0,26165.75,11.25,26214.5,1005254,46,2025-11-03 14:41:00+00:00,True,13,1117.5,968.5,3.311111111111111,7.911111111111111,-1.1111111111111112,535,11.25,False,26154.25,25992.75,161.5,161.5,False,True,True,2025-11-03 08:55:00-05:00,11,mid 08:30-08:59,True,1.0,7.0,2.25,103.0,-0.0679611650485436,4.0,38,46,0.217753120665742,10.0,7.355555555555555,False,False,False,False,7.355555555555555,7.355555555555555,7.355555555555555,7.355555555555555,7.355555555555555,7.911111111111111,7.911111111111111,7.911111111111111,7.911111111111111,7.911111111111111,7.911111111111111,7.911111111111111,4.044444444444444,4.044444444444444,4.6000000000000005,4.6000000000000005,4.6000000000000005,True
2025-11-04,2025-11-04 13:36:00+00:00,short,25700.5,25717.5,17.0,25717.75,1006615,7,2025-11-04 13:43:00+00:00,True,9,-525.0,-315.0,-1.0294117647058822,0.9411764705882352,-1.0588235294117647,516,17.0,False,25743.25,26110.25,-367.0,367.0,False,False,False,2025-11-04 08:36:00-05:00,7,mid 08:30-08:59,True,1.75,8.0,1.75,87.0,0.0804597701149425,10.5,3,7,0.0696296296296296,1.0,0.9411764705882353,False,False,False,True,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9705882352941176,0.9411764705882353,0.9411764705882353,0.9705882352941176,0.9411764705882353,0.9411764705882353,2.2058823529411766,0.9411764705882353,0.9411764705882352,1.9705882352941175,1.9705882352941175,1.9705882352941175,1.9705882352941175,1.9705882352941173,False
2025-11-05,2025-11-05 13:03:00+00:00,long,25521.25,25501.0,20.25,25520.0,1007962,91,2025-11-05 14:34:00+00:00,True,2,-60.0,-0.5,-0.0061728395061728,3.691358024691358,-1.0246913580246917,483,20.25,False,25526.0,25578.0,-52.0,52.0,False,False,False,2025-11-05 08:03:00-05:00,0,early 08:00-08:29,True,0.75,11.0,,68.0,0.1764705882352941,3.75,40,91,0.1501340482573726,8.0,2.432098765432099,False,False,True,False,1.0123456790123457,1.0123456790123457,1.0123456790123457,2.432098765432099,2.432098765432099,3.691358024691358,3.691358024691358,3.691358024691358,3.691358024691358,3.691358024691358,3.691358024691358,3.691358024691358,1.0185185185185186,2.4382716049382718,3.697530864197531,3.697530864197531,3.697530864197531,False
2025-11-06,2025-11-06 13:22:00+00:00,long,25799.25,25782.25,17.0,25782.0,1009361,32,2025-11-06 13:54:00+00:00,True,4,-262.5,-140.0,-1.0294117647058822,1.3529411764705883,-1.2205882352941178,502,17.0,False,25782.0,25741.0,41.0,41.0,False,False,False,2025-11-06 08:22:00-05:00,4,early 08:00-08:29,True,1.0,8.0,2.5,95.0,-0.0736842105263157,9.25,14,32,0.1379310344827586,3.0,1.3529411764705883,False,True,True,False,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,1.3529411764705883,2.3823529411764706,2.3823529411764706,2.3823529411764706,2.3823529411764706,2.3823529411764706,False
2025-11-10,2025-11-10 14:06:00+00:00,long,25538.0,25530.5,7.5,25530.25,1012165,0,2025-11-10 14:06:00+00:00,True,3,-40.0,-48.0,-1.0666666666666669,0.4333333333333333,-1.2333333333333334,546,7.5,False,25545.5,25164.25,381.25,381.25,False,False,False,2025-11-10 09:06:00-05:00,13,late 09:00-09:29,True,3.5,6.0,,80.0,-0.025,,0,0,0.3451327433628318,1.0,0.43333333333333335,False,False,False,True,0.43333333333333335,1.2666666666666666,-0.5,8.733333333333333,-0.5,0.43333333333333335,14.533333333333333,-0.5,0.43333333333333335,15.9,-0.5,0.4333333333333333,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,False
2025-11-11,2025-11-11 13:21:00+00:00,short,25613.5,25623.0,9.5,25584.75,1013500,61,2025-11-11 14:22:00+00:00,True,5,297.5,297.5,3.131578947368421,4.394736842105263,-1.3421052631578947,501,9.5,False,25596.25,25713.0,-116.75,116.75,False,True,True,2025-11-11 08:21:00-05:00,4,early 08:00-08:29,True,5.0,6.0,,60.0,0.1333333333333333,2.0,5,61,0.0974025974025974,10.0,4.394736842105263,False,False,False,False,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,4.394736842105263,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842,True
