ts,side,price,size
2026-04-03 02:00:00-04:00,bid,24177.75,1
2026-04-03 02:00:00-04:00,ask,24179.25,1
2026-04-03 02:00:00-04:00,bid,24177.5,2
2026-04-03 02:00:00-04:00,ask,24179.5,2
2026-04-03 02:00:00-04:00,bid,24177.25,2
2026-04-03 02:00:00-04:00,ask,24179.75,1
2026-04-03 02:00:00-04:00,bid,24177.0,2
2026-04-03 02:00:00-04:00,ask,24180.0,2
2026-04-03 02:00:00-04:00,bid,24176.75,2
2026-04-03 02:00:00-04:00,ask,24180.25,2
2026-04-03 02:00:00-04:00,bid,24176.5,3
2026-04-03 02:00:00-04:00,ask,24180.5,2
2026-04-03 02:00:00-04:00,bid,24176.25,2
2026-04-03 02:00:00-04:00,ask,24180.75,3
2026-04-03 02:00:00-04:00,bid,24176.0,2
2026-04-03 02:00:00-04:00,ask,24181.0,3
2026-04-03 02:00:00-04:00,bid,24175.75,3
2026-04-03 02:00:00-04:00,ask,24181.25,2
2026-04-03 02:00:00-04:00,bid,24175.25,2
2026-04-03 02:00:00-04:00,ask,24181.5,4
2026-04-03 02:01:00-04:00,bid,24179.75,1
2026-04-03 02:01:00-04:00,ask,24181.0,1
2026-04-03 02:01:00-04:00,bid,24179.5,3
2026-04-03 02:01:00-04:00,ask,24181.25,1
2026-04-03 02:01:00-04:00,bid,24179.25,1
2026-04-03 02:01:00-04:00,ask,24181.5,2
2026-04-03 02:01:00-04:00,bid,24178.75,1
2026-04-03 02:01:00-04:00,ask,24181.75,2
2026-04-03 02:01:00-04:00,bid,24178.0,2
2026-04-03 02:01:00-04:00,ask,24182.25,3
2026-04-03 02:01:00-04:00,bid,24177.75,2
2026-04-03 02:01:00-04:00,ask,24182.5,4
2026-04-03 02:01:00-04:00,bid,24177.5,1
2026-04-03 02:01:00-04:00,ask,24182.75,3
2026-04-03 02:01:00-04:00,bid,24177.25,2
2026-04-03 02:01:00-04:00,ask,24183.0,2
2026-04-03 02:01:00-04:00,bid,24177.0,3
2026-04-03 02:01:00-04:00,ask,24183.25,3
2026-04-03 02:01:00-04:00,bid,24176.75,1
2026-04-03 02:01:00-04:00,ask,24183.5,2
2026-04-03 02:02:00-04:00,bid,24179.0,1
2026-04-03 02:02:00-04:00,ask,24180.25,1
2026-04-03 02:02:00-04:00,bid,24178.75,1
2026-04-03 02:02:00-04:00,ask,24180.5,3
2026-04-03 02:02:00-04:00,bid,24178.5,3
2026-04-03 02:02:00-04:00,ask,24180.75,3
2026-04-03 02:02:00-04:00,bid,24178.25,1
2026-04-03 02:02:00-04:00,ask,24181.5,3
2026-04-03 02:02:00-04:00,bid,24178.0,1
2026-04-03 02:02:00-04:00,ask,24181.75,2
2026-04-03 02:02:00-04:00,bid,24177.75,2
2026-04-03 02:02:00-04:00,ask,24182.0,3
2026-04-03 02:02:00-04:00,bid,24177.5,1
2026-04-03 02:02:00-04:00,ask,24182.25,3
2026-04-03 02:02:00-04:00,bid,24177.25,2
2026-04-03 02:02:00-04:00,ask,24182.5,2
2026-04-03 02:02:00-04:00,bid,24177.0,4
2026-04-03 02:02:00-04:00,ask,24182.75,3
2026-04-03 02:02:00-04:00,bid,24176.75,1
2026-04-03 02:02:00-04:00,ask,24183.0,2
2026-04-03 02:03:00-04:00,bid,24180.0,1
2026-04-03 02:03:00-04:00,ask,24181.75,1
2026-04-03 02:03:00-04:00,bid,24179.75,2
2026-04-03 02:03:00-04:00,ask,24182.0,3
2026-04-03 02:03:00-04:00,bid,24179.5,3
2026-04-03 02:03:00-04:00,ask,24182.25,1
2026-04-03 02:03:00-04:00,bid,24179.25,1
2026-04-03 02:03:00-04:00,ask,24182.75,2
2026-04-03 02:03:00-04:00,bid,24179.0,2
2026-04-03 02:03:00-04:00,ask,24183.0,2
2026-04-03 02:03:00-04:00,bid,24178.5,1
2026-04-03 02:03:00-04:00,ask,24183.25,2
2026-04-03 02:03:00-04:00,bid,24178.25,1
2026-04-03 02:03:00-04:00,ask,24183.75,2
2026-04-03 02:03:00-04:00,bid,24178.0,1
2026-04-03 02:03:00-04:00,ask,24184.0,5
