ts,side,price,size
2026-04-15 02:00:00-04:00,bid,25988.25,3
2026-04-15 02:00:00-04:00,ask,25989.0,1
2026-04-15 02:00:00-04:00,bid,25988.0,1
2026-04-15 02:00:00-04:00,ask,25989.25,4
2026-04-15 02:00:00-04:00,bid,25987.75,2
2026-04-15 02:00:00-04:00,ask,25989.5,5
2026-04-15 02:00:00-04:00,bid,25987.5,2
2026-04-15 02:00:00-04:00,ask,25989.75,5
2026-04-15 02:00:00-04:00,bid,25987.25,1
2026-04-15 02:00:00-04:00,ask,25990.0,5
2026-04-15 02:00:00-04:00,bid,25987.0,3
2026-04-15 02:00:00-04:00,ask,25990.5,3
2026-04-15 02:00:00-04:00,bid,25986.75,2
2026-04-15 02:00:00-04:00,ask,25990.75,2
2026-04-15 02:00:00-04:00,bid,25986.5,3
2026-04-15 02:00:00-04:00,ask,25991.25,2
2026-04-15 02:00:00-04:00,bid,25986.25,3
2026-04-15 02:00:00-04:00,ask,25991.5,1
2026-04-15 02:00:00-04:00,bid,25986.0,3
2026-04-15 02:00:00-04:00,ask,25991.75,1
2026-04-15 02:01:00-04:00,bid,25985.5,1
2026-04-15 02:01:00-04:00,ask,25986.25,2
2026-04-15 02:01:00-04:00,bid,25985.25,2
2026-04-15 02:01:00-04:00,ask,25986.5,4
2026-04-15 02:01:00-04:00,bid,25985.0,4
2026-04-15 02:01:00-04:00,ask,25986.75,4
2026-04-15 02:01:00-04:00,bid,25984.75,1
2026-04-15 02:01:00-04:00,ask,25987.0,2
2026-04-15 02:01:00-04:00,bid,25984.25,5
2026-04-15 02:01:00-04:00,ask,25987.5,5
2026-04-15 02:01:00-04:00,bid,25984.0,4
2026-04-15 02:01:00-04:00,ask,25987.75,4
2026-04-15 02:01:00-04:00,bid,25983.75,1
2026-04-15 02:01:00-04:00,ask,25988.0,2
2026-04-15 02:01:00-04:00,bid,25983.5,1
2026-04-15 02:01:00-04:00,ask,25988.25,4
2026-04-15 02:01:00-04:00,bid,25983.25,2
2026-04-15 02:01:00-04:00,ask,25988.5,5
2026-04-15 02:01:00-04:00,bid,25983.0,2
2026-04-15 02:01:00-04:00,ask,25988.75,6
2026-04-15 02:02:00-04:00,bid,25981.5,2
2026-04-15 02:02:00-04:00,ask,25982.25,1
2026-04-15 02:02:00-04:00,bid,25981.25,3
2026-04-15 02:02:00-04:00,ask,25982.5,2
2026-04-15 02:02:00-04:00,bid,25981.0,1
2026-04-15 02:02:00-04:00,ask,25982.75,2
2026-04-15 02:02:00-04:00,bid,25980.75,4
2026-04-15 02:02:00-04:00,ask,25983.0,3
2026-04-15 02:02:00-04:00,bid,25980.5,3
2026-04-15 02:02:00-04:00,ask,25983.25,3
2026-04-15 02:02:00-04:00,bid,25980.25,5
2026-04-15 02:02:00-04:00,ask,25983.5,4
2026-04-15 02:02:00-04:00,bid,25980.0,4
2026-04-15 02:02:00-04:00,ask,25983.75,3
2026-04-15 02:02:00-04:00,bid,25979.75,2
2026-04-15 02:02:00-04:00,ask,25984.0,3
2026-04-15 02:02:00-04:00,bid,25979.5,1
2026-04-15 02:02:00-04:00,ask,25984.25,3
2026-04-15 02:02:00-04:00,bid,25979.25,2
2026-04-15 02:02:00-04:00,ask,25984.5,3
2026-04-15 02:03:00-04:00,bid,25979.25,1
2026-04-15 02:03:00-04:00,ask,25979.75,2
2026-04-15 02:03:00-04:00,bid,25979.0,6
2026-04-15 02:03:00-04:00,ask,25980.0,3
2026-04-15 02:03:00-04:00,bid,25978.75,3
2026-04-15 02:03:00-04:00,ask,25980.25,2
2026-04-15 02:03:00-04:00,bid,25978.5,1
2026-04-15 02:03:00-04:00,ask,25980.5,2
2026-04-15 02:03:00-04:00,bid,25978.25,2
2026-04-15 02:03:00-04:00,ask,25981.0,1
2026-04-15 02:03:00-04:00,bid,25978.0,5
2026-04-15 02:03:00-04:00,ask,25981.25,2
2026-04-15 02:03:00-04:00,bid,25977.75,3
2026-04-15 02:03:00-04:00,ask,25981.5,4
2026-04-15 02:03:00-04:00,bid,25977.5,3
2026-04-15 02:03:00-04:00,ask,25981.75,4
2026-04-15 02:03:00-04:00,bid,25977.25,1
2026-04-15 02:03:00-04:00,ask,25982.0,3
2026-04-15 02:03:00-04:00,bid,25977.0,3
2026-04-15 02:03:00-04:00,ask,25982.5,3
2026-04-15 02:04:00-04:00,bid,25977.75,2
2026-04-15 02:04:00-04:00,ask,25978.5,1
2026-04-15 02:04:00-04:00,bid,25977.5,2
2026-04-15 02:04:00-04:00,ask,25978.75,3
2026-04-15 02:04:00-04:00,bid,25977.25,2
2026-04-15 02:04:00-04:00,ask,25979.0,4
2026-04-15 02:04:00-04:00,bid,25977.0,2
2026-04-15 02:04:00-04:00,ask,25979.25,3
2026-04-15 02:04:00-04:00,bid,25976.75,1
2026-04-15 02:04:00-04:00,ask,25979.5,2
2026-04-15 02:04:00-04:00,bid,25976.5,2
2026-04-15 02:04:00-04:00,ask,25979.75,4
2026-04-15 02:04:00-04:00,bid,25976.25,5
2026-04-15 02:04:00-04:00,ask,25980.0,3
2026-04-15 02:04:00-04:00,bid,25976.0,4
2026-04-15 02:04:00-04:00,ask,25980.25,3
2026-04-15 02:04:00-04:00,bid,25975.75,2
2026-04-15 02:04:00-04:00,ask,25980.5,2
2026-04-15 02:04:00-04:00,bid,25975.5,2
2026-04-15 02:04:00-04:00,ask,25981.0,2
2026-04-15 02:05:00-04:00,bid,25979.75,3
2026-04-15 02:05:00-04:00,ask,25980.25,1
2026-04-15 02:05:00-04:00,bid,25979.5,1
2026-04-15 02:05:00-04:00,ask,25980.5,2
2026-04-15 02:05:00-04:00,bid,25979.25,3
2026-04-15 02:05:00-04:00,ask,25980.75,1
2026-04-15 02:05:00-04:00,bid,25979.0,2
2026-04-15 02:05:00-04:00,ask,25981.0,2
2026-04-15 02:05:00-04:00,bid,25978.75,5
2026-04-15 02:05:00-04:00,ask,25981.25,4
2026-04-15 02:05:00-04:00,bid,25978.5,3
