fib,side,score,R,fill,day,hm,hold_min,htf,has_sweep,span
0.71,long,3,2.4482758620689653,2026-03-31 06:36:00-04:00,2026-03-31,396,35,discount,False,155.25
0.75,long,2,-1.0,2026-04-01 23:50:00-04:00,2026-04-01,1430,445,discount,False,300.75
0.71,long,2,-1.0,2026-04-01 23:41:00-04:00,2026-04-01,1421,454,discount,False,300.75
0.75,short,3,-1.0,2026-04-01 06:48:00-04:00,2026-04-01,408,50,premium,False,218.0
0.71,short,3,-1.0,2026-04-01 06:46:00-04:00,2026-04-01,406,52,premium,False,218.0
0.75,long,3,-1.0,2026-04-01 21:19:00-04:00,2026-04-01,1279,6,premium,True,110.5
0.71,long,3,-1.0,2026-04-01 21:19:00-04:00,2026-04-01,1279,6,premium,True,110.5
0.75,long,3,3.0,2026-04-01 05:20:00-04:00,2026-04-01,320,138,premium,True,218.0
0.71,long,3,2.4482758620689653,2026-04-01 05:18:00-04:00,2026-04-01,318,140,premium,True,218.0
0.75,long,3,3.0,2026-04-01 08:49:00-04:00,2026-04-01,529,93,premium,True,176.0
0.71,long,3,2.4482758620689653,2026-04-01 08:49:00-04:00,2026-04-01,529,93,premium,True,176.0
0.75,long,3,-1.0,2026-04-01 21:05:00-04:00,2026-04-01,1265,13,premium,True,319.25
0.71,long,3,-1.0,2026-04-01 21:03:00-04:00,2026-04-01,1263,15,premium,True,319.25
0.75,short,3,-1.0,2026-04-01 15:15:00-04:00,2026-04-01,915,4,premium,True,86.25
0.71,short,3,-1.0,2026-04-01 15:15:00-04:00,2026-04-01,915,4,premium,True,86.25
0.75,short,3,-1.0,2026-04-02 10:36:00-04:00,2026-04-02,636,1918,premium,False,595.75
0.71,short,3,-1.0,2026-04-02 10:36:00-04:00,2026-04-02,636,1918,premium,False,595.75
0.75,short,3,-1.0,2026-04-02 10:36:00-04:00,2026-04-02,636,1,premium,False,503.25
0.71,short,3,-1.0,2026-04-02 10:36:00-04:00,2026-04-02,636,1,premium,False,503.25
0.75,long,2,-1.0,2026-04-02 06:15:00-04:00,2026-04-02,375,60,discount,False,129.5
0.71,long,2,-1.0,2026-04-02 06:14:00-04:00,2026-04-02,374,61,discount,False,129.5
0.75,short,4,-1.0,2026-04-02 09:30:00-04:00,2026-04-02,570,23,premium,True,172.75
0.71,short,4,-1.0,2026-04-02 09:30:00-04:00,2026-04-02,570,23,premium,True,172.75
0.71,long,1,-1.0,2026-04-03 09:00:00-04:00,2026-04-03,540,15,premium,False,176.25
0.75,long,1,-1.0,2026-04-03 03:05:00-04:00,2026-04-03,185,365,premium,False,164.0
0.71,long,1,-1.0,2026-04-03 03:03:00-04:00,2026-04-03,183,367,premium,False,164.0
0.75,long,2,-1.0,2026-04-03 02:30:00-04:00,2026-04-03,150,1,premium,True,34.25
0.71,long,3,-1.0,2026-04-03 02:30:00-04:00,2026-04-03,150,1,premium,True,34.25
0.75,short,4,-1.0,2026-04-03 08:03:00-04:00,2026-04-03,483,27,premium,True,64.25
0.71,short,4,2.4482758620689653,2026-04-03 04:01:00-04:00,2026-04-03,241,181,premium,True,64.25
0.75,short,4,3.0,2026-04-03 08:03:00-04:00,2026-04-03,483,14,premium,True,52.5
0.71,short,4,2.4482758620689653,2026-04-03 08:03:00-04:00,2026-04-03,483,14,premium,True,52.5
0.75,short,4,-1.0,2026-04-03 08:03:00-04:00,2026-04-03,483,27,premium,True,58.25
0.71,short,4,-1.0,2026-04-03 08:03:00-04:00,2026-04-03,483,27,premium,True,58.25
0.75,long,3,3.0,2026-04-05 23:19:00-04:00,2026-04-05,1399,75,premium,True,134.0
0.71,long,3,2.4482758620689653,2026-04-05 23:19:00-04:00,2026-04-05,1399,75,premium,True,134.0
0.75,long,3,3.0,2026-04-06 13:13:00-04:00,2026-04-06,793,11,premium,True,114.25
0.71,long,3,2.4482758620689653,2026-04-06 13:13:00-04:00,2026-04-06,793,11,premium,True,114.25
0.75,long,3,3.0,2026-04-06 09:36:00-04:00,2026-04-06,576,15,premium,True,191.0
0.71,long,3,2.4482758620689653,2026-04-06 06:46:00-04:00,2026-04-06,406,185,premium,True,191.0
0.75,short,3,3.0,2026-04-06 10:15:00-04:00,2026-04-06,615,177,premium,False,152.5
0.71,short,3,2.4482758620689653,2026-04-06 10:15:00-04:00,2026-04-06,615,177,premium,False,152.5
0.75,long,3,-1.0,2026-04-06 10:45:00-04:00,2026-04-06,645,147,premium,True,206.5
0.71,long,3,-1.0,2026-04-06 10:45:00-04:00,2026-04-06,645,147,premium,True,206.5
0.75,long,2,-1.0,2026-04-06 21:09:00-04:00,2026-04-06,1269,5,premium,True,94.5
0.71,long,2,2.4482758620689653,2026-04-06 20:06:00-04:00,2026-04-06,1206,10,premium,True,94.5
0.75,long,2,-1.0,2026-04-06 21:10:00-04:00,2026-04-06,1270,40,premium,True,159.0
0.71,long,2,-1.0,2026-04-06 21:10:00-04:00,2026-04-06,1270,40,premium,True,159.0
0.75,short,3,-1.0,2026-04-07 04:24:00-04:00,2026-04-07,264,46,premium,True,84.25
0.71,short,3,-1.0,2026-04-07 04:24:00-04:00,2026-04-07,264,46,premium,True,84.25
0.75,short,3,-1.0,2026-04-07 04:21:00-04:00,2026-04-07,261,14,premium,True,99.25
0.71,short,3,-1.0,2026-04-07 04:21:00-04:00,2026-04-07,261,14,premium,True,99.25
0.71,short,4,-1.0,2026-04-07 04:01:00-04:00,2026-04-07,241,1,premium,True,182.5
0.71,short,4,-1.0,2026-04-07 04:01:00-04:00,2026-04-07,241,1,premium,True,182.5
0.75,long,2,-1.0,2026-04-07 06:48:00-04:00,2026-04-07,408,5,premium,False,229.25
0.71,long,2,-1.0,2026-04-07 06:46:00-04:00,2026-04-07,406,7,premium,False,229.25
0.75,short,2,-1.0,2026-04-07 15:56:00-04:00,2026-04-07,956,45,premium,False,289.0
0.71,short,3,-1.0,2026-04-07 15:45:00-04:00,2026-04-07,945,56,premium,False,289.0
0.75,short,3,-1.0,2026-04-07 15:45:00-04:00,2026-04-07,945,56,premium,False,428.0
0.71,short,3,-1.0,2026-04-07 13:36:00-04:00,2026-04-07,816,185,premium,False,428.0
0.75,short,4,-1.0,2026-04-07 12:03:00-04:00,2026-04-07,723,222,premium,True,314.0
0.71,short,4,-1.0,2026-04-07 12:03:00-04:00,2026-04-07,723,222,premium,True,314.0
0.75,short,4,-1.0,2026-04-07 15:30:00-04:00,2026-04-07,930,14,premium,True,177.75
0.71,short,4,-1.0,2026-04-07 15:30:00-04:00,2026-04-07,930,14,premium,True,177.75
0.75,long,3,-1.0,2026-04-08 09:41:00-04:00,2026-04-08,581,2,premium,True,66.5
0.71,long,3,-1.0,2026-04-08 09:41:00-04:00,2026-04-08,581,2,premium,True,66.5
0.75,long,3,-1.0,2026-04-08 09:39:00-04:00,2026-04-08,579,4,premium,True,112.25
0.71,long,3,-1.0,2026-04-08 09:39:00-04:00,2026-04-08,579,4,premium,True,112.25
0.75,long,3,-1.0,2026-04-08 09:39:00-04:00,2026-04-08,579,4,premium,True,112.25
0.71,long,3,-1.0,2026-04-08 09:39:00-04:00,2026-04-08,579,4,premium,True,112.25
0.75,long,3,-1.0,2026-04-08 09:38:00-04:00,2026-04-08,578,5,premium,True,155.5
0.71,long,3,-1.0,2026-04-08 09:33:00-04:00,2026-04-08,573,10,premium,True,155.5
0.75,short,4,-1.0,2026-04-09 11:48:00-04:00,2026-04-09,708,15,premium,True,318.75
0.71,short,4,-1.0,2026-04-08 12:55:00-04:00,2026-04-08,775,1328,premium,True,318.75
0.75,short,3,-1.0,2026-04-09 11:48:00-04:00,2026-04-09,708,15,premium,False,306.5
0.71,short,3,-1.0,2026-04-09 11:48:00-04:00,2026-04-09,708,15,premium,False,306.5
0.75,short,2,3.0,2026-04-09 09:30:00-04:00,2026-04-09,570,48,premium,False,151.25
0.71,short,3,2.4482758620689653,2026-04-09 09:30:00-04:00,2026-04-09,570,48,premium,False,151.25
0.75,short,2,-1.0,2026-04-09 09:28:00-04:00,2026-04-09,568,2,premium,False,116.5
0.71,short,3,-1.0,2026-04-09 08:41:00-04:00,2026-04-09,521,49,premium,False,116.5
0.75,short,4,-1.0,2026-04-09 07:40:00-04:00,2026-04-09,460,61,premium,True,106.0
0.71,short,4,-1.0,2026-04-09 07:40:00-04:00,2026-04-09,460,61,premium,True,106.0
0.75,short,3,-1.0,2026-04-09 08:00:00-04:00,2026-04-09,480,41,premium,True,94.75
0.71,short,3,-1.0,2026-04-09 08:00:00-04:00,2026-04-09,480,41,premium,True,94.75
0.75,long,3,-1.0,2026-04-09 10:16:00-04:00,2026-04-09,616,20,premium,True,101.5
0.71,long,3,-1.0,2026-04-09 10:16:00-04:00,2026-04-09,616,20,premium,True,101.5
0.75,short,3,-1.0,2026-04-09 11:15:00-04:00,2026-04-09,675,17,premium,True,151.0
0.71,short,3,-1.0,2026-04-09 11:15:00-04:00,2026-04-09,675,17,premium,True,151.0
0.75,short,3,-1.0,2026-04-09 20:37:00-04:00,2026-04-09,1237,22,premium,True,76.75
0.71,short,3,-1.0,2026-04-09 20:35:00-04:00,2026-04-09,1235,24,premium,True,76.75
0.75,short,3,-1.0,2026-04-09 20:37:00-04:00,2026-04-09,1237,22,premium,True,76.75
0.71,short,3,-1.0,2026-04-09 20:35:00-04:00,2026-04-09,1235,24,premium,True,76.75
0.75,long,3,-1.0,2026-04-10 02:38:00-04:00,2026-04-10,158,98,premium,True,67.25
0.71,long,3,-1.0,2026-04-10 02:37:00-04:00,2026-04-10,157,99,premium,True,67.25
0.75,short,4,-1.0,2026-04-10 06:55:00-04:00,2026-04-10,415,94,premium,True,85.0
0.71,short,4,-1.0,2026-04-10 06:25:00-04:00,2026-04-10,385,124,premium,True,85.0
0.75,short,4,-1.0,2026-04-10 06:55:00-04:00,2026-04-10,415,94,premium,True,85.0
0.71,short,4,-1.0,2026-04-10 06:25:00-04:00,2026-04-10,385,124,premium,True,85.0
0.75,short,3,-1.0,2026-04-10 06:25:00-04:00,2026-04-10,385,124,premium,True,101.0
0.71,short,3,-1.0,2026-04-10 05:19:00-04:00,2026-04-10,319,190,premium,True,101.0
0.75,long,3,3.0,2026-04-10 12:44:00-04:00,2026-04-10,764,206,premium,True,99.5
0.71,long,3,2.4482758620689653,2026-04-10 12:41:00-04:00,2026-04-10,761,209,premium,True,99.5
0.75,long,3,3.0,2026-04-10 12:44:00-04:00,2026-04-10,764,206,premium,True,99.5
0.71,long,3,2.4482758620689653,2026-04-10 12:41:00-04:00,2026-04-10,761,209,premium,True,99.5
0.75,long,2,-1.0,2026-04-10 11:57:00-04:00,2026-04-10,717,303,premium,True,183.25
0.71,long,2,-1.0,2026-04-10 11:57:00-04:00,2026-04-10,717,303,premium,True,183.25
0.75,long,2,-1.0,2026-04-10 12:00:00-04:00,2026-04-10,720,40,premium,False,152.5
0.71,long,2,-1.0,2026-04-10 12:00:00-04:00,2026-04-10,720,40,premium,False,152.5
0.75,short,4,-1.0,2026-04-13 09:24:00-04:00,2026-04-13,564,35,premium,True,397.75
0.71,short,4,-1.0,2026-04-13 07:00:00-04:00,2026-04-13,420,179,premium,True,397.75
0.75,long,2,3.0,2026-04-13 07:50:00-04:00,2026-04-13,470,93,premium,False,124.75
0.71,long,2,2.4482758620689653,2026-04-13 07:50:00-04:00,2026-04-13,470,93,premium,False,124.75
0.75,long,1,-1.0,2026-04-15 01:37:00-04:00,2026-04-15,97,285,premium,False,88.5
0.71,long,1,-1.0,2026-04-15 01:28:00-04:00,2026-04-15,88,294,premium,False,88.5
0.75,long,1,-1.0,2026-04-15 01:37:00-04:00,2026-04-15,97,285,premium,False,88.5
0.71,long,1,-1.0,2026-04-15 01:28:00-04:00,2026-04-15,88,294,premium,False,88.5
0.75,short,4,3.0,2026-04-15 04:55:00-04:00,2026-04-15,295,80,premium,True,92.0
0.71,short,4,2.4482758620689653,2026-04-15 04:54:00-04:00,2026-04-15,294,81,premium,True,92.0
0.75,short,2,-1.0,2026-04-16 01:48:00-04:00,2026-04-16,108,14,premium,False,48.75
0.71,short,2,-1.0,2026-04-16 01:46:00-04:00,2026-04-16,106,16,premium,False,48.75
0.75,long,3,-1.0,2026-04-16 04:15:00-04:00,2026-04-16,255,20,premium,True,70.75
0.71,long,3,-1.0,2026-04-16 04:15:00-04:00,2026-04-16,255,20,premium,True,70.75
0.75,short,4,-1.0,2026-04-16 11:10:00-04:00,2026-04-16,670,5,premium,True,79.5
0.71,short,4,2.4482758620689653,2026-04-16 06:05:00-04:00,2026-04-16,365,28,premium,True,79.5
0.75,short,4,3.0,2026-04-16 09:29:00-04:00,2026-04-16,569,7,premium,True,101.25
0.71,short,4,2.4482758620689653,2026-04-16 09:29:00-04:00,2026-04-16,569,7,premium,True,101.25
0.75,short,4,3.0,2026-04-16 09:30:00-04:00,2026-04-16,570,1,premium,True,82.75
0.71,short,4,2.4482758620689653,2026-04-16 09:30:00-04:00,2026-04-16,570,1,premium,True,82.75
0.75,short,4,-1.0,2026-04-16 13:15:00-04:00,2026-04-16,795,5,premium,True,177.75
0.71,short,4,-1.0,2026-04-16 13:15:00-04:00,2026-04-16,795,5,premium,True,177.75
0.75,long,3,3.0,2026-04-16 14:09:00-04:00,2026-04-16,849,1002,premium,True,218.75
0.71,long,3,2.4482758620689653,2026-04-16 14:08:00-04:00,2026-04-16,848,1003,premium,True,218.75
0.71,long,2,2.4482758620689653,2026-04-17 01:03:00-04:00,2026-04-17,63,206,premium,True,79.25
0.75,long,3,-1.0,2026-04-17 01:00:00-04:00,2026-04-17,60,1,premium,True,41.75
0.71,long,3,-1.0,2026-04-17 01:00:00-04:00,2026-04-17,60,1,premium,True,41.75
0.75,long,3,-1.0,2026-04-17 01:00:00-04:00,2026-04-17,60,1,premium,True,41.0
0.71,long,3,-1.0,2026-04-17 01:00:00-04:00,2026-04-17,60,1,premium,True,41.0
0.75,short,4,-1.0,2026-04-17 03:54:00-04:00,2026-04-17,234,34,premium,True,42.5
0.71,short,4,-1.0,2026-04-17 03:07:00-04:00,2026-04-17,187,81,premium,True,42.5
0.75,short,4,3.0,2026-04-17 16:14:00-04:00,2026-04-17,974,46,premium,True,141.75
0.71,short,4,2.4482758620689653,2026-04-17 16:06:00-04:00,2026-04-17,966,54,premium,True,141.75
0.75,short,4,-1.0,2026-04-20 09:08:00-04:00,2026-04-20,548,1242,premium,True,342.25
0.71,short,4,-1.0,2026-04-20 09:08:00-04:00,2026-04-20,548,1242,premium,True,342.25
0.75,long,1,3.0,2026-04-20 11:06:00-04:00,2026-04-20,666,137,premium,False,179.75
0.71,long,1,2.4482758620689653,2026-04-20 11:06:00-04:00,2026-04-20,666,137,premium,False,179.75
0.75,short,2,-1.0,2026-04-20 02:57:00-04:00,2026-04-20,177,24,premium,False,60.5
0.71,short,2,-1.0,2026-04-20 02:57:00-04:00,2026-04-20,177,24,premium,False,60.5
0.75,long,3,-1.0,2026-04-20 10:18:00-04:00,2026-04-20,618,33,premium,True,144.75
0.71,long,3,-1.0,2026-04-20 10:18:00-04:00,2026-04-20,618,33,premium,True,144.75
0.75,short,4,-1.0,2026-04-20 12:33:00-04:00,2026-04-20,753,95,premium,True,160.75
0.71,short,4,-1.0,2026-04-20 12:13:00-04:00,2026-04-20,733,115,premium,True,160.75
0.75,long,1,-1.0,2026-04-21 11:03:00-04:00,2026-04-21,663,127,premium,False,183.25
0.71,long,1,-1.0,2026-04-21 11:03:00-04:00,2026-04-21,663,127,premium,False,183.25
0.75,long,3,3.0,2026-04-20 23:19:00-04:00,2026-04-20,1399,107,premium,True,53.5
0.71,long,3,2.4482758620689653,2026-04-20 23:19:00-04:00,2026-04-20,1399,107,premium,True,53.5
0.75,long,3,3.0,2026-04-20 23:19:00-04:00,2026-04-20,1399,107,premium,True,52.25
0.71,long,3,2.4482758620689653,2026-04-20 23:19:00-04:00,2026-04-20,1399,107,premium,True,52.25
0.75,short,3,-1.0,2026-04-21 00:03:00-04:00,2026-04-21,3,23,premium,True,36.75
0.71,short,3,-1.0,2026-04-21 00:02:00-04:00,2026-04-21,2,24,premium,True,36.75
0.75,long,3,-1.0,2026-04-21 03:17:00-04:00,2026-04-21,197,49,premium,True,40.25
0.71,long,3,-1.0,2026-04-21 03:17:00-04:00,2026-04-21,197,49,premium,True,40.25
0.75,long,3,-1.0,2026-04-21 04:30:00-04:00,2026-04-21,270,6,premium,True,38.25
0.71,long,3,-1.0,2026-04-21 04:30:00-04:00,2026-04-21,270,6,premium,True,38.25
0.75,long,3,-1.0,2026-04-21 08:50:00-04:00,2026-04-21,530,18,premium,True,53.5
0.71,long,3,-1.0,2026-04-21 08:50:00-04:00,2026-04-21,530,18,premium,True,53.5
0.75,long,3,-1.0,2026-04-21 08:38:00-04:00,2026-04-21,518,30,premium,True,100.5
0.71,long,3,-1.0,2026-04-21 08:19:00-04:00,2026-04-21,499,49,premium,True,100.5
0.75,short,3,-1.0,2026-04-21 21:37:00-04:00,2026-04-21,1297,750,premium,False,301.75
0.71,short,3,-1.0,2026-04-21 20:18:00-04:00,2026-04-21,1218,829,premium,False,301.75
0.75,short,3,-1.0,2026-04-21 20:18:00-04:00,2026-04-21,1218,714,premium,False,285.25
0.71,short,3,-1.0,2026-04-21 20:11:00-04:00,2026-04-21,1211,721,premium,False,285.25
0.75,short,4,-1.0,2026-04-21 18:30:00-04:00,2026-04-21,1110,78,premium,True,220.5
0.71,short,4,-1.0,2026-04-21 18:30:00-04:00,2026-04-21,1110,78,premium,True,220.5
0.75,short,4,-1.0,2026-04-22 01:45:00-04:00,2026-04-22,105,1,premium,True,72.25
0.71,short,4,-1.0,2026-04-22 01:45:00-04:00,2026-04-22,105,1,premium,True,72.25
0.75,long,3,3.0,2026-04-22 07:36:00-04:00,2026-04-22,456,28,premium,True,73.0
0.71,long,3,2.4482758620689653,2026-04-22 07:24:00-04:00,2026-04-22,444,40,premium,True,73.0
0.75,short,4,-1.0,2026-04-22 05:15:00-04:00,2026-04-22,315,169,premium,True,84.25
0.71,short,4,-1.0,2026-04-22 05:15:00-04:00,2026-04-22,315,169,premium,True,84.25
0.75,long,3,3.0,2026-04-22 20:16:00-04:00,2026-04-22,1216,3,premium,True,190.75
0.71,long,3,2.4482758620689653,2026-04-22 20:16:00-04:00,2026-04-22,1216,3,premium,True,190.75
0.75,long,3,3.0,2026-04-22 20:16:00-04:00,2026-04-22,1216,3,premium,True,190.75
0.71,long,3,2.4482758620689653,2026-04-22 20:16:00-04:00,2026-04-22,1216,3,premium,True,190.75
0.75,long,3,3.0,2026-04-22 15:01:00-04:00,2026-04-22,901,18,premium,True,92.75
0.71,long,3,2.4482758620689653,2026-04-22 15:01:00-04:00,2026-04-22,901,18,premium,True,92.75
0.75,long,3,-1.0,2026-04-22 20:10:00-04:00,2026-04-22,1210,3,premium,True,158.0
0.71,long,3,-1.0,2026-04-22 20:10:00-04:00,2026-04-22,1210,3,premium,True,158.0
0.75,long,2,3.0,2026-04-23 05:04:00-04:00,2026-04-23,304,163,premium,False,142.25
0.71,long,2,2.4482758620689653,2026-04-23 05:04:00-04:00,2026-04-23,304,163,premium,False,142.25
0.75,long,1,-1.0,2026-04-23 13:15:00-04:00,2026-04-23,795,1,premium,False,105.0
0.71,long,2,-1.0,2026-04-23 13:15:00-04:00,2026-04-23,795,1,premium,False,105.0
0.75,long,2,-1.0,2026-04-23 13:05:00-04:00,2026-04-23,785,10,premium,False,239.5
0.71,long,2,-1.0,2026-04-23 13:05:00-04:00,2026-04-23,785,10,premium,False,239.5
0.75,short,4,-1.0,2026-04-23 18:00:00-04:00,2026-04-23,1080,147,premium,True,440.25
0.71,short,4,-1.0,2026-04-23 18:00:00-04:00,2026-04-23,1080,147,premium,True,440.25
0.75,long,3,3.0,2026-04-24 09:55:00-04:00,2026-04-24,595,109,premium,True,299.25
0.71,long,3,2.4482758620689653,2026-04-24 09:55:00-04:00,2026-04-24,595,109,premium,True,299.25
0.75,short,4,-1.0,2026-04-26 20:20:00-04:00,2026-04-26,1220,35,premium,True,98.75
0.71,short,4,-1.0,2026-04-26 20:18:00-04:00,2026-04-26,1218,37,premium,True,98.75
0.75,long,2,-1.0,2026-04-27 04:09:00-04:00,2026-04-27,249,338,premium,False,198.25
0.71,long,2,-1.0,2026-04-27 04:08:00-04:00,2026-04-27,248,339,premium,False,198.25
0.75,short,4,3.0,2026-04-27 18:18:00-04:00,2026-04-27,1098,280,premium,True,150.5
0.71,short,4,2.4482758620689653,2026-04-27 07:23:00-04:00,2026-04-27,443,101,premium,True,150.5
0.75,long,2,-1.0,2026-04-27 08:26:00-04:00,2026-04-27,506,38,premium,False,112.25
0.71,long,2,-1.0,2026-04-27 08:25:00-04:00,2026-04-27,505,39,premium,False,112.25
0.75,short,3,-1.0,2026-04-27 15:50:00-04:00,2026-04-27,950,88,premium,False,201.75
0.71,short,3,-1.0,2026-04-27 15:45:00-04:00,2026-04-27,945,93,premium,False,201.75
0.75,long,2,-1.0,2026-04-28 01:37:00-04:00,2026-04-28,97,146,premium,True,194.0
0.71,long,2,-1.0,2026-04-28 01:36:00-04:00,2026-04-28,96,147,premium,True,194.0
0.75,long,1,-1.0,2026-04-27 22:58:00-04:00,2026-04-27,1378,218,premium,False,153.75
0.71,long,1,-1.0,2026-04-27 22:57:00-04:00,2026-04-27,1377,219,premium,False,153.75
0.75,long,1,-1.0,2026-04-27 22:30:00-04:00,2026-04-27,1350,27,premium,False,121.5
0.71,long,2,-1.0,2026-04-27 22:27:00-04:00,2026-04-27,1347,30,premium,False,121.5
0.75,short,3,-1.0,2026-04-29 18:19:00-04:00,2026-04-29,1099,79,premium,True,54.5
0.71,short,3,-1.0,2026-04-29 18:19:00-04:00,2026-04-29,1099,79,premium,True,54.5
0.75,short,3,-1.0,2026-04-29 18:19:00-04:00,2026-04-29,1099,79,premium,True,54.5
0.71,short,3,-1.0,2026-04-29 18:19:00-04:00,2026-04-29,1099,79,premium,True,54.5
0.75,short,4,-1.0,2026-04-29 18:16:00-04:00,2026-04-29,1096,82,premium,True,118.5
0.71,short,4,-1.0,2026-04-29 18:16:00-04:00,2026-04-29,1096,82,premium,True,118.5
0.75,short,4,-1.0,2026-04-29 18:13:00-04:00,2026-04-29,1093,2,premium,True,89.5
0.71,short,4,2.4482758620689653,2026-04-29 16:03:00-04:00,2026-04-29,963,1,premium,True,89.5
0.75,short,4,3.0,2026-04-29 16:03:00-04:00,2026-04-29,963,2,premium,True,119.5
0.71,short,4,2.4482758620689653,2026-04-29 16:03:00-04:00,2026-04-29,963,2,premium,True,119.5
0.75,short,4,-1.0,2026-04-29 15:15:00-04:00,2026-04-29,915,120,premium,True,403.0
0.71,short,4,-1.0,2026-04-29 15:15:00-04:00,2026-04-29,915,120,premium,True,403.0
0.75,long,2,-1.0,2026-04-28 10:35:00-04:00,2026-04-28,635,15,premium,False,323.5
0.71,long,2,-1.0,2026-04-28 10:35:00-04:00,2026-04-28,635,15,premium,False,323.5
0.75,short,4,-1.0,2026-04-28 20:12:00-04:00,2026-04-28,1212,1188,premium,True,316.0
0.71,short,4,-1.0,2026-04-28 20:03:00-04:00,2026-04-28,1203,1197,premium,True,316.0
0.75,short,3,-1.0,2026-04-28 15:07:00-04:00,2026-04-28,907,255,premium,False,274.75
0.71,short,3,-1.0,2026-04-28 15:02:00-04:00,2026-04-28,902,260,premium,False,274.75
0.75,long,2,3.0,2026-04-29 16:18:00-04:00,2026-04-29,978,12,premium,False,266.0
0.71,long,2,2.4482758620689653,2026-04-29 16:15:00-04:00,2026-04-29,975,15,premium,False,266.0
0.75,long,2,3.0,2026-04-29 09:33:00-04:00,2026-04-29,573,62,premium,False,211.75
0.71,long,2,2.4482758620689653,2026-04-29 09:31:00-04:00,2026-04-29,571,64,premium,False,211.75
0.75,long,3,-1.0,2026-04-29 03:44:00-04:00,2026-04-29,224,2,premium,True,98.75
0.71,long,3,-1.0,2026-04-29 03:42:00-04:00,2026-04-29,222,4,premium,True,98.75
0.75,long,3,-1.0,2026-04-29 03:44:00-04:00,2026-04-29,224,2,premium,True,98.75
0.71,long,3,-1.0,2026-04-29 03:42:00-04:00,2026-04-29,222,4,premium,True,98.75
0.75,short,4,3.0,2026-04-29 06:27:00-04:00,2026-04-29,387,127,premium,True,119.25
0.71,short,3,2.4482758620689653,2026-04-29 06:24:00-04:00,2026-04-29,384,130,premium,True,119.25
0.75,long,1,-1.0,2026-04-29 08:22:00-04:00,2026-04-29,502,12,premium,False,90.5
0.71,long,1,-1.0,2026-04-29 08:22:00-04:00,2026-04-29,502,12,premium,False,90.5
0.75,short,4,-1.0,2026-04-29 13:48:00-04:00,2026-04-29,828,67,premium,True,152.25
0.71,short,4,-1.0,2026-04-29 13:48:00-04:00,2026-04-29,828,67,premium,True,152.25
0.75,long,3,-1.0,2026-04-29 11:54:00-04:00,2026-04-29,714,37,premium,True,137.75
0.71,long,3,-1.0,2026-04-29 11:54:00-04:00,2026-04-29,714,37,premium,True,137.75
0.75,long,3,-1.0,2026-04-29 16:12:00-04:00,2026-04-29,972,1,premium,True,170.25
0.71,long,3,-1.0,2026-04-29 16:12:00-04:00,2026-04-29,972,1,premium,True,170.25
0.75,long,2,-1.0,2026-04-29 16:50:00-04:00,2026-04-29,1010,7,premium,True,244.0
0.71,long,2,-1.0,2026-04-29 16:49:00-04:00,2026-04-29,1009,8,premium,True,244.0
0.75,short,3,-1.0,2026-04-29 18:01:00-04:00,2026-04-29,1081,4,premium,True,219.5
0.71,short,4,-1.0,2026-04-29 18:01:00-04:00,2026-04-29,1081,4,premium,True,219.5
0.75,long,2,3.0,2026-04-30 02:10:00-04:00,2026-04-30,130,365,premium,True,406.0
0.71,long,2,2.4482758620689653,2026-04-30 02:00:00-04:00,2026-04-30,120,375,premium,True,406.0
0.75,long,3,3.0,2026-04-30 01:59:00-04:00,2026-04-30,119,901,premium,True,528.75
0.71,long,3,2.4482758620689653,2026-04-30 00:32:00-04:00,2026-04-30,32,988,premium,True,528.75
0.75,short,3,-1.0,2026-04-30 14:00:00-04:00,2026-04-30,840,180,premium,False,236.25
0.71,short,3,-1.0,2026-04-30 14:00:00-04:00,2026-04-30,840,180,premium,False,236.25
0.75,short,3,3.0,2026-04-30 08:21:00-04:00,2026-04-30,501,94,premium,False,391.25
0.71,short,3,2.4482758620689653,2026-04-30 08:15:00-04:00,2026-04-30,495,100,premium,False,391.25
0.75,short,3,3.0,2026-04-30 08:15:00-04:00,2026-04-30,495,121,premium,False,430.75
0.71,short,3,2.4482758620689653,2026-04-30 07:30:00-04:00,2026-04-30,450,166,premium,False,430.75
0.75,long,3,-1.0,2026-04-30 09:54:00-04:00,2026-04-30,594,15,premium,True,195.75
0.71,long,3,-1.0,2026-04-30 09:52:00-04:00,2026-04-30,592,17,premium,True,195.75
0.75,long,3,-1.0,2026-04-30 09:40:00-04:00,2026-04-30,580,29,premium,True,293.25
0.71,long,3,-1.0,2026-04-30 09:40:00-04:00,2026-04-30,580,29,premium,True,293.25
0.75,long,2,-1.0,2026-04-30 09:35:00-04:00,2026-04-30,575,17,premium,False,280.25
0.71,long,2,-1.0,2026-04-30 09:34:00-04:00,2026-04-30,574,18,premium,False,280.25
0.75,short,4,-1.0,2026-04-30 13:13:00-04:00,2026-04-30,793,47,premium,True,386.75
0.71,short,4,-1.0,2026-04-30 13:10:00-04:00,2026-04-30,790,50,premium,True,386.75
0.75,long,3,-1.0,2026-05-01 03:55:00-04:00,2026-05-01,235,53,premium,True,102.0
0.71,long,3,-1.0,2026-05-01 03:39:00-04:00,2026-05-01,219,69,premium,True,102.0
0.75,short,4,-1.0,2026-05-01 09:30:00-04:00,2026-05-01,570,1,premium,True,83.0
0.71,short,4,-1.0,2026-05-01 09:30:00-04:00,2026-05-01,570,1,premium,True,83.0
