trading_date,entry_price,n_bars,prev_poc,midnight_open,day_open,prev_val,prev_vah,R_long,MFE_long,MAE_long,pts_long,stopped_long,R_short,MFE_short,MAE_short,pts_short,stopped_short
2023-04-04,13284.75,391,13221.5,13244.5,13259.0,13193.0,13268.5,-1.0,11.5,30.0,-60.0,True,-1.0,54.75,30.0,60.0,True
2023-04-05,13173.75,391,13231.0,13226.0,13230.0,13184.5,13267.5,-1.0,8.25,30.0,-97.0,True,3.2333333333333334,167.75,8.25,97.0,False
2023-04-06,13012.5,391,13041.75,13025.75,13072.75,13006.25,13127.75,-1.0,1.0,30.0,154.0,True,-1.0,59.25,30.0,-154.0,True
2023-04-10,13043.75,391,13160.5,13140.75,13179.75,13149.5,13174.0,-1.0,6.5,30.0,117.5,True,-1.0,76.25,30.0,-117.5,True
2023-04-11,13159.25,391,13136.5,13151.75,13163.25,13037.5,13173.0,-1.0,0.75,30.0,-77.5,True,2.5833333333333335,105.75,1.25,77.5,False
2023-04-12,13157.0,391,13077.75,13073.0,13073.75,13065.25,13127.25,-1.0,23.5,30.0,-199.25,True,6.641666666666667,219.25,23.5,199.25,False
2023-04-13,13027.75,391,13076.5,12973.0,12957.0,13002.5,13123.5,5.825,200.25,8.0,174.75,False,-1.0,8.0,30.0,-174.75,True
2023-04-14,13139.25,391,13199.75,13198.5,13183.0,13067.75,13228.0,-1.0,115.75,30.0,43.75,True,-1.0,5.75,30.0,-43.75,True
2023-04-17,13162.5,391,13154.0,13181.5,13212.5,13097.5,13185.0,-1.0,43.5,30.0,29.0,True,-1.0,16.75,30.0,-29.0,True
2023-04-18,13280.0,391,13186.0,13168.75,13184.0,13119.0,13196.0,-1.0,17.75,30.0,-125.0,True,4.166666666666667,142.0,17.75,125.0,False
2023-04-19,13085.25,391,13181.0,13171.0,13170.5,13151.5,13212.5,3.033333333333333,141.5,4.75,91.0,False,-1.0,4.75,30.0,-91.0,True
2023-04-20,13051.5,391,13195.0,13140.75,13162.0,13118.0,13212.0,1.075,148.5,29.75,32.25,False,-1.0,5.25,30.0,-32.25,True
2023-04-21,13057.75,391,13122.75,13092.5,13089.0,13060.75,13151.75,-1.0,16.25,30.0,35.0,True,-1.0,75.25,30.0,-35.0,True
2023-04-24,13077.5,391,13072.75,13051.75,13070.0,13040.75,13094.25,-1.0,56.5,30.0,-15.0,True,-1.0,23.5,30.0,15.0,True
2023-04-25,12988.25,391,13054.0,13012.0,13050.25,13021.0,13098.0,-1.0,27.25,30.0,-169.25,True,5.641666666666667,188.25,27.25,169.25,False
2023-04-26,12950.25,391,12854.5,12970.5,12940.0,12806.0,12963.5,-1.0,6.75,30.0,-59.5,True,-1.0,53.75,30.0,59.5,True
2023-04-27,13040.75,391,12950.5,12953.0,12965.0,12899.5,12973.0,6.108333333333333,212.5,27.25,183.25,False,-1.0,27.25,30.0,-183.25,True
2023-05-01,13300.75,391,13206.25,13334.5,13317.0,13183.75,13271.25,-1.0,31.5,30.0,10.5,True,-1.0,23.75,30.0,-10.5,True
2023-05-02,13301.0,391,13306.0,13300.0,13290.0,13285.5,13324.5,-1.0,12.25,30.0,-117.5,True,3.9166666666666665,190.75,12.25,117.5,False
2023-05-03,13198.75,391,13187.0,13188.25,13162.0,13115.0,13221.0,-1.0,115.25,30.0,-99.0,True,-1.0,11.0,30.0,99.0,True
2023-05-04,13082.75,391,13214.5,13149.25,13064.0,13177.0,13249.5,-1.0,3.25,30.0,-43.5,True,-1.0,81.0,30.0,43.5,True
2023-05-05,13139.25,391,13062.5,13111.0,13060.0,13031.0,13093.5,5.958333333333333,219.75,15.0,178.75,False,-1.0,15.0,30.0,-178.75,True
2023-05-08,13301.0,391,13323.0,13313.0,13316.0,13192.0,13353.5,-1.0,9.25,30.0,42.25,True,-1.0,46.5,30.0,-42.25,True
2023-05-09,13281.0,391,13309.0,13341.0,13338.5,13263.0,13325.5,-1.0,36.5,30.0,-14.75,True,-1.0,6.5,30.0,14.75,True
2023-05-10,13366.5,391,13275.5,13271.75,13258.75,13262.5,13294.5,-1.0,50.5,30.0,49.25,True,-1.0,1.5,30.0,-49.25,True
2023-05-11,13427.25,391,13385.25,13433.75,13410.0,13323.25,13420.25,-1.0,6.0,30.0,17.0,True,-1.0,65.75,30.0,-17.0,True
2023-05-12,13468.0,391,13433.25,13481.5,13446.0,13407.75,13454.25,-1.0,19.25,30.0,-75.5,True,2.5166666666666666,157.5,19.25,75.5,False
2023-05-15,13416.75,391,13402.25,13390.5,13378.75,13315.25,13415.25,-1.0,11.5,30.0,48.75,True,-1.0,65.25,30.0,-48.75,True
2023-05-16,13436.0,391,13427.5,13458.5,13461.0,13404.5,13473.0,1.65,118.5,1.5,49.5,False,-1.0,1.5,30.0,-49.5,True
2023-05-17,13525.0,391,13529.25,13515.5,13498.5,13482.25,13547.75,-1.0,15.0,30.0,113.5,True,-1.0,49.5,30.0,-113.5,True
2023-05-18,13653.75,391,13516.75,13644.5,13640.5,13475.75,13626.75,8.15,247.5,1.0,244.5,False,-1.0,1.0,30.0,-244.5,True
2023-05-19,13898.25,391,13791.5,13929.25,13908.5,13756.0,13901.5,-1.0,30.75,30.0,-41.75,True,-1.0,9.5,30.0,41.75,True
2023-05-22,13848.0,391,13843.5,13871.5,13805.5,13834.0,13899.0,2.0166666666666666,98.75,1.0,60.5,False,-1.0,1.0,30.0,-60.5,True
2023-05-23,13831.0,391,13906.75,13937.0,13913.25,13875.75,13926.25,-1.0,47.0,30.0,-105.25,True,-1.0,8.75,30.0,105.25,True
2023-05-24,13643.25,391,13850.25,13744.0,13729.0,13746.25,13878.25,-1.0,31.75,30.0,5.75,True,-1.0,22.5,30.0,-5.75,True
2023-05-25,13954.75,391,13603.0,13837.25,13877.0,13578.5,13665.5,-1.0,11.0,30.0,25.75,True,-1.0,103.5,30.0,-25.75,True
2023-05-26,14018.5,391,13983.25,13951.25,13977.75,13894.75,14004.25,10.783333333333333,350.0,3.75,323.5,False,-1.0,3.75,30.0,-323.5,True
2023-05-30,14510.0,391,14403.0,14388.75,14399.5,14376.0,14412.5,-1.0,13.0,30.0,-109.75,True,-1.0,34.0,30.0,109.75,True
2023-05-31,14330.0,391,14427.75,14380.5,14397.25,14383.25,14474.25,-1.0,82.25,30.0,-20.25,True,-1.0,6.0,30.0,20.25,True
2023-06-01,14298.0,391,14329.25,14280.0,14289.5,14285.75,14360.25,-1.0,7.75,30.0,176.0,True,-1.0,46.0,30.0,-176.0,True
2023-06-02,14543.25,391,14297.25,14507.5,14494.0,14251.75,14450.25,-1.0,84.5,30.0,38.5,True,-1.0,0.25,30.0,-38.5,True
2023-06-05,14568.25,391,14578.25,14528.75,14577.0,14528.25,14605.25,0.625,126.5,24.75,18.75,False,-1.0,0.5,30.0,-18.75,True
2023-06-06,14561.0,391,14601.0,14588.75,14582.0,14544.5,14646.0,-1.0,0.5,30.0,23.25,True,-1.0,56.5,30.0,-23.25,True
2023-06-07,14592.25,391,14574.5,14586.5,14594.5,14552.5,14601.0,-1.0,82.75,30.0,-259.0,True,-1.0,0.5,30.0,259.0,True
2023-06-08,14338.0,391,14373.5,14307.25,14316.0,14305.5,14549.5,5.291666666666667,185.5,10.0,158.75,False,-1.0,5.0,30.0,-158.75,True
2023-06-09,14561.75,391,14482.5,14499.75,14517.0,14368.0,14515.5,-1.0,125.75,30.0,1.75,True,-1.0,4.75,30.0,-1.75,True
2023-06-12,14804.0,391,14560.75,14764.0,14560.25,14530.75,14643.25,-1.0,15.25,30.0,188.25,True,-1.0,40.0,30.0,-188.25,True
2023-06-13,15097.0,391,14807.0,15047.75,15006.5,14764.0,14888.5,-1.0,26.25,30.0,-7.0,True,-1.0,33.5,30.0,7.0,True
2023-06-14,15095.5,391,15067.75,15098.5,15110.25,15028.75,15103.25,-1.0,6.0,30.0,112.75,True,-1.0,43.0,30.0,-112.75,True
2023-06-15,15141.0,391,15123.25,15196.0,15222.0,15085.25,15181.75,7.85,300.0,26.5,235.5,False,-1.0,26.5,30.0,-235.5,True
2023-06-16,15471.0,391,15278.75,15346.25,15368.0,15160.25,15387.75,-1.0,4.5,30.0,-180.25,True,6.008333333333334,212.5,4.5,180.25,False
2023-06-19,15251.0,210,15374.75,15271.0,15303.25,15329.75,15416.25,-0.39166666666666666,2.0,20.5,-11.75,False,0.39166666666666666,20.5,2.0,11.75,False
2023-06-20,15211.5,391,15245.5,15238.0,15244.5,15233.0,15276.5,-1.0,99.25,30.0,31.75,True,-1.0,7.0,30.0,-31.75,True
2023-06-21,15201.75,391,15244.5,15254.5,15247.5,15194.5,15287.5,-1.0,17.5,30.0,-143.75,True,4.791666666666667,199.5,17.5,143.75,False
2023-06-22,14981.5,391,15049.75,15028.75,15038.75,15035.75,15134.75,7.716666666666667,236.5,17.5,231.5,False,-1.0,17.5,30.0,-231.5,True
2023-06-23,15043.5,391,15148.25,15156.5,15236.0,15044.25,15193.75,-1.0,44.25,30.0,15.25,True,-1.0,9.25,30.0,-15.25,True
2023-06-26,15036.5,391,15056.0,15101.75,15057.75,14999.5,15099.5,-1.0,116.0,30.0,-160.75,True,-1.0,12.0,30.0,160.75,True
2023-06-27,14917.75,391,14914.75,14875.75,14875.0,14853.75,15050.75,6.075,221.5,29.75,182.25,False,-1.0,19.75,30.0,-182.25,True
2023-06-28,15029.5,391,14912.75,15063.25,15088.25,14873.25,15047.25,4.266666666666667,189.5,4.0,128.0,False,-1.0,4.0,30.0,-128.0,True
2023-06-29,15119.25,391,15135.0,15147.25,15161.0,15048.5,15145.5,-1.0,10.5,30.0,-14.5,True,0.48333333333333334,90.75,25.5,14.5,False
2023-06-30,15252.0,391,15078.0,15122.75,15106.0,15062.0,15132.5,2.1,124.75,13.5,63.0,False,-1.0,13.5,30.0,-63.0,True
2023-07-03,15355.25,225,15343.75,15352.0,15331.0,15299.25,15369.25,-1.0,34.75,30.0,1.75,True,-1.0,18.0,30.0,-1.75,True
2023-07-04,15363.75,210,15353.75,15349.5,15357.0,15334.25,15377.75,-0.6416666666666667,4.75,23.25,-19.25,False,0.6416666666666667,23.25,4.75,19.25,False
2023-07-05,15293.5,391,15350.0,15344.5,15345.25,15343.0,15356.0,2.183333333333333,138.5,1.0,65.5,False,-1.0,1.0,30.0,-65.5,True
2023-07-06,15196.0,391,15369.0,15299.25,15353.75,15338.0,15403.5,-1.0,18.25,30.0,38.25,True,-1.0,84.5,30.0,-38.25,True
2023-07-07,15220.5,391,15225.5,15233.25,15211.75,15142.0,15247.5,-1.0,22.0,30.0,-27.0,True,-1.0,31.75,30.0,27.0,True
2023-07-10,15168.5,391,15218.0,15129.75,15198.5,15185.0,15276.5,-1.0,46.25,30.0,24.5,True,-1.0,1.25,30.0,-24.5,True
2023-07-11,15202.0,391,15154.5,15195.75,15195.75,15123.5,15185.0,-1.0,31.5,30.0,48.5,True,-1.0,18.25,30.0,-48.5,True
2023-07-12,15430.25,391,15204.75,15276.25,15258.0,15168.75,15224.75,-1.0,77.5,30.0,28.5,True,-1.0,21.75,30.0,-28.5,True
2023-07-13,15576.25,391,15457.0,15501.25,15457.75,15397.0,15485.0,4.475,165.0,24.0,134.25,False,-1.0,24.0,30.0,-134.25,True
2023-07-14,15722.0,391,15656.75,15723.75,15699.0,15581.25,15741.25,-1.0,135.25,30.0,-22.0,True,-1.0,0.5,30.0,22.0,True
2023-07-17,15729.75,391,15699.0,15676.75,15690.0,15684.0,15795.5,3.275,153.0,21.0,98.25,False,-1.0,3.5,30.0,-98.25,True
2023-07-18,15815.25,391,15779.75,15813.75,15832.0,15708.75,15826.25,-1.0,0.75,30.0,151.0,True,-1.0,82.25,30.0,-151.0,True
2023-07-19,16012.75,391,15813.75,15963.25,15949.25,15733.25,15921.25,-1.0,22.0,30.0,-63.25,True,-1.0,41.75,30.0,63.25,True
2023-07-20,15833.75,391,15977.5,15883.75,15922.75,15951.0,16021.0,-1.0,61.25,30.0,-241.0,True,-1.0,2.0,30.0,241.0,True
2023-07-21,15688.25,391,15852.5,15602.0,15590.75,15692.5,15895.0,-1.0,0.5,30.0,-142.0,True,-1.0,31.5,30.0,142.0,True
2023-07-24,15578.5,391,15582.75,15546.5,15556.0,15558.25,15650.25,-1.0,40.25,30.0,-13.5,True,-1.0,4.5,30.0,13.5,True
2023-07-25,15589.0,391,15548.5,15561.75,15570.0,15536.5,15582.0,2.0083333333333333,147.25,1.25,60.25,False,-1.0,1.25,30.0,-60.25,True
2023-07-26,15619.0,391,15685.75,15651.5,15730.25,15621.75,15709.75,-1.0,20.25,30.0,-3.25,True,-1.0,104.0,30.0,3.25,True
2023-07-27,15834.75,391,15632.0,15700.5,15638.75,15557.0,15639.5,-1.0,69.25,30.0,-262.75,True,-1.0,11.75,30.0,262.75,True
2023-07-28,15737.75,391,15823.0,15613.0,15580.0,15711.0,15904.0,3.308333333333333,158.25,22.0,99.25,False,-1.0,22.0,30.0,-99.25,True
2023-07-31,15860.0,391,15843.25,15806.75,15850.0,15782.25,15893.25,-1.0,45.0,30.0,7.25,True,-1.0,1.0,30.0,-7.25,True
2023-08-01,15796.5,391,15841.5,15867.0,15869.25,15821.0,15864.5,-1.0,5.5,30.0,17.75,True,-1.0,68.25,30.0,-17.75,True
2023-08-03,15358.0,391,15473.75,15478.0,15455.75,15414.25,15605.75,2.5416666666666665,165.5,6.75,76.25,False,-1.0,0.5,30.0,-76.25,True
2023-08-04,15511.5,391,15458.0,15512.75,15441.0,15387.0,15482.5,-1.0,72.0,30.0,-148.25,True,-1.0,15.0,30.0,148.25,True
2023-08-07,15433.5,391,15524.0,15435.0,15370.5,15437.0,15583.5,-1.0,39.75,30.0,48.25,True,-1.0,1.75,30.0,-48.25,True
2023-08-08,15379.0,391,15421.25,15433.75,15495.0,15388.75,15451.75,-1.0,0.5,30.0,-23.25,True,0.775,161.0,0.5,23.25,False
2023-08-09,15361.0,391,15264.5,15374.0,15351.75,15228.5,15342.0,-1.0,7.5,30.0,-167.75,True,5.591666666666667,214.5,7.5,167.75,False
2023-08-10,15300.75,391,15187.25,15240.0,15202.5,15162.75,15291.75,-1.0,141.5,30.0,-100.0,True,-1.0,27.5,30.0,100.0,True
2023-08-11,15091.75,391,15211.5,15211.25,15219.0,15174.0,15325.5,-1.0,0.25,30.0,13.75,True,-1.0,39.75,30.0,-13.75,True
2023-08-14,15068.25,391,15102.5,15050.25,15104.0,15059.0,15128.0,-1.0,5.75,30.0,201.75,True,-1.0,33.25,30.0,-201.75,True
2023-08-15,15225.0,391,15219.25,15320.0,15279.0,15112.25,15247.75,-1.0,34.25,30.0,-118.0,True,-1.0,13.0,30.0,118.0,True
2023-08-16,15079.75,391,15175.25,15121.75,15110.75,15119.75,15222.25,-1.0,64.25,30.0,-139.0,True,-1.0,28.75,30.0,139.0,True
2023-08-17,14994.25,391,15118.5,14947.0,14940.25,15020.0,15134.5,-1.0,13.25,30.0,-225.5,True,7.516666666666667,239.75,13.25,225.5,False
2023-08-18,14632.25,391,14901.75,14762.0,14748.0,14856.75,14979.75,4.466666666666667,170.5,23.0,134.0,False,-1.0,8.75,30.0,-134.0,True
2023-08-21,14808.75,391,14746.5,14763.5,14762.5,14666.5,14771.0,5.55,205.0,20.0,166.5,False,-1.0,3.25,30.0,-166.5,True
2023-08-22,15091.5,391,14834.0,14974.25,14974.5,14793.5,14947.0,-1.0,0.75,30.0,-129.0,True,4.3,159.5,0.75,129.0,False
2023-08-23,15009.25,391,14962.25,15011.25,14959.75,14935.25,15030.75,6.366666666666666,233.25,9.75,191.0,False,-1.0,9.75,30.0,-191.0,True
2023-08-24,15335.5,391,15194.25,15383.5,15333.0,15058.25,15242.25,-1.0,4.25,30.0,-478.25,True,15.941666666666666,485.0,4.25,478.25,False
2023-08-25,14897.25,391,14964.25,14835.5,14833.0,14854.75,15231.25,-1.0,151.5,30.0,91.0,True,-1.0,5.0,30.0,-91.0,True
2023-08-28,15097.5,391,14877.75,14980.5,14991.0,14799.75,14955.25,-1.0,4.75,30.0,-7.5,True,0.25,114.0,29.0,7.5,False
2023-08-29,15076.75,391,15011.25,15112.0,15098.75,14998.75,15074.25,11.375,353.75,14.0,341.25,False,-1.0,14.0,30.0,-341.25,True
2023-08-30,15416.25,391,15410.25,15455.75,15427.5,15196.25,15430.5,-1.0,91.0,30.0,79.25,True,-1.0,6.75,30.0,-79.25,True
2023-08-31,15492.25,391,15492.5,15511.5,15513.75,15429.5,15513.5,1.6,114.5,3.5,48.0,False,-1.0,3.5,30.0,-48.0,True
2023-09-01,15633.0,391,15555.0,15547.5,15534.0,15523.0,15591.0,-1.0,19.75,30.0,-117.25,True,3.908333333333333,179.0,19.75,117.25,False
2023-09-04,15555.0,210,15509.25,15533.75,15517.0,15478.25,15565.75,-1.0,23.75,30.0,-31.25,True,1.0416666666666667,42.75,23.75,31.25,False
2023-09-05,15481.75,391,15555.0,15499.75,15527.75,15526.0,15568.5,-1.0,16.0,30.0,56.5,True,-1.0,39.0,30.0,-56.5,True
2023-09-06,15499.5,391,15530.25,15502.0,15511.25,15483.25,15572.25,-1.0,4.75,30.0,-104.0,True,3.466666666666667,189.0,14.75,104.0,False
2023-09-07,15200.5,391,15385.5,15386.0,15385.0,15313.0,15447.0,-1.0,2.75,30.0,66.5,True,-1.0,43.0,30.0,-66.5,True
2023-09-08,15273.0,391,15265.25,15288.0,15286.25,15195.75,15287.75,0.875,117.75,17.25,26.25,False,-1.0,3.0,30.0,-26.25,True
2023-09-11,15618.75,391,15325.0,15515.75,15308.0,15280.0,15361.0,-1.0,28.0,30.0,59.25,True,-1.0,81.5,30.0,-59.25,True
2023-09-12,15600.5,391,15588.0,15669.0,15662.25,15540.5,15636.0,-1.0,58.25,30.0,-100.25,True,-1.0,15.0,30.0,100.25,True
2023-09-13,15503.75,391,15553.75,15478.5,15500.75,15519.75,15633.25,-1.0,57.75,30.0,63.0,True,-1.0,10.25,30.0,-63.0,True
2023-09-14,15620.0,391,15555.75,15623.5,15569.0,15491.25,15583.25,-1.0,18.75,30.0,59.0,True,-1.0,89.0,30.0,-59.0,True
2023-09-15,15610.5,391,15683.0,15710.25,15677.0,15606.5,15707.5,-1.0,17.0,30.0,-210.25,True,7.008333333333334,253.75,17.0,210.25,False
2023-09-18,15355.75,391,15383.0,15411.25,15382.25,15357.0,15512.0,2.091666666666667,105.25,12.75,62.75,False,-1.0,12.75,30.0,-62.75,True
2023-09-19,15355.0,391,15412.25,15408.25,15424.25,15387.25,15441.75,-1.0,0.75,30.0,30.5,True,-1.0,106.5,30.0,-30.5,True
2023-09-20,15419.25,391,15360.75,15350.0,15375.25,15281.75,15390.25,-1.0,0.25,30.0,-270.0,True,9.0,273.25,16.0,270.0,False
2023-09-21,14988.0,391,15375.0,15095.75,15133.25,15320.5,15435.0,-1.0,32.25,30.0,-128.0,True,-1.0,13.0,30.0,128.0,True
2023-09-22,14937.5,391,14944.5,14896.0,14854.5,14921.0,15008.0,-1.0,3.5,30.0,-52.5,True,-1.0,49.5,30.0,52.5,True
2023-09-25,14824.5,391,14923.0,14921.5,14880.25,14871.0,14966.0,-1.0,11.0,30.0,119.5,True,-1.0,42.0,30.0,-119.5,True
2023-09-26,14825.0,391,14895.5,14874.75,14949.0,14842.5,14923.0,-1.0,21.25,30.0,-113.25,True,3.775,158.75,21.25,113.25,False
2023-09-27,14753.0,391,14764.0,14738.75,14725.25,14691.0,14804.0,-1.0,53.0,30.0,-0.75,True,-1.0,3.75,30.0,0.75,True
2023-09-28,14695.0,391,14751.0,14740.25,14772.5,14686.5,14791.5,-1.0,7.75,30.0,161.0,True,-1.0,37.0,30.0,-161.0,True
2023-09-29,15001.5,391,14719.0,14885.25,14876.5,14658.0,14859.0,-1.0,59.25,30.0,-134.25,True,-1.0,24.75,30.0,134.25,True
2023-10-03,14880.25,391,14912.75,14984.25,14989.5,14880.25,14972.75,-1.0,94.5,30.0,-150.75,True,-1.0,6.75,30.0,150.75,True
2023-10-04,14753.0,391,14725.75,14657.25,14713.75,14651.75,14885.25,5.1,203.0,18.5,153.0,False,-1.0,4.0,30.0,-153.0,True
2023-10-05,14909.0,391,14832.25,14937.75,14903.0,14738.75,14891.75,-1.0,17.5,30.0,-40.75,True,1.3583333333333334,192.75,17.5,40.75,False
2023-10-06,14736.75,391,14878.0,14863.25,14853.75,14800.0,14935.0,-1.0,64.25,30.0,380.5,True,-1.0,1.0,30.0,-380.5,True
2023-10-10,15201.0,391,15012.0,15215.5,15196.5,14965.0,15089.5,2.475,182.5,21.0,74.25,False,-1.0,21.0,30.0,-74.25,True
2023-10-11,15325.25,391,15285.5,15297.25,15282.25,15246.0,15376.5,-1.0,62.0,30.0,59.25,True,-1.0,2.25,30.0,-59.25,True
2023-10-12,15392.75,391,15324.75,15424.75,15407.5,15284.25,15344.75,-1.0,76.0,30.0,-72.5,True,-1.0,26.75,30.0,72.5,True
2023-10-13,15342.25,391,15428.0,15328.0,15324.0,15333.5,15468.5,-1.0,24.5,30.0,-227.0,True,7.566666666666666,280.0,24.5,227.0,False
2023-10-16,15175.75,391,15112.0,15163.25,15120.0,15062.5,15268.5,3.75,161.0,7.0,112.5,False,-1.0,7.0,30.0,-112.5,True
2023-10-17,15138.5,391,15296.75,15274.5,15305.75,15218.25,15325.75,-1.0,3.5,30.0,104.5,True,-1.0,88.25,30.0,-104.5,True
2023-10-18,15130.75,391,15202.0,15216.75,15236.5,15178.5,15289.0,-1.0,93.0,30.0,-72.0,True,-1.0,5.25,30.0,72.0,True
2023-10-19,15087.5,391,15137.75,14995.75,15045.0,15080.25,15183.75,-1.0,21.5,30.0,-215.75,True,-1.0,121.25,30.0,215.75,True
2023-10-20,14862.5,391,15034.0,14847.5,14850.0,14981.0,15095.5,-1.0,1.25,30.0,-208.5,True,6.95,210.75,23.5,208.5,False
2023-10-23,14602.5,391,14705.5,14689.75,14680.0,14651.5,14814.5,-1.0,27.25,30.0,116.5,True,-1.0,88.25,30.0,-116.5,True
2023-10-24,14778.25,391,14699.5,14755.0,14744.0,14630.0,14819.0,-1.0,99.75,30.0,105.0,True,-1.0,2.75,30.0,-105.0,True
2023-10-25,14741.5,391,14805.0,14786.0,14828.0,14769.5,14849.5,-1.0,7.75,30.0,-252.0,True,8.4,290.25,7.75,252.0,False
2023-10-27,14307.0,391,14315.0,14306.5,14248.25,14212.0,14369.5,-1.0,62.5,30.0,-26.0,True,-1.0,0.25,30.0,26.0,True
2023-10-31,14419.25,391,14364.25,14344.5,14410.5,14321.75,14413.75,-1.0,9.5,30.0,60.0,True,-1.0,108.0,30.0,-60.0,True
2023-11-01,14520.25,391,14413.0,14470.0,14460.0,14344.0,14444.5,7.475,241.75,5.0,224.25,False,-1.0,5.0,30.0,-224.25,True
2023-11-02,14920.5,391,14614.75,14805.25,14761.25,14515.25,14673.75,-1.0,32.0,30.0,77.25,True,-1.0,16.75,30.0,-77.25,True
2023-11-06,15204.0,391,15189.5,15179.25,15187.0,15076.0,15218.0,-1.0,53.5,30.0,24.5,True,-1.0,0.75,30.0,-24.5,True
2023-11-07,15275.75,391,15206.5,15205.5,15215.0,15188.5,15235.0,-1.0,11.5,30.0,99.25,True,-1.0,51.75,30.0,-99.25,True
2023-11-08,15388.5,391,15375.25,15358.5,15373.0,15284.75,15411.25,-1.0,29.0,30.0,-7.0,True,0.23333333333333334,101.75,29.0,7.0,False
2023-11-09,15404.5,391,15360.75,15372.0,15356.25,15338.75,15383.25,-1.0,15.0,30.0,-146.0,True,-1.0,58.5,30.0,146.0,True
2023-11-10,15327.75,391,15390.75,15248.0,15254.75,15333.75,15432.75,9.058333333333334,277.75,22.25,271.75,False,-1.0,22.25,30.0,-271.75,True
2023-11-13,15529.75,391,15592.75,15513.75,15586.25,15345.25,15609.75,-1.0,9.25,30.0,19.0,True,-1.0,64.5,30.0,-19.0,True
2023-11-14,15812.0,391,15556.75,15572.25,15558.0,15524.25,15576.75,2.8333333333333335,106.75,21.75,85.0,False,-1.0,21.75,30.0,-85.0,True
2023-11-15,15957.25,391,15875.5,15921.5,15895.0,15813.5,15903.0,-1.0,16.25,30.0,-70.25,True,2.341666666666667,124.75,20.0,70.25,False
2023-11-16,15850.75,391,15907.0,15850.75,15846.75,15884.0,15955.0,-1.0,55.0,30.0,48.75,True,-1.0,25.5,30.0,-48.75,True
2023-11-17,15862.75,391,15869.25,15893.75,15897.75,15834.75,15883.25,-1.0,10.75,30.0,30.5,True,-1.0,37.75,30.0,-30.5,True
2023-11-20,15895.0,391,15893.25,15854.25,15895.0,15859.75,15915.75,6.366666666666666,221.75,0.25,191.0,False,-1.0,0.25,30.0,-191.0,True
2023-11-21,16013.0,391,16010.25,16109.25,16087.5,15887.25,16066.75,-1.0,2.5,30.0,-28.5,True,0.95,96.25,7.75,28.5,False
2023-11-22,16069.75,391,15983.0,15971.5,15967.25,15928.0,16001.5,-1.0,103.75,30.0,-20.25,True,-1.0,0.5,30.0,20.25,True
2023-11-23,16063.0,210,16059.5,16049.0,16036.75,16035.0,16098.5,-0.016666666666666666,11.75,11.5,-0.5,False,0.016666666666666666,11.5,11.75,0.5,False
2023-11-24,16028.5,225,16064.75,16061.25,16062.5,16057.25,16076.25,-1.0,25.0,30.0,-17.5,True,0.5833333333333334,46.75,25.0,17.5,False
2023-11-27,15999.0,391,16010.25,15947.25,16008.0,15995.75,16041.25,0.3333333333333333,90.25,28.75,10.0,False,-1.0,0.75,30.0,-10.0,True
2023-11-28,15974.5,391,16006.25,15997.5,16005.25,15996.25,16055.25,2.441666666666667,97.0,16.0,73.25,False,-1.0,1.25,30.0,-73.25,True
2023-11-29,16147.25,391,16007.25,16075.25,16055.5,15968.25,16022.75,-1.0,61.25,30.0,-116.25,True,-1.0,0.75,30.0,116.25,True
2023-11-30,16032.5,391,16066.0,16055.25,16040.25,16032.0,16143.5,-1.0,19.0,30.0,-55.0,True,1.8333333333333333,176.5,19.0,55.0,False
2023-12-01,15933.5,391,15891.5,15955.5,15955.0,15865.5,15983.5,-1.0,2.25,30.0,85.25,True,-1.0,58.0,30.0,-85.25,True
2023-12-04,15862.5,391,16010.0,15981.0,16022.0,15930.5,16037.5,-1.0,14.0,30.0,-2.0,True,0.06666666666666667,141.25,23.25,2.0,False
2023-12-05,15791.25,391,15829.75,15827.75,15863.25,15767.25,15885.75,4.25,169.75,8.0,127.5,False,-1.0,8.0,30.0,-127.5,True
2023-12-06,16033.5,391,15887.5,15979.5,15897.0,15835.0,15926.5,-1.0,4.25,30.0,-214.75,True,7.158333333333333,231.5,4.25,214.75,False
2023-12-07,15934.25,391,15942.75,15813.75,15814.5,15867.75,15982.25,-1.0,47.75,30.0,96.25,True,-1.0,27.25,30.0,-96.25,True
2023-12-08,15956.0,391,16026.5,16026.75,16017.5,15932.5,16056.0,4.691666666666666,162.75,8.75,140.75,False,-1.0,8.75,30.0,-140.75,True
2023-12-11,16290.25,391,16093.0,16263.0,16093.0,16011.5,16113.5,5.308333333333334,169.25,8.75,159.25,False,-1.0,8.75,30.0,-159.25,True
2023-12-12,16444.25,391,16436.5,16469.25,16453.0,16346.5,16459.5,-1.0,4.5,30.0,135.0,True,-1.0,47.75,30.0,-135.0,True
2023-12-13,16609.5,391,16467.0,16605.75,16596.0,16440.0,16526.5,-1.0,47.75,30.0,170.5,True,-1.0,3.5,30.0,-170.5,True
2023-12-14,16820.5,391,16604.5,16875.75,16777.5,16576.0,16699.0,-1.0,56.75,30.0,-57.25,True,-1.0,9.0,30.0,57.25,True
2023-12-15,16787.5,391,16844.75,16777.75,16739.25,16750.25,16877.25,1.35,99.75,25.0,40.5,False,-1.0,7.5,30.0,-40.5,True
2023-12-18,16846.5,391,16809.5,16852.25,16820.25,16791.0,16857.5,2.6666666666666665,127.5,14.0,80.0,False,-1.0,14.0,30.0,-80.0,True
