Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit long,2023-09-05 23:53,SAR,15481.75,1,309600,25,0.01,10,30,0.01,-55,-0.02,25,0.00,1
1,Entry long,2023-09-05 23:52,L @ 15480.25,15480,1,309600,25,0.01,10,30,0.01,-55,-0.02,25,0.00,1
2,Exit short,2023-09-05 23:54,xS,15478.75,1,309800,215,0.07,10,220,0.07,-40,-0.01,240,0.02,1
2,Entry short,2023-09-05 23:53,S @ 15489.75,15490,1,309800,215,0.07,10,220,0.07,-40,-0.01,240,0.02,1
3,Exit long,2023-09-06 00:02,xL,15461.25,1,309095,120,0.04,10,125,0.04,-60,-0.02,360,0.04,0
3,Entry long,2023-09-06 00:02,L @ 15455,15454.75,1,309095,120,0.04,10,125,0.04,-60,-0.02,360,0.04,0
4,Exit long,2023-09-06 00:17,xL,15468.5,1,309255,105,0.03,10,110,0.04,-85,-0.03,465,0.05,0
4,Entry long,2023-09-06 00:17,L @ 15463,15462.75,1,309255,105,0.03,10,110,0.04,-85,-0.03,465,0.05,0
5,Exit long,2023-09-06 00:27,SAR,15503,1,310025,25,0.01,10,30,0.01,-40,-0.01,490,0.05,1
5,Entry long,2023-09-06 00:26,L @ 15501.5,15501.25,1,310025,25,0.01,10,30,0.01,-40,-0.01,490,0.05,1
6,Exit short,2023-09-06 00:34,xS,15482.5,1,309865,205,0.07,10,210,0.07,-45,-0.01,695,0.07,1
6,Entry short,2023-09-06 00:33,S @ 15493,15493.25,1,309865,205,0.07,10,210,0.07,-45,-0.01,695,0.07,1
7,Exit short,2023-09-06 01:00,xS,15528.5,1,310460,-120,-0.04,10,0,0.00,-115,-0.04,575,0.06,0
7,Entry short,2023-09-06 01:00,S @ 15522.75,15523,1,310460,-120,-0.04,10,0,0.00,-115,-0.04,575,0.06,0
8,Exit short,2023-09-06 01:33,xS,15523.5,1,310630,150,0.05,10,155,0.05,-60,-0.02,725,0.07,0
8,Entry short,2023-09-06 01:33,S @ 15531.25,15531.5,1,310630,150,0.05,10,155,0.05,-60,-0.02,725,0.07,0
9,Exit short,2023-09-06 02:09,xS,15527.25,1,310660,105,0.03,10,110,0.04,-5,0.00,830,0.08,0
9,Entry short,2023-09-06 02:09,S @ 15532.75,15533,1,310660,105,0.03,10,110,0.04,-5,0.00,830,0.08,0
10,Exit short,2023-09-06 03:39,xS,15536.5,1,310835,95,0.03,10,100,0.03,-30,-0.01,925,0.09,1
10,Entry short,2023-09-06 03:38,S @ 15541.5,15541.75,1,310835,95,0.03,10,100,0.03,-30,-0.01,925,0.09,1
11,Exit short,2023-09-06 03:54,xS,15549.75,1,310860,-145,-0.05,10,0,0.00,-140,-0.05,780,0.08,4
11,Entry short,2023-09-06 03:50,S @ 15542.75,15543,1,310860,-145,-0.05,10,0,0.00,-140,-0.05,780,0.08,4
12,Exit short,2023-09-06 05:26,xS,15547.25,1,311075,120,0.04,10,125,0.04,-100,-0.03,900,0.09,6
12,Entry short,2023-09-06 05:20,S @ 15553.5,15553.75,1,311075,120,0.04,10,125,0.04,-100,-0.03,900,0.09,6
13,Exit short,2023-09-06 05:50,xS,15550.5,1,311130,110,0.04,10,115,0.04,-15,0.00,1010,0.10,0
13,Entry short,2023-09-06 05:50,S @ 15556.25,15556.5,1,311130,110,0.04,10,115,0.04,-15,0.00,1010,0.10,0
14,Exit long,2023-09-06 23:46,xL,15493,1,310040,-190,-0.06,10,0,0.00,-185,-0.06,820,0.08,0
14,Entry long,2023-09-06 23:46,L @ 15502.25,15502,1,310040,-190,-0.06,10,0,0.00,-185,-0.06,820,0.08,0
15,Exit short,2023-09-06 23:51,SAR,15485.75,1,309670,-55,-0.02,10,0,0.00,-120,-0.04,765,0.08,1
15,Entry short,2023-09-06 23:50,S @ 15483.25,15483.5,1,309670,-55,-0.02,10,0,0.00,-120,-0.04,765,0.08,1
16,Exit long,2023-09-06 23:57,xL,15484.5,1,309860,-180,-0.06,10,115,0.04,-175,-0.06,585,0.06,3
16,Entry long,2023-09-06 23:54,L @ 15493.25,15493,1,309860,-180,-0.06,10,115,0.04,-175,-0.06,585,0.06,3
17,Exit long,2023-09-07 00:08,xL,15413,1,308100,150,0.05,10,155,0.05,-35,-0.01,735,0.07,0
17,Entry long,2023-09-07 00:08,L @ 15405.25,15405,1,308100,150,0.05,10,155,0.05,-35,-0.01,735,0.07,0
18,Exit short,2023-09-07 00:55,SAR,15408.25,1,308090,-85,-0.03,10,0,0.00,-90,-0.03,650,0.07,1
18,Entry short,2023-09-07 00:54,S @ 15404.25,15404.5,1,308090,-85,-0.03,10,0,0.00,-90,-0.03,650,0.07,1
19,Exit long,2023-09-07 01:36,xL,15390.25,1,307635,160,0.05,10,165,0.05,-20,-0.01,810,0.08,0
19,Entry long,2023-09-07 01:36,L @ 15382,15381.75,1,307635,160,0.05,10,165,0.05,-20,-0.01,810,0.08,0
20,Exit short,2023-09-07 02:02,xS,15370.5,1,307560,140,0.05,10,145,0.05,-35,-0.01,950,0.10,1
20,Entry short,2023-09-07 02:01,S @ 15377.75,15378,1,307560,140,0.05,10,145,0.05,-35,-0.01,950,0.10,1
21,Exit long,2023-09-07 02:08,xL,15372.25,1,307540,-105,-0.03,10,90,0.03,-100,-0.03,845,0.08,2
21,Entry long,2023-09-07 02:06,L @ 15377.25,15377,1,307540,-105,-0.03,10,90,0.03,-100,-0.03,845,0.08,2
22,Exit short,2023-09-07 03:27,xS,15357.75,1,307035,-130,-0.04,10,0,0.00,-125,-0.04,715,0.07,0
22,Entry short,2023-09-07 03:27,S @ 15351.5,15351.75,1,307035,-130,-0.04,10,0,0.00,-125,-0.04,715,0.07,0
23,Exit long,2023-09-07 03:34,xL,15358.25,1,307000,155,0.05,10,160,0.05,-120,-0.04,870,0.09,5
23,Entry long,2023-09-07 03:29,L @ 15350.25,15350,1,307000,155,0.05,10,160,0.05,-120,-0.04,870,0.09,5
24,Exit long,2023-09-07 03:44,xL,15355.5,1,306990,110,0.04,10,115,0.04,-5,0.00,980,0.10,1
24,Entry long,2023-09-07 03:43,L @ 15349.75,15349.5,1,306990,110,0.04,10,115,0.04,-5,0.00,980,0.10,1
25,Exit long,2023-09-07 23:47,xL,15212,1,304340,-110,-0.04,10,0,0.00,-105,-0.03,870,0.09,0
25,Entry long,2023-09-07 23:47,L @ 15217.25,15217,1,304340,-110,-0.04,10,0,0.00,-105,-0.03,870,0.09,0
26,Exit short,2023-09-07 23:52,xS,15205,1,304365,255,0.08,10,260,0.09,-165,-0.05,1125,0.11,2
26,Entry short,2023-09-07 23:50,S @ 15218,15218.25,1,304365,255,0.08,10,260,0.09,-165,-0.05,1125,0.11,2
27,Exit long,2023-09-07 23:59,xL,15188.75,1,303590,175,0.06,10,180,0.06,-80,-0.03,1300,0.13,3
27,Entry long,2023-09-07 23:56,L @ 15179.75,15179.5,1,303590,175,0.06,10,180,0.06,-80,-0.03,1300,0.13,3
28,Exit short,2023-09-08 00:08,SAR,15185,1,303580,-130,-0.04,10,0,0.00,-135,-0.04,1170,0.12,1
28,Entry short,2023-09-08 00:07,S @ 15178.75,15179,1,303580,-130,-0.04,10,0,0.00,-135,-0.04,1170,0.12,1
29,Exit short,2023-09-08 00:20,xS,15225.25,1,304325,-190,-0.06,10,25,0.01,-185,-0.06,980,0.10,1
29,Entry short,2023-09-08 00:19,S @ 15216,15216.25,1,304325,-190,-0.06,10,25,0.01,-185,-0.06,980,0.10,1
30,Exit long,2023-09-08 00:31,xL,15203.75,1,304335,-270,-0.09,10,145,0.05,-265,-0.09,710,0.07,9
30,Entry long,2023-09-08 00:22,L @ 15217,15216.75,1,304335,-270,-0.09,10,145,0.05,-265,-0.09,710,0.07,9
31,Exit short,2023-09-08 00:36,xS,15211,1,304000,-230,-0.08,10,25,0.01,-225,-0.07,480,0.05,1
31,Entry short,2023-09-08 00:35,S @ 15199.75,15200,1,304000,-230,-0.08,10,25,0.01,-225,-0.07,480,0.05,1
32,Exit short,2023-09-08 01:00,xS,15246.5,1,304775,-165,-0.05,10,0,0.00,-160,-0.05,315,0.03,0
32,Entry short,2023-09-08 01:00,S @ 15238.5,15238.75,1,304775,-165,-0.05,10,0,0.00,-160,-0.05,315,0.03,0
33,Exit long,2023-09-08 01:22,SAR,15238,1,304770,-20,-0.01,10,0,0.00,-25,-0.01,295,0.03,1
33,Entry long,2023-09-08 01:21,L @ 15238.75,15238.5,1,304770,-20,-0.01,10,0,0.00,-25,-0.01,295,0.03,1
34,Exit short,2023-09-08 01:34,SAR,15249.25,1,304900,-95,-0.03,10,0,0.00,-95,-0.03,200,0.02,1
34,Entry short,2023-09-08 01:33,S @ 15244.75,15245,1,304900,-95,-0.03,10,0,0.00,-95,-0.03,200,0.02,1
35,Exit long,2023-09-08 01:41,xL,15234.75,1,304900,-215,-0.07,10,40,0.01,-210,-0.07,-15,0.00,1
35,Entry long,2023-09-08 01:40,L @ 15245.25,15245,1,304900,-215,-0.07,10,40,0.01,-210,-0.07,-15,0.00,1
36,Exit long,2023-09-08 01:53,xL,15212.75,1,304350,-105,-0.03,10,0,0.00,-100,-0.03,-120,-0.01,0
36,Entry long,2023-09-08 01:53,L @ 15217.75,15217.5,1,304350,-105,-0.03,10,0,0.00,-100,-0.03,-120,-0.01,0
37,Exit short,2023-09-08 02:02,SAR,15220.5,1,304355,-65,-0.02,10,0,0.00,-90,-0.03,-185,-0.02,1
37,Entry short,2023-09-08 02:01,S @ 15217.5,15217.75,1,304355,-65,-0.02,10,0,0.00,-90,-0.03,-185,-0.02,1
38,Exit short,2023-09-08 02:24,xS,15255,1,304930,-180,-0.06,10,0,0.00,-175,-0.06,-365,-0.04,0
38,Entry short,2023-09-08 02:24,S @ 15246.25,15246.5,1,304930,-180,-0.06,10,0,0.00,-175,-0.06,-365,-0.04,0
39,Exit long,2023-09-08 02:51,SAR,15247.25,1,304930,5,0.00,10,10,0.00,-10,0.00,-360,-0.04,1
39,Entry long,2023-09-08 02:50,L @ 15246.75,15246.5,1,304930,5,0.00,10,10,0.00,-10,0.00,-360,-0.04,1
40,Exit short,2023-09-08 02:54,xS,15255.5,1,305005,-115,-0.04,10,0,0.00,-110,-0.04,-475,-0.05,0
40,Entry short,2023-09-08 02:54,S @ 15250,15250.25,1,305005,-115,-0.04,10,0,0.00,-110,-0.04,-475,-0.05,0
41,Exit long,2023-09-08 02:56,xL,15244,1,305000,-130,-0.04,10,0,0.00,-125,-0.04,-605,-0.06,0
41,Entry long,2023-09-08 02:56,L @ 15250.25,15250,1,305000,-130,-0.04,10,0,0.00,-125,-0.04,-605,-0.06,0
42,Exit short,2023-09-08 03:04,SAR,15258.75,1,305015,-170,-0.06,10,75,0.02,-180,-0.06,-775,-0.08,3
42,Entry short,2023-09-08 03:01,S @ 15250.5,15250.75,1,305015,-170,-0.06,10,75,0.02,-180,-0.06,-775,-0.08,3
43,Exit long,2023-09-08 03:06,xL,15256,1,305015,95,0.03,10,100,0.03,-30,-0.01,-680,-0.07,1
43,Entry long,2023-09-08 03:05,L @ 15251,15250.75,1,305015,95,0.03,10,100,0.03,-30,-0.01,-680,-0.07,1
44,Exit short,2023-09-08 03:17,xS,15257,1,305025,-125,-0.04,10,0,0.00,-120,-0.04,-805,-0.08,1
44,Entry short,2023-09-08 03:16,S @ 15251,15251.25,1,305025,-125,-0.04,10,0,0.00,-120,-0.04,-805,-0.08,1
45,Exit short,2023-09-08 04:02,xS,15291,1,305725,-105,-0.03,10,25,0.01,-100,-0.03,-910,-0.09,1
45,Entry short,2023-09-08 04:01,S @ 15286,15286.25,1,305725,-105,-0.03,10,25,0.01,-100,-0.03,-910,-0.09,1
46,Exit short,2023-09-08 04:33,xS,15251.25,1,305210,175,0.06,10,180,0.06,-145,-0.05,-735,-0.07,2
46,Entry short,2023-09-08 04:31,S @ 15260.25,15260.5,1,305210,175,0.06,10,180,0.06,-145,-0.05,-735,-0.07,2
47,Exit short,2023-09-08 23:46,xS,15357.5,1,307050,-110,-0.04,10,0,0.00,-105,-0.03,-845,-0.08,0
47,Entry short,2023-09-08 23:46,S @ 15352.25,15352.5,1,307050,-110,-0.04,10,0,0.00,-105,-0.03,-845,-0.08,0
48,Exit long,2023-09-08 23:55,xL,15344.5,1,307080,-200,-0.07,10,0,0.00,-195,-0.06,-1045,-0.10,0
48,Entry long,2023-09-08 23:55,L @ 15354.25,15354,1,307080,-200,-0.07,10,0,0.00,-195,-0.06,-1045,-0.10,0
49,Exit short,2023-09-09 00:13,SAR,15367.75,1,307240,-125,-0.04,10,0,0.00,-170,-0.06,-1170,-0.12,1
49,Entry short,2023-09-09 00:12,S @ 15361.75,15362,1,307240,-125,-0.04,10,0,0.00,-170,-0.06,-1170,-0.12,1
50,Exit long,2023-09-09 00:33,SAR,15360.75,1,307235,-30,-0.01,10,0,0.00,-45,-0.01,-1200,-0.12,1
50,Entry long,2023-09-09 00:32,L @ 15362,15361.75,1,307235,-30,-0.01,10,0,0.00,-45,-0.01,-1200,-0.12,1
51,Exit long,2023-09-09 00:53,xL,15322,1,306535,-105,-0.03,10,0,0.00,-100,-0.03,-1305,-0.13,0
51,Entry long,2023-09-09 00:53,L @ 15327,15326.75,1,306535,-105,-0.03,10,0,0.00,-100,-0.03,-1305,-0.13,0
52,Exit short,2023-09-09 01:02,SAR,15302.75,1,306065,0,0.00,10,5,0.00,-15,0.00,-1305,-0.13,1
52,Entry short,2023-09-09 01:01,S @ 15303,15303.25,1,306065,0,0.00,10,5,0.00,-15,0.00,-1305,-0.13,1
53,Exit short,2023-09-09 01:40,xS,15360.75,1,307320,95,0.03,10,100,0.03,-80,-0.03,-1210,-0.12,4
53,Entry short,2023-09-09 01:36,S @ 15365.75,15366,1,307320,95,0.03,10,100,0.03,-80,-0.03,-1210,-0.12,4
54,Exit short,2023-09-09 03:01,xS,15312.75,1,306455,190,0.06,10,195,0.06,-135,-0.04,-1020,-0.10,4
54,Entry short,2023-09-09 02:57,S @ 15322.5,15322.75,1,306455,190,0.06,10,195,0.06,-135,-0.04,-1020,-0.10,4
55,Exit long,2023-09-09 03:27,xL,15314.5,1,306385,-105,-0.03,10,0,0.00,-100,-0.03,-1125,-0.11,1
55,Entry long,2023-09-09 03:26,L @ 15319.5,15319.25,1,306385,-105,-0.03,10,0,0.00,-100,-0.03,-1125,-0.11,1
56,Exit short,2023-09-09 03:56,xS,15323.5,1,306375,-105,-0.03,10,0,0.00,-100,-0.03,-1230,-0.12,0
56,Entry short,2023-09-09 03:56,S @ 15318.5,15318.75,1,306375,-105,-0.03,10,0,0.00,-100,-0.03,-1230,-0.12,0
57,Exit long,2023-09-09 04:11,xL,15313.5,1,306365,-105,-0.03,10,0,0.00,-100,-0.03,-1335,-0.13,0
57,Entry long,2023-09-09 04:11,L @ 15318.5,15318.25,1,306365,-105,-0.03,10,0,0.00,-100,-0.03,-1335,-0.13,0
58,Exit long,2023-09-09 04:32,xL,15283.25,1,305800,-145,-0.05,10,0,0.00,-140,-0.05,-1480,-0.15,1
58,Entry long,2023-09-09 04:31,L @ 15290.25,15290,1,305800,-145,-0.05,10,0,0.00,-140,-0.05,-1480,-0.15,1
59,Exit long,2023-09-09 04:39,SAR,15284,1,305765,-95,-0.03,10,0,0.00,-100,-0.03,-1575,-0.16,1
59,Entry long,2023-09-09 04:38,L @ 15288.5,15288.25,1,305765,-95,-0.03,10,0,0.00,-100,-0.03,-1575,-0.16,1
60,Exit short,2023-09-09 04:41,xS,15295.5,1,305760,-160,-0.05,10,15,0.00,-155,-0.05,-1735,-0.17,1
60,Entry short,2023-09-09 04:40,S @ 15287.75,15288,1,305760,-160,-0.05,10,15,0.00,-155,-0.05,-1735,-0.17,1
61,Exit short,2023-09-09 05:41,SAR,15271,1,305380,-50,-0.02,10,0,0.00,-50,-0.02,-1785,-0.18,1
61,Entry short,2023-09-09 05:40,S @ 15268.75,15269,1,305380,-50,-0.02,10,0,0.00,-50,-0.02,-1785,-0.18,1
62,Exit short,2023-09-11 23:52,xS,15378.5,1,307455,-125,-0.04,10,0,0.00,-120,-0.04,-1910,-0.19,0
62,Entry short,2023-09-11 23:52,S @ 15372.5,15372.75,1,307455,-125,-0.04,10,0,0.00,-120,-0.04,-1910,-0.19,0
63,Exit long,2023-09-12 00:00,SAR,15365.5,1,307410,-110,-0.04,10,30,0.01,-180,-0.06,-2020,-0.20,2
63,Entry long,2023-09-11 23:58,L @ 15370.75,15370.5,1,307410,-110,-0.04,10,30,0.01,-180,-0.06,-2020,-0.20,2
64,Exit long,2023-09-12 00:06,xL,15361,1,307375,-165,-0.05,10,0,0.00,-160,-0.05,-2185,-0.22,0
64,Entry long,2023-09-12 00:06,L @ 15369,15368.75,1,307375,-165,-0.05,10,0,0.00,-160,-0.05,-2185,-0.22,0
65,Exit short,2023-09-12 00:25,xS,15367.25,1,307180,-175,-0.06,10,40,0.01,-170,-0.06,-2360,-0.24,1
65,Entry short,2023-09-12 00:24,S @ 15358.75,15359,1,307180,-175,-0.06,10,40,0.01,-170,-0.06,-2360,-0.24,1
66,Exit long,2023-09-12 00:31,xL,15350.5,1,307160,-160,-0.05,10,50,0.02,-155,-0.05,-2520,-0.25,1
66,Entry long,2023-09-12 00:30,L @ 15358.25,15358,1,307160,-160,-0.05,10,50,0.02,-155,-0.05,-2520,-0.25,1
67,Exit long,2023-09-12 01:03,xL,15350.25,1,307100,-105,-0.03,10,0,0.00,-100,-0.03,-2625,-0.26,0
67,Entry long,2023-09-12 01:03,L @ 15355.25,15355,1,307100,-105,-0.03,10,0,0.00,-100,-0.03,-2625,-0.26,0
68,Exit long,2023-09-12 01:13,xL,15359.75,1,307090,95,0.03,10,100,0.03,-35,-0.01,-2530,-0.25,2
68,Entry long,2023-09-12 01:11,L @ 15354.75,15354.5,1,307090,95,0.03,10,100,0.03,-35,-0.01,-2530,-0.25,2
69,Exit long,2023-09-12 01:44,SAR,15373.25,1,307595,-140,-0.05,10,60,0.02,-155,-0.05,-2670,-0.27,2
69,Entry long,2023-09-12 01:42,L @ 15380,15379.75,1,307595,-140,-0.05,10,60,0.02,-155,-0.05,-2670,-0.27,2
70,Exit short,2023-09-12 02:14,xS,15389.25,1,307625,-170,-0.06,10,0,0.00,-165,-0.05,-2840,-0.28,5
70,Entry short,2023-09-12 02:09,S @ 15381,15381.25,1,307625,-170,-0.06,10,0,0.00,-165,-0.05,-2840,-0.28,5
71,Exit long,2023-09-12 02:47,xL,15387,1,307600,130,0.04,10,135,0.04,-75,-0.02,-2710,-0.27,10
71,Entry long,2023-09-12 02:37,L @ 15380.25,15380,1,307600,130,0.04,10,135,0.04,-75,-0.02,-2710,-0.27,10
72,Exit short,2023-09-12 03:09,xS,15409.5,1,308085,-115,-0.04,10,0,0.00,-110,-0.04,-2825,-0.28,1
72,Entry short,2023-09-12 03:08,S @ 15404,15404.25,1,308085,-115,-0.04,10,0,0.00,-110,-0.04,-2825,-0.28,1
73,Exit short,2023-09-12 23:47,xS,15636.5,1,312590,-150,-0.05,10,0,0.00,-145,-0.05,-2975,-0.30,0
73,Entry short,2023-09-12 23:47,S @ 15629.25,15629.5,1,312590,-150,-0.05,10,0,0.00,-145,-0.05,-2975,-0.30,0
74,Exit long,2023-09-12 23:48,xL,15619.75,1,312605,-220,-0.07,10,0,0.00,-215,-0.07,-3195,-0.32,0
74,Entry long,2023-09-12 23:48,L @ 15630.5,15630.25,1,312605,-220,-0.07,10,0,0.00,-215,-0.07,-3195,-0.32,0
75,Exit short,2023-09-12 23:53,SAR,15635.75,1,312620,-105,-0.03,10,135,0.04,-170,-0.05,-3300,-0.33,2
75,Entry short,2023-09-12 23:51,S @ 15630.75,15631,1,312620,-105,-0.03,10,135,0.04,-170,-0.05,-3300,-0.33,2
76,Exit long,2023-09-13 00:02,xL,15641.75,1,312625,200,0.06,10,205,0.07,-50,-0.02,-3100,-0.31,1
76,Entry long,2023-09-13 00:01,L @ 15631.5,15631.25,1,312625,200,0.06,10,205,0.07,-50,-0.02,-3100,-0.31,1
77,Exit long,2023-09-13 00:05,xL,15633.25,1,312810,-155,-0.05,10,5,0.00,-150,-0.05,-3255,-0.33,1
77,Entry long,2023-09-13 00:04,L @ 15640.75,15640.5,1,312810,-155,-0.05,10,5,0.00,-150,-0.05,-3255,-0.33,1
78,Exit short,2023-09-13 00:30,xS,15580.25,1,311805,190,0.06,10,195,0.06,-20,-0.01,-3065,-0.31,2
78,Entry short,2023-09-13 00:28,S @ 15590,15590.25,1,311805,190,0.06,10,195,0.06,-20,-0.01,-3065,-0.31,2
79,Exit long,2023-09-13 00:52,xL,15559.5,1,311335,-155,-0.05,10,5,0.00,-150,-0.05,-3220,-0.32,2
79,Entry long,2023-09-13 00:50,L @ 15567,15566.75,1,311335,-155,-0.05,10,5,0.00,-150,-0.05,-3220,-0.32,2
80,Exit long,2023-09-13 01:09,xL,15539.25,1,310920,-145,-0.05,10,0,0.00,-140,-0.05,-3365,-0.34,1
80,Entry long,2023-09-13 01:08,L @ 15546.25,15546,1,310920,-145,-0.05,10,0,0.00,-140,-0.05,-3365,-0.34,1
81,Exit short,2023-09-13 01:29,xS,15544.5,1,310745,-155,-0.05,10,135,0.04,-150,-0.05,-3520,-0.35,1
81,Entry short,2023-09-13 01:28,S @ 15537,15537.25,1,310745,-155,-0.05,10,135,0.04,-150,-0.05,-3520,-0.35,1
82,Exit long,2023-09-13 01:39,xL,15561.5,1,311125,95,0.03,10,100,0.03,-35,-0.01,-3425,-0.34,3
82,Entry long,2023-09-13 01:36,L @ 15556.5,15556.25,1,311125,95,0.03,10,100,0.03,-35,-0.01,-3425,-0.34,3
83,Exit long,2023-09-13 01:57,xL,15550.25,1,311100,-105,-0.03,10,20,0.01,-100,-0.03,-3530,-0.35,2
83,Entry long,2023-09-13 01:55,L @ 15555.25,15555,1,311100,-105,-0.03,10,20,0.01,-100,-0.03,-3530,-0.35,2
84,Exit long,2023-09-13 02:01,xL,15560.75,1,311080,125,0.04,10,130,0.04,-50,-0.02,-3405,-0.34,2
84,Entry long,2023-09-13 01:59,L @ 15554.25,15554,1,311080,125,0.04,10,130,0.04,-50,-0.02,-3405,-0.34,2
85,Exit long,2023-09-13 02:40,xL,15557.5,1,311045,95,0.03,10,100,0.03,-80,-0.03,-3310,-0.33,3
85,Entry long,2023-09-13 02:37,L @ 15552.5,15552.25,1,311045,95,0.03,10,100,0.03,-80,-0.03,-3310,-0.33,3
86,Exit long,2023-09-13 03:41,xL,15582.5,1,311745,-105,-0.03,10,0,0.00,-100,-0.03,-3415,-0.34,0
86,Entry long,2023-09-13 03:41,L @ 15587.5,15587.25,1,311745,-105,-0.03,10,0,0.00,-100,-0.03,-3415,-0.34,0
87,Exit long,2023-09-13 03:53,xL,15546.25,1,311055,-140,-0.05,10,0,0.00,-135,-0.04,-3555,-0.36,0
87,Entry long,2023-09-13 03:53,L @ 15553,15552.75,1,311055,-140,-0.05,10,0,0.00,-135,-0.04,-3555,-0.36,0
88,Exit long,2023-09-13 04:53,xL,15508.75,1,310070,95,0.03,10,100,0.03,-15,0.00,-3460,-0.35,1
88,Entry long,2023-09-13 04:52,L @ 15503.75,15503.5,1,310070,95,0.03,10,100,0.03,-15,0.00,-3460,-0.35,1
89,Exit long,2023-09-13 05:08,xL,15501.75,1,309930,95,0.03,10,100,0.03,-15,0.00,-3365,-0.34,1
89,Entry long,2023-09-13 05:07,L @ 15496.75,15496.5,1,309930,95,0.03,10,100,0.03,-15,0.00,-3365,-0.34,1
90,Exit long,2023-09-13 05:12,xL,15500.75,1,309910,95,0.03,10,100,0.03,-10,0.00,-3270,-0.33,1
90,Entry long,2023-09-13 05:11,L @ 15495.75,15495.5,1,309910,95,0.03,10,100,0.03,-10,0.00,-3270,-0.33,1
91,Exit short,2023-09-13 05:19,xS,15485.75,1,309875,150,0.05,10,155,0.05,-65,-0.02,-3120,-0.31,3
91,Entry short,2023-09-13 05:16,S @ 15493.5,15493.75,1,309875,150,0.05,10,155,0.05,-65,-0.02,-3120,-0.31,3
92,Exit short,2023-09-13 05:30,xS,15495,1,309805,-105,-0.03,10,20,0.01,-100,-0.03,-3225,-0.32,4
92,Entry short,2023-09-13 05:26,S @ 15490,15490.25,1,309805,-105,-0.03,10,20,0.01,-100,-0.03,-3225,-0.32,4
93,Exit short,2023-09-13 23:57,SAR,15540.25,1,310780,-35,-0.01,10,0,0.00,-45,-0.01,-3260,-0.33,1
93,Entry short,2023-09-13 23:56,S @ 15538.75,15539,1,310780,-35,-0.01,10,0,0.00,-45,-0.01,-3260,-0.33,1
94,Exit long,2023-09-14 00:47,SAR,15541.75,1,310935,-110,-0.04,10,0,0.00,-130,-0.04,-3370,-0.34,1
94,Entry long,2023-09-14 00:46,L @ 15547,15546.75,1,310935,-110,-0.04,10,0,0.00,-130,-0.04,-3370,-0.34,1
95,Exit short,2023-09-14 00:49,xS,15545.25,1,311030,115,0.04,10,120,0.04,-75,-0.02,-3255,-0.33,1
95,Entry short,2023-09-14 00:48,S @ 15551.25,15551.5,1,311030,115,0.04,10,120,0.04,-75,-0.02,-3255,-0.33,1
96,Exit short,2023-09-14 00:51,xS,15556.75,1,311040,-105,-0.03,10,20,0.01,-100,-0.03,-3360,-0.34,1
96,Entry short,2023-09-14 00:50,S @ 15551.75,15552,1,311040,-105,-0.03,10,20,0.01,-100,-0.03,-3360,-0.34,1
97,Exit long,2023-09-14 01:00,xL,15560.5,1,311060,140,0.05,10,145,0.05,-35,-0.01,-3220,-0.32,1
97,Entry long,2023-09-14 00:59,L @ 15553.25,15553,1,311060,140,0.05,10,145,0.05,-35,-0.01,-3220,-0.32,1
98,Exit short,2023-09-14 01:13,xS,15583.75,1,311780,95,0.03,10,100,0.03,-10,0.00,-3125,-0.31,0
98,Entry short,2023-09-14 01:13,S @ 15588.75,15589,1,311780,95,0.03,10,100,0.03,-10,0.00,-3125,-0.31,0
99,Exit short,2023-09-14 01:59,xS,15581.75,1,311435,-210,-0.07,10,0,0.00,-205,-0.07,-3335,-0.33,1
99,Entry short,2023-09-14 01:58,S @ 15571.5,15571.75,1,311435,-210,-0.07,10,0,0.00,-205,-0.07,-3335,-0.33,1
100,Exit short,2023-09-14 02:20,xS,15582.5,1,311465,-195,-0.06,10,85,0.03,-190,-0.06,-3530,-0.35,3
100,Entry short,2023-09-14 02:17,S @ 15573,15573.25,1,311465,-195,-0.06,10,85,0.03,-190,-0.06,-3530,-0.35,3
101,Exit short,2023-09-14 02:43,xS,15582,1,311545,-105,-0.03,10,0,0.00,-100,-0.03,-3635,-0.36,0
101,Entry short,2023-09-14 02:43,S @ 15577,15577.25,1,311545,-105,-0.03,10,0,0.00,-100,-0.03,-3635,-0.36,0
102,Exit long,2023-09-14 02:45,xL,15572,1,311540,-110,-0.04,10,10,0.00,-105,-0.03,-3745,-0.37,1
102,Entry long,2023-09-14 02:44,L @ 15577.25,15577,1,311540,-110,-0.04,10,10,0.00,-105,-0.03,-3745,-0.37,1
103,Exit long,2023-09-14 04:15,xL,15584.5,1,311785,-105,-0.03,10,0,0.00,-100,-0.03,-3850,-0.38,0
103,Entry long,2023-09-14 04:15,L @ 15589.5,15589.25,1,311785,-105,-0.03,10,0,0.00,-100,-0.03,-3850,-0.38,0
104,Exit short,2023-09-14 04:30,xS,15583.75,1,311805,120,0.04,10,125,0.04,-100,-0.03,-3730,-0.37,5
104,Entry short,2023-09-14 04:25,S @ 15590,15590.25,1,311805,120,0.04,10,125,0.04,-100,-0.03,-3730,-0.37,5
105,Exit short,2023-09-14 04:42,xS,15585.75,1,311820,95,0.03,10,100,0.03,-50,-0.02,-3635,-0.36,1
