file,family,scale,scale_anomaly,n,joined,med_dev_pts,frac_within_5pts,order_violations,in_span,ok
glbx-mdp3-20251217.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251218.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251219.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251222.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251223.mbp-10_condensed.csv,B,decimal,False,120,120,0.25,1.0,0,True,True
glbx-mdp3-20251224.mbp-10_condensed.csv,B,decimal,False,120,119,0.25,1.0,0,True,True
glbx-mdp3-20251226.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251229.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251230.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20251231.mbp-10_condensed.csv,B,decimal,False,120,120,0.25,1.0,0,True,True
glbx-mdp3-20260102.mbp-10_condensed.csv,B,decimal,False,120,120,0.25,1.0,0,True,True
glbx-mdp3-20260105.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260106.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260107.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260108.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260109.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260112.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260113.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260114.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260115.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260116.mbp-10_condensed.csv,B,decimal,False,120,120,0.25,1.0,0,True,True
glbx-mdp3-20260119.mbp-10_condensed.csv,B,decimal,False,120,120,0.5,1.0,0,True,True
glbx-mdp3-20260120.mbp-10_condensed.csv,B,decimal,False,120,120,0.5,1.0,0,True,True
glbx-mdp3-20260121.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260122.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260123.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260126.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260127.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260128.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260129.mbp-10_condensed.csv,B,decimal,False,120,120,0.375,1.0,0,True,True
glbx-mdp3-20260130.mbp-10_condensed.csv,B,decimal,False,120,120,0.5,1.0,0,True,True
glbx-mdp3-20260202.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260203.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260204.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260205.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260206.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260209.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260210.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260211.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260212.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260213.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260216.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260217.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260218.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260219.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260220.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260223.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260224.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260225.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260226.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260227.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260302.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260303.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260304.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260305.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260306.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260309.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260310.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260311.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260312.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260313.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260316.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260317.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260318.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260319.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260320.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260323.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260324.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260325.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260326.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260327.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260330.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260331.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260401.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260402.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260403.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260406.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260407.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260408.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260409.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260410.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260413.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260414.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260415.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260416.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260417.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260420.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260421.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260422.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260423.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260424.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260427.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260428.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260429.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260430.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260501.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260504.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260505.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260506.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260507.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260508.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260511.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260512.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260513.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260514.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260515.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260518.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260519.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260520.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260521.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260522.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260525.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260526.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260527.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260528.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260529.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260601.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260602.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260603.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260604.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260605.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260608.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260609.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260610.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260611.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260612.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260615.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260616.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260617.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260618.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260619.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260622.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260623.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260624.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260625.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260626.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260629.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260630.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260701.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260702.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260703.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260706.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260707.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260708.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260709.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260710.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260713.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260714.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260715.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260716.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260717.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260720.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260721.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
glbx-mdp3-20260722.mbp-10_condensed.csv,B,decimal,False,120,0,,,0,False,True
condensed_GLBX-20260720-34KL9Y8LRY.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-3CBQ3JQH9F.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-3H969DUB6V.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-3J5FFUJM56.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-3LRBMHMB3C.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-3UEYCWTKV9.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-4UFDLJUT5M.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-537993MYKF.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-53VDUT5B9C.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-55U6NN74AK.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-568JR4NS6F.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-59TNLFC4DF.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-5F4QAV5SG4.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-5FDDUVEX4H.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-5FKTHKBBMK.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-5HLRB69V6Y.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-67PU765LMT.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-6CAKNK4FNQ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-6CCHFUQYG7.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-6VJ475GMDW.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-7W3RS8UCDN.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-84PQKYX89A.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-88QRGVKP5M.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-89E4ME3GML.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-8EWPUQB3DS.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-8PBDE7PYUT.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-8QK6UKTSUA.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-956RJFJDPJ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-9AXY5XSGCR.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-9GWCU7XYYP.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-9J5FMN75NV.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-9TSANW4RHD.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-9TVNQDNK3U.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-AEV734P3PE.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-AJ5VH7PHLH.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-AKTQFU59JT.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-AMCH8HSAEL.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-AWKYUQXAAX.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-B5CXEXQ5FT.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-B7P74FG8R9.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-BCTPEB7S8E.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-BYNMKF35LK.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-C98V6MJ9MB.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-CWCMA3U4HU.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-D5RUUYASR7.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-DF9RPDN9M7.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-DY5C6U89TJ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-E3QTGV4PMS.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-EPS36JS6D6.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-F4QM989ENV.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-FH7T8HULPR.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-FRBBJFNLMC.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-FV96Y4DMBB.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-GUL6WQJEVX.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-HJ7KBU4MWJ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-HMRD8JBRHS.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-HQYLKAW7L3.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-HRX6LVEUE7.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-J9JSCHXE4L.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-JKPERE964M.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-JULSB66VB7.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-K8DBJWVY8D.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-KA7T846VSD.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-KF9FLU5AXQ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-KM48QPLGT5.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-KS5YBWCDQ3.csv,C,fixed1e9,True,99,0,,,0,False,True
condensed_GLBX-20260720-KUBRFDHYFW.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-KUW9LRELRM.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-LS4MA4YR8B.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-LSLBGM7VB6.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MAJY89666U.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MF3RT5V3VK.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MJNWE7A98U.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MKSAHCXCJH.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MM56TPUNGQ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MNYQLMWA3K.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-MYGD8A9MY4.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-N6VGXUXPU3.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-NSXAB7YAA7.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-NWKG39DMP8.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-NWTKP4WMFB.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-Q4XE4RWDNA.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-QE45S7MC6Q.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-QE6J76LG3B.csv,C,fixed1e9,False,76,0,,,0,False,True
condensed_GLBX-20260720-QGBF8UD7LL.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-QXP5GBBP4F.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-S36N4J7AUX.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-SF9CKQV73V.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-SH794BCNRG.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-SP7KU545BQ.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-T39R9X53Q9.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-T3T3K95LN9.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-TK59XQ39NT.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-TP95KK8FME.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-TU5PXYYFYR.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-TXQGKGXJCE.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-U65BVCGJYR.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-UG5YJN99Y3.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-VGN4KH9RW8.csv,C,fixed1e9,False,150,0,,,0,False,True
condensed_GLBX-20260720-VJU5MA9BFX.csv,C,fixed1e9,False,150,0,,,0,False,True
