ts,tf,direction,kind,pattern,htf_flag,entry_ref,stop_ref,wick_low,wick_high,cluster_center,confluence_count,cluster_types,vwap_touched,close,ob_mid,ob_stop
2026-03-25T09:26:00-04:00,2min,short,rejection_block,unclassified,range,24434.625,24446.0,24440.5,24446.0,24438.4797,3,"['bb', 'poc', 'vwap']",True,24432.25,24435.75,24446.0
2026-03-25T09:28:00-04:00,2min,long,displacement,B,range,24443.05,24433.25,24433.25,24433.25,24438.3514,3,"['bb', 'poc', 'vwap']",True,24447.75,24440.375,24431.25
2026-03-25T09:29:00-04:00,1min,short,displacement,B,range,24434.625,24446.5,24446.5,24446.5,24438.3499,3,"['bb', 'poc', 'vwap']",True,24431.5,24440.0,24449.5
2026-03-25T09:30:00-04:00,5min,short,rejection_block,unclassified,range,24434.625,24449.5,24438.25,24449.5,24439.7,3,"['bb', 'poc', 'vwap']",True,24430.0,24440.0,24455.0
2026-03-25T09:32:00-04:00,1min,long,rejection_block,unclassified,range,24453.9746,24447.5,24447.5,24455.75,24451.9297,2,"['bb', 'vwap']",True,24460.75,24451.75,24425.0
2026-03-25T09:33:00-04:00,1min,long,rejection_block,unclassified,range,24455.0799,24446.75,24446.75,24459.75,24451.1304,2,"['bb', 'vwap']",True,24459.75,24449.5,24425.0
2026-03-25T09:34:00-04:00,1min,short,displacement,B,range,24438.3455,24465.75,24460.25,24465.75,24438.6402,3,"['bb', 'poc', 'vwap']",True,24437.25,24455.25,24478.5
2026-03-25T09:35:00-04:00,5min,long,displacement,B,range,24460.0411,24426.0,24426.0,24430.75,24455.345,3,"['bb', 'poc', 'vwap']",True,24466.0,24451.75,24425.0
2026-03-25T09:36:00-04:00,3min,long,rejection_block,A,range,24447.6131,24432.0,24432.0,24460.25,24444.0016,2,"['bb', 'vwap']",True,24479.25,24453.75,24425.0
2026-03-25T09:37:00-04:00,1min,long,rejection_block,unclassified,range,24457.6875,24456.5,24456.5,24479.75,24454.3958,2,"['bb', 'poc']",True,24514.5,24474.75,24432.0
2026-03-25T09:38:00-04:00,2min,long,rejection_block,unclassified,range,24457.6875,24456.5,24456.5,24479.75,24454.7125,2,"['bb', 'poc']",True,24517.25,24477.25,24432.0
2026-03-25T09:39:00-04:00,3min,long,rejection_block,unclassified,range,24457.6875,24456.5,24456.5,24479.75,24454.875,2,"['bb', 'poc']",True,24504.25,24475.5,24425.0
2026-03-25T09:45:00-04:00,5min,long,rejection_block,unclassified,range,24451.625,24443.0,24443.0,24452.75,24447.8324,2,"['poc', 'vwap']",True,24452.75,24473.375,24425.0
2026-03-25T09:46:00-04:00,2min,long,rejection_block,unclassified,range,24453.3865,24443.0,24443.0,24456.5,24449.7211,2,"['poc', 'vwap']",True,24456.5,24481.5,24443.0
2026-03-25T09:47:00-04:00,1min,short,displacement,B,range,24451.625,24460.0,24457.5,24460.0,24449.2315,2,"['poc', 'vwap']",True,24445.0,24454.0,24467.0
2026-03-25T09:48:00-04:00,3min,short,rejection_block,unclassified,range,24444.1877,24467.0,24451.5,24467.0,24448.6917,2,"['poc', 'vwap']",True,24442.5,24478.625,24521.75
2026-03-25T09:49:00-04:00,1min,short,rejection_block,unclassified,range,24444.1824,24454.75,24442.25,24454.75,24448.3025,2,"['poc', 'vwap']",True,24440.0,24451.0,24467.0
2026-03-25T09:50:00-04:00,5min,short,displacement,B,range,24443.9846,24467.0,24451.5,24467.0,24447.4021,3,"['bb', 'poc', 'vwap']",True,24418.25,24470.375,24526.0
2026-03-25T09:51:00-04:00,3min,short,rejection_block,unclassified,range,24442.9966,24454.75,24442.25,24454.75,24447.9239,3,"['bb', 'poc', 'vwap']",True,24380.5,24447.625,24521.75
2026-03-25T10:08:00-04:00,2min,long,rejection_block,unclassified,range,24388.731,24388.25,24388.25,24391.75,24385.6487,2,"['bb', 'vwap']",True,24391.75,,
2026-03-25T10:09:00-04:00,3min,long,rejection_block,unclassified,range,24388.5948,24388.25,24388.25,24399.75,24384.9555,2,"['bb', 'vwap']",True,24404.5,24396.125,24363.25
2026-03-25T10:10:00-04:00,5min,long,rejection_block,unclassified,range,24388.5937,24385.75,24385.75,24395.0,24385.0358,2,"['bb', 'vwap']",True,24420.0,24394.875,24360.75
2026-03-25T10:12:00-04:00,3min,short,rejection_block,unclassified,range,24425.125,24426.75,24413.25,24426.75,24430.6158,2,"['bb', 'vwap']",False,24413.25,24408.625,24429.0
2026-03-25T10:13:00-04:00,1min,long,displacement,B,range,24434.8375,24413.75,24413.75,24414.5,24430.6227,2,"['bb', 'vwap']",True,24438.25,24417.0,24394.0
2026-03-25T10:15:00-04:00,3min,long,displacement,B,counter_trend,24434.2523,24413.75,24413.75,24414.5,24429.6959,2,"['bb', 'vwap']",True,24456.25,,
2026-03-25T10:16:00-04:00,2min,long,rejection_block,A,counter_trend,24431.3625,24422.75,24422.75,24427.75,24427.8581,2,"['bb', 'vwap']",True,24452.0,24428.25,24394.0
2026-03-25T10:26:00-04:00,2min,long,rejection_block,A,counter_trend,24451.625,24442.0,24442.0,24480.5,24448.5,2,"['bb', 'poc']",True,24484.75,24474.5,24442.0
2026-03-25T10:27:00-04:00,3min,long,rejection_block,A,counter_trend,24451.625,24442.0,24442.0,24469.5,24449.875,2,"['bb', 'poc']",True,24469.5,24473.25,24439.5
2026-03-25T10:28:00-04:00,2min,long,rejection_block,A,counter_trend,24453.3375,24451.0,24451.0,24483.0,24452.4813,2,"['bb', 'poc']",True,24496.0,24476.0,24451.0
2026-03-25T10:30:00-04:00,5min,long,rejection_block,A,counter_trend,24460.0,24445.25,24445.25,24452.0,24455.8125,2,"['bb', 'poc']",True,24480.5,24473.0,24439.0
2026-03-25T10:34:00-04:00,2min,long,rejection_block,A,counter_trend,24482.8297,24480.75,24480.75,24481.75,24477.8961,2,"['bb', 'vwap']",True,24493.75,24483.75,24468.25
2026-03-25T10:35:00-04:00,5min,long,rejection_block,A,counter_trend,24484.8744,24456.5,24456.5,24479.75,24480.9661,2,"['bb', 'vwap']",True,24496.75,24469.125,24439.0
2026-03-25T10:36:00-04:00,3min,long,rejection_block,A,counter_trend,24485.7382,24479.75,24479.75,24492.0,24482.0589,2,"['bb', 'vwap']",True,24492.5,24475.5,24442.0
2026-03-25T10:38:00-04:00,1min,short,rejection_block,B2,with_trend,24479.2,24486.5,24476.75,24486.5,24483.0367,2,"['bb', 'vwap']",True,24476.5,24483.625,24497.25
2026-03-25T10:39:00-04:00,1min,short,rejection_block,B2,with_trend,24480.4,24489.75,24478.5,24489.75,24483.5271,2,"['bb', 'vwap']",True,24478.5,,
2026-03-25T10:40:00-04:00,2min,short,rejection_block,B2,with_trend,24481.9875,24489.75,24478.5,24489.75,24484.1794,2,"['bb', 'vwap']",True,24478.5,24482.5,24499.25
2026-03-25T10:41:00-04:00,1min,short,rejection_block,B2,with_trend,24481.7625,24482.0,24478.0,24482.0,24484.1728,2,"['bb', 'vwap']",False,24474.0,24473.0,24482.0
2026-03-25T10:43:00-04:00,1min,long,rejection_block,A,counter_trend,24488.2038,24483.25,24483.25,24491.75,24485.1903,2,"['bb', 'vwap']",True,24505.5,24489.0,24464.0
2026-03-25T10:44:00-04:00,2min,long,rejection_block,A,counter_trend,24488.7925,24480.0,24480.0,24491.75,24485.785,2,"['bb', 'vwap']",True,24499.5,24490.625,24467.25
2026-03-25T10:45:00-04:00,3min,long,rejection_block,A,counter_trend,24489.0468,24480.0,24480.0,24491.75,24486.5793,2,"['bb', 'vwap']",True,24492.0,24490.625,24467.25
2026-03-25T10:47:00-04:00,1min,long,rejection_block,A,counter_trend,24489.8255,24488.5,24488.5,24498.25,24487.7625,2,"['bb', 'vwap']",True,24498.25,24496.75,24488.5
2026-03-25T10:48:00-04:00,3min,long,rejection_block,A,counter_trend,24490.1082,24488.5,24488.5,24493.0,24487.9722,2,"['bb', 'vwap']",True,24500.0,24486.75,24467.25
2026-03-25T10:50:00-04:00,5min,long,rejection_block,A,counter_trend,24491.3,24488.5,24488.5,24493.0,24491.2027,2,"['bb', 'vwap']",True,24505.0,24490.875,24465.75
2026-03-25T10:57:00-04:00,3min,long,rejection_block,A,counter_trend,24496.0125,24487.25,24487.25,24498.25,24491.0815,2,"['bb', 'vwap']",True,24498.25,24503.375,24487.25
2026-03-25T10:58:00-04:00,2min,long,rejection_block,A,counter_trend,24497.25,24484.75,24484.75,24493.75,24492.1877,2,"['bb', 'vwap']",True,24501.25,24495.375,24484.75
2026-03-25T10:59:00-04:00,1min,long,rejection_block,A,counter_trend,24494.1762,24492.0,24492.0,24498.25,24490.5826,2,"['bb', 'vwap']",True,24498.25,24494.625,24487.25
2026-03-25T11:00:00-04:00,5min,short,rejection_block,B2,with_trend,24487.9303,24505.0,24493.75,24505.0,24491.3221,2,"['bb', 'vwap']",True,24484.25,24495.875,24516.0
2026-03-26T08:30:00-04:00,5min,short,rejection_block,B2,with_trend,24134.625,24139.25,24132.25,24139.25,24138.0458,2,"['bb', 'poc']",False,24132.0,24133.125,24144.0
2026-03-26T09:02:00-04:00,2min,short,rejection_block,B2,with_trend,24134.625,24136.75,24130.5,24136.75,24138.27,2,"['poc', 'vwap']",False,24130.5,24123.5,24136.75
2026-03-26T09:03:00-04:00,3min,short,rejection_block,B2,with_trend,24134.625,24136.75,24117.5,24136.75,24138.0732,2,"['poc', 'vwap']",False,24117.5,24122.375,24136.75
2026-03-26T09:05:00-04:00,5min,short,rejection_block,B2,with_trend,24134.625,24136.75,24124.75,24136.75,24137.7958,2,"['poc', 'vwap']",False,24124.75,24118.25,24136.75
2026-03-26T09:14:00-04:00,2min,long,displacement,B,counter_trend,24138.6873,24122.0,24122.0,24122.25,24136.6561,2,"['poc', 'vwap']",True,24145.5,24128.375,24110.75
2026-03-26T09:15:00-04:00,5min,short,rejection_block,B2,with_trend,24134.625,24146.0,24133.75,24146.0,24136.49,2,"['poc', 'vwap']",True,24133.75,24130.0,24146.0
2026-03-26T09:16:00-04:00,2min,long,rejection_block,A,counter_trend,24138.116,24126.0,24126.0,24139.5,24136.3705,2,"['poc', 'vwap']",True,24139.5,,
2026-03-26T09:18:00-04:00,3min,long,rejection_block,A,counter_trend,24134.625,24126.0,24126.0,24133.25,24130.975,2,"['bb', 'poc']",True,24153.0,,
2026-03-26T09:20:00-04:00,5min,long,rejection_block,A,counter_trend,24137.2222,24126.0,24126.0,24133.25,24134.1824,3,"['bb', 'poc', 'vwap']",True,24148.75,24135.25,24110.75
2026-03-26T09:23:00-04:00,1min,long,rejection_block,A,counter_trend,24136.875,24136.25,24136.25,24139.0,24135.5668,3,"['bb', 'poc', 'vwap']",True,24139.0,24141.75,24136.25
2026-03-26T09:24:00-04:00,3min,long,rejection_block,A,counter_trend,24138.875,24136.25,24136.25,24145.5,24136.5267,3,"['bb', 'poc', 'vwap']",True,24147.0,24146.125,24136.25
2026-03-26T09:26:00-04:00,2min,long,rejection_block,A,counter_trend,24138.875,24130.75,24130.75,24146.25,24136.9933,3,"['bb', 'poc', 'vwap']",True,24148.5,24143.375,24130.75
2026-03-26T09:27:00-04:00,3min,short,displacement,B,with_trend,24135.8066,24149.5,24146.25,24149.5,24137.2689,3,"['bb', 'poc', 'vwap']",True,24135.0,24140.125,24149.5
2026-03-26T09:30:00-04:00,5min,long,rejection_block,A,counter_trend,24140.525,24130.75,24130.75,24136.0,24135.424,2,"['bb', 'vwap']",True,24156.25,24145.0,24130.75
2026-03-26T09:31:00-04:00,1min,short,displacement,B,with_trend,24118.85,24156.25,24156.25,24156.25,24119.605,2,"['bb', 'vwap']",True,24107.5,24126.75,24159.25
2026-03-26T09:32:00-04:00,2min,short,displacement,B,with_trend,24110.8491,24156.25,24156.25,24156.25,24115.2713,2,"['bb', 'vwap']",True,24108.25,24126.75,24159.25
2026-03-26T09:33:00-04:00,3min,short,displacement,B,with_trend,24118.3375,24156.25,24156.25,24156.25,24121.1818,2,"['bb', 'vwap']",True,24103.25,24123.875,24159.25
2026-03-26T09:34:00-04:00,2min,short,rejection_block,A,with_trend,24118.3375,24131.25,24109.25,24131.25,24120.7164,2,"['bb', 'vwap']",True,24102.5,24123.875,24159.25
2026-03-26T09:35:00-04:00,1min,long,displacement,B,counter_trend,24120.875,24100.25,24100.25,24102.0,24120.403,2,"['bb', 'vwap']",True,24122.75,24106.5,24089.0
2026-03-26T09:36:00-04:00,3min,short,rejection_block,A,with_trend,24118.4512,24127.5,24103.0,24127.5,24119.9893,2,"['bb', 'vwap']",True,24096.75,24124.125,24159.25
2026-03-26T09:38:00-04:00,2min,long,displacement,B,counter_trend,24120.875,24094.0,24094.0,24097.25,24119.4006,2,"['bb', 'vwap']",True,24121.75,24111.0,24094.0
2026-03-26T09:39:00-04:00,3min,short,rejection_block,A,with_trend,24115.875,24128.0,24097.25,24128.0,24118.1916,3,"['bb', 'poc', 'vwap']",True,24091.5,24122.875,24159.25
2026-03-26T09:40:00-04:00,5min,short,displacement,B,with_trend,24107.5044,24128.0,24122.5,24128.0,24112.8445,2,"['poc', 'vwap']",True,24068.5,24111.625,24159.25
2026-03-26T09:42:00-04:00,3min,short,rejection_block,B2,with_trend,24091.4454,24106.25,24092.5,24106.25,24096.0352,2,"['poc', 'vwap']",True,24091.0,,
2026-03-26T09:43:00-04:00,1min,long,displacement,B,counter_trend,24100.625,24086.75,24086.75,24091.0,24096.1122,2,"['poc', 'vwap']",True,24105.75,24087.5,24064.0
2026-03-26T09:44:00-04:00,2min,long,displacement,B,counter_trend,24126.45,24086.75,24086.75,24091.0,24120.8966,2,"['bb', 'vwap']",True,24133.0,24101.0,24064.0
2026-03-26T09:45:00-04:00,5min,long,displacement,B,counter_trend,24126.45,24066.25,24066.25,24069.5,24123.7819,2,"['bb', 'vwap']",True,24156.5,24110.875,24064.0
2026-03-26T10:00:00-04:00,5min,long,rejection_block,A,counter_trend,24150.8375,24139.0,24139.0,24216.0,24148.5797,2,"['bb', 'vwap']",True,24216.0,,
2026-03-26T10:03:00-04:00,3min,long,rejection_block,A,counter_trend,24198.8689,24197.25,24197.25,24209.25,24194.4969,2,"['bb', 'vwap']",True,24209.25,24214.375,24195.5
2026-03-26T10:04:00-04:00,2min,long,rejection_block,A,counter_trend,24204.2391,24195.75,24195.75,24217.25,24199.4773,2,"['bb', 'vwap']",True,24217.25,24201.5,24180.25
2026-03-26T10:06:00-04:00,3min,long,rejection_block,A,counter_trend,24204.1864,24180.0,24180.0,24205.0,24201.4251,2,"['bb', 'vwap']",True,24205.0,24204.0,24180.0
2026-03-26T10:07:00-04:00,1min,long,rejection_block,A,counter_trend,24204.2533,24200.5,24200.5,24205.0,24203.0029,2,"['bb', 'vwap']",True,24223.5,24205.75,24186.75
2026-03-26T10:08:00-04:00,2min,long,rejection_block,A,counter_trend,24205.7732,24200.5,24200.5,24205.0,24204.4903,2,"['bb', 'vwap']",True,24218.0,24211.25,24180.0
2026-03-26T10:09:00-04:00,3min,short,rejection_block,B2,with_trend,24203.2625,24242.5,24205.0,24242.5,24204.6439,2,"['bb', 'vwap']",True,24179.75,24190.75,24242.5
2026-03-26T10:10:00-04:00,5min,short,rejection_block,B2,with_trend,24204.268,24242.5,24198.5,24242.5,24205.0151,2,"['bb', 'vwap']",True,24187.25,24202.25,24242.5
2026-03-26T10:13:00-04:00,1min,short,rejection_block,B2,with_trend,24203.575,24203.75,24197.75,24203.75,24204.7677,2,"['bb', 'vwap']",True,24197.75,24187.625,24203.75
2026-03-26T10:15:00-04:00,3min,long,displacement,B,counter_trend,24207.5881,24171.5,24171.5,24172.75,24204.3836,2,"['bb', 'vwap']",True,24213.5,24191.125,24168.75
2026-03-26T10:16:00-04:00,2min,long,rejection_block,A,counter_trend,24208.6776,24194.0,24194.0,24203.25,24205.0349,2,"['bb', 'vwap']",True,24224.25,24199.75,24168.75
2026-03-26T10:18:00-04:00,3min,long,rejection_block,A,counter_trend,24209.8909,24199.25,24199.25,24212.5,24205.9145,2,"['bb', 'vwap']",True,24213.5,24199.75,24168.75
2026-03-26T10:20:00-04:00,1min,short,rejection_block,B2,with_trend,24204.1136,24208.75,24206.75,24208.75,24206.4665,2,"['bb', 'vwap']",True,24189.75,,
2026-03-26T10:21:00-04:00,3min,long,rejection_block,A,counter_trend,24191.9125,24178.0,24178.0,24197.25,24191.2687,2,"['bb', 'poc']",True,24197.25,24195.125,24168.75
2026-03-26T10:22:00-04:00,2min,short,rejection_block,B2,with_trend,24202.9,24205.5,24196.25,24205.5,24205.89,2,"['bb', 'vwap']",True,24196.25,24204.375,24230.75
2026-03-26T10:23:00-04:00,1min,long,displacement,B,counter_trend,24211.3381,24195.0,24195.0,24196.25,24206.4012,2,"['bb', 'vwap']",True,24226.75,24209.5,24190.0
2026-03-26T10:27:00-04:00,1min,short,rejection_block,B2,with_trend,24202.8125,24215.25,24207.5,24215.25,24205.5497,2,"['bb', 'vwap']",True,24201.25,24204.625,24215.25
2026-03-26T10:28:00-04:00,1min,short,rejection_block,B2,with_trend,24201.45,24205.0,24201.0,24205.0,24202.9086,2,"['bb', 'vwap']",True,24190.75,24197.75,24209.5
2026-03-26T10:30:00-04:00,5min,short,displacement,B,with_trend,24201.175,24215.25,24205.5,24215.25,24202.8545,2,"['bb', 'vwap']",True,24170.75,24199.375,24229.0
2026-03-26T10:32:00-04:00,2min,short,rejection_block,B2,with_trend,24202.2875,24203.5,24196.25,24203.5,24203.0836,2,"['bb', 'vwap']",True,24196.25,,
2026-03-26T10:33:00-04:00,3min,short,rejection_block,B2,with_trend,24201.9375,24203.5,24190.75,24203.5,24202.9532,2,"['bb', 'vwap']",True,24190.75,24199.625,24229.0
2026-03-26T10:34:00-04:00,2min,long,rejection_block,A,counter_trend,24168.5557,24168.0,24168.0,24180.0,24163.6091,2,"['bb', 'vwap']",True,24180.0,24184.625,24168.0
2026-03-26T10:35:00-04:00,5min,long,rejection_block,A,counter_trend,24168.6783,24168.0,24168.0,24171.25,24165.8829,2,"['bb', 'vwap']",True,24191.0,24191.625,24168.0
2026-03-26T10:36:00-04:00,3min,long,rejection_block,A,counter_trend,24168.761,24168.0,24168.0,24177.75,24165.9243,2,"['bb', 'vwap']",True,24177.75,24186.5,24168.0
2026-03-26T10:37:00-04:00,1min,short,rejection_block,B2,with_trend,24185.0375,24196.25,24178.75,24196.25,24187.8312,2,"['bb', 'poc']",False,24177.75,24185.375,24196.25
2026-03-26T10:38:00-04:00,2min,short,rejection_block,B2,with_trend,24185.0375,24196.25,24178.75,24196.25,24189.575,2,"['bb', 'poc']",True,24165.75,24179.25,24203.5
2026-03-26T10:39:00-04:00,3min,short,rejection_block,B2,with_trend,24188.6625,24196.25,24178.75,24196.25,24192.1125,2,"['bb', 'poc']",True,24164.0,24179.25,24203.5
2026-03-26T10:40:00-04:00,5min,long,rejection_block,A,counter_trend,24168.8738,24155.0,24155.0,24174.75,24167.3994,2,"['bb', 'vwap']",True,24174.75,24185.125,24155.0
2026-03-26T10:41:00-04:00,1min,short,rejection_block,B2,with_trend,24188.6625,24225.75,24178.75,24225.75,24191.1781,2,"['bb', 'poc']",True,24178.75,24194.5,24225.75
2026-03-26T10:42:00-04:00,3min,short,rejection_block,B2,with_trend,24188.15,24225.75,24174.5,24225.75,24191.3812,2,"['bb', 'poc']",True,24174.5,24182.875,24225.75
2026-03-26T10:44:00-04:00,2min,short,displacement,B,with_trend,24165.925,24176.5,24174.75,24176.5,24167.3885,2,"['bb', 'vwap']",True,24138.75,24156.75,24184.75
2026-03-26T10:45:00-04:00,5min,short,rejection_block,unclassified,range,24189.9875,24225.75,24174.75,24225.75,24190.5958,2,"['bb', 'poc']",True,24123.25,24171.25,24225.75
2026-03-26T11:00:00-04:00,5min,short,rejection_block,unclassified,range,24106.9924,24113.75,24103.0,24113.75,24109.5302,2,"['bb', 'vwap']",True,24103.0,,
2026-03-27T09:32:00-04:00,2min,short,displacement,B,range,23623.3125,23664.0,23654.5,23664.0,23626.9057,2,"['bb', 'vwap']",True,23612.75,23638.375,23664.0
2026-03-27T09:33:00-04:00,1min,short,rejection_block,unclassified,range,23610.0562,23616.25,23614.0,23616.25,23613.1687,2,"['bb', 'vwap']",True,23606.5,23624.125,23661.0
2026-03-27T09:34:00-04:00,2min,short,displacement,B,range,23601.4842,23616.25,23614.0,23616.25,23606.1608,2,"['bb', 'vwap']",True,23581.5,23620.75,23661.0
2026-03-27T09:35:00-04:00,5min,short,displacement,B,range,23610.8375,23664.0,23654.5,23664.0,23613.4571,2,"['bb', 'vwap']",True,23564.0,23610.375,23664.0
2026-03-27T09:36:00-04:00,3min,short,rejection_block,unclassified,range,23605.0774,23609.0,23607.0,23609.0,23608.58,2,"['bb', 'vwap']",True,23554.25,23601.125,23661.0
2026-03-27T09:40:00-04:00,5min,short,rejection_block,unclassified,range,23596.4646,23613.0,23594.25,23613.0,23600.9011,2,"['bb', 'vwap']",True,23594.25,23596.5,23661.0
2026-03-27T09:42:00-04:00,3min,short,rejection_block,unclassified,range,23597.041,23622.75,23597.5,23622.75,23600.9455,2,"['bb', 'vwap']",True,23594.75,23577.375,23622.75
2026-03-27T09:43:00-04:00,1min,short,rejection_block,unclassified,range,23596.6819,23597.0,23594.5,23597.0,23600.766,2,"['bb', 'vwap']",True,23584.25,23596.75,23616.0
2026-03-27T09:44:00-04:00,2min,short,rejection_block,unclassified,range,23596.2349,23599.5,23594.5,23599.5,23600.4487,2,"['bb', 'vwap']",True,23590.5,23597.125,23622.75
2026-03-27T09:45:00-04:00,5min,short,rejection_block,unclassified,range,23596.2011,23622.75,23594.25,23622.75,23601.917,2,"['bb', 'vwap']",True,23590.25,23577.375,23622.75
2026-03-27T09:47:00-04:00,1min,long,rejection_block,unclassified,range,23627.0711,23615.75,23615.75,23619.5,23620.868,2,"['bb', 'vwap']",True,23633.75,,
2026-03-27T09:48:00-04:00,3min,long,displacement,B,range,23618.3375,23588.75,23588.75,23590.25,23617.4949,2,"['bb', 'vwap']",True,23634.5,23606.875,23571.5
2026-03-27T09:49:00-04:00,1min,long,rejection_block,unclassified,range,23640.125,23624.25,23624.25,23634.25,23635.1649,2,"['poc', 'vwap']",True,23640.25,,
2026-03-27T09:50:00-04:00,5min,short,rejection_block,unclassified,range,23615.3134,23647.25,23615.0,23647.25,23616.7754,2,"['bb', 'vwap']",True,23615.0,23589.625,23647.25
2026-03-27T09:51:00-04:00,3min,short,displacement,B,range,23596.2,23647.25,23634.25,23647.25,23598.8612,2,"['bb', 'vwap']",True,23570.25,23608.0,23647.25
2026-03-27T09:52:00-04:00,2min,short,displacement,B,range,23592.95,23625.75,23615.25,23625.75,23596.4645,2,"['bb', 'vwap']",True,23547.75,23594.875,23642.25
2026-03-27T09:55:00-04:00,5min,short,displacement,B,range,23585.55,23625.75,23615.25,23625.75,23589.7685,2,"['bb', 'vwap']",True,23525.0,23583.875,23647.25
2026-03-27T10:09:00-04:00,3min,short,rejection_block,unclassified,range,23508.6694,23514.5,23511.75,23514.5,23511.8347,2,"['bb', 'vwap']",True,23485.75,23484.625,23516.25
2026-03-27T10:10:00-04:00,5min,short,displacement,B,range,23507.2337,23518.5,23509.5,23518.5,23507.8419,2,"['bb', 'vwap']",True,23484.0,23486.375,23519.75
2026-03-27T10:11:00-04:00,1min,short,rejection_block,unclassified,range,23504.675,23508.0,23494.75,23508.0,23505.319,2,"['bb', 'vwap']",True,23494.75,23497.5,23512.5
2026-03-27T10:12:00-04:00,3min,long,displacement,B,range,23505.0485,23480.0,23480.0,23486.25,23504.1492,2,"['bb', 'vwap']",True,23519.25,23502.25,23480.0
2026-03-27T10:15:00-04:00,3min,long,rejection_block,unclassified,range,23503.8693,23500.75,23500.75,23518.75,23502.3972,2,"['bb', 'vwap']",True,23523.5,23511.625,23481.0
2026-03-27T10:16:00-04:00,2min,long,rejection_block,unclassified,range,23503.8172,23500.75,23500.75,23502.75,23503.1274,2,"['bb', 'vwap']",True,23538.0,23521.5,23500.75
2026-03-27T10:24:00-04:00,3min,short,displacement,B,range,23547.9025,23557.25,23555.75,23557.25,23552.4202,2,"['bb', 'vwap']",True,23491.5,23524.625,23558.25
2026-03-27T10:25:00-04:00,5min,short,rejection_block,unclassified,range,23546.7324,23557.25,23543.0,23557.25,23551.8122,2,"['bb', 'vwap']",True,23506.25,23523.75,23558.5
2026-03-27T10:34:00-04:00,2min,short,rejection_block,unclassified,range,23496.2047,23504.5,23504.25,23504.5,23501.0148,2,"['bb', 'vwap']",True,23491.0,23490.5,23507.25
2026-03-27T10:36:00-04:00,3min,short,rejection_block,unclassified,range,23495.4048,23502.75,23487.5,23502.75,23500.1086,2,"['bb', 'vwap']",True,23487.5,23490.5,23507.25
2026-03-27T10:37:00-04:00,1min,short,rejection_block,unclassified,range,23495.0369,23495.75,23488.75,23495.75,23499.9247,2,"['bb', 'vwap']",True,23485.25,23491.0,23502.75
2026-03-27T10:38:00-04:00,2min,short,rejection_block,unclassified,range,23494.5982,23495.75,23488.75,23495.75,23497.9991,2,"['bb', 'vwap']",True,23480.0,23490.5,23507.25
2026-03-27T10:39:00-04:00,3min,short,rejection_block,unclassified,range,23491.9796,23495.75,23488.75,23495.75,23494.7336,2,"['bb', 'vwap']",True,23460.0,23475.375,23502.75
2026-03-27T10:40:00-04:00,5min,short,displacement,B,range,23490.8156,23502.25,23498.5,23502.25,23491.9953,2,"['bb', 'vwap']",True,23457.0,23477.625,23507.25
2026-03-27T10:46:00-04:00,2min,short,rejection_block,unclassified,range,23477.65,23484.0,23460.25,23484.0,23481.6416,2,"['bb', 'vwap']",False,23460.25,23469.125,23484.0
2026-03-27T10:48:00-04:00,1min,long,displacement,B,range,23483.1473,23460.25,23460.25,23460.75,23479.6861,2,"['bb', 'vwap']",True,23487.25,23474.375,23458.5
2026-03-27T10:49:00-04:00,1min,long,rejection_block,unclassified,range,23482.7063,23479.0,23479.0,23487.25,23479.7469,2,"['bb', 'vwap']",True,23494.5,23477.75,23458.5
2026-03-27T10:50:00-04:00,5min,long,displacement,B,range,23482.6366,23440.0,23440.0,23468.0,23480.7995,2,"['bb', 'vwap']",True,23520.5,23481.75,23440.0
2026-03-27T10:51:00-04:00,3min,long,rejection_block,unclassified,range,23482.8412,23479.0,23479.0,23487.25,23482.1519,2,"['bb', 'vwap']",True,23532.75,,
2026-03-27T10:52:00-04:00,2min,short,rejection_block,unclassified,range,23536.6777,23537.75,23520.0,23537.75,23539.5014,2,"['bb', 'vwap']",True,23512.5,23508.375,23537.75
2026-03-27T10:54:00-04:00,3min,short,rejection_block,unclassified,range,23536.3168,23537.75,23532.5,23537.75,23539.3209,2,"['bb', 'vwap']",True,23506.5,23508.375,23537.75
2026-03-27T10:55:00-04:00,5min,short,rejection_block,unclassified,range,23535.8542,23537.75,23520.0,23537.75,23536.6146,2,"['bb', 'vwap']",True,23490.25,23488.875,23537.75
2026-03-27T10:56:00-04:00,2min,long,rejection_block,unclassified,range,23492.375,23485.0,23485.0,23501.0,23486.6255,3,"['bb', 'poc', 'vwap']",False,23501.0,23507.75,23485.0
2026-03-27T10:57:00-04:00,3min,long,rejection_block,unclassified,range,23492.375,23485.0,23485.0,23505.75,23486.9533,3,"['bb', 'poc', 'vwap']",False,23506.5,23511.375,23485.0
2026-03-27T10:58:00-04:00,2min,long,rejection_block,unclassified,range,23499.9125,23497.25,23497.25,23500.5,23495.3375,2,"['bb', 'poc']",False,23507.0,23499.0,23485.0
2026-03-27T10:59:00-04:00,1min,long,rejection_block,unclassified,range,23502.875,23501.25,23501.25,23506.25,23498.8375,2,"['bb', 'poc']",True,23506.25,,
2026-03-27T11:00:00-04:00,5min,long,rejection_block,unclassified,range,23492.1375,23489.25,23489.25,23490.75,23487.2249,2,"['bb', 'vwap']",True,23511.5,23511.375,23485.0
