file,family,date,session,scale_detected,n_minutes,n_joined,med_dev_pts,frac_within_5pts,ok
condensed_glbx-mdp3-20250929.mbp-10.csv,A,2025-09-29,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250929.mbp-10_condensed.csv,B,2025-09-29,london,decimal,120,120,0.125,1.0,True
condensed_glbx-mdp3-20251008.mbp-10.csv,A,2025-10-08,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20251008.mbp-10_condensed.csv,B,2025-10-08,london,decimal,120,120,0.25,1.0,True
glbx-mdp3-20251017.mbp-10_condensed.csv,B,2025-10-17,london,decimal,120,120,0.375,1.0,True
condensed_glbx-mdp3-20251027.mbp-10.csv,A,2025-10-27,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20251027.mbp-10_condensed.csv,B,2025-10-27,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20251105.mbp-10.csv,A,2025-11-05,ny_am,fixed1e9,150,150,0.25,0.9933333333333333,True
glbx-mdp3-20251105.mbp-10_condensed.csv,B,2025-11-05,london,decimal,120,120,0.375,1.0,True
condensed_glbx-mdp3-20251114.mbp-10.csv,A,2025-11-14,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20251114.mbp-10_condensed.csv,B,2025-11-14,london,decimal,120,120,0.5,1.0,True
glbx-mdp3-20251124.mbp-10_condensed.csv,B,2025-11-24,london,decimal,120,120,0.5,1.0,True
glbx-mdp3-20251203.mbp-10_condensed.csv,B,2025-12-03,london,decimal,120,120,0.375,1.0,True
glbx-mdp3-20251212.mbp-10_condensed.csv,B,2025-12-12,london,decimal,120,120,0.375,1.0,True
glbx-mdp3-20251222.mbp-10_condensed.csv,B,2025-12-22,london,decimal,120,120,0.375,1.0,True
glbx-mdp3-20251231.mbp-10_condensed.csv,B,2025-12-31,london,decimal,120,120,0.25,1.0,True
glbx-mdp3-20260109.mbp-10_condensed.csv,B,2026-01-09,london,decimal,120,120,0.375,1.0,True
glbx-mdp3-20260119.mbp-10_condensed.csv,B,2026-01-19,london,decimal,120,120,0.5,1.0,True
glbx-mdp3-20260128.mbp-10_condensed.csv,B,2026-01-28,london,decimal,120,120,0.375,1.0,True
condensed_glbx-mdp3-20250610.mbp-10.csv,A,2025-06-10,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250610.mbp-10_condensed.csv,B,2025-06-10,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20250619.mbp-10.csv,A,2025-06-19,ny_am,fixed1e9,150,150,217.125,0.0,False
glbx-mdp3-20250619.mbp-10_condensed.csv,B,2025-06-19,london,decimal,120,120,0.5,1.0,True
condensed_glbx-mdp3-20250708.mbp-10.csv,A,2025-07-08,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250708.mbp-10_condensed.csv,B,2025-07-08,london,decimal,120,120,0.125,1.0,True
condensed_glbx-mdp3-20250717.mbp-10.csv,A,2025-07-17,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250717.mbp-10_condensed.csv,B,2025-07-17,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20250805.mbp-10.csv,A,2025-08-05,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250805.mbp-10_condensed.csv,B,2025-08-05,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20250814.mbp-10.csv,A,2025-08-14,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250814.mbp-10_condensed.csv,B,2025-08-14,london,decimal,120,120,0.125,1.0,True
condensed_glbx-mdp3-20250902.mbp-10.csv,A,2025-09-02,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250902.mbp-10_condensed.csv,B,2025-09-02,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20250911.mbp-10.csv,A,2025-09-11,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250911.mbp-10_condensed.csv,B,2025-09-11,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20250930.mbp-10.csv,A,2025-09-30,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20250930.mbp-10_condensed.csv,B,2025-09-30,london,decimal,120,120,0.125,1.0,True
condensed_glbx-mdp3-20251009.mbp-10.csv,A,2025-10-09,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20251009.mbp-10_condensed.csv,B,2025-10-09,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20251028.mbp-10.csv,A,2025-10-28,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20251028.mbp-10_condensed.csv,B,2025-10-28,london,decimal,120,120,0.25,1.0,True
condensed_glbx-mdp3-20251106.mbp-10.csv,A,2025-11-06,ny_am,fixed1e9,150,150,0.25,1.0,True
glbx-mdp3-20251106.mbp-10_condensed.csv,B,2025-11-06,london,decimal,120,120,0.375,1.0,True
glbx-mdp3-20251125.mbp-10_condensed.csv,B,2025-11-25,london,decimal,120,120,0.25,1.0,True
glbx-mdp3-20251204.mbp-10_condensed.csv,B,2025-12-04,london,decimal,120,120,0.25,1.0,True
glbx-mdp3-20251223.mbp-10_condensed.csv,B,2025-12-23,london,decimal,120,120,0.25,1.0,True
glbx-mdp3-20260120.mbp-10_condensed.csv,B,2026-01-20,london,decimal,120,120,0.5,1.0,True
glbx-mdp3-20260129.mbp-10_condensed.csv,B,2026-01-29,london,decimal,120,120,0.375,1.0,True
