date,session,criterion,n_real_minutes,n_nominal_minutes,note
2023-08-13,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2023-08-13,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2023-09-10,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2023-09-10,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2023-10-08,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2023-10-08,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2023-11-05,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2023-11-05,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2023-12-03,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2023-12-03,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2024-01-21,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2024-01-21,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2024-02-18,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2024-02-18,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2024-03-17,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2024-03-17,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-01-01,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-01-01,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-05-04,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-05-04,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-06-01,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-06-01,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-06-19,ny_am,flow_file_convention_mismatch,150,150,"condensed_glbx-mdp3-20250619.mbp-10.csv: book vs front-month bar deviation; flow_coverage forced false, rows kept"
2025-06-29,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-06-29,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-07-27,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-07-27,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-08-24,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-08-24,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-09-21,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-09-21,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-10-19,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-10-19,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-11-16,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-11-16,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2025-12-14,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2025-12-14,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2026-01-01,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2026-01-01,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
2026-01-11,ny_am,session_window_incomplete,0,210,"calendar/coverage based, outcome-independent"
2026-01-11,london,session_window_incomplete,0,300,"calendar/coverage based, outcome-independent"
