book,day,res,hold,cls,rep,ext_before,hit_fill_sec,secs,tv_r,risk
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,3,-0.95,5.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,1,-0.95,5.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,3,-0.9743589743589743,9.75
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,114,-0.08333333333333333,18.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,4,-0.9696969696969697,8.25
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,78,-0.1774193548387097,15.5
Session VWAP,2026-08-05,SAR,1,stopped,-1.0,False,False,31,-0.5106382978723404,11.75
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,18,1.0277777777777777,9.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,1,-0.95,5.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,21,-0.95,5.0
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,57,-0.9767441860465116,10.75
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,4,-0.9655172413793104,7.25
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,29,1.037037037037037,6.75
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,2,-0.95,5.0
Session VWAP,2026-08-05,STOP,3,stopped,-1.0,False,False,111,-0.9696969696969697,8.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,9,-0.9629629629629629,6.75
Session VWAP,2026-08-05,STOP,1,stopped,-1.0,False,False,21,-0.9761904761904762,10.5
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,3,-0.95,5.0
Session VWAP,2026-08-05,TARGET,2,target later minute,1.0,False,False,49,1.03125,8.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,5,-0.95,5.0
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,15,-0.967741935483871,7.75
Session VWAP,2026-08-05,SAR,3,stopped,-1.0,False,False,163,-0.6666666666666666,11.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,4,-1.0,5.0
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,True,False,7,1.15625,8.0
Session VWAP,2026-08-05,TARGET,2,target later minute,1.0,False,False,56,1.024390243902439,10.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,11,-0.9655172413793104,7.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,14,-0.972972972972973,9.25
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,74,-0.5,7.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,6,-0.9761904761904762,10.5
Session VWAP,2026-08-05,SAR,1,stopped,-1.0,False,False,103,-0.3939393939393939,16.5
Session VWAP,2026-08-05,TARGET,3,target later minute,1.0,False,False,84,1.0217391304347827,11.5
Session VWAP,2026-08-05,SAR,1,stopped,-1.0,False,False,25,-0.2,5.0
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,True,False,18,1.037037037037037,6.75
Session VWAP,2026-08-05,SAR,5,stopped,-1.0,False,False,181,-0.20833333333333334,12.0
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,11,-0.9642857142857143,7.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,17,-0.9615384615384616,6.5
Session VWAP,2026-08-05,STOP,4,stopped,-1.0,False,False,119,-0.9811320754716981,13.25
Session VWAP,2026-08-05,TARGET,1,target later minute,1.0,False,False,42,1.03125,8.0
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,31,-0.972972972972973,9.25
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,30,1.0416666666666667,6.0
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,True,False,1,-0.95,5.0
Session VWAP,2026-08-05,TARGET,1,target later minute,1.0,False,False,23,1.0333333333333334,7.5
Session VWAP,2026-08-05,STOP,0,target only inside the fill second,-1.0,False,True,29,-0.9824561403508771,14.25
Session VWAP,2026-08-05,TARGET,3,target later minute,1.0,False,False,157,1.010752688172043,23.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,5,-0.96,6.25
Session VWAP,2026-08-05,STOP,1,stopped,-1.0,False,False,58,-0.9696969696969697,8.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,22,-0.9821428571428571,14.0
Session VWAP,2026-08-05,TARGET,1,target later minute,1.0,False,False,101,1.010204081632653,24.5
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,14,-0.984375,16.0
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,58,1.00990099009901,25.25
Session VWAP,2026-08-05,SAR,1,target later minute,1.0,False,False,99,-0.3770491803278688,15.25
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,True,False,36,1.025,10.0
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,True,False,17,1.0277777777777777,9.0
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,False,False,47,1.024390243902439,10.25
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,True,True,5,1.0454545454545454,5.5
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,23,-0.9761904761904762,10.5
Session VWAP,2026-08-05,TARGET,0,stopped,-1.0,True,False,95,-0.5102040816326531,12.25
Session VWAP,2026-08-05,TARGET,0,target later minute,1.0,True,False,168,-0.29411764705882354,12.75
Session VWAP,2026-08-05,SAR,1,stopped,-1.0,False,False,858,-0.234375,16.0
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,True,False,31,1.027027027027027,9.25
Session VWAP,2026-08-05,SAR,1,stopped,-1.0,False,False,63,-0.6938775510204082,12.25
Session VWAP,2026-08-05,TARGET,5,target later minute,1.0,False,False,284,1.0163934426229508,15.25
Session VWAP,2026-08-05,TARGET,1,target later minute,1.0,False,False,15,1.03125,8.0
Session VWAP,2026-08-05,SAR,2,stopped,-1.0,False,False,311,-0.32075471698113206,13.25
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,19,-0.9807692307692307,13.0
Session VWAP,2026-08-05,TARGET,0,"target after fill, same minute",1.0,False,False,7,1.0232558139534884,10.75
Session VWAP,2026-08-05,STOP,0,stopped,-1.0,False,False,16,-0.9767441860465116,10.75
Weekly POC,2025-04-10,STOP,0,stopped,-1.0,False,False,9,-0.9814814814814815,13.5
Weekly POC,2025-04-10,TARGET,0,"target after fill, same minute",1.0,True,False,26,1.015625,16.0
Weekly POC,2025-04-10,SAR,1,stopped,-1.0,False,False,112,-0.7741935483870968,23.25
Weekly POC,2025-04-10,TARGET,0,target later minute,1.0,True,False,70,-0.37333333333333335,18.75
Weekly POC,2025-04-10,TARGET,0,target later minute,1.0,True,False,11,1.0217391304347827,11.5
Weekly POC,2025-04-10,STOP,1,stopped,-1.0,False,False,22,-0.9876543209876543,20.25
Weekly POC,2025-04-10,SAR,1,target later minute,1.0,False,False,73,-0.2191780821917808,18.25
Weekly POC,2025-04-10,STOP,0,stopped,-1.0,False,False,2,-0.98,12.5
Weekly POC,2025-04-10,TARGET,0,target later minute,1.0,True,False,16,1.1833333333333333,15.0
Weekly POC,2025-04-10,SAR,1,stopped,-1.0,False,False,22,-0.5612244897959183,24.5
Weekly POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,123,-0.23684210526315788,19.0
Weekly POC,2025-04-10,TARGET,1,target later minute,1.0,False,False,21,1.0169491525423728,14.75
Weekly POC,2025-04-10,STOP,0,"target after fill, same minute",1.0,True,False,8,-0.95,5.0
Weekly POC,2025-04-10,TARGET,0,"target after fill, same minute",1.0,True,False,7,1.05,5.0
Weekly POC,2025-04-10,STOP,0,stopped,-1.0,True,False,6,-0.972972972972973,9.25
Weekly POC,2025-04-10,TARGET,0,"target after fill, same minute",1.0,True,False,8,1.0277777777777777,9.0
Weekly POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,9,-0.9846153846153847,16.25
Weekly POC,2025-04-10,STOP,0,stopped,-1.0,True,False,9,-0.9761904761904762,10.5
PD POC,2024-06-20,TARGET,4,target later minute,1.0,False,False,99,1.05,5.0
PD POC,2024-06-20,STOP,0,stopped,-1.0,False,False,34,-0.95,5.0
PD POC,2024-06-20,STOP,1,stopped,-1.0,False,False,47,-0.9523809523809523,5.25
PD POC,2024-06-20,TARGET,1,target later minute,1.0,False,False,42,1.0384615384615385,6.5
PD POC,2024-06-20,TARGET,0,"target after fill, same minute",1.0,False,True,1,1.05,5.0
PD POC,2024-06-20,TARGET,0,"target after fill, same minute",1.0,True,False,26,1.0285714285714285,8.75
PD POC,2024-06-20,TARGET,3,target later minute,1.0,False,False,182,1.0344827586206897,7.25
PD POC,2024-06-20,STOP,2,stopped,-1.0,False,False,120,-0.9523809523809523,5.25
PD POC,2025-04-10,STOP,0,stopped,-1.0,False,False,30,-0.9743589743589743,9.75
PD POC,2025-04-10,TARGET,0,target later minute,1.0,True,False,56,1.0120481927710843,20.75
PD POC,2025-04-10,STOP,0,"target after fill, same minute",1.0,True,False,7,-0.95,5.0
PD POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,74,-0.5,10.5
PD POC,2025-04-10,TARGET,0,"target after fill, same minute",1.0,True,False,15,1.032258064516129,7.75
PD POC,2025-04-10,TARGET,1,target later minute,1.0,False,False,46,1.0285714285714285,8.75
PD POC,2025-04-10,STOP,0,stopped,-1.0,True,False,1,-0.9864864864864865,18.5
PD POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,11,-0.046153846153846156,16.25
PD POC,2025-04-10,SAR,1,target later minute,1.0,False,False,120,-0.1619047619047619,26.25
PD POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,31,-0.27586206896551724,21.75
PD POC,2025-04-10,TARGET,1,target later minute,1.0,False,False,38,1.010752688172043,23.25
PD POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,133,-0.18292682926829268,20.5
PD POC,2025-04-10,TARGET,0,target later minute,1.0,True,False,269,1.010989010989011,22.75
PD POC,2025-04-10,STOP,0,stopped,-1.0,True,False,48,-0.9879518072289156,20.75
PD POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,38,-0.39285714285714285,28.0
PD POC,2025-04-10,TARGET,0,stopped,-1.0,True,False,38,-0.4157303370786517,22.25
PD POC,2025-04-10,STOP,0,stopped,-1.0,False,False,29,-0.9880952380952381,21.0
PD POC,2025-04-10,STOP,0,"target after fill, same minute",1.0,True,False,4,-0.9846153846153847,16.25
PD POC,2025-04-10,TARGET,0,"target after fill, same minute",1.0,True,False,14,1.0093457943925233,26.75
PD POC,2025-04-10,STOP,0,stopped,-1.0,False,False,11,-0.9818181818181818,13.75
PD POC,2025-04-10,TARGET,1,target later minute,1.0,False,False,31,1.0113636363636365,22.0
PD POC,2026-08-04,TARGET,2,target later minute,1.0,False,False,68,1.0344827586206897,7.25
PD POC,2026-08-04,TARGET,0,stopped,-1.0,True,False,6,-0.9523809523809523,5.25
PD POC,2026-08-04,STOP,1,stopped,-1.0,False,False,49,-0.95,5.0
PD POC,2026-08-04,TARGET,0,target later minute,1.0,True,False,65,1.0285714285714285,8.75
PD POC,2026-08-04,TARGET,0,stopped,-1.0,True,False,13,-0.9523809523809523,5.25
PD POC,2026-08-04,TARGET,0,"target after fill, same minute",1.0,False,False,4,1.05,5.0
PD POC,2026-08-04,TARGET,0,target later minute,1.0,True,False,23,1.027027027027027,9.25
PD POC,2026-08-04,TARGET,3,target later minute,1.0,False,False,73,1.0303030303030303,8.25
PD POC,2026-08-04,STOP,0,stopped,-1.0,True,False,1,-0.9523809523809523,5.25
PD POC,2026-08-04,TARGET,0,stopped,-1.0,True,False,50,-0.95,5.0
PD POC,2026-08-04,SAR,1,stopped,-1.0,False,False,44,-0.55,5.0
PD POC,2026-08-04,STOP,0,stopped,-1.0,True,False,8,-0.95,5.0
PD POC,2026-08-04,STOP,5,target later minute,1.0,False,False,104,1.0303030303030303,8.25
PD POC,2026-08-04,TARGET,0,"target after fill, same minute",1.0,False,False,1,1.05,5.0
PD POC,2026-08-04,TARGET,0,"target after fill, same minute",1.0,False,False,15,1.0121951219512195,20.5
PD POC,2026-08-04,STOP,0,stopped,-1.0,False,False,22,-0.9836065573770492,15.25
PD POC,2026-08-04,STOP,0,stopped,-1.0,True,False,19,-0.9836065573770492,15.25
PD POC,2026-08-04,TARGET,0,target later minute,1.0,True,False,74,1.011111111111111,22.5
PD POC,2026-08-04,STOP,0,stopped,-1.0,True,False,24,-0.926829268292683,10.25
PD POC,2026-08-04,TARGET,0,stopped,-1.0,True,False,149,-0.3088235294117647,17.0
PD POC,2026-08-04,STOP,0,stopped,-1.0,False,False,16,-0.9705882352941176,8.5
PD POC,2026-08-04,TARGET,0,target later minute,1.0,True,False,13,1.0384615384615385,6.5
PD POC,2026-08-04,TARGET,0,target later minute,1.0,True,False,182,1.0098039215686274,25.5
