ts,side,price,size
2025-06-23 08:00:00-04:00,ask,21833.5,1
2025-06-23 08:00:00-04:00,ask,21833.75,4
2025-06-23 08:00:00-04:00,ask,21834.0,8
2025-06-23 08:00:00-04:00,ask,21834.25,1
2025-06-23 08:00:00-04:00,ask,21834.5,4
2025-06-23 08:00:00-04:00,ask,21834.75,3
2025-06-23 08:00:00-04:00,ask,21835.0,5
2025-06-23 08:00:00-04:00,ask,21835.25,5
2025-06-23 08:00:00-04:00,ask,21835.75,1
2025-06-23 08:00:00-04:00,ask,21836.0,1
2025-06-23 08:00:00-04:00,bid,21830.5,4
2025-06-23 08:00:00-04:00,bid,21830.75,2
2025-06-23 08:00:00-04:00,bid,21831.0,3
2025-06-23 08:00:00-04:00,bid,21831.25,3
2025-06-23 08:00:00-04:00,bid,21831.5,2
2025-06-23 08:00:00-04:00,bid,21831.75,2
2025-06-23 08:00:00-04:00,bid,21832.0,1
2025-06-23 08:00:00-04:00,bid,21832.25,1
2025-06-23 08:00:00-04:00,bid,21832.5,4
2025-06-23 08:00:00-04:00,bid,21832.75,3
2025-06-23 08:01:00-04:00,ask,21838.75,1
2025-06-23 08:01:00-04:00,ask,21839.0,1
2025-06-23 08:01:00-04:00,ask,21839.25,2
2025-06-23 08:01:00-04:00,ask,21839.5,2
2025-06-23 08:01:00-04:00,ask,21839.75,3
2025-06-23 08:01:00-04:00,ask,21840.0,10
2025-06-23 08:01:00-04:00,ask,21840.25,4
2025-06-23 08:01:00-04:00,ask,21840.5,4
2025-06-23 08:01:00-04:00,ask,21840.75,6
2025-06-23 08:01:00-04:00,ask,21841.0,9
2025-06-23 08:01:00-04:00,bid,21835.75,1
2025-06-23 08:01:00-04:00,bid,21836.25,3
2025-06-23 08:01:00-04:00,bid,21836.5,1
2025-06-23 08:01:00-04:00,bid,21836.75,2
2025-06-23 08:01:00-04:00,bid,21837.0,1
2025-06-23 08:01:00-04:00,bid,21837.25,5
2025-06-23 08:01:00-04:00,bid,21837.5,2
2025-06-23 08:01:00-04:00,bid,21837.75,4
2025-06-23 08:01:00-04:00,bid,21838.0,2
2025-06-23 08:01:00-04:00,bid,21838.25,1
2025-06-23 08:02:00-04:00,ask,21836.5,2
2025-06-23 08:02:00-04:00,ask,21836.75,1
2025-06-23 08:02:00-04:00,ask,21837.0,2
2025-06-23 08:02:00-04:00,ask,21837.25,4
2025-06-23 08:02:00-04:00,ask,21837.5,3
2025-06-23 08:02:00-04:00,ask,21837.75,3
2025-06-23 08:02:00-04:00,ask,21838.5,2
2025-06-23 08:02:00-04:00,ask,21838.75,2
2025-06-23 08:02:00-04:00,ask,21839.0,3
2025-06-23 08:02:00-04:00,ask,21839.25,2
2025-06-23 08:02:00-04:00,bid,21833.5,4
2025-06-23 08:02:00-04:00,bid,21833.75,3
2025-06-23 08:02:00-04:00,bid,21834.0,7
2025-06-23 08:02:00-04:00,bid,21834.25,3
2025-06-23 08:02:00-04:00,bid,21834.5,4
2025-06-23 08:02:00-04:00,bid,21834.75,2
2025-06-23 08:02:00-04:00,bid,21835.0,3
2025-06-23 08:02:00-04:00,bid,21835.25,1
2025-06-23 08:02:00-04:00,bid,21835.5,2
2025-06-23 08:02:00-04:00,bid,21835.75,1
2025-06-23 08:03:00-04:00,ask,21838.0,1
2025-06-23 08:03:00-04:00,ask,21838.25,2
2025-06-23 08:03:00-04:00,ask,21838.5,3
2025-06-23 08:03:00-04:00,ask,21838.75,3
2025-06-23 08:03:00-04:00,ask,21839.0,2
2025-06-23 08:03:00-04:00,ask,21839.25,3
2025-06-23 08:03:00-04:00,ask,21839.5,3
2025-06-23 08:03:00-04:00,ask,21839.75,4
2025-06-23 08:03:00-04:00,ask,21840.0,6
2025-06-23 08:03:00-04:00,ask,21840.25,4
2025-06-23 08:03:00-04:00,bid,21835.0,5
2025-06-23 08:03:00-04:00,bid,21835.25,5
2025-06-23 08:03:00-04:00,bid,21835.5,4
2025-06-23 08:03:00-04:00,bid,21835.75,7
2025-06-23 08:03:00-04:00,bid,21836.0,4
2025-06-23 08:03:00-04:00,bid,21836.25,2
2025-06-23 08:03:00-04:00,bid,21836.5,2
2025-06-23 08:03:00-04:00,bid,21836.75,4
2025-06-23 08:03:00-04:00,bid,21837.0,1
2025-06-23 08:03:00-04:00,bid,21837.25,3
2025-06-23 08:04:00-04:00,ask,21839.5,1
2025-06-23 08:04:00-04:00,ask,21839.75,1
2025-06-23 08:04:00-04:00,ask,21840.0,3
2025-06-23 08:04:00-04:00,ask,21840.25,3
2025-06-23 08:04:00-04:00,ask,21840.5,5
2025-06-23 08:04:00-04:00,ask,21840.75,4
2025-06-23 08:04:00-04:00,ask,21841.0,4
2025-06-23 08:04:00-04:00,ask,21841.25,4
2025-06-23 08:04:00-04:00,ask,21841.5,5
2025-06-23 08:04:00-04:00,ask,21841.75,4
2025-06-23 08:04:00-04:00,bid,21836.5,2
2025-06-23 08:04:00-04:00,bid,21836.75,3
2025-06-23 08:04:00-04:00,bid,21837.0,2
2025-06-23 08:04:00-04:00,bid,21837.25,3
2025-06-23 08:04:00-04:00,bid,21837.5,1
2025-06-23 08:04:00-04:00,bid,21837.75,1
2025-06-23 08:04:00-04:00,bid,21838.0,2
2025-06-23 08:04:00-04:00,bid,21838.25,1
2025-06-23 08:04:00-04:00,bid,21838.5,1
2025-06-23 08:04:00-04:00,bid,21838.75,1
2025-06-23 08:05:00-04:00,ask,21837.25,1
2025-06-23 08:05:00-04:00,ask,21837.5,2
2025-06-23 08:05:00-04:00,ask,21837.75,2
2025-06-23 08:05:00-04:00,ask,21838.0,2
2025-06-23 08:05:00-04:00,ask,21838.25,2
2025-06-23 08:05:00-04:00,ask,21838.5,1
2025-06-23 08:05:00-04:00,ask,21838.75,1
2025-06-23 08:05:00-04:00,ask,21839.0,5
2025-06-23 08:05:00-04:00,ask,21839.25,3
2025-06-23 08:05:00-04:00,ask,21839.5,6
2025-06-23 08:05:00-04:00,bid,21834.0,9
2025-06-23 08:05:00-04:00,bid,21834.25,3
2025-06-23 08:05:00-04:00,bid,21834.5,3
2025-06-23 08:05:00-04:00,bid,21834.75,4
2025-06-23 08:05:00-04:00,bid,21835.0,5
2025-06-23 08:05:00-04:00,bid,21835.25,4
2025-06-23 08:05:00-04:00,bid,21835.5,6
2025-06-23 08:05:00-04:00,bid,21835.75,1
2025-06-23 08:05:00-04:00,bid,21836.25,4
2025-06-23 08:05:00-04:00,bid,21836.5,2
2025-06-23 08:06:00-04:00,ask,21834.5,2
2025-06-23 08:06:00-04:00,ask,21834.75,2
2025-06-23 08:06:00-04:00,ask,21835.0,3
2025-06-23 08:06:00-04:00,ask,21835.25,4
2025-06-23 08:06:00-04:00,ask,21835.5,2
2025-06-23 08:06:00-04:00,ask,21835.75,2
2025-06-23 08:06:00-04:00,ask,21836.0,1
2025-06-23 08:06:00-04:00,ask,21836.25,3
2025-06-23 08:06:00-04:00,ask,21836.5,2
2025-06-23 08:06:00-04:00,ask,21836.75,4
2025-06-23 08:06:00-04:00,bid,21831.25,4
2025-06-23 08:06:00-04:00,bid,21831.5,3
2025-06-23 08:06:00-04:00,bid,21831.75,4
2025-06-23 08:06:00-04:00,bid,21832.0,3
2025-06-23 08:06:00-04:00,bid,21832.25,3
2025-06-23 08:06:00-04:00,bid,21832.5,3
2025-06-23 08:06:00-04:00,bid,21832.75,3
2025-06-23 08:06:00-04:00,bid,21833.0,2
2025-06-23 08:06:00-04:00,bid,21833.25,2
2025-06-23 08:06:00-04:00,bid,21833.5,1
2025-06-23 08:07:00-04:00,ask,21821.25,1
2025-06-23 08:07:00-04:00,ask,21821.5,1
2025-06-23 08:07:00-04:00,ask,21821.75,3
2025-06-23 08:07:00-04:00,ask,21822.0,1
2025-06-23 08:07:00-04:00,ask,21822.25,2
2025-06-23 08:07:00-04:00,ask,21822.5,1
2025-06-23 08:07:00-04:00,ask,21822.75,2
2025-06-23 08:07:00-04:00,ask,21823.0,3
2025-06-23 08:07:00-04:00,ask,21823.25,2
2025-06-23 08:07:00-04:00,ask,21823.5,4
2025-06-23 08:07:00-04:00,bid,21818.25,2
2025-06-23 08:07:00-04:00,bid,21818.5,4
2025-06-23 08:07:00-04:00,bid,21818.75,2
2025-06-23 08:07:00-04:00,bid,21819.0,2
2025-06-23 08:07:00-04:00,bid,21819.25,3
2025-06-23 08:07:00-04:00,bid,21819.5,1
2025-06-23 08:07:00-04:00,bid,21819.75,1
2025-06-23 08:07:00-04:00,bid,21820.0,4
2025-06-23 08:07:00-04:00,bid,21820.25,3
2025-06-23 08:07:00-04:00,bid,21820.5,1
2025-06-23 08:08:00-04:00,ask,21822.25,1
2025-06-23 08:08:00-04:00,ask,21822.5,2
2025-06-23 08:08:00-04:00,ask,21822.75,2
2025-06-23 08:08:00-04:00,ask,21823.0,3
2025-06-23 08:08:00-04:00,ask,21823.25,3
2025-06-23 08:08:00-04:00,ask,21823.5,3
2025-06-23 08:08:00-04:00,ask,21823.75,1
2025-06-23 08:08:00-04:00,ask,21824.0,2
2025-06-23 08:08:00-04:00,ask,21824.25,4
2025-06-23 08:08:00-04:00,ask,21824.5,3
2025-06-23 08:08:00-04:00,bid,21819.25,3
2025-06-23 08:08:00-04:00,bid,21819.5,1
2025-06-23 08:08:00-04:00,bid,21819.75,3
2025-06-23 08:08:00-04:00,bid,21820.0,3
2025-06-23 08:08:00-04:00,bid,21820.25,2
2025-06-23 08:08:00-04:00,bid,21820.5,1
2025-06-23 08:08:00-04:00,bid,21820.75,3
2025-06-23 08:08:00-04:00,bid,21821.0,1
2025-06-23 08:08:00-04:00,bid,21821.25,3
2025-06-23 08:08:00-04:00,bid,21821.5,2
2025-06-23 08:09:00-04:00,ask,21820.75,3
2025-06-23 08:09:00-04:00,ask,21821.0,1
2025-06-23 08:09:00-04:00,ask,21821.5,2
2025-06-23 08:09:00-04:00,ask,21821.75,1
2025-06-23 08:09:00-04:00,ask,21822.0,4
2025-06-23 08:09:00-04:00,ask,21822.25,2
2025-06-23 08:09:00-04:00,ask,21822.5,2
2025-06-23 08:09:00-04:00,ask,21822.75,1
2025-06-23 08:09:00-04:00,ask,21823.0,5
2025-06-23 08:09:00-04:00,ask,21823.25,4
2025-06-23 08:09:00-04:00,bid,21817.5,2
2025-06-23 08:09:00-04:00,bid,21817.75,1
2025-06-23 08:09:00-04:00,bid,21818.0,4
2025-06-23 08:09:00-04:00,bid,21818.25,1
2025-06-23 08:09:00-04:00,bid,21818.5,3
2025-06-23 08:09:00-04:00,bid,21818.75,2
2025-06-23 08:09:00-04:00,bid,21819.0,2
2025-06-23 08:09:00-04:00,bid,21819.25,1
2025-06-23 08:09:00-04:00,bid,21819.5,2
2025-06-23 08:09:00-04:00,bid,21819.75,1
2025-06-23 08:10:00-04:00,ask,21829.5,1
2025-06-23 08:10:00-04:00,ask,21829.75,3
2025-06-23 08:10:00-04:00,ask,21830.0,3
2025-06-23 08:10:00-04:00,ask,21830.25,1
2025-06-23 08:10:00-04:00,ask,21830.5,2
2025-06-23 08:10:00-04:00,ask,21830.75,4
2025-06-23 08:10:00-04:00,ask,21831.0,6
2025-06-23 08:10:00-04:00,ask,21831.25,5
2025-06-23 08:10:00-04:00,ask,21831.5,3
2025-06-23 08:10:00-04:00,ask,21831.75,3
2025-06-23 08:10:00-04:00,bid,21826.25,2
2025-06-23 08:10:00-04:00,bid,21826.5,3
2025-06-23 08:10:00-04:00,bid,21827.0,2
