day,ft,cvd_5,cvd_15,cvd_30,cvd_norm_15,delta_div_15,fp_imb_15,absorp_15,stack_bid,stack_ask,vol_15,vol_30,abs_cvd_15,two_sided_share_30
2026-04-07,2026-04-07 12:06:00+00:00,-73.0,-182.0,-236.0,-0.09109109109109109,0.0,-0.045545545545545574,55.88811188811189,4,9,1998.0,5230.0,182.0,1.0
2026-04-08,2026-04-08 12:02:00+00:00,44.0,101.0,83.0,0.03733826247689464,0.0,0.018669131238447267,118.9010989010989,0,0,2705.0,4691.0,101.0,1.0
2026-04-08,2026-04-08 12:06:00+00:00,81.0,188.0,177.0,0.05125408942202835,0.0,0.02562704471101418,86.81656804733728,0,0,3668.0,5391.0,188.0,1.0
2026-04-10,2026-04-10 12:05:00+00:00,12.0,-68.0,-141.0,-0.03571428571428571,0.0,-0.01785714285714285,73.94174757281553,3,3,1904.0,3009.0,68.0,1.0
2026-04-13,2026-04-13 12:35:00+00:00,174.0,302.0,418.0,0.12397372742200329,0.0,0.061986863711001594,73.26315789473684,6,4,2436.0,4740.0,302.0,1.0
2026-04-15,2026-04-15 12:03:00+00:00,-64.0,-75.0,-169.0,-0.0254323499491353,1.0,-0.012716174974567673,95.90243902439025,7,6,2949.0,6351.0,75.0,1.0
2026-04-16,2026-04-16 12:09:00+00:00,-131.0,-175.0,-204.0,-0.07059298104074223,1.0,-0.03529649052037109,81.27868852459017,7,0,2479.0,3800.0,175.0,1.0
2026-04-17,2026-04-17 12:25:00+00:00,90.0,-94.0,235.0,-0.02924704418170504,1.0,-0.014623522090852492,120.14953271028037,8,3,3214.0,6495.0,94.0,1.0
2026-04-20,2026-04-20 12:01:00+00:00,54.0,75.0,211.0,0.031578947368421054,0.0,0.015789473684210575,103.26086956521739,4,0,2375.0,4659.0,75.0,1.0
2026-04-23,2026-04-23 12:22:00+00:00,-148.0,-116.0,82.0,-0.025075659316904454,0.0,-0.012537829658452238,82.24,0,6,4626.0,9754.0,116.0,1.0
2026-04-24,2026-04-24 12:24:00+00:00,-288.0,-104.0,-76.0,-0.016555237185609677,1.0,-0.008277618592804847,128.20408163265307,16,4,6282.0,10380.0,104.0,1.0
2026-04-27,2026-04-27 12:25:00+00:00,-156.0,-105.0,-389.0,-0.029923055001424906,0.0,-0.014961527500712446,64.98148148148148,3,6,3509.0,6091.0,105.0,1.0
2026-04-29,2026-04-29 12:03:00+00:00,28.0,43.0,-193.0,0.028420356906807668,0.0,0.014210178453403888,56.03703703703704,5,4,1513.0,3895.0,43.0,1.0
2026-04-29,2026-04-29 12:41:00+00:00,207.0,186.0,182.0,0.03841387856257745,1.0,0.019206939281288693,81.0376569037657,4,0,4842.0,7304.0,186.0,1.0
2026-04-30,2026-04-30 13:12:00+00:00,-87.0,-251.0,-559.0,-0.060264105642256906,0.0,-0.030132052821128463,98.57988165680473,0,3,4165.0,9679.0,251.0,1.0
2026-05-01,2026-05-01 12:41:00+00:00,-28.0,-283.0,126.0,-0.09675213675213676,0.0,-0.04837606837606839,99.15254237288136,3,5,2925.0,9266.0,283.0,1.0
2026-05-04,2026-05-04 12:13:00+00:00,70.0,143.0,238.0,0.04182509505703422,0.0,0.020912547528517123,81.4047619047619,4,3,3419.0,5914.0,143.0,1.0
2026-05-06,2026-05-06 12:06:00+00:00,-510.0,-598.0,-1271.0,-0.1014246947082768,0.0,-0.050712347354138376,81.60553633217994,3,8,5896.0,12819.0,598.0,1.0
2026-05-11,2026-05-11 12:04:00+00:00,-81.0,55.0,-65.0,0.02242152466367713,1.0,0.011210762331838597,84.58620689655173,5,0,2453.0,4675.0,55.0,1.0
2026-05-11,2026-05-11 12:34:00+00:00,148.0,-8.0,-411.0,-0.0017189514396218307,0.0,-0.0008594757198109315,117.82278481012658,4,6,4654.0,8199.0,8.0,1.0
2026-05-14,2026-05-14 12:01:00+00:00,44.0,18.0,53.0,0.00827966881324747,1.0,0.004139834406623688,76.28070175438596,0,10,2174.0,3403.0,18.0,1.0
2026-05-18,2026-05-18 12:06:00+00:00,-34.0,108.0,1135.0,0.02583732057416268,0.0,0.01291866028708133,83.18407960199005,3,0,4180.0,15273.0,108.0,1.0
2026-05-19,2026-05-19 12:37:00+00:00,332.0,467.0,591.0,0.10506186726659168,0.0,0.05253093363329586,49.11602209944751,9,3,4445.0,7843.0,467.0,1.0
2026-05-19,2026-05-19 13:07:00+00:00,-306.0,-431.0,-714.0,-0.11014566828520317,0.0,-0.05507283414260156,58.8421052631579,3,5,3913.0,8216.0,431.0,1.0
2026-05-20,2026-05-20 13:22:00+00:00,22.0,56.0,255.0,0.016119746689694875,1.0,0.008059873344847479,115.8,0,0,3474.0,8495.0,56.0,1.0
2026-05-21,2026-05-21 13:06:00+00:00,92.0,-12.0,-218.0,-0.001601708489054992,1.0,-0.0008008542445274713,128.06837606837607,4,3,7492.0,12840.0,12.0,1.0
2026-05-22,2026-05-22 12:01:00+00:00,-44.0,-30.0,-36.0,-0.01364877161055505,1.0,-0.0068243858052775,62.354609929078016,3,5,2198.0,3528.0,30.0,1.0
2026-05-22,2026-05-22 13:17:00+00:00,37.0,217.0,288.0,0.04096658485935435,0.0,0.02048329242967717,111.51578947368421,0,3,5297.0,9448.0,217.0,1.0
2026-05-26,2026-05-26 12:26:00+00:00,125.0,191.0,187.0,0.13441238564391272,0.0,0.06720619282195639,47.76470588235294,4,0,1421.0,4151.0,191.0,1.0
2026-05-28,2026-05-28 12:21:00+00:00,-76.0,-64.0,-114.0,-0.025236593059936908,1.0,-0.012618296529968431,68.08053691275168,0,3,2536.0,3866.0,64.0,1.0
2026-05-29,2026-05-29 12:55:00+00:00,114.0,236.0,258.0,0.10936051899907322,0.0,0.05468025949953659,47.169398907103826,0,0,2158.0,5422.0,236.0,1.0
2026-05-29,2026-05-29 13:13:00+00:00,12.0,125.0,368.0,0.03992334717342702,0.0,0.019961673586713524,140.7191011235955,0,3,3131.0,5432.0,125.0,1.0
2026-06-01,2026-06-01 12:27:00+00:00,190.0,3.0,-379.0,0.0006621054954756124,0.0,0.00033105274773781446,102.97727272727273,4,3,4531.0,7575.0,3.0,1.0
2026-06-02,2026-06-02 12:23:00+00:00,271.0,110.0,-36.0,0.04122938530734633,0.0,0.020614692653673217,92.8,14,5,2668.0,4546.0,110.0,1.0
2026-06-08,2026-06-08 12:11:00+00:00,245.0,233.0,58.0,0.039890429720938196,0.0,0.019945214860469074,112.8695652173913,0,5,5841.0,10036.0,233.0,1.0
2026-06-08,2026-06-08 12:11:00+00:00,245.0,233.0,58.0,0.039890429720938196,0.0,0.019945214860469074,112.8695652173913,0,5,5841.0,10036.0,233.0,1.0
2026-06-09,2026-06-09 12:28:00+00:00,-43.0,-333.0,-266.0,-0.12393003349460364,0.0,-0.061965016747301815,62.127167630057805,4,5,2687.0,4724.0,333.0,1.0
2026-06-12,2026-06-12 12:11:00+00:00,-66.0,-31.0,107.0,-0.016445623342175066,0.0,-0.008222811671087515,23.12883435582822,4,0,1885.0,3295.0,31.0,1.0
2026-06-15,2026-06-15 12:18:00+00:00,-200.0,-113.0,-150.0,-0.05624688899950224,0.0,-0.028123444499751127,35.715555555555554,5,15,2009.0,3494.0,113.0,1.0
2026-06-15,2026-06-15 13:13:00+00:00,101.0,65.0,99.0,0.0312349831811629,0.0,0.015617491590581456,56.625850340136054,0,7,2081.0,4461.0,65.0,1.0
2026-06-15,2026-06-15 13:13:00+00:00,101.0,65.0,99.0,0.0312349831811629,0.0,0.015617491590581456,56.625850340136054,0,7,2081.0,4461.0,65.0,1.0
2026-06-16,2026-06-16 12:40:00+00:00,208.0,-150.0,-692.0,-0.02262443438914027,0.0,-0.011312217194570151,158.80239520958085,7,5,6630.0,10888.0,150.0,1.0
2026-06-16,2026-06-16 12:40:00+00:00,208.0,-150.0,-692.0,-0.02262443438914027,0.0,-0.011312217194570151,158.80239520958085,7,5,6630.0,10888.0,150.0,1.0
2026-06-17,2026-06-17 12:11:00+00:00,153.0,108.0,-123.0,0.030201342281879196,0.0,0.015100671140939603,46.44155844155844,6,3,3576.0,5849.0,108.0,1.0
2026-06-18,2026-06-18 13:07:00+00:00,-155.0,78.0,142.0,0.012803676953381483,1.0,0.0064018384766907355,86.41134751773049,4,6,6092.0,9374.0,78.0,1.0
2026-06-19,2026-06-19 12:01:00+00:00,49.0,-25.0,-53.0,-0.03067484662576687,0.0,-0.015337423312883458,27.863247863247864,7,3,815.0,1955.0,25.0,1.0
2026-06-24,2026-06-24 12:03:00+00:00,30.0,360.0,535.0,0.11560693641618497,0.0,0.05780346820809246,49.42857142857143,5,3,3114.0,5397.0,360.0,1.0
2026-06-24,2026-06-24 12:03:00+00:00,30.0,360.0,535.0,0.11560693641618497,0.0,0.05780346820809246,49.42857142857143,5,3,3114.0,5397.0,360.0,1.0
2026-06-25,2026-06-25 12:07:00+00:00,102.0,119.0,230.0,0.05988928032209361,0.0,0.02994464016104681,38.96078431372549,3,5,1987.0,3744.0,119.0,1.0
2026-06-25,2026-06-25 13:07:00+00:00,-171.0,-310.0,-176.0,-0.09090909090909091,0.0,-0.04545454545454547,60.08810572687225,5,5,3410.0,7982.0,310.0,1.0
2026-06-26,2026-06-26 13:16:00+00:00,-44.0,-141.0,-290.0,-0.0333569907735983,0.0,-0.016678495386799164,57.9041095890411,4,6,4227.0,8020.0,141.0,1.0
2026-06-26,2026-06-26 13:20:00+00:00,-509.0,-593.0,-761.0,-0.09974768713204374,0.0,-0.04987384356602187,71.8429003021148,11,6,5945.0,10113.0,593.0,1.0
2026-06-29,2026-06-29 12:55:00+00:00,53.0,52.0,-28.0,0.021885521885521887,0.0,0.01094276094276092,60.53503184713376,10,3,2376.0,4480.0,52.0,1.0
2026-06-29,2026-06-29 12:55:00+00:00,53.0,52.0,-28.0,0.021885521885521887,0.0,0.01094276094276092,60.53503184713376,10,3,2376.0,4480.0,52.0,1.0
2026-06-30,2026-06-30 12:01:00+00:00,-64.0,-43.0,35.0,-0.02015939990623535,0.0,-0.010079699953117693,42.66,5,5,2133.0,3375.0,43.0,1.0
2026-06-30,2026-06-30 12:26:00+00:00,-109.0,-45.0,-33.0,-0.014427701186277652,0.0,-0.0072138505931388375,39.85942492012779,6,5,3119.0,5811.0,45.0,1.0
2026-07-01,2026-07-01 12:06:00+00:00,12.0,-41.0,-151.0,-0.018695850433196534,0.0,-0.009347925216598274,57.333333333333336,8,3,2193.0,4133.0,41.0,1.0
2026-07-06,2026-07-06 12:23:00+00:00,11.0,-97.0,63.0,-0.04125903870693322,0.0,-0.02062951935346663,79.02521008403362,0,5,2351.0,5265.0,97.0,1.0
2026-07-10,2026-07-10 13:16:00+00:00,70.0,50.0,-207.0,0.015489467162329617,0.0,0.007744733581164787,89.66666666666667,3,3,3228.0,5849.0,50.0,1.0
2026-07-10,2026-07-10 13:16:00+00:00,70.0,50.0,-207.0,0.015489467162329617,0.0,0.007744733581164787,89.66666666666667,3,3,3228.0,5849.0,50.0,1.0
