day,ft,direction,entry,stop,risk_pts,exit_price,k0,life_min,life_end_ts,stopped,micros,pl_mech,pl,R,mfe_R,mae_R,fillhm,rk,oos,px_0800,prev_close,gap_pts,gap_abs,expiry_week,big_R2,reach4
2025-12-31,2025-12-31 13:40:00+00:00,long,25660.75,25646.0,14.75,25687.0,1060476,56,2025-12-31 14:36:00+00:00,True,10,780.0,520.0,1.7627118644067796,3.7966101694915255,-2.016949152542373,520,14.75,True,25631.75,25678.0,-46.25,46.25,False,False,False
2026-02-02,2026-02-02 13:01:00+00:00,short,25474.25,25498.75,24.5,25499.0,1090556,14,2026-02-02 13:15:00+00:00,True,8,-1125.0,-400.0,-1.0204081632653061,0.7448979591836735,-1.1224489795918366,481,24.5,True,25474.25,25675.5,-201.25,201.25,False,False,False
2026-02-05,2026-02-05 13:40:00+00:00,short,24816.0,24869.25,53.25,24786.0,1094735,58,2026-02-05 14:38:00+00:00,True,1,-85.0,29.5,0.27699530516431925,3.07981220657277,-1.4507042253521127,520,53.25,True,24802.25,24994.5,-192.25,192.25,False,False,False
2026-02-09,2026-02-09 14:20:00+00:00,short,25047.75,25073.5,25.75,25073.75,1097535,7,2026-02-09 14:27:00+00:00,True,4,-525.0,-210.0,-1.0194174757281553,0.3883495145631068,-1.2815533980582525,560,25.75,True,25109.75,25146.75,-37.0,37.0,False,False,False
2026-02-10,2026-02-10 13:35:00+00:00,long,25345.0,25326.25,18.75,25373.5,1098870,61,2026-02-10 14:36:00+00:00,True,3,241.875,145.125,1.29,3.466666666666667,-1.1333333333333333,515,18.75,True,25330.25,25337.75,-7.5,7.5,False,False,False
2026-02-12,2026-02-12 13:34:00+00:00,long,25363.0,25347.75,15.25,25381.5,1101629,55,2026-02-12 14:29:00+00:00,True,3,182.5,109.5,1.1967213114754098,3.721311475409836,-1.1147540983606556,514,15.25,True,25354.25,25278.5,75.75,75.75,False,False,False
2026-02-16,2026-02-16 14:01:00+00:00,short,24839.75,24854.25,14.5,24815.75,1104414,239,2026-02-16 23:00:00+00:00,False,5,356.25,237.5,1.6379310344827587,11.655172413793103,-0.034482758620689655,541,14.5,True,24863.25,24802.0,61.25,61.25,False,False,True
2026-02-17,2026-02-17 13:01:00+00:00,short,24584.0,24604.75,20.75,24527.0,1105494,22,2026-02-17 13:23:00+00:00,True,2,567.5,227.0,2.7349397590361444,3.180722891566265,-1.4698795180722892,481,20.75,True,24584.75,,,,False,True,False
2026-02-19,2026-02-19 13:39:00+00:00,long,24861.5,24849.5,12.0,24848.5,1108292,5,2026-02-19 13:44:00+00:00,True,8,-53.75,-43.0,-0.22395833333333334,1.5416666666666667,-1.0,519,12.0,True,24869.25,24957.5,-88.25,88.25,False,False,False
2026-02-23,2026-02-23 13:05:00+00:00,long,24911.75,24903.0,8.75,25001.5,1111018,96,2026-02-23 14:41:00+00:00,True,11,1790.0,1969.0,10.228571428571428,14.657142857142857,-1.0857142857142856,485,8.75,True,24910.0,25074.75,-164.75,164.75,False,True,True
2026-02-24,2026-02-24 13:03:00+00:00,long,24823.25,24814.25,9.0,24848.75,1112396,85,2026-02-24 14:28:00+00:00,True,11,551.25,606.375,3.0625,7.638888888888889,-1.2777777777777777,483,9.0,True,24828.25,24768.0,60.25,60.25,False,True,True
2026-02-24,2026-02-24 13:03:00+00:00,long,24823.5,24814.25,9.25,24885.75,1112396,85,2026-02-24 14:28:00+00:00,True,11,1240.0,1364.0,6.702702702702703,7.405405405405405,-1.2702702702702702,483,9.25,True,24828.25,24768.0,60.25,60.25,False,True,True
2026-02-25,2026-02-25 13:21:00+00:00,short,25139.0,25148.75,9.75,25149.0,1113794,34,2026-02-25 13:55:00+00:00,True,10,-205.0,-205.0,-1.0512820512820513,1.564102564102564,-2.076923076923077,501,9.75,True,25138.0,25030.0,108.0,108.0,False,False,False
2026-02-25,2026-02-25 14:23:00+00:00,long,25148.25,25134.75,13.5,25174.25,1113856,393,2026-02-25 20:56:00+00:00,False,7,515.0,360.5,1.9074074074074074,18.38888888888889,-0.3148148148148148,563,13.5,True,25138.0,25030.0,108.0,108.0,False,False,True
2026-03-09,2026-03-09 12:55:00+00:00,short,24359.75,24382.5,22.75,24382.75,1124868,5,2026-03-09 13:00:00+00:00,True,3,-348.75,-139.5,-1.021978021978022,0.01098901098901099,-1.3956043956043955,535,22.75,True,24383.25,24667.75,-284.5,284.5,False,False,False
2026-03-09,2026-03-09 13:01:00+00:00,long,24377.5,24359.5,18.0,24470.5,1124874,41,2026-03-09 13:42:00+00:00,True,6,1880.0,1128.0,5.222222222222222,8.208333333333334,-1.3055555555555556,541,18.0,True,24383.25,24667.75,-284.5,284.5,False,True,True
2026-03-12,2026-03-12 12:37:00+00:00,short,24808.5,24827.25,18.75,24828.25,1128990,7,2026-03-12 12:44:00+00:00,True,5,-400.0,-200.0,-1.0666666666666667,0.38666666666666666,-1.0,517,18.75,True,24855.0,24984.0,-129.0,129.0,False,False,False
2026-03-13,2026-03-13 12:31:00+00:00,long,24673.0,24633.25,39.75,24701.5,1130364,64,2026-03-13 13:35:00+00:00,True,3,-255.0,169.5,0.710691823899371,1.6352201257861636,-1.371069182389937,511,39.75,True,24664.5,24555.25,109.25,109.25,False,False,False
2026-03-17,2026-03-17 12:26:00+00:00,long,24903.25,24891.25,12.0,25032.5,1133119,450,2026-03-17 19:56:00+00:00,False,12,3870.0,3096.0,10.75,17.8125,-0.2916666666666667,506,12.0,True,24819.5,24884.5,-65.0,65.0,True,True,True
2026-03-17,2026-03-17 12:56:00+00:00,long,24923.0,24916.0,7.0,24993.5,1133149,420,2026-03-17 19:56:00+00:00,False,14,872.5,1221.5,6.232142857142857,27.714285714285715,-0.7857142857142857,536,7.0,True,24819.5,24884.5,-65.0,65.0,True,True,True
2026-03-20,2026-03-20 12:01:00+00:00,long,24461.75,24427.5,34.25,24427.25,1137234,3,2026-03-20 12:04:00+00:00,True,1,-270.0,-69.5,-1.0145985401459854,0.06569343065693431,-1.0802919708029197,481,34.25,True,24462.25,24574.75,-112.5,112.5,True,False,False
2026-03-20,2026-03-20 12:06:00+00:00,long,24453.0,24424.75,28.25,24516.0,1137239,84,2026-03-20 13:30:00+00:00,True,4,1255.0,502.0,2.2212389380530975,2.6371681415929205,-1.0884955752212389,486,28.25,True,24462.25,24574.75,-112.5,112.5,True,True,False
2026-03-24,2026-03-24 12:06:00+00:00,short,24346.0,24397.75,51.75,24215.0,1139999,470,2026-03-24 19:56:00+00:00,False,2,1305.0,261.0,1.2608695652173914,4.096618357487923,-0.7584541062801933,486,51.75,True,24392.75,24398.75,-6.0,6.0,False,False,True
2026-03-25,2026-03-25 12:01:00+00:00,long,24508.5,24469.5,39.0,24469.25,1141374,15,2026-03-25 12:16:00+00:00,True,1,-395.0,-79.0,-1.0128205128205128,0.8012820512820513,-1.5769230769230769,481,39.0,True,24508.75,24219.25,289.5,289.5,False,False,False
2026-03-26,2026-03-26 13:21:00+00:00,long,24145.75,24126.0,19.75,24125.75,1142834,9,2026-03-26 13:30:00+00:00,True,3,-87.5,-121.5,-1.0253164556962024,0.6835443037974683,-2.607594936708861,561,19.75,True,24095.25,24371.75,-276.5,276.5,False,False,False
2026-03-31,2026-03-31 12:59:00+00:00,short,23378.5,23392.5,14.0,23392.75,1146952,11,2026-03-31 13:10:00+00:00,True,4,-42.5,-116.0,-1.0357142857142858,1.5357142857142858,-1.0178571428571428,539,14.0,True,23375.0,23135.5,239.5,239.5,False,False,False
2026-03-31,2026-03-31 13:21:00+00:00,long,23392.5,23379.0,13.5,23386.25,1146974,6,2026-03-31 13:27:00+00:00,True,6,43.125,34.5,0.21296296296296297,0.9629629629629629,-1.3333333333333333,561,13.5,True,23375.0,23135.5,239.5,239.5,False,False,False
2026-04-02,2026-04-02 13:01:00+00:00,short,23734.75,23754.25,19.5,23754.5,1149714,27,2026-04-02 13:28:00+00:00,True,3,-200.0,-120.0,-1.0256410256410255,1.4102564102564104,-1.294871794871795,541,19.5,True,23684.5,24200.75,-516.25,516.25,False,False,False
2026-04-06,2026-04-06 12:47:00+00:00,long,24334.5,24314.25,20.25,24314.0,1151989,5,2026-04-06 12:52:00+00:00,True,2,-125.0,-83.0,-1.0246913580246915,0.14814814814814814,-1.2962962962962963,527,20.25,True,24305.25,,,,False,False,False
2026-04-07,2026-04-07 12:01:00+00:00,short,24200.5,24220.5,20.0,24190.5,1153323,5,2026-04-07 12:06:00+00:00,True,2,97.5,39.0,0.4875,3.375,-1.5375,481,20.0,True,24200.75,24363.75,-163.0,163.0,False,False,False
2026-04-07,2026-04-07 12:06:00+00:00,short,24187.75,24213.25,25.5,24213.5,1153328,0,2026-04-07 12:06:00+00:00,True,3,-390.0,-156.0,-1.0196078431372548,2.1470588235294117,-1.7058823529411764,486,25.5,True,24200.75,24363.75,-163.0,163.0,False,False,False
2026-04-08,2026-04-08 12:02:00+00:00,long,25221.75,25209.25,12.5,25242.75,1154704,17,2026-04-08 12:19:00+00:00,True,8,415.0,332.0,1.66,2.82,-1.26,482,12.5,True,25219.25,24369.5,849.75,849.75,False,False,False
2026-04-08,2026-04-08 12:06:00+00:00,long,25242.25,25209.25,33.0,25209.0,1154708,13,2026-04-08 12:19:00+00:00,True,2,-85.0,-134.0,-1.0151515151515151,0.44696969696969696,-1.0984848484848484,486,33.0,True,25219.25,24369.5,849.75,849.75,False,False,False
2026-04-10,2026-04-10 12:05:00+00:00,short,25272.75,25281.25,8.5,25281.5,1157467,3,2026-04-10 12:08:00+00:00,True,3,-31.25,-54.0,-1.0588235294117647,1.0588235294117647,-1.0588235294117647,485,8.5,True,25269.5,25249.0,20.5,20.5,False,False,False
2026-04-13,2026-04-13 12:35:00+00:00,long,25141.25,25122.25,19.0,25190.5,1158877,441,2026-04-13 19:56:00+00:00,False,8,1470.0,784.0,2.5789473684210527,21.38157894736842,-0.5263157894736842,515,19.0,True,25083.5,25284.25,-200.75,200.75,False,True,True
2026-04-15,2026-04-15 12:03:00+00:00,long,26000.25,25977.75,22.5,25977.5,1161605,2,2026-04-15 12:05:00+00:00,True,2,-230.0,-92.0,-1.0222222222222221,0.044444444444444446,-1.4222222222222223,483,22.5,True,26000.5,26000.75,-0.25,0.25,False,False,False
2026-04-16,2026-04-16 12:58:00+00:00,short,26401.0,26408.0,7.0,26408.25,1163040,3,2026-04-16 13:01:00+00:00,True,7,-155.0,-105.0,-1.0714285714285714,0.21428571428571427,-2.5,538,7.0,True,26416.5,26364.25,52.25,52.25,False,False,False
2026-04-17,2026-04-17 12:25:00+00:00,long,26593.0,26570.25,22.75,26592.5,1164387,451,2026-04-17 19:56:00+00:00,False,2,-7.5,-3.0,-0.03296703296703297,12.824175824175825,-0.21978021978021978,505,22.75,True,26562.75,26484.75,78.0,78.0,False,False,True
2026-04-20,2026-04-20 12:01:00+00:00,long,26714.5,26700.5,14.0,26730.0,1165743,160,2026-04-20 14:41:00+00:00,True,4,-55.0,122.0,1.0892857142857142,8.089285714285714,-1.8214285714285714,481,14.0,True,26714.5,26827.25,-112.75,112.75,False,False,True
2026-04-24,2026-04-24 12:24:00+00:00,long,27293.0,27263.25,29.75,27263.0,1171285,10,2026-04-24 12:34:00+00:00,True,3,-605.0,-181.5,-1.0168067226890756,0.36134453781512604,-1.184873949579832,504,29.75,True,27284.5,26926.25,358.25,358.25,False,False,False
2026-04-27,2026-04-27 12:25:00+00:00,short,27426.0,27451.5,25.5,27390.5,1172666,445,2026-04-27 19:50:00+00:00,True,2,176.25,141.0,1.3823529411764706,5.0,-1.1274509803921569,505,25.5,True,27480.5,27434.0,46.5,46.5,False,False,True
2026-04-29,2026-04-29 12:03:00+00:00,short,27244.5,27253.0,8.5,27218.0,1175404,143,2026-04-29 14:26:00+00:00,True,6,-22.5,315.0,3.088235294117647,14.147058823529411,-1.411764705882353,483,8.5,True,27248.75,27169.25,79.5,79.5,False,True,True
2026-04-29,2026-04-29 12:41:00+00:00,long,27238.25,27201.5,36.75,27201.25,1175442,42,2026-04-29 13:23:00+00:00,True,3,-745.0,-223.5,-1.0136054421768708,0.35374149659863946,-1.0816326530612246,521,36.75,True,27248.75,27169.25,79.5,79.5,False,False,False
2026-04-30,2026-04-30 13:12:00+00:00,short,27514.0,27530.25,16.25,27416.5,1176853,285,2026-04-30 17:57:00+00:00,True,3,742.5,445.5,4.569230769230769,21.584615384615386,-1.5076923076923077,552,16.25,True,27447.75,27337.25,110.5,110.5,False,True,True
2026-05-01,2026-05-01 12:41:00+00:00,short,27598.0,27613.5,15.5,27613.75,1178202,28,2026-05-01 13:09:00+00:00,True,3,-160.0,-96.0,-1.032258064516129,2.0806451612903225,-1.1290322580645162,521,15.5,True,27571.0,27577.5,-6.5,6.5,False,False,False
2026-05-04,2026-05-04 12:13:00+00:00,long,27867.5,27847.5,20.0,27847.25,1179554,2,2026-05-04 12:15:00+00:00,True,5,-410.0,-205.0,-1.025,0.0625,-1.9625,493,20.0,True,27838.0,27837.25,0.75,0.75,False,False,False
2026-05-11,2026-05-11 12:04:00+00:00,short,29332.5,29353.25,20.75,29293.0,1186445,87,2026-05-11 13:31:00+00:00,True,5,785.0,392.5,1.891566265060241,3.5301204819277108,-2.5903614457831323,484,20.75,True,29348.25,29339.75,8.5,8.5,False,False,False
2026-05-11,2026-05-11 12:34:00+00:00,long,29298.5,29281.75,16.75,29281.5,1186475,9,2026-05-11 12:43:00+00:00,True,6,-345.0,-207.0,-1.0298507462686568,0.9104477611940298,-1.4328358208955223,514,16.75,True,29348.25,29339.75,8.5,8.5,False,False,False
2026-05-18,2026-05-18 12:06:00+00:00,long,29208.5,29171.75,36.75,29271.75,1193347,98,2026-05-18 13:44:00+00:00,True,1,157.5,126.0,1.7142857142857142,5.7482993197278915,-1.3197278911564625,486,36.75,True,29192.75,29231.25,-38.5,38.5,False,False,True
2026-05-19,2026-05-19 12:37:00+00:00,long,28930.25,28884.75,45.5,28884.5,1194758,29,2026-05-19 13:06:00+00:00,True,2,-140.0,-92.5,-0.5082417582417582,0.16483516483516483,-1.3241758241758241,517,45.5,True,28848.5,29098.75,-250.25,250.25,False,False,False
2026-05-19,2026-05-19 13:07:00+00:00,short,28883.0,28924.25,41.25,28817.25,1194788,23,2026-05-19 13:30:00+00:00,True,4,982.5,524.0,1.587878787878788,1.9454545454545455,-1.4666666666666666,547,41.25,True,28848.5,29098.75,-250.25,250.25,False,False,False
2026-05-20,2026-05-20 13:22:00+00:00,long,29104.25,29089.0,15.25,29088.75,1196183,5,2026-05-20 13:27:00+00:00,True,3,-78.75,-94.5,-1.0327868852459017,0.8360655737704918,-1.5737704918032787,562,15.25,True,29090.5,28924.5,166.0,166.0,False,False,False
2026-05-21,2026-05-21 13:06:00+00:00,long,29221.0,29188.0,33.0,29187.75,1197547,18,2026-05-21 13:24:00+00:00,True,2,-56.25,-134.0,-1.0151515151515151,0.5454545454545454,-1.2348484848484849,546,33.0,True,29251.25,29396.25,-145.0,145.0,False,False,False
2026-05-22,2026-05-22 12:01:00+00:00,long,29506.5,29497.75,8.75,29497.5,1198862,9,2026-05-22 12:10:00+00:00,True,6,-46.25,-111.0,-1.0571428571428572,1.0857142857142856,-1.2285714285714286,481,8.75,True,29506.0,29446.25,59.75,59.75,False,False,False
2026-05-22,2026-05-22 13:17:00+00:00,long,29588.5,29577.25,11.25,29577.0,1198938,2,2026-05-22 13:19:00+00:00,True,13,-352.5,-305.5,-1.0444444444444445,0.6,-3.066666666666667,557,11.25,True,29506.0,29446.25,59.75,59.75,False,False,False
2026-05-26,2026-05-26 12:26:00+00:00,long,29890.5,29876.75,13.75,29912.5,1201407,67,2026-05-26 13:33:00+00:00,True,4,217.5,174.0,1.5818181818181818,3.2363636363636363,-1.8,506,13.75,True,29868.25,,,,False,False,False
2026-05-29,2026-05-29 12:55:00+00:00,long,30340.0,30332.75,7.25,30359.5,1205576,105,2026-05-29 14:40:00+00:00,True,14,117.5,329.0,1.6206896551724137,27.03448275862069,-1.1724137931034482,535,7.25,True,30347.5,30306.25,41.25,41.25,False,False,True
2026-05-29,2026-05-29 13:13:00+00:00,long,30350.5,30343.0,7.5,30342.75,1205594,2,2026-05-29 13:15:00+00:00,True,13,-160.0,-208.0,-1.0666666666666667,0.8333333333333334,-1.6666666666666667,553,7.5,True,30347.5,30306.25,41.25,41.25,False,False,False
2026-06-01,2026-06-01 12:27:00+00:00,long,30453.5,30443.25,10.25,30443.0,1206928,3,2026-06-01 12:30:00+00:00,True,5,-61.25,-107.5,-1.048780487804878,0.4634146341463415,-1.2682926829268293,507,10.25,True,30458.5,30397.5,61.0,61.0,False,False,False
2026-06-02,2026-06-02 12:23:00+00:00,long,30545.75,30524.75,21.0,30524.5,1208304,37,2026-06-02 13:00:00+00:00,True,5,-215.0,-215.0,-1.0238095238095237,0.6785714285714286,-1.1785714285714286,503,21.0,True,30533.0,30571.25,-38.25,38.25,False,False,False
2026-06-08,2026-06-08 12:11:00+00:00,long,29404.25,29377.75,26.5,29471.75,1213812,106,2026-06-08 13:57:00+00:00,True,4,1005.0,402.0,1.8962264150943395,7.547169811320755,-1.1320754716981132,491,26.5,True,29398.75,29015.75,383.0,383.0,False,False,True
2026-06-08,2026-06-08 12:11:00+00:00,long,29404.5,29377.75,26.75,29377.5,1213812,106,2026-06-08 13:57:00+00:00,True,4,-545.0,-218.0,-1.0186915887850467,7.4672897196261685,-1.1308411214953271,491,26.75,True,29398.75,29015.75,383.0,383.0,False,False,True
2026-06-09,2026-06-09 12:28:00+00:00,long,29670.5,29652.25,18.25,29725.0,1215209,66,2026-06-09 13:34:00+00:00,True,3,291.25,174.75,1.595890410958904,4.2465753424657535,-2.041095890410959,508,18.25,True,29681.75,29453.0,228.75,228.75,False,False,True
2026-06-12,2026-06-12 12:11:00+00:00,long,29603.25,29593.5,9.75,29593.25,1219332,2,2026-06-12 12:13:00+00:00,True,10,-205.0,-205.0,-1.0512820512820513,0.717948717948718,-1.5128205128205128,491,9.75,True,29628.0,29456.75,171.25,171.25,False,False,False
2026-06-15,2026-06-15 12:18:00+00:00,short,30583.25,30597.0,13.75,30575.5,1220719,54,2026-06-15 13:12:00+00:00,True,4,76.25,122.0,1.1090909090909091,3.2545454545454544,-1.1636363636363636,498,13.75,True,30606.0,29648.25,957.75,957.75,True,False,False
2026-06-15,2026-06-15 13:13:00+00:00,long,30591.5,30575.5,16.0,30625.75,1220774,403,2026-06-15 19:56:00+00:00,False,6,301.875,362.25,1.88671875,20.21875,-0.171875,553,16.0,True,30606.0,29648.25,957.75,957.75,True,False,True
2026-06-15,2026-06-15 13:13:00+00:00,long,30594.25,30575.5,18.75,30681.0,1220774,403,2026-06-15 19:56:00+00:00,False,5,865.0,865.0,4.613333333333333,17.106666666666666,-0.29333333333333333,553,18.75,True,30606.0,29648.25,957.75,957.75,True,True,True
2026-06-16,2026-06-16 12:40:00+00:00,short,30848.5,30860.25,11.75,30810.5,1222121,63,2026-06-16 13:43:00+00:00,True,13,1132.5,981.5,3.2127659574468086,8.319148936170214,-1.0212765957446808,520,11.75,True,30934.75,30872.75,62.0,62.0,True,True,True
2026-06-16,2026-06-16 12:40:00+00:00,short,30847.0,30860.25,13.25,30810.5,1222121,63,2026-06-16 13:43:00+00:00,True,11,1087.5,797.5,2.7358490566037736,7.264150943396227,-1.0188679245283019,520,13.25,True,30934.75,30872.75,62.0,62.0,True,True,True
2026-06-18,2026-06-18 13:07:00+00:00,long,30483.75,30467.5,16.25,30535.5,1224908,28,2026-06-18 13:35:00+00:00,True,6,1030.0,618.0,3.169230769230769,8.36923076923077,-1.9076923076923078,547,16.25,True,30423.5,29994.75,428.75,428.75,True,True,True
2026-06-19,2026-06-19 12:01:00+00:00,long,30594.0,30566.5,27.5,30566.25,1226222,16,2026-06-19 12:17:00+00:00,True,2,-40.0,-112.0,-1.018181818181818,-0.00909090909090909,-1.0636363636363637,481,27.5,True,30590.25,30692.75,-102.5,102.5,True,False,False
2026-06-24,2026-06-24 12:03:00+00:00,long,29841.25,29826.0,15.25,29832.5,1230124,13,2026-06-24 12:16:00+00:00,True,7,81.25,56.875,0.26639344262295084,1.4098360655737705,-1.180327868852459,483,15.25,True,29839.75,29650.5,189.25,189.25,False,False,False
2026-06-24,2026-06-24 12:03:00+00:00,long,29849.25,29826.0,23.25,29825.75,1230124,13,2026-06-24 12:16:00+00:00,True,4,-475.0,-190.0,-1.021505376344086,0.5806451612903226,-1.118279569892473,483,23.25,True,29839.75,29650.5,189.25,189.25,False,False,False
2026-06-25,2026-06-25 13:07:00+00:00,short,30168.75,30201.75,33.0,30102.5,1231568,409,2026-06-25 19:56:00+00:00,False,3,1320.0,396.0,2.0,26.454545454545453,-0.7348484848484849,547,33.0,True,30127.5,29514.0,613.5,613.5,False,True,True
2026-06-26,2026-06-26 13:16:00+00:00,short,29277.5,29290.25,12.75,29251.5,1232957,4,2026-06-26 13:20:00+00:00,True,12,772.5,618.0,2.019607843137255,5.196078431372549,-1.1176470588235294,556,12.75,True,29352.75,29749.5,-396.75,396.75,False,True,True
2026-06-26,2026-06-26 13:20:00+00:00,short,29256.5,29283.75,27.25,29284.0,1232961,0,2026-06-26 13:20:00+00:00,True,4,-555.0,-222.0,-1.018348623853211,0.29357798165137616,-1.2935779816513762,560,27.25,True,29352.75,29749.5,-396.75,396.75,False,False,False
2026-06-29,2026-06-29 12:55:00+00:00,long,29682.5,29665.5,17.0,29731.0,1234316,30,2026-06-29 13:25:00+00:00,True,9,753.75,452.25,1.4779411764705883,2.985294117647059,-1.6470588235294117,535,17.0,True,29698.25,29316.0,382.25,382.25,False,False,False
2026-06-29,2026-06-29 12:55:00+00:00,long,29683.0,29665.5,17.5,29665.25,1234316,30,2026-06-29 13:25:00+00:00,True,9,-540.0,-324.0,-1.0285714285714285,2.8714285714285714,-1.6285714285714286,535,17.5,True,29698.25,29316.0,382.25,382.25,False,False,False
2026-06-30,2026-06-30 12:01:00+00:00,short,30126.25,30159.0,32.75,30072.0,1235642,92,2026-06-30 13:33:00+00:00,True,3,1080.0,324.0,1.6488549618320612,3.946564885496183,-1.2366412213740459,481,32.75,True,30127.0,30046.25,80.75,80.75,False,False,False
2026-06-30,2026-06-30 12:26:00+00:00,short,30048.75,30085.25,36.5,30021.25,1235667,64,2026-06-30 13:30:00+00:00,True,4,817.5,218.0,0.7465753424657534,1.417808219178082,-1.1849315068493151,506,36.5,True,30127.0,30046.25,80.75,80.75,False,False,False
2026-07-06,2026-07-06 12:23:00+00:00,short,29908.75,29929.5,20.75,29929.75,1240943,31,2026-07-06 12:54:00+00:00,True,7,-637.5,-297.5,-1.0240963855421688,1.5662650602409638,-1.144578313253012,503,20.75,True,29881.25,,,,False,False,False
2026-07-10,2026-07-10 13:16:00+00:00,long,29809.5,29791.5,18.0,29885.25,1246516,76,2026-07-10 14:32:00+00:00,True,3,767.5,460.5,4.263888888888889,8.833333333333334,-2.75,556,18.0,True,29814.75,29948.75,-134.0,134.0,False,True,True
2026-07-10,2026-07-10 13:16:00+00:00,long,29812.0,29791.5,20.5,29885.25,1246516,76,2026-07-10 14:32:00+00:00,True,5,1460.0,730.0,3.5609756097560976,7.634146341463414,-2.5365853658536586,556,20.5,True,29814.75,29948.75,-134.0,134.0,False,True,True
