day,ft,oos,R,pl,big_R2,reach4,gap_abs,gap_pts,expiry_week,cvd_5,cvd_15,cvd_30,cvd_norm_15,abs_cvd_15,delta_div_15,absorp_15,vol_15,vol_30,stack_bid_bin,stack_ask_bin,absorp_atr,absorp_rel,vol_15_rel,vol_30_rel,stack_bid_exc,stack_ask_exc
2025-07-25,2025-07-25 12:47:00+00:00,False,1.963235294117647,200.25,False,True,9.25,-9.25,False,-13.0,-205.0,-83.0,-0.08042369556688897,205.0,0.0,137.78378378378378,2549.0,4613.0,0.0,0.0,11.649718436301315,1.1839433758642608,1.317312661498708,1.2100465604301922,-0.5166666666666666,-0.48333333333333334
2025-07-29,2025-07-29 12:01:00+00:00,False,-1.05,-210.0,False,False,110.75,110.75,False,167.0,216.0,26.0,0.12314709236031927,216.0,0.0,96.10958904109589,1754.0,3574.0,0.0,1.0,8.835477197085545,0.9933060692638044,1.2191138140747175,1.3142121713550285,-0.43333333333333335,0.55
2025-07-30,2025-07-30 12:32:00+00:00,False,1.9785714285714289,380.875,False,False,48.25,48.25,False,-61.0,-61.0,-280.0,-0.018031333136269583,61.0,0.0,104.0923076923077,3383.0,7474.0,1.0,1.0,16.470874630499043,0.7943239585389698,1.6687631027253669,1.9605220014427176,0.5166666666666666,0.5666666666666667
2025-07-31,2025-07-31 12:35:00+00:00,False,-1.0363636363636364,-114.0,False,False,277.5,277.5,False,-42.0,-143.0,-38.0,-0.026884752773077645,143.0,0.0,133.81132075471697,5319.0,8720.0,1.0,1.0,25.240572832810777,1.0005007820605887,2.623751387347392,2.287363105777428,0.5333333333333333,0.5666666666666667
2025-08-04,2025-08-04 12:18:00+00:00,False,2.2243589743589745,433.75,True,True,169.75,169.75,False,84.0,92.0,-16.0,0.055288461538461536,92.0,0.0,70.80851063829788,1664.0,3412.0,1.0,0.0,6.646030953569645,0.6154971266255038,1.0664957538855953,1.216941596076683,0.5833333333333333,-0.45
2025-08-07,2025-08-07 12:08:00+00:00,False,3.1607142857142856,619.5,True,True,160.75,160.75,False,-32.0,15.0,-20.0,0.006928406466512702,15.0,0.0,120.27777777777777,2165.0,4638.0,1.0,0.0,7.099607659424958,1.0323999172346305,1.3368323556653288,1.5966950684224115,0.55,-0.4666666666666667
2025-08-07,2025-08-07 12:11:00+00:00,False,0.4642857142857143,138.125,False,True,160.75,160.75,False,35.0,-17.0,18.0,-0.007955077211043519,17.0,1.0,111.01298701298701,2137.0,4392.0,1.0,1.0,7.007788253206067,0.9528759237298773,1.31954306884841,1.512006196746708,0.55,0.5333333333333333
2025-08-08,2025-08-08 12:06:00+00:00,False,3.619047619047619,1064.0,True,True,74.5,74.5,False,-95.0,-61.0,-63.0,-0.04799370574350905,61.0,0.0,89.19298245614036,1271.0,2355.0,0.0,0.0,4.072319487355533,0.7726134093960628,0.7634779996996546,0.8024533605928955,-0.4666666666666667,-0.4666666666666667
2025-08-11,2025-08-11 12:28:00+00:00,False,0.7925531914893617,74.5,False,True,31.5,31.5,False,-118.0,-104.0,135.0,-0.0449438202247191,104.0,0.0,84.14545454545454,2314.0,4509.0,0.0,0.0,7.5572403335860505,0.735784953167112,1.3247459567768713,1.421612674391109,-0.4666666666666667,-0.4666666666666667
2025-08-14,2025-08-14 12:01:00+00:00,False,-1.0454545454545454,-322.0,False,False,15.0,15.0,False,105.0,289.0,211.0,0.20687186828919113,289.0,0.0,80.98550724637681,1397.0,2321.0,1.0,0.0,4.20805766230972,0.8120657981646199,0.7639097744360902,0.696892358504729,0.5,-0.5
2025-08-18,2025-08-18 12:03:00+00:00,False,-1.0350877192982455,-206.5,False,False,39.25,-39.25,False,-93.0,-16.0,-191.0,-0.0088008800880088,16.0,0.0,87.6144578313253,1818.0,3291.0,0.0,1.0,6.545454545454546,0.9420311530190245,0.9941216678058783,0.9881399189310914,-0.48333333333333334,0.5
2025-08-20,2025-08-20 12:01:00+00:00,False,-1.0350877192982455,-206.5,False,False,50.0,-50.0,False,102.0,160.0,-67.0,0.052980132450331126,160.0,0.0,84.47552447552448,3020.0,5705.0,1.0,1.0,11.182226924094156,0.9343504072900524,1.6987765433834903,1.712956012610719,0.5,0.5
2025-08-21,2025-08-21 12:03:00+00:00,False,1.2222222222222223,110.0,False,True,53.25,-53.25,False,-84.0,-27.0,-306.0,-0.009857612267250822,27.0,0.0,120.3956043956044,2739.0,4684.0,1.0,0.0,10.168655529037391,1.331648222386092,1.5407115736183379,1.4063954361207025,0.5166666666666666,-0.5166666666666666
2025-08-22,2025-08-22 12:04:00+00:00,False,-1.048780487804878,-107.5,False,False,36.5,36.5,False,-65.0,-19.0,7.0,-0.018645731108930325,19.0,1.0,65.74193548387096,1019.0,1825.0,1.0,1.0,3.8962173972415677,0.7271455794653094,0.573196456194628,0.5479657709052694,0.5166666666666666,0.4833333333333334
2025-08-25,2025-08-25 13:11:00+00:00,False,-1.037037037037037,-196.0,False,False,75.0,-75.0,False,-55.0,43.0,115.0,0.01875272568687309,43.0,0.0,143.3125,2293.0,3979.0,0.0,0.0,8.977696986646158,0.9451094889167145,0.8116814159292035,0.7335914454277286,-0.4666666666666667,-0.48333333333333334
2025-08-26,2025-08-26 12:01:00+00:00,False,-1.048780487804878,-107.5,False,False,28.25,-28.25,False,54.0,127.0,73.0,0.07163000564015792,127.0,0.0,62.76106194690266,1773.0,3671.0,1.0,0.0,6.980805737186247,0.6941753147568205,1.0124197002141329,1.1215153135263118,0.5166666666666666,-0.5333333333333333
2025-08-27,2025-08-27 12:10:00+00:00,False,-1.0666666666666669,-112.0,False,False,19.25,19.25,False,84.0,76.0,73.0,0.06440677966101695,76.0,1.0,96.3265306122449,1180.0,1797.0,0.0,0.0,4.467883705206221,1.0654297048663564,0.6738044254104212,0.5489956465286795,-0.4666666666666667,-0.5166666666666666
2025-08-29,2025-08-29 12:32:00+00:00,False,-1.0175438596491229,-232.0,False,False,124.25,-124.25,False,288.0,328.0,161.0,0.06890756302521009,328.0,0.0,85.76576576576576,4760.0,7227.0,1.0,1.0,18.38344827586207,0.7267394048857739,2.1446271682811444,1.588875453446191,0.44999999999999996,0.5
2025-09-01,2025-09-01 12:16:00+00:00,False,-1.0714285714285714,-60.0,False,False,7.0,-7.0,False,42.0,103.0,134.0,0.13975576662143827,103.0,0.0,62.723404255319146,737.0,1366.0,0.0,0.0,2.7975327052124994,0.6829902349637192,0.4725116204519955,0.46998107689661106,-0.4666666666666667,-0.5166666666666666
2025-09-04,2025-09-04 12:32:00+00:00,False,1.1206896551724137,325.0,False,False,48.0,48.0,False,10.0,-119.0,-73.0,-0.030027756749936917,119.0,0.0,121.00763358778626,3963.0,6369.0,0.0,1.0,13.795487039224216,0.9907935517831405,1.8283737024221454,1.4643062420967927,-0.48333333333333334,0.4666666666666667
2025-09-09,2025-09-09 12:02:00+00:00,False,-1.0526315789473684,-60.0,False,False,40.0,40.0,False,-129.0,-83.0,433.0,-0.04384574749075541,83.0,0.0,126.2,1893.0,3849.0,1.0,1.0,7.915179571417905,1.3095676379791468,1.0204851752021564,1.1279947248882702,0.5166666666666666,0.4666666666666667
2025-09-15,2025-09-15 12:35:00+00:00,False,-1.0689655172413792,-108.5,False,False,34.25,34.25,True,-5.0,182.0,191.0,0.04377104377104377,182.0,0.0,144.62608695652173,4158.0,7763.0,1.0,1.0,18.33015823033929,1.1686016548517335,1.673913043478261,1.565199858863854,0.4666666666666667,0.4666666666666667
2025-09-16,2025-09-16 12:38:00+00:00,False,-1.131578947368421,-236.5,False,False,291.5,291.5,True,-49.0,28.0,-52.0,0.014492753623188406,28.0,0.0,100.36363636363636,1932.0,3214.0,1.0,1.0,8.074632435256362,0.7940972492441332,0.6904315196998124,0.49928152549613575,0.44999999999999996,0.4666666666666667
2025-09-17,2025-09-17 12:02:00+00:00,False,-1.0571428571428572,-55.5,False,False,18.25,-18.25,True,-10.0,19.0,-49.0,0.013523131672597865,19.0,0.0,95.2542372881356,1405.0,3017.0,1.0,0.0,5.824696476162274,0.9227900363621858,0.8346947868706371,0.9549734905436417,0.4833333333333334,-0.48333333333333334
2025-09-18,2025-09-18 12:52:00+00:00,False,3.8484848484848486,381.0,True,True,267.25,267.25,True,-102.0,3.0,238.0,0.000930809804529941,3.0,1.0,138.6236559139785,3223.0,7340.0,0.0,1.0,12.392749244712991,1.1306088745655576,1.5743069971913544,1.8884672284041937,-0.5166666666666666,0.4666666666666667
2025-09-19,2025-09-19 12:06:00+00:00,False,5.957446808510638,1260.0,True,True,36.5,36.5,True,89.0,126.0,104.0,0.07701711491442542,126.0,0.0,97.67164179104478,1636.0,2506.0,0.0,0.0,6.650889292196007,0.9462090133300433,1.059757085020243,0.813372281726712,-0.5333333333333333,-0.48333333333333334
2025-09-19,2025-09-19 12:32:00+00:00,False,-1.0526315789473684,-100.0,False,False,36.5,36.5,True,66.0,16.0,86.0,0.0071174377224199285,16.0,0.0,140.5,2248.0,4104.0,0.0,0.0,9.138874773139745,1.170619039889976,1.0980583709854683,1.0558950279796746,-0.55,-0.5333333333333333
2025-09-23,2025-09-23 12:12:00+00:00,False,-1.05,-168.0,False,False,0.25,-0.25,False,127.0,7.0,86.0,0.004739336492890996,7.0,0.0,90.8923076923077,1477.0,2498.0,0.0,0.0,6.778005408506106,0.8805331742535993,0.9394180314835427,0.8521961620469083,-0.5166666666666666,-0.4666666666666667
