day,ft,stamp_edge,cvd_5,cvd_15,cvd_30,cvd_norm_15,delta_div_15,fp_imb_15,absorp_15,stack_bid_bin,stack_ask_bin,vol_15,vol_30,abs_cvd_15
2025-06-30,2025-06-30 12:51:00+00:00,0,-217.0,-451.0,-818.0,-0.1786138613861386,0.0,-0.08930693069306928,108.60215053763442,0,1,2525.0,4608.0,451.0
2025-07-02,2025-07-02 12:03:00+00:00,0,-44.0,-154.0,-379.0,-0.03770812928501469,0.0,-0.01885406464250733,97.23809523809524,1,1,4084.0,5523.0,154.0
2025-07-07,2025-07-07 12:16:00+00:00,0,73.0,177.0,199.0,0.09635274904735983,0.0,0.048176374523679955,72.75247524752476,1,1,1837.0,2923.0,177.0
2025-07-08,2025-07-08 13:19:00+00:00,0,-50.0,-5.0,116.0,-0.0022192632046160675,0.0,-0.0011096316023080366,143.04761904761904,0,1,2253.0,4226.0,5.0
2025-07-10,2025-07-10 12:04:00+00:00,0,-177.0,-52.0,193.0,-0.027339642481598318,0.0,-0.013669821240799185,90.57142857142857,1,1,1902.0,3529.0,52.0
2025-07-14,2025-07-14 12:16:00+00:00,0,67.0,89.0,128.0,0.08388312912346843,0.0,0.04194156456173426,75.78571428571429,0,0,1061.0,3290.0,89.0
2025-07-16,2025-07-16 12:11:00+00:00,0,20.0,15.0,132.0,0.010155721056194989,0.0,0.005077860528097444,123.08333333333333,1,0,1477.0,2592.0,15.0
2025-07-17,2025-07-17 12:01:00+00:00,0,53.0,8.0,30.0,0.005532503457814661,0.0,0.0027662517289073207,68.85714285714286,1,0,1446.0,2682.0,8.0
2025-07-18,2025-07-18 12:06:00+00:00,0,-108.0,-24.0,19.0,-0.014616321559074299,0.0,-0.007308160779537165,88.75675675675676,0,1,1642.0,2721.0,24.0
2025-07-21,2025-07-21 12:09:00+00:00,0,-102.0,-114.0,-142.0,-0.08892355694227769,0.0,-0.04446177847113886,104.65306122448979,0,1,1282.0,2162.0,114.0
2025-07-23,2025-07-23 12:33:00+00:00,0,-206.0,-296.0,-277.0,-0.10632183908045977,0.0,-0.05316091954022989,108.11650485436893,1,1,2784.0,4437.0,296.0
2025-07-24,2025-07-24 12:07:00+00:00,0,97.0,-45.0,-14.0,-0.033707865168539325,1.0,-0.01685393258426965,124.18604651162791,1,0,1335.0,3074.0,45.0
2025-07-25,2025-07-25 12:47:00+00:00,0,-13.0,-205.0,-83.0,-0.08042369556688897,0.0,-0.0402118477834445,137.78378378378378,0,0,2549.0,4613.0,205.0
2025-07-29,2025-07-29 12:01:00+00:00,0,167.0,216.0,26.0,0.12314709236031927,0.0,0.061573546180159644,96.10958904109589,0,1,1754.0,3574.0,216.0
2025-07-30,2025-07-30 12:32:00+00:00,0,-61.0,-61.0,-280.0,-0.018031333136269583,0.0,-0.009015666568134795,104.0923076923077,1,1,3383.0,7474.0,61.0
2025-07-31,2025-07-31 12:13:00+00:00,0,150.0,229.0,214.0,0.06765140324963072,0.0,0.03382570162481535,83.58024691358025,0,1,3385.0,5584.0,229.0
2025-08-04,2025-08-04 12:18:00+00:00,0,84.0,92.0,-16.0,0.055288461538461536,0.0,0.027644230769230727,70.80851063829788,1,0,1664.0,3412.0,92.0
2025-08-07,2025-08-07 12:08:00+00:00,0,-32.0,15.0,-20.0,0.006928406466512702,0.0,0.0034642032332563577,120.27777777777777,1,0,2165.0,4638.0,15.0
2025-08-07,2025-08-07 12:11:00+00:00,0,35.0,-17.0,18.0,-0.007955077211043519,1.0,-0.0039775386055217465,111.01298701298701,1,1,2137.0,4392.0,17.0
2025-08-08,2025-08-08 12:06:00+00:00,0,-95.0,-61.0,-63.0,-0.04799370574350905,0.0,-0.023996852871754515,89.19298245614036,0,0,1271.0,2355.0,61.0
2025-08-11,2025-08-11 12:28:00+00:00,0,-118.0,-104.0,135.0,-0.0449438202247191,0.0,-0.02247191011235955,84.14545454545454,0,0,2314.0,4509.0,104.0
2025-08-14,2025-08-14 12:01:00+00:00,0,105.0,289.0,211.0,0.20687186828919113,0.0,0.10343593414459562,80.98550724637681,1,0,1397.0,2321.0,289.0
2025-08-15,2025-08-15 12:06:00+00:00,0,-70.0,-135.0,-20.0,-0.11469838572642312,0.0,-0.05734919286321155,51.73626373626374,0,0,1177.0,2050.0,135.0
2025-08-18,2025-08-18 12:03:00+00:00,0,-93.0,-16.0,-191.0,-0.0088008800880088,0.0,-0.004400440044004417,87.6144578313253,0,1,1818.0,3291.0,16.0
2025-08-20,2025-08-20 12:01:00+00:00,0,102.0,160.0,-67.0,0.052980132450331126,0.0,0.026490066225165587,84.47552447552448,1,1,3020.0,5705.0,160.0
2025-08-21,2025-08-21 12:03:00+00:00,0,-84.0,-27.0,-306.0,-0.009857612267250822,0.0,-0.004928806133625396,120.3956043956044,1,0,2739.0,4684.0,27.0
2025-08-22,2025-08-22 12:04:00+00:00,0,-65.0,-19.0,7.0,-0.018645731108930325,1.0,-0.009322865554465154,65.74193548387096,1,1,1019.0,1825.0,19.0
2025-08-25,2025-08-25 13:11:00+00:00,0,-55.0,43.0,115.0,0.01875272568687309,0.0,0.00937636284343657,143.3125,0,0,2293.0,3979.0,43.0
2025-08-26,2025-08-26 12:01:00+00:00,0,54.0,127.0,73.0,0.07163000564015792,0.0,0.03581500282007899,62.76106194690266,1,0,1773.0,3671.0,127.0
2025-08-27,2025-08-27 12:10:00+00:00,0,84.0,76.0,73.0,0.06440677966101695,1.0,0.03220338983050852,96.3265306122449,0,0,1180.0,1797.0,76.0
2025-08-29,2025-08-29 12:05:00+00:00,0,-53.0,-78.0,-71.0,-0.0493046776232617,0.0,-0.02465233881163087,115.05454545454545,0,0,1582.0,2563.0,78.0
2025-08-29,2025-08-29 12:32:00+00:00,0,288.0,328.0,161.0,0.06890756302521009,0.0,0.03445378151260503,85.76576576576576,1,1,4760.0,7227.0,328.0
2025-09-01,2025-09-01 12:16:00+00:00,0,42.0,103.0,134.0,0.13975576662143827,0.0,0.06987788331071909,62.723404255319146,0,0,737.0,1366.0,103.0
2025-09-04,2025-09-04 12:32:00+00:00,0,10.0,-119.0,-73.0,-0.030027756749936917,0.0,-0.015013878374968481,121.00763358778626,0,1,3963.0,6369.0,119.0
2025-09-09,2025-09-09 12:02:00+00:00,0,-129.0,-83.0,433.0,-0.04384574749075541,0.0,-0.021922873745377713,126.2,1,1,1893.0,3849.0,83.0
2025-09-15,2025-09-15 12:35:00+00:00,0,-5.0,182.0,191.0,0.04377104377104377,0.0,0.02188552188552184,144.62608695652173,1,1,4158.0,7763.0,182.0
2025-09-16,2025-09-16 12:38:00+00:00,0,-49.0,28.0,-52.0,0.014492753623188406,0.0,0.007246376811594235,100.36363636363636,1,1,1932.0,3214.0,28.0
2025-09-17,2025-09-17 12:02:00+00:00,0,-10.0,19.0,-49.0,0.013523131672597865,0.0,0.006761565836298944,95.2542372881356,1,0,1405.0,3017.0,19.0
2025-09-18,2025-09-18 12:52:00+00:00,0,-102.0,3.0,238.0,0.000930809804529941,1.0,0.00046540490226498754,138.6236559139785,0,1,3223.0,7340.0,3.0
2025-09-19,2025-09-19 12:06:00+00:00,0,89.0,126.0,104.0,0.07701711491442542,0.0,0.03850855745721271,97.67164179104478,0,0,1636.0,2506.0,126.0
2025-09-19,2025-09-19 12:32:00+00:00,0,66.0,16.0,86.0,0.0071174377224199285,0.0,0.003558718861209953,140.5,0,0,2248.0,4104.0,16.0
2025-09-23,2025-09-23 12:12:00+00:00,0,127.0,7.0,86.0,0.004739336492890996,0.0,0.0023696682464454666,90.8923076923077,0,0,1477.0,2498.0,7.0
2025-09-24,2025-09-24 12:19:00+00:00,0,-181.0,-88.0,-37.0,-0.05034324942791762,0.0,-0.025171624713958785,97.11111111111111,0,0,1748.0,3179.0,88.0
2025-09-26,2025-09-26 12:13:00+00:00,0,37.0,63.0,153.0,0.0323242688558235,1.0,0.0161621344279117,103.94666666666667,1,0,1949.0,4301.0,63.0
2025-09-29,2025-09-29 12:11:00+00:00,0,173.0,43.0,158.0,0.021318790282597918,0.0,0.010659395141298988,112.05555555555556,1,0,2017.0,4622.0,43.0
2025-09-30,2025-09-30 12:19:00+00:00,0,23.0,9.0,29.0,0.007556675062972292,0.0,0.0037783375314861534,95.28,0,1,1191.0,2945.0,9.0
2025-10-03,2025-10-03 12:42:00+00:00,0,-88.0,-320.0,-516.0,-0.10981468771448182,0.0,-0.05490734385724089,111.00952380952381,1,1,2914.0,4446.0,320.0
2025-10-06,2025-10-06 13:07:00+00:00,0,85.0,57.0,-64.0,0.014664265500385902,0.0,0.0073321327501929545,182.91764705882352,0,1,3887.0,6636.0,57.0
2025-10-06,2025-10-06 13:07:00+00:00,0,85.0,57.0,-64.0,0.014664265500385902,0.0,0.0073321327501929545,182.91764705882352,0,1,3887.0,6636.0,57.0
2025-10-07,2025-10-07 12:23:00+00:00,0,80.0,47.0,353.0,0.02256361017762842,0.0,0.011281805088814156,108.20779220779221,1,0,2083.0,4711.0,47.0
2025-10-08,2025-10-08 12:04:00+00:00,0,-79.0,-65.0,379.0,-0.06545820745216516,0.0,-0.032729103726082565,79.44,1,1,993.0,3823.0,65.0
2025-10-08,2025-10-08 12:30:00+00:00,0,55.0,71.0,-269.0,0.025921869295363272,0.0,0.012960934647681666,109.56,1,1,2739.0,4739.0,71.0
2025-10-09,2025-10-09 12:11:00+00:00,0,3.0,-57.0,-92.0,-0.03551401869158879,0.0,-0.017757009345794383,105.24590163934427,0,1,1605.0,2622.0,57.0
2025-10-10,2025-10-10 12:39:00+00:00,0,-167.0,-250.0,-263.0,-0.13676148796498905,0.0,-0.0683807439824945,100.16438356164383,0,0,1828.0,3211.0,250.0
2025-10-13,2025-10-13 12:06:00+00:00,0,-41.0,-204.0,-194.0,-0.03965785381026438,0.0,-0.019828926905132216,114.94972067039106,1,1,5144.0,9454.0,204.0
2025-10-16,2025-10-16 12:27:00+00:00,0,-10.0,-10.0,-242.0,-0.003652300949598247,0.0,-0.0018261504747991153,144.10526315789474,0,1,2738.0,5482.0,10.0
2025-10-16,2025-10-16 12:31:00+00:00,0,118.0,86.0,-82.0,0.029965156794425088,0.0,0.01498257839721251,47.833333333333336,1,1,2870.0,6224.0,86.0
2025-10-17,2025-10-17 12:34:00+00:00,0,-199.0,-44.0,127.0,-0.006444053895723492,0.0,-0.0032220269478617225,118.74782608695652,1,1,6828.0,15823.0,44.0
2025-10-20,2025-10-20 12:11:00+00:00,0,59.0,33.0,46.0,0.026294820717131476,0.0,0.013147410358565703,89.64285714285714,1,0,1255.0,2506.0,33.0
2025-10-21,2025-10-21 12:01:00+00:00,0,64.0,31.0,-25.0,0.023538344722854973,0.0,0.011769172361427493,82.3125,1,0,1317.0,3517.0,31.0
2025-10-22,2025-10-22 12:04:00+00:00,0,63.0,131.0,-15.0,0.03699519909630048,0.0,0.018497599548150223,77.39890710382514,1,1,3541.0,6165.0,131.0
2025-10-23,2025-10-23 12:01:00+00:00,0,-67.0,-223.0,-332.0,-0.07794477455435163,0.0,-0.038972387277175835,96.16806722689076,0,1,2861.0,5338.0,223.0
2025-10-23,2025-10-23 12:20:00+00:00,0,-77.0,-83.0,-352.0,-0.02634084417645192,0.0,-0.013170422088225942,97.70542635658914,1,1,3151.0,6040.0,83.0
2025-10-27,2025-10-27 12:03:00+00:00,0,86.0,131.0,-86.0,0.07533064979873491,0.0,0.03766532489936747,95.28767123287672,1,1,1739.0,3574.0,131.0
2025-10-28,2025-10-28 12:12:00+00:00,0,125.0,156.0,157.0,0.10818307905686546,0.0,0.05409153952843271,88.73846153846154,1,0,1442.0,2663.0,156.0
2025-10-29,2025-10-29 12:11:00+00:00,0,16.0,-16.0,-104.0,-0.009060022650056626,1.0,-0.004530011325028338,138.50980392156862,0,0,1766.0,2808.0,16.0
2025-10-30,2025-10-30 12:06:00+00:00,0,30.0,-35.0,5.0,-0.01808785529715762,1.0,-0.009043927648578809,84.1304347826087,1,1,1935.0,3223.0,35.0
2025-10-30,2025-10-30 12:11:00+00:00,0,-187.0,-170.0,-192.0,-0.07391304347826087,0.0,-0.036956521739130443,74.79674796747967,0,1,2300.0,3704.0,170.0
2025-10-30,2025-10-30 13:02:00+00:00,0,-218.0,-739.0,-1140.0,-0.08958661655958298,0.0,-0.0447933082797915,157.1238095238095,1,0,8249.0,17296.0,739.0
2025-10-31,2025-10-31 12:01:00+00:00,0,-34.0,300.0,326.0,0.11618900077459333,0.0,0.05809450038729669,89.80869565217391,1,0,2582.0,3668.0,300.0
2025-11-03,2025-11-03 13:01:00+00:00,0,-127.0,-60.0,-240.0,-0.042735042735042736,1.0,-0.021367521367521347,50.5945945945946,1,1,1404.0,3062.0,60.0
2025-11-03,2025-11-03 13:55:00+00:00,0,-63.0,-29.0,-46.0,-0.013163867453472538,1.0,-0.0065819337267362665,108.79012345679013,0,0,2203.0,5352.0,29.0
2025-11-04,2025-11-04 13:36:00+00:00,0,93.0,55.0,111.0,0.010414694186707063,1.0,0.005207347093353576,92.24454148471615,0,0,5281.0,9101.0,55.0
2025-11-05,2025-11-05 13:03:00+00:00,0,60.0,150.0,260.0,0.07129277566539924,0.0,0.03564638783269958,67.328,1,0,2104.0,4320.0,150.0
2025-11-06,2025-11-06 13:22:00+00:00,0,70.0,168.0,197.0,0.0935412026726058,0.0,0.04677060133630295,75.62105263157895,1,1,1796.0,3173.0,168.0
2025-11-10,2025-11-10 14:06:00+00:00,0,-103.0,-1.0,-367.0,-0.0002727024815925825,1.0,-0.00013635124079630634,128.66666666666666,1,1,3667.0,6437.0,1.0
2025-11-11,2025-11-11 13:21:00+00:00,0,-37.0,207.0,181.0,0.07125645438898451,0.0,0.03562822719449221,82.41134751773049,0,1,2905.0,4351.0,207.0
2025-11-12,2025-11-12 13:39:00+00:00,0,73.0,-60.0,-444.0,-0.02952755905511811,1.0,-0.014763779527559029,108.37333333333333,0,1,2032.0,3960.0,60.0
2025-11-13,2025-11-13 13:34:00+00:00,0,-220.0,-362.0,-296.0,-0.10456383593298671,0.0,-0.05228191796649334,56.98765432098765,1,1,3462.0,5306.0,362.0
2025-11-21,2025-11-21 13:01:00+00:00,0,-85.0,-661.0,98.0,-0.03823240210538493,1.0,-0.01911620105269246,198.15472779369628,1,1,17289.0,33052.0,661.0
2025-11-24,2025-11-24 13:06:00+00:00,0,-4.0,-110.0,-7.0,-0.031108597285067874,1.0,-0.015554298642533937,73.28497409326425,0,0,3536.0,5861.0,110.0
2025-11-24,2025-11-24 13:59:00+00:00,0,-310.0,-266.0,-358.0,-0.06095325389550871,0.0,-0.030476626947754326,94.8695652173913,0,1,4364.0,7488.0,266.0
2025-11-25,2025-11-25 13:04:00+00:00,0,128.0,258.0,334.0,0.07076247942951179,0.0,0.03538123971475593,87.855421686747,1,1,3646.0,10372.0,258.0
2025-11-26,2025-11-26 13:06:00+00:00,0,299.0,275.0,707.0,0.1305173232083531,0.0,0.0652586616041766,93.64444444444445,1,1,2107.0,5327.0,275.0
2025-11-27,2025-11-27 13:23:00+00:00,0,27.0,-94.0,-105.0,-0.13314447592067988,0.0,-0.06657223796033995,61.391304347826086,1,1,706.0,1213.0,94.0
2025-12-01,2025-12-01 13:06:00+00:00,0,129.0,218.0,-111.0,0.06423099587507367,0.0,0.032115497937536874,107.74603174603175,0,1,3394.0,6253.0,218.0
2025-12-03,2025-12-03 13:05:00+00:00,0,28.0,45.0,200.0,0.03202846975088968,1.0,0.016014234875444844,122.17391304347827,0,1,1405.0,2492.0,45.0
2025-12-04,2025-12-04 13:01:00+00:00,0,17.0,-19.0,-64.0,-0.017707362534948742,0.0,-0.008853681267474378,58.0,0,0,1073.0,2544.0,19.0
2025-12-05,2025-12-05 13:21:00+00:00,0,-188.0,-172.0,-133.0,-0.11241830065359477,0.0,-0.05620915032679741,57.19626168224299,1,1,1530.0,2525.0,172.0
2025-12-09,2025-12-09 13:02:00+00:00,0,-122.0,-27.0,-2.0,-0.019751280175566936,1.0,-0.009875640087783466,50.629629629629626,0,1,1367.0,2480.0,27.0
2025-12-09,2025-12-09 13:17:00+00:00,0,-27.0,6.0,-21.0,0.005291005291005291,1.0,0.002645502645502673,54.0,1,1,1134.0,2501.0,6.0
2025-12-10,2025-12-10 13:04:00+00:00,0,76.0,155.0,92.0,0.16976998904709747,0.0,0.0848849945235487,41.03370786516854,1,0,913.0,2000.0,155.0
2025-12-10,2025-12-10 14:21:00+00:00,0,-227.0,-134.0,-532.0,-0.04542372881355932,0.0,-0.022711864406779636,113.46153846153847,0,1,2950.0,6310.0,134.0
2025-12-11,2025-12-11 13:32:00+00:00,0,-151.0,-229.0,-321.0,-0.1137605563835072,0.0,-0.05688027819175362,58.77372262773723,1,1,2013.0,4261.0,229.0
2025-12-12,2025-12-12 13:13:00+00:00,0,221.0,333.0,574.0,0.1382316313823163,0.0,0.06911581569115821,60.9873417721519,1,0,2409.0,5556.0,333.0
2025-12-17,2025-12-17 13:52:00+00:00,0,-666.0,-831.0,-1251.0,-0.15518207282913166,1.0,-0.07759103641456583,145.71428571428572,0,1,5355.0,10973.0,831.0
2025-12-19,2025-12-19 13:01:00+00:00,0,-118.0,-214.0,-142.0,-0.08512330946698489,0.0,-0.04256165473349244,52.375,1,1,2514.0,4082.0,214.0
2025-12-23,2025-12-23 13:04:00+00:00,0,-47.0,12.0,-60.0,0.011673151750972763,0.0,0.005836575875486361,60.470588235294116,0,0,1028.0,1634.0,12.0
2025-12-23,2025-12-23 13:05:00+00:00,0,-97.0,-10.0,-41.0,-0.009652509652509652,0.0,-0.004826254826254817,60.94117647058823,0,0,1036.0,1635.0,10.0
2025-12-23,2025-12-23 13:32:00+00:00,0,-43.0,-33.0,-73.0,-0.022103148024112524,0.0,-0.011051574012056253,82.94444444444444,1,1,1493.0,2591.0,33.0
2025-12-24,2025-12-24 13:04:00+00:00,0,-51.0,-25.0,-24.0,-0.03987240829346093,0.0,-0.019936204146730474,59.714285714285715,1,0,627.0,1112.0,25.0
2025-12-26,2025-12-26 14:00:00+00:00,0,-64.0,-227.0,-40.0,-0.11367050575863796,0.0,-0.05683525287931901,61.44615384615385,0,0,1997.0,4034.0,227.0
2025-12-29,2025-12-29 13:29:00+00:00,0,101.0,79.0,165.0,0.07059874888293119,0.0,0.03529937444146558,56.65822784810127,0,1,1119.0,2817.0,79.0
2025-12-30,2025-12-30 13:10:00+00:00,0,25.0,36.0,-20.0,0.047493403693931395,0.0,0.0237467018469657,56.148148148148145,1,0,758.0,1498.0,36.0
2025-12-31,2025-12-31 13:25:00+00:00,0,110.0,152.0,180.0,0.13013698630136986,0.0,0.06506849315068497,56.28915662650602,1,0,1168.0,2124.0,152.0
2025-12-31,2025-12-31 13:40:00+00:00,0,48.0,57.0,209.0,0.0262551819438047,0.0,0.013127590971902303,104.62650602409639,1,0,2171.0,3339.0,57.0
2026-02-02,2026-02-02 13:01:00+00:00,0,-73.0,-200.0,40.0,-0.07980845969672785,0.0,-0.03990422984836395,45.77168949771689,1,1,2506.0,4762.0,200.0
2026-02-05,2026-02-05 13:40:00+00:00,0,240.0,156.0,115.0,0.018673689250658366,0.0,0.009336844625329133,78.62588235294118,0,1,8354.0,13307.0,156.0
2026-02-09,2026-02-09 14:20:00+00:00,0,-280.0,-649.0,-804.0,-0.1207891308393821,0.0,-0.06039456541969107,119.4,1,1,5373.0,9014.0,649.0
2026-02-10,2026-02-10 13:18:00+00:00,0,106.0,122.0,-2.0,0.029814271749755622,1.0,0.014907135874877797,84.80829015544042,1,1,4092.0,7326.0,122.0
2026-02-12,2026-02-12 13:04:00+00:00,0,-24.0,7.0,51.0,0.004450095359186269,1.0,0.002225047679593084,50.74193548387097,1,1,1573.0,2961.0,7.0
2026-02-16,2026-02-16 14:01:00+00:00,0,-86.0,-103.0,-164.0,-0.13359273670557717,0.0,-0.06679636835278857,27.783783783783782,0,1,771.0,1494.0,103.0
2026-02-17,2026-02-17 13:01:00+00:00,0,-54.0,-28.0,4.0,-0.01348747591522158,0.0,-0.006743737957610796,63.87692307692308,1,1,2076.0,3436.0,28.0
2026-02-19,2026-02-19 13:04:00+00:00,0,-65.0,-129.0,-130.0,-0.07513104251601631,0.0,-0.03756552125800816,50.13138686131387,1,1,1717.0,3384.0,129.0
2026-02-19,2026-02-19 13:39:00+00:00,0,191.0,238.0,276.0,0.04210898796886058,0.0,0.021054493984430267,68.09638554216868,0,0,5652.0,7882.0,238.0
2026-02-23,2026-02-23 13:05:00+00:00,0,13.0,-58.0,-134.0,-0.02468085106382979,1.0,-0.01234042553191489,77.04918032786885,1,1,2350.0,4440.0,58.0
2026-02-24,2026-02-24 13:03:00+00:00,0,77.0,141.0,145.0,0.045177827619352774,0.0,0.022588913809676425,73.43529411764706,1,1,3121.0,6909.0,141.0
2026-02-24,2026-02-24 13:03:00+00:00,0,77.0,141.0,145.0,0.045177827619352774,0.0,0.022588913809676425,73.43529411764706,1,1,3121.0,6909.0,141.0
2026-02-25,2026-02-25 13:21:00+00:00,0,-78.0,-17.0,-153.0,-0.010685103708359522,0.0,-0.005342551854179756,97.9076923076923,0,0,1591.0,3143.0,17.0
2026-02-25,2026-02-25 14:23:00+00:00,0,11.0,418.0,740.0,0.05363099820374647,1.0,0.026815499101873197,163.22513089005236,1,1,7794.0,12628.0,418.0
2026-02-26,2026-02-26 13:04:00+00:00,0,-31.0,-65.0,-117.0,-0.0551314673452078,0.0,-0.027565733672603898,72.55384615384615,0,1,1179.0,2345.0,65.0
2026-03-05,2026-03-05 13:25:00+00:00,0,-79.0,21.0,-116.0,0.006064106266243142,1.0,0.003032053133121604,105.74045801526718,0,1,3463.0,7746.0,21.0
2026-03-09,2026-03-09 12:55:00+00:00,0,-29.0,-156.0,-312.0,-0.03175895765472313,0.0,-0.01587947882736157,94.46153846153847,1,1,4912.0,9084.0,156.0
2026-03-09,2026-03-09 13:01:00+00:00,0,18.0,-43.0,-136.0,-0.009665093279388626,1.0,-0.004832546639694291,107.20481927710843,1,1,4449.0,8956.0,43.0
2026-03-12,2026-03-12 12:26:00+00:00,0,-80.0,2.0,-55.0,0.0007716049382716049,0.0,0.0003858024691357764,84.98360655737704,1,1,2592.0,5975.0,2.0
2026-03-12,2026-03-12 12:42:00+00:00,0,-43.0,-219.0,-202.0,-0.07966533284830847,0.0,-0.03983266642415423,64.68235294117648,1,1,2749.0,5288.0,219.0
2026-03-13,2026-03-13 12:31:00+00:00,1,222.0,183.0,86.0,0.06097967344218594,0.0,0.030489836721092956,60.62626262626262,1,1,3001.0,5800.0,183.0
2026-03-17,2026-03-17 12:26:00+00:00,0,-59.0,214.0,598.0,0.06434155141310884,0.0,0.032170775706554466,76.02285714285715,0,1,3326.0,6108.0,214.0
2026-03-17,2026-03-17 12:56:00+00:00,0,65.0,111.0,11.0,0.05199063231850117,1.0,0.025995316159250548,93.84615384615384,0,0,2135.0,6625.0,111.0
2026-03-19,2026-03-19 12:01:00+00:00,0,33.0,32.0,-41.0,0.008268733850129198,0.0,0.004134366925064636,91.05882352941177,0,1,3870.0,6933.0,32.0
2026-03-19,2026-03-19 12:03:00+00:00,0,-264.0,-52.0,-233.0,-0.013091641490433032,0.0,-0.006545820745216535,66.2,1,1,3972.0,7651.0,52.0
2026-03-20,2026-03-20 12:01:00+00:00,0,41.0,-94.0,-291.0,-0.02876376988984088,1.0,-0.014381884944920431,56.58874458874459,1,1,3268.0,6119.0,94.0
2026-03-20,2026-03-20 12:06:00+00:00,0,-44.0,-46.0,-288.0,-0.009918068132815868,1.0,-0.004959034066407908,80.31168831168831,1,1,4638.0,7680.0,46.0
2026-03-24,2026-03-24 12:06:00+00:00,0,-143.0,-367.0,-325.0,-0.0642169728783902,0.0,-0.032108486439195116,54.82014388489208,1,1,5715.0,7809.0,367.0
2026-03-25,2026-03-25 12:01:00+00:00,0,126.0,-3.0,-72.0,-0.0004672169444011836,1.0,-0.0002336084722006082,85.04635761589404,1,1,6421.0,8996.0,3.0
2026-03-26,2026-03-26 13:21:00+00:00,0,293.0,426.0,183.0,0.09603246167718665,0.0,0.0480162308385933,90.53061224489795,1,1,4436.0,9169.0,426.0
2026-03-31,2026-03-31 12:59:00+00:00,0,-274.0,-19.0,34.0,-0.003340953050817654,0.0,-0.0016704765254088039,97.21367521367522,1,1,5687.0,11208.0,19.0
2026-03-31,2026-03-31 13:21:00+00:00,0,177.0,329.0,288.0,0.09296411415654139,0.0,0.04648205707827069,88.475,1,1,3539.0,9266.0,329.0
2026-04-02,2026-04-02 13:01:00+00:00,0,-90.0,-31.0,76.0,-0.006048780487804878,0.0,-0.0030243902439024417,131.4102564102564,1,1,5125.0,9420.0,31.0
2026-04-06,2026-04-06 12:47:00+00:00,0,72.0,82.0,180.0,0.031857031857031856,0.0,0.015928515928515963,67.73684210526316,1,0,2574.0,4476.0,82.0
2026-04-07,2026-04-07 12:01:00+00:00,0,-48.0,-132.0,-223.0,-0.08058608058608059,0.0,-0.040293040293040316,64.87128712871286,1,1,1638.0,5323.0,132.0
