day,stance,stance_asked,health_override,book,act,size,pl,oracle,hit,orc,e3,e4
2024-10-09,risk_on,risk_on,False,CHAMPION,MOMENTUM,1.0,-310,FLAT,False,0,-310,-310
2024-10-10,risk_on,risk_on,False,CHAMPION,MOMENTUM,1.0,0,FLAT,False,0,-325,0
2024-10-11,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,415,ROTATION,False,662,662,415
2024-10-14,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,205,MOMENTUM,True,205,0,205
2024-10-15,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,170,MOMENTUM,True,170,-291,170
2024-10-16,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,780,MOMENTUM,True,780,84,780
2024-10-17,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,225,MOMENTUM,True,225,0,225
2024-10-18,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,-860,ROTATION,False,186,186,-860
2024-10-21,risk_on,risk_on,False,CHAMPION,ROTATION,1.0,1480,ROTATION,True,1480,1480,880
2024-10-22,risk_on,risk_on,False,CHAMPION,ROTATION,1.0,408,ROTATION,True,408,408,-130
2024-10-23,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,-215,ROTATION,False,56,56,-215
2024-10-24,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,-290,FLAT,False,0,-324,-290
2024-10-25,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,4480,MOMENTUM,True,4480,140,4480
2024-10-28,risk_on,risk_on,False,MOMENTUM,MOMENTUM,1.0,395,ROTATION,False,609,609,395
